phecode1.2_code	phecode1.2_label	phecode1.2_category	hpo_code	hpo_label	stringMatch_hpo-phecode1.2	subStringMatch_hpo-to-phecode1.2	subStringMatch_phecode1.2-to-hpo	stringMatch_hpo-ICD9	subStringMatch_hpo-to-ICD9	subStringMatch_ICD9-to-hpo	stringMatch_hpo-ICD10	subStringMatch_hpo-to-ICD10	subStringMatch_ICD10-to-hpo	SORTA_phecode1.2-to-hpo	SORTA_ICD9-to-hpo	SORTA_ICD10-to-hpo	PheMap_phecode1.2-hpo	sharedUMLSCUI_ICD9-hpo	sharedUMLSCUIplusRel_ICD9-hpo	sharedUMLSCUI_ICD10-hpo	sharedUMLSCUIplusRel_ICD10-hpo	wikiMedMap_hpo-to-ICD9	wikiMedMap_hpo-to-ICD10	StrongEvidenceSpecific	StrongEvidenceBroad	AnyEvidence
364.5	Corneal dystrophy	sense organs	HP_0007827	Nodular corneal dystrophy			True								84.62	84.62								True	True	True
364.5	Corneal dystrophy	sense organs	HP_0001131	Corneal dystrophy	True	True	True		True			True		100.0	81.82		49.783761080563075		True		True			True	True	True
365	Glaucoma	sense organs	HP_0000501	Glaucoma	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	69.748425011656	True	True	True	True	True	True	True	True	True
365.1	Open-angle glaucoma	sense organs	HP_0012108	Open angle glaucoma					True					100.0	100.0	100.0	53.11437209471895	True	True	True	True			True	True	True
365.11	Primary open angle glaucoma	sense organs	HP_0000501	Glaucoma													80.16337580464682			True	True			True	True	True
365.11	Primary open angle glaucoma	sense organs	HP_0012108	Open angle glaucoma		True			True					82.61	82.61	82.61	51.88832445948724	True	True	True	True			True	True	True
366	Cataract	sense organs	HP_0000518	Cataract	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	45.675533128197316	True	True	True	True	True	True	True	True	True
366.2	Senile cataract	sense organs	HP_0011141	Age-related cataract							True	True	True			100.0	53.1619445111076	True	True	True	True			True	True	True
367.1	Myopia	sense organs	HP_0000545	Myopia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	156.58848324889806	True	True	True	True	True	True	True	True	True
367.2	Astigmatism	sense organs	HP_0000483	Astigmatism	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	112.99241966525372	True	True	True	True	True	True	True	True	True
367.8	Hypermetropia	sense organs	HP_0031728	Mild hypermetropia			True			True			True				16.021485523600234							True	True	True
367.8	Hypermetropia	sense organs	HP_0008499	High hypermetropia			True			True			True											True	True	True
367.8	Hypermetropia	sense organs	HP_0000540	Hypermetropia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	167.66473370880868	True	True	True	True	True	True	True	True	True
367.9	Blindness and low vision	sense organs	HP_0000618	Blindness												80.0	44.430829973600204					True	True	True	True	True
368	Visual disturbances	sense organs	HP_0000646	Amblyopia				True	True	True	True	True	True		100.0	100.0	124.95282582668268	True	True	True	True	True	True	True	True	True
368.1	Amblyopia	sense organs	HP_0000646	Amblyopia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	129.35931465629702	True	True	True	True	True	True	True	True	True
368.2	Diplopia and disorders of binocular vision	sense organs	HP_0000651	Diplopia				True	True	True	True	True	True		100.0	100.0	102.37587454573877	True	True	True	True	True	True	True	True	True
368.3	Anisometropia	sense organs	HP_0012803	Anisometropia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True	True	True	True	True	True	True	True	True
368.4	Visual field defects	sense organs	HP_0001123	Visual field defect	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True	True	True	True			True	True	True
368.5	Color vision deficiencies	sense organs	HP_0007641	Dyschromatopsia													85.56169605691257					True	True	True	True	True
368.9	Subjective visual disturbances	sense organs	HP_0031590	Asthenopia													78.08537369082373			True	True	True	True	True	True	True
369.5	Conjunctivitis, infectious	sense organs	HP_0000509	Conjunctivitis				True	True	True	True	True	True		100.0	100.0	46.27209812115311	True	True	True	True	True	True	True	True	True
370	Keratitis	sense organs	HP_0000491	Keratitis	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	55.654988754897865	True	True	True	True	True	True	True	True	True
370.1	Corneal ulcer	sense organs	HP_0012804	Corneal ulceration	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	86.09807304480692	True	True	True	True	True	True	True	True	True
370.3	Keratoconjunctivitis	sense organs	HP_0001096	Keratoconjunctivitis	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True	True	True	True	True		True	True	True
370.3	Keratoconjunctivitis	sense organs	HP_0001097	Keratoconjunctivitis sicca			True			True			True									True		True	True	True
370.3	Keratoconjunctivitis	sense organs	HP_0000491	Keratitis													78.31453803685623							True	True	True
370.31	Keratoconjunctivitis sicca	sense organs	HP_0001096	Keratoconjunctivitis		True																		True	True	True
370.31	Keratoconjunctivitis sicca	sense organs	HP_0001097	Keratoconjunctivitis sicca	True	True	True							100.0			59.73862935664264					True		True	True	True
371	Inflammation of the eye	sense organs	HP_0031830	Pinguecula													225.8922372192185							True	True	True
371.1	Uveitis, noninfectious or NOS	sense organs	HP_0000554	Uveitis													67.99754727473555			True	True		True	True	True	True
371.21	Allergic conjunctivitis	sense organs	HP_0007879	Allergic conjunctivitis	True	True	True							100.0	80.0	80.0	41.90606622283872					True		True	True	True
371.3	Inflammation of eyelids	sense organs	HP_0000498	Blepharitis	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	52.39672076086721	True	True	True	True	True	True	True	True	True
371.3	Inflammation of eyelids	sense organs	HP_0010605	Chalazion				True	True	True	True	True	True		100.0	100.0	89.04535208475686	True	True	True	True	True	True	True	True	True
371.3	Inflammation of eyelids	sense organs	HP_0010606	Hordeolum													78.99410862152136		True	True	True	True	True	True	True	True
372	Disorders of conjunctiva	sense organs	HP_0031830	Pinguecula				True	True	True	True	True	True		100.0	100.0	117.43410027111601	True	True	True	True	True	True	True	True	True
372	Disorders of conjunctiva	sense organs	HP_0001059	Pterygium				True	True	True					100.0	86.96	154.41877166530685	True	True	True	True			True	True	True
374.1	Ectropion or entropion	sense organs	HP_0000656	Ectropion				True	True	True					100.0	87.18	63.10358274033707	True	True	True	True	True	True	True	True	True
374.1	Ectropion or entropion	sense organs	HP_0000621	Entropion				True	True	True					100.0	87.18	67.4562453290245	True	True			True	True	True	True	True
374.3	Ptosis of eyelid	sense organs	HP_0000508	Ptosis		True			True			True		100.0	100.0	100.0	98.08856336326643	True	True	True	True	True	True	True	True	True
374.6	Dermatochalasis	sense organs	HP_0010750	Dermatochalasis	True	True	True	True	True	True				100.0	100.0	93.33		True	True			True		True	True	True
374.6	Dermatochalasis	sense organs	HP_0000973	Cutis laxa													171.35166337013547							True	True	True
375.1	Dry eyes	sense organs	HP_0001097	Keratoconjunctivitis sicca	True	True	True							100.0			103.34150567101824	True	True	True	True			True	True	True
375.2	Epiphora	sense organs	HP_0009926	Epiphora	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	100.27775166449348	True	True	True	True			True	True	True
376	Disorders of the orbit	sense organs	HP_0000520	Proptosis													66.42909834047452							True	True	True
377	Disorders of optic nerve and visual pathways	sense organs	HP_0001085	Papilledema				True	True	True	True	True	True		100.0	100.0	43.826881076591924	True	True	True	True	True	True	True	True	True
377.1	Optic atrophy	sense organs	HP_0001112	Leber optic atrophy			True			True			True							True	True	True	True	True	True	True
377.1	Optic atrophy	sense organs	HP_0000648	Optic atrophy	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	90.61105353272288	True	True	True	True			True	True	True
377.3	Optic neuritis/neuropathy	sense organs	HP_0100653	Optic neuritis				True	True	True	True	True	True		100.0	100.0	75.09030291291663	True	True	True	True	True	True	True	True	True
378	Strabismus and other disorders of binocular eye movements	sense organs	HP_0000486	Strabismus							True	True	True			100.0	64.80881063324784	True	True	True	True	True	True	True	True	True
378	Strabismus and other disorders of binocular eye movements	sense organs	HP_0032012	Heterotropia				True	True	True	True	True	True		100.0	100.0	64.80881063324784	True	True	True	True	True	True	True	True	True
378.1	Strabismus (not specified as paralytic)	sense organs	HP_0000486	Strabismus													83.98899986868064	True	True	True	True	True	True	True	True	True
378.1	Strabismus (not specified as paralytic)	sense organs	HP_0032012	Heterotropia				True	True	True	True	True	True		100.0	100.0	83.98899986868064	True	True	True	True			True	True	True
378.2	Nystagmus and other irregular eye movements	sense organs	HP_0000639	Nystagmus				True	True	True	True	True	True		100.0	100.0	84.19025828164244	True	True	True	True	True	True	True	True	True
378.5	Paralytic strabismus	sense organs	HP_0025592	Superior oblique muscle weakness													68.81229924071036	True	True	True	True	True	True	True	True	True
378.5	Paralytic strabismus	sense organs	HP_0031775	Neurogenic strabismus	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True	True	True	True		True	True	True	True
378.5	Paralytic strabismus	sense organs	HP_0007011	Fourth cranial nerve palsy					True			True			85.71	85.71	68.81229924071036	True	True	True	True	True	True	True	True	True
379.1	Scleritis and episcleritis	sense organs	HP_0100532	Scleritis				True	True	True	True	True	True		100.0	100.0	159.36424951507	True	True	True	True	True	True	True	True	True
379.1	Scleritis and episcleritis	sense organs	HP_0100534	Episcleritis							True	True	True			100.0	66.71293789149962			True	True	True	True	True	True	True
379.2	Disorders of vitreous body	sense organs	HP_0100832	Vitreous floaters					True			True			100.0	100.0	158.2131467985657			True	True			True	True	True
379.4	Anomalies of pupillary function	sense organs	HP_0009916	Anisocoria				True	True	True	True	True	True		100.0	100.0	106.11022504837672	True	True	True	True	True	True	True	True	True
379.5	Disorders of iris and ciliary body	sense organs	HP_0000554	Uveitis													47.02020002894064					True		True	True	True
379.5	Disorders of iris and ciliary body	sense organs	HP_0011886	Hyphema							True	True	True			100.0	43.50210122269785			True	True	True	True	True	True	True
379.9	Pain, swelling or discharge of eye	sense organs	HP_0031590	Asthenopia													68.54600105308123							True	True	True
379.9	Pain, swelling or discharge of eye	sense organs	HP_0200026	Ocular pain							True	True	True			100.0	55.95014551114893			True	True			True	True	True
380	Disorders of external ear	sense organs	HP_0410017	Otitis externa							True	True	True			100.0	93.2966623336868			True	True		True	True	True	True
380.1	Otitis externa	sense organs	HP_0410017	Otitis externa	True	True	True		True		True	True	True	100.0	100.0	100.0	99.38704720553206			True	True	True	True	True	True	True
380.4	Impacted cerumen	sense organs	HP_0030788	Impacted cerumen	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True	True	True	True			True	True	True
381.1	Otitis media	sense organs	HP_0031353	Otitis media with effusion													68.20691439718438		True	True	True	True	True	True	True	True
381.1	Otitis media	sense organs	HP_0000388	Otitis media	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	47.57025877353684	True	True	True	True	True	True	True	True	True
381.1	Otitis media	sense organs	HP_0000371	Acute otitis media					True			True			85.0	85.0	43.30165964656843			True	True	True	True	True	True	True
381.1	Otitis media	sense organs	HP_0040262	Glue ear													68.20691439718438		True	True	True	True	True	True	True	True
381.11	Suppurative and unspecified otitis media	sense organs	HP_0000371	Acute otitis media											82.93	82.93	48.08063922191349			True	True	True	True	True	True	True
381.3	Mastoiditis & related conditions	sense organs	HP_0000265	Mastoiditis				True	True	True	True	True	True		100.0	100.0	88.03497598941743	True	True	True	True	True	True	True	True	True
382	Otalgia	sense organs	HP_0030766	Ear pain	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	74.22162770510431	True	True	True	True	True	True	True	True	True
383	Otosclerosis	sense organs	HP_0000362	Otosclerosis	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	108.19292270121993	True	True	True	True	True	True	True	True	True
385.3	Cholesteatoma	sense organs	HP_0009797	Cholesteatoma	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	145.87097173109063	True	True	True	True	True	True	True	True	True
386.9	Dizziness and giddiness (Light-headedness and vertigo)	sense organs	HP_0002321	Vertigo													49.66914190270769			True	True	True	True	True	True	True
388	Other disorders of ear	sense organs	HP_0000360	Tinnitus													57.38432515048874							True	True	True
389.1	Sensorineural hearing loss	sense organs	HP_0000407	Sensorineural hearing impairment	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	25.275926651675864	True	True	True	True	True	True	True	True	True
389.1	Sensorineural hearing loss	sense organs	HP_0000408	Progressive sensorineural hearing impairment			True			True			True											True	True	True
389.1	Sensorineural hearing loss	sense organs	HP_0008625	Severe sensorineural hearing impairment			True			True			True											True	True	True
389.1	Sensorineural hearing loss	sense organs	HP_0008527	Congenital sensorineural hearing impairment			True			True			True									True	True	True	True	True
389.1	Sensorineural hearing loss	sense organs	HP_0008610	Infantile sensorineural hearing impairment			True			True			True											True	True	True
389.1	Sensorineural hearing loss	sense organs	HP_0008619	Bilateral sensorineural hearing impairment			True		True	True		True	True		100.0	100.0		True	True	True	True			True	True	True
389.1	Sensorineural hearing loss	sense organs	HP_0008615	Adult onset sensorineural hearing impairment			True			True			True											True	True	True
389.2	Conductive hearing loss	sense organs	HP_0008513	Bilateral conductive hearing impairment			True		True	True		True	True		100.0	100.0		True	True	True	True			True	True	True
389.2	Conductive hearing loss	sense organs	HP_0008591	Congenital conductive hearing impairment			True			True			True											True	True	True
389.2	Conductive hearing loss	sense organs	HP_0000405	Conductive hearing impairment	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True	True	True	True	True	True	True	True	True
389.2	Conductive hearing loss	sense organs	HP_0012716	Moderate conductive hearing impairment			True			True			True											True	True	True
389.2	Conductive hearing loss	sense organs	HP_0008598	Mild conductive hearing impairment			True			True			True											True	True	True
389.2	Conductive hearing loss	sense organs	HP_0012717	Severe conductive hearing impairment			True			True			True											True	True	True
389.3	Degenerative and vascular disorders of ear	sense organs	HP_0040113	Old-aged sensorineural hearing impairment							True	True	True		86.96	100.0	47.08680299563567	True	True	True	True		True	True	True	True
389.4	Tinnitus	sense organs	HP_0000360	Tinnitus	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	164.5939086617051	True	True	True	True	True	True	True	True	True
394.2	Mitral valve disease	circulatory system	HP_0001718	Mitral stenosis				True	True	True					100.0		85.71553750007389					True	True	True	True	True
394.7	Disease of tricuspid valve	circulatory system	HP_0011662	Tricuspid atresia													51.3114526949467							True	True	True
394.7	Disease of tricuspid valve	circulatory system	HP_0010316	Ebstein anomaly of the tricuspid valve													44.78846375426299							True	True	True
395.4	Nonrheumatic pulmonary valve disorders	circulatory system	HP_0010444	Pulmonary insufficiency													154.52534848545508			True	True	True	True	True	True	True
396	Abnormal heart sounds	circulatory system	HP_0030148	Heart murmur							True	True	True			100.0	96.10369454166236			True	True	True	True	True	True	True
396	Abnormal heart sounds	circulatory system	HP_0031657	Abnormal heart sound										100.0	100.0									True	True	True
401	Hypertension	circulatory system	HP_0000822	Hypertension	True	True	True							100.0			28.7495258028647	True	True	True	True	True	True	True	True	True
402	Elevated blood pressure reading without diagnosis of hypertension	circulatory system	HP_0032263	Increased blood pressure													74.25485668902742							True	True	True
411.2	Myocardial infarction	circulatory system	HP_0001658	Myocardial infarction	True	True	True		True			True		100.0	89.47	89.47	50.18581231663988			True	True	True	True	True	True	True
411.3	Angina pectoris	circulatory system	HP_0001681	Angina pectoris	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	46.474339630299404	True	True	True	True	True	True	True	True	True
411.4	Coronary atherosclerosis	circulatory system	HP_0001677	Coronary artery atherosclerosis	True	True	True	True	True	True				100.0	100.0		20.09077483892345	True	True	True	True	True	True	True	True	True
411.4	Coronary atherosclerosis	circulatory system	HP_0004929	obsolete Coronary atherosclerosis			True			True								True	True	True	True			True	True	True
411.41	Aneurysm and dissection of heart	circulatory system	HP_0011641	Coronary artery fistula													104.35747437845328							True	True	True
415.11	Pulmonary embolism and infarction, acute	circulatory system	HP_0002204	Pulmonary embolism					True		True	True	True			100.0	70.1255960922912			True	True	True	True	True	True	True
416	Cardiomegaly	circulatory system	HP_0001640	Cardiomegaly	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	75.53324225138985	True	True	True	True	True	True	True	True	True
418.1	Precordial pain	circulatory system	HP_0032141	Precordial pain	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True	True	True	True			True	True	True
420.1	Myocarditis	circulatory system	HP_0012819	Myocarditis	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	81.85257664502903	True	True	True	True	True	True	True	True	True
420.2	Pericarditis	circulatory system	HP_0001701	Pericarditis	True	True	True							100.0			61.78348980145361					True	True	True	True	True
420.21	Acute pericarditis	circulatory system	HP_0001701	Pericarditis													49.59226185235773					True	True	True	True	True
420.22	Chronic pericarditis	circulatory system	HP_0002563	Constrictive pericarditis				True	True	True		True			100.0	82.61	122.72839366522145	True	True			True	True	True	True	True
420.3	Endocarditis	circulatory system	HP_0100584	Endocarditis	True	True	True							100.0			25.089043633458136					True	True	True	True	True
425	Cardiomyopathy	circulatory system	HP_0001638	Cardiomyopathy	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	46.3402803636533	True	True	True	True	True	True	True	True	True
425.11	Hypertrophic obstructive cardiomyopathy	circulatory system	HP_0001639	Hypertrophic cardiomyopathy		True		True	True	True		True		85.25	100.0	85.25	61.02210342019265	True	True			True	True	True	True	True
425.12	Other hypertrophic cardiomyopathy	circulatory system	HP_0001639	Hypertrophic cardiomyopathy		True			True			True		100.0	100.0	100.0	109.73650929856814						True	True	True	True
425.8	Other cardiomyopathy	circulatory system	HP_0001638	Cardiomyopathy		True								100.0										True	True	True
425.8	Other cardiomyopathy	circulatory system	HP_0011665	Takotsubo cardiomyopathy													75.31049772948904	True	True	True	True	True		True	True	True
426.2	Atrioventricular [AV] block	circulatory system	HP_0001678	Atrioventricular block		True		True	True	True	True	True	True	93.88	100.0	100.0	24.06708958075336	True	True	True	True	True	True	True	True	True
426.2	Atrioventricular [AV] block	circulatory system	HP_0012722	Heart block											100.0		61.51879024165071							True	True	True
426.21	First degree AV block	circulatory system	HP_0011705	First degree atrioventricular block				True	True	True		True	True		100.0	100.0	126.51572784620402	True	True	True	True	True	True	True	True	True
426.23	Second degree AV block	circulatory system	HP_0011708	Mobitz II atrioventricular block													46.552285734822576							True	True	True
426.23	Second degree AV block	circulatory system	HP_0011707	Mobitz I atrioventricular block													68.27668574440645			True	True			True	True	True
426.23	Second degree AV block	circulatory system	HP_0001678	Atrioventricular block													44.68356276081353							True	True	True
426.24	Atrioventricular block, complete	circulatory system	HP_0001678	Atrioventricular block		True			True			True		85.19	85.19	85.19						True		True	True	True
426.25	Other heart block	circulatory system	HP_0012722	Heart block										100.0	100.0		77.58064555084533							True	True	True
426.3	Bundle branch block	circulatory system	HP_0011710	Bundle branch block	True	True	True	True	True	True		True		100.0	100.0			True	True	True	True	True	True	True	True	True
426.3	Bundle branch block	circulatory system	HP_0011712	Right bundle branch block			True	True	True	True	True	True	True		100.0	100.0		True	True	True	True	True	True	True	True	True
426.3	Bundle branch block	circulatory system	HP_0011713	Left bundle branch block			True		True	True					100.0	100.0				True	True		True	True	True	True
426.31	Right bundle branch block	circulatory system	HP_0011710	Bundle branch block		True			True			True												True	True	True
426.31	Right bundle branch block	circulatory system	HP_0011712	Right bundle branch block	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True	True	True	True	True	True	True	True	True
426.32	Left bundle branch block	circulatory system	HP_0011713	Left bundle branch block	True	True	True		True					100.0	100.0	100.0				True	True		True	True	True	True
426.32	Left bundle branch block	circulatory system	HP_0011710	Bundle branch block		True						True										True	True	True	True	True
426.4	Anomalous atrioventricular excitation	circulatory system	HP_0001716	Wolff-Parkinson-White syndrome													71.34827972268748			True	True	True	True	True	True	True
426.7	Abnormal electrocardiogram [ECG] [EKG]	circulatory system	HP_0003115	Abnormal EKG		True						True		86.21		86.21								True	True	True
427.1	Paroxysmal tachycardia, unspecified	circulatory system	HP_0006688	Paroxysmal tachycardia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True	True	True	True	True	True	True	True	True
427.1	Paroxysmal tachycardia, unspecified	circulatory system	HP_0006671	Paroxysmal atrial tachycardia			True			True			True							True	True		True	True	True	True
427.11	Paroxysmal supraventricular tachycardia	circulatory system	HP_0004755	Supraventricular tachycardia		True			True		True	True	True			100.0	49.262989774721355			True	True	True	True	True	True	True
427.11	Paroxysmal supraventricular tachycardia	circulatory system	HP_0004763	Paroxysmal supraventricular tachycardia	True	True	True	True	True	True			True	100.0	100.0		16.123866007692282	True	True			True	True	True	True	True
427.12	Paroxysmal ventricular tachycardia	circulatory system	HP_0004751	Paroxysmal ventricular tachycardia	True	True	True	True	True	True			True	100.0	100.0			True	True					True	True	True
427.12	Paroxysmal ventricular tachycardia	circulatory system	HP_0004756	Ventricular tachycardia		True			True		True	True	True			100.0	103.9490066430155			True	True	True	True	True	True	True
427.21	Atrial fibrillation	circulatory system	HP_0005110	Atrial fibrillation	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	74.35327607696526	True	True			True	True	True	True	True
427.22	Atrial flutter	circulatory system	HP_0005110	Atrial fibrillation													74.35327607696526						True	True	True	True
427.22	Atrial flutter	circulatory system	HP_0004749	Atrial flutter	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	28.110549469693236	True	True			True	True	True	True	True
427.41	Ventricular fibrillation and flutter	circulatory system	HP_0001663	Ventricular fibrillation				True	True	True	True	True	True		100.0	100.0	95.06034078641842	True	True	True	True	True	True	True	True	True
427.42	Cardiac arrest	circulatory system	HP_0001695	Cardiac arrest	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	56.604644012270136	True	True	True	True	True	True	True	True	True
427.5	Arrhythmia (cardiac) NOS	circulatory system	HP_0011675	Arrhythmia		True	True				True	True	True	100.0	82.05	100.0	45.616033936882346	True	True	True	True			True	True	True
427.6	Premature beats	circulatory system	HP_0006682	Premature ventricular contraction													156.00100845396852			True	True	True	True	True	True	True
427.6	Premature beats	circulatory system	HP_0034041	Ventricular ectopy													156.00100845396852			True	True			True	True	True
427.61	Supraventricular premature beats	circulatory system	HP_0006699	Premature atrial contractions		True	True		True	True				100.0	100.0			True	True	True	True	True	True	True	True	True
427.7	Tachycardia NOS	circulatory system	HP_0001649	Tachycardia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	51.72578553439765	True	True	True	True	True	True	True	True	True
427.8	Sinoatrial node dysfunction (Bradycardia)	circulatory system	HP_0011704	Sick sinus syndrome							True	True	True			100.0	75.2890966757291			True	True	True	True	True	True	True
427.9	Palpitations	circulatory system	HP_0001962	Palpitations	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	90.99241496110285	True	True	True	True	True	True	True	True	True
428.1	Congestive heart failure (CHF) NOS	circulatory system	HP_0001635	Congestive heart failure		True		True	True	True	True	True	True	100.0	100.0	100.0	26.540830639911395	True	True	True	True	True		True	True	True
428.2	Heart failure NOS	circulatory system	HP_0001635	Congestive heart failure	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	26.540830639911395	True	True	True	True		True	True	True	True
430	Intracranial hemorrhage	circulatory system	HP_0034208	Fetal intracranial hemorrhage			True			True														True	True	True
430	Intracranial hemorrhage	circulatory system	HP_0001342	Cerebral hemorrhage				True	True	True					100.0	80.0	52.208879920147325	True	True	True	True	True	True	True	True	True
430	Intracranial hemorrhage	circulatory system	HP_0002170	Intracranial hemorrhage	True	True	True	True	True	True				100.0	100.0		17.492328926185234	True	True					True	True	True
430.1	Subarachnoid hemorrhage	circulatory system	HP_0002138	Subarachnoid hemorrhage	True	True	True	True	True	True				100.0	100.0	80.7	64.42986370737327	True	True	True	True	True		True	True	True
430.2	Intracerebral hemorrhage	circulatory system	HP_0007023	Antenatal intracerebral hemorrhage			True			True														True	True	True
430.2	Intracerebral hemorrhage	circulatory system	HP_0001342	Cerebral hemorrhage	True	True	True	True	True	True				100.0	100.0	80.0	33.365055256103766	True	True	True	True	True	True	True	True	True
430.3	Subdural hemorrhage	circulatory system	HP_0100309	Subdural hemorrhage	True	True	True	True	True	True				100.0	100.0		81.5853807365423	True	True			True	True	True	True	True
433.1	Occlusion and stenosis of precerebral arteries	circulatory system	HP_0100546	Carotid artery stenosis													48.942611506357615					True	True	True	True	True
433.12	Cerebral atherosclerosis	circulatory system	HP_0007201	Cerebral artery atherosclerosis			True			True			True	86.27	86.27	86.27								True	True	True
433.3	Cerebral ischemia	circulatory system	HP_0002326	Transient ischemic attack								True				87.27	115.93102489881107		True	True	True	True	True	True	True	True
433.3	Cerebral ischemia	circulatory system	HP_0002637	Cerebral ischemia	True	True	True				True	True	True	100.0		100.0				True	True			True	True	True
433.31	Transient cerebral ischemia	circulatory system	HP_0002326	Transient ischemic attack								True				87.27	87.71003163113183		True	True	True	True	True	True	True	True
433.5	Cerebral aneurysm	circulatory system	HP_0002617	Vascular dilatation													59.82790162079654							True	True	True
433.5	Cerebral aneurysm	circulatory system	HP_0007029	Cerebral berry aneurysm			True							84.21										True	True	True
433.5	Cerebral aneurysm	circulatory system	HP_0004944	Dilatation of the cerebral artery													47.661286994694926		True	True	True			True	True	True
433.6	Acute, but ill-defined cerebrovascular disease	circulatory system	HP_0001297	Stroke													48.5604117805885							True	True	True
440	Atherosclerosis	circulatory system	HP_0002621	Atherosclerosis	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	18.03361331200194	True	True	True	True	True	True	True	True	True
440.1	Atherosclerosis of renal artery	circulatory system	HP_0031684	Renal artery atherosclerosis		True			True			True		100.0	100.0	100.0		True	True	True	True			True	True	True
440.9	Atherosclerosis of aorta	circulatory system	HP_0012397	Aortic atherosclerotic lesion			True			True			True	100.0	100.0	100.0		True	True	True	True			True	True	True
442	Other aneurysm	circulatory system	HP_0002617	Vascular dilatation													95.2922293394264	True	True	True	True			True	True	True
442.1	Aortic aneurysm	circulatory system	HP_0004942	Aortic aneurysm	True	True	True							100.0	80.0		18.65612862292616			True	True	True		True	True	True
442.1	Aortic aneurysm	circulatory system	HP_0002647	Aortic dissection												82.76	49.07666725957265	True	True	True	True	True	True	True	True	True
442.1	Aortic aneurysm	circulatory system	HP_0011645	Dilatation of the sinus of Valsalva			True																	True	True	True
442.1	Aortic aneurysm	circulatory system	HP_0005113	Aortic arch aneurysm			True																	True	True	True
442.1	Aortic aneurysm	circulatory system	HP_0002616	Aortic root aneurysm			True																	True	True	True
442.11	Abdominal aortic aneurysm	circulatory system	HP_0031711	Asymmetric abdominal aortic aneurysm			True																	True	True	True
442.11	Abdominal aortic aneurysm	circulatory system	HP_0031645	Saccular abdominal aortic aneurysm			True																	True	True	True
442.11	Abdominal aortic aneurysm	circulatory system	HP_0002617	Vascular dilatation													47.45447103805729							True	True	True
442.11	Abdominal aortic aneurysm	circulatory system	HP_0031644	Fusiform abdominal aortic aneurysm			True																	True	True	True
442.11	Abdominal aortic aneurysm	circulatory system	HP_0005112	Abdominal aortic aneurysm	True	True	True					True		100.0		87.27	115.66646940133002					True	True	True	True	True
442.2	Aneurysm of iliac artery	circulatory system	HP_4000067	Iliac artery aneurysm		True			True			True												True	True	True
442.4	Arterial dissection	circulatory system	HP_0005294	Arterial dissection	True	True	True		True			True		100.0	100.0	100.0						True		True	True	True
443.1	Raynaud's syndrome	circulatory system	HP_0030880	Raynaud phenomenon													65.47052375505504	True	True	True	True	True	True	True	True	True
443.9	Peripheral vascular disease, unspecified	circulatory system	HP_0004417	Intermittent claudication													52.75834475499338			True	True		True	True	True	True
446.9	Arteritis NOS	circulatory system	HP_0002633	Vasculitis													70.26524294254855					True	True	True	True	True
446.9	Arteritis NOS	circulatory system	HP_0012089	Arteritis	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True	True	True	True	True	True	True	True	True
451	Phlebitis and thrombophlebitis	circulatory system	HP_0004418	Thrombophlebitis													45.99284313001935		True		True	True	True	True	True	True
451.2	Phlebitis and thrombophlebitis of lower extremities	circulatory system	HP_0002625	Deep venous thrombosis													54.66361170235134							True	True	True
