phecodeXupdated_code	phecodeXupdated_label	phecodeXupdated_category	hpo_code	hpo_label	hpo_child	stringMatch_hpo-phecodeXupdated	subStringMatch_hpo-to-phecodeXupdated	subStringMatch_phecodeXupdated-to-hpo	stringMatch_hpo-ICD9	subStringMatch_hpo-to-ICD9	subStringMatch_ICD9-to-hpo	stringMatch_hpo-ICD10	subStringMatch_hpo-to-ICD10	subStringMatch_ICD10-to-hpo	SORTA_phecodeXupdated-to-hpo	SORTA_ICD9-to-hpo	SORTA_ICD10-to-hpo	sharedUMLSCUI_ICD9-hpo	sharedUMLSCUIplusRel_ICD9-hpo	sharedUMLSCUI_ICD10-hpo	sharedUMLSCUIplusRel_ICD10-hpo	wikiMedMap_hpo-to-ICD9	wikiMedMap_hpo-to-ICD10	StrongEvidenceSpecific	StrongEvidenceBroad	AnyEvidence
GI_520	Hernia	Gastrointestinal	HP_0100672	Vaginal hernia	True	True	True	True							100.0				True	True	True			True	True	True
GI_520	Hernia	Gastrointestinal	HP_0100790	Hernia	False	True	True	True							100.0				True	True	True			True	True	True
GI_520	Hernia	Gastrointestinal	HP_0100821	Urethrocele	True	True	True	True							100.0				True	True	True			True	True	True
GI_520	Hernia	Gastrointestinal	HP_0100822	Rectocele	True	True	True	True							100.0				True	True	True			True	True	True
GI_520	Hernia	Gastrointestinal	HP_0100823	Genital hernia	True	True	True	True							100.0				True	True	True			True	True	True
GI_520.1	Hernia of the abdominal wall	Gastrointestinal	HP_0000023	Inguinal hernia	True	True	True	True							100.0		85.71		True	True	True	True	True	True	True	True
GI_520.1	Hernia of the abdominal wall	Gastrointestinal	HP_0000139	Uterine prolapse	True														True	True	True	True	True		True	True
GI_520.1	Hernia of the abdominal wall	Gastrointestinal	HP_0000776	Congenital diaphragmatic hernia	True														True	True	True	True	True		True	True
GI_520.1	Hernia of the abdominal wall	Gastrointestinal	HP_0001537	Umbilical hernia	True	True	True	True							100.0		85.71		True	True	True	True	True	True	True	True
GI_520.1	Hernia of the abdominal wall	Gastrointestinal	HP_0001539	Omphalocele	True	True	True	True							100.0		85.71		True	True	True	True	True	True	True	True
GI_520.1	Hernia of the abdominal wall	Gastrointestinal	HP_0002036	Hiatus hernia	True														True	True	True	True	True		True	True
GI_520.1	Hernia of the abdominal wall	Gastrointestinal	HP_0002933	Ventral hernia	True	True	True	True							100.0		85.71		True	True	True	True	True	True	True	True
GI_520.1	Hernia of the abdominal wall	Gastrointestinal	HP_0004299	Hernia of the abdominal wall	True	True	True	True							100.0		85.71		True	True	True	True	True	True	True	True
GI_520.1	Hernia of the abdominal wall	Gastrointestinal	HP_0004872	Incisional hernia	True	True	True	True							100.0		85.71		True	True	True	True	True	True	True	True
GI_520.1	Hernia of the abdominal wall	Gastrointestinal	HP_0009112	Aplasia of the left hemidiaphragm	True														True	True	True	True	True		True	True
GI_520.1	Hernia of the abdominal wall	Gastrointestinal	HP_0011024	Abnormality of the gastrointestinal tract	False													True	True	True	True				True	True
GI_520.1	Hernia of the abdominal wall	Gastrointestinal	HP_0025193	Posterolateral diaphragmatic hernia	True														True	True	True	True	True		True	True
GI_520.1	Hernia of the abdominal wall	Gastrointestinal	HP_0025194	Morgagni diaphragmatic hernia	True														True	True	True	True	True		True	True
GI_520.1	Hernia of the abdominal wall	Gastrointestinal	HP_0025195	Central diaphragmatic hernia	True														True	True	True	True	True		True	True
GI_520.1	Hernia of the abdominal wall	Gastrointestinal	HP_0032592	Aplasia of the right hemidiaphragm	True														True	True	True	True	True		True	True
GI_520.1	Hernia of the abdominal wall	Gastrointestinal	HP_0100541	Femoral hernia	True	True	True	True							100.0		85.71		True	True	True	True	True	True	True	True
GI_520.1	Hernia of the abdominal wall	Gastrointestinal	HP_0100645	Cystocele	True														True	True	True	True	True		True	True
GI_520.1	Hernia of the abdominal wall	Gastrointestinal	HP_0100672	Vaginal hernia	True														True	True	True	True	True		True	True
GI_520.1	Hernia of the abdominal wall	Gastrointestinal	HP_0100790	Hernia	False														True	True	True	True	True		True	True
GI_520.1	Hernia of the abdominal wall	Gastrointestinal	HP_0100821	Urethrocele	True														True	True	True	True	True		True	True
GI_520.1	Hernia of the abdominal wall	Gastrointestinal	HP_0100822	Rectocele	True														True	True	True	True	True		True	True
GI_520.1	Hernia of the abdominal wall	Gastrointestinal	HP_0100823	Genital hernia	True														True	True	True	True	True		True	True
GI_520.11	Inguinal hernia	Gastrointestinal	HP_0000023	Inguinal hernia	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
GI_520.11	Inguinal hernia	Gastrointestinal	HP_0000139	Uterine prolapse	True														True	True	True	True	True		True	True
GI_520.11	Inguinal hernia	Gastrointestinal	HP_0000776	Congenital diaphragmatic hernia	True														True	True	True	True	True		True	True
GI_520.11	Inguinal hernia	Gastrointestinal	HP_0001537	Umbilical hernia	True														True	True	True	True	True		True	True
GI_520.11	Inguinal hernia	Gastrointestinal	HP_0001539	Omphalocele	True														True	True	True	True	True		True	True
GI_520.11	Inguinal hernia	Gastrointestinal	HP_0002036	Hiatus hernia	True														True	True	True	True	True		True	True
GI_520.11	Inguinal hernia	Gastrointestinal	HP_0002933	Ventral hernia	True														True	True	True	True	True		True	True
GI_520.11	Inguinal hernia	Gastrointestinal	HP_0004299	Hernia of the abdominal wall	True														True	True	True	True	True		True	True
GI_520.11	Inguinal hernia	Gastrointestinal	HP_0004872	Incisional hernia	True														True	True	True	True	True		True	True
GI_520.11	Inguinal hernia	Gastrointestinal	HP_0009112	Aplasia of the left hemidiaphragm	True														True	True	True	True	True		True	True
GI_520.11	Inguinal hernia	Gastrointestinal	HP_0011024	Abnormality of the gastrointestinal tract	False													True	True	True	True				True	True
GI_520.11	Inguinal hernia	Gastrointestinal	HP_0025193	Posterolateral diaphragmatic hernia	True														True	True	True	True	True		True	True
GI_520.11	Inguinal hernia	Gastrointestinal	HP_0025194	Morgagni diaphragmatic hernia	True														True	True	True	True	True		True	True
GI_520.11	Inguinal hernia	Gastrointestinal	HP_0025195	Central diaphragmatic hernia	True														True	True	True	True	True		True	True
GI_520.11	Inguinal hernia	Gastrointestinal	HP_0032592	Aplasia of the right hemidiaphragm	True														True	True	True	True	True		True	True
GI_520.11	Inguinal hernia	Gastrointestinal	HP_0100541	Femoral hernia	True														True	True	True	True	True		True	True
GI_520.11	Inguinal hernia	Gastrointestinal	HP_0100645	Cystocele	True														True	True	True	True	True		True	True
GI_520.11	Inguinal hernia	Gastrointestinal	HP_0100672	Vaginal hernia	True														True	True	True	True	True		True	True
GI_520.11	Inguinal hernia	Gastrointestinal	HP_0100790	Hernia	False														True	True	True	True	True		True	True
GI_520.11	Inguinal hernia	Gastrointestinal	HP_0100821	Urethrocele	True														True	True	True	True	True		True	True
GI_520.11	Inguinal hernia	Gastrointestinal	HP_0100822	Rectocele	True														True	True	True	True	True		True	True
GI_520.11	Inguinal hernia	Gastrointestinal	HP_0100823	Genital hernia	True														True	True	True	True	True		True	True
GI_520.12	Femoral hernia	Gastrointestinal	HP_0000023	Inguinal hernia	True														True	True	True				True	True
GI_520.12	Femoral hernia	Gastrointestinal	HP_0000139	Uterine prolapse	True														True	True	True				True	True
GI_520.12	Femoral hernia	Gastrointestinal	HP_0000776	Congenital diaphragmatic hernia	True														True	True	True				True	True
GI_520.12	Femoral hernia	Gastrointestinal	HP_0001537	Umbilical hernia	True														True	True	True				True	True
GI_520.12	Femoral hernia	Gastrointestinal	HP_0001539	Omphalocele	True														True	True	True				True	True
GI_520.12	Femoral hernia	Gastrointestinal	HP_0002036	Hiatus hernia	True														True	True	True				True	True
GI_520.12	Femoral hernia	Gastrointestinal	HP_0002933	Ventral hernia	True														True	True	True				True	True
GI_520.12	Femoral hernia	Gastrointestinal	HP_0004299	Hernia of the abdominal wall	True														True	True	True				True	True
GI_520.12	Femoral hernia	Gastrointestinal	HP_0004872	Incisional hernia	True														True	True	True				True	True
GI_520.12	Femoral hernia	Gastrointestinal	HP_0009112	Aplasia of the left hemidiaphragm	True														True	True	True				True	True
GI_520.12	Femoral hernia	Gastrointestinal	HP_0011024	Abnormality of the gastrointestinal tract	False													True	True	True	True				True	True
GI_520.12	Femoral hernia	Gastrointestinal	HP_0025193	Posterolateral diaphragmatic hernia	True														True	True	True				True	True
GI_520.12	Femoral hernia	Gastrointestinal	HP_0025194	Morgagni diaphragmatic hernia	True														True	True	True				True	True
GI_520.12	Femoral hernia	Gastrointestinal	HP_0025195	Central diaphragmatic hernia	True														True	True	True				True	True
GI_520.12	Femoral hernia	Gastrointestinal	HP_0032592	Aplasia of the right hemidiaphragm	True														True	True	True				True	True
GI_520.12	Femoral hernia	Gastrointestinal	HP_0100541	Femoral hernia	True	True	True	True				True	True	True	100.0		100.0		True	True	True	True	True	True	True	True
GI_520.12	Femoral hernia	Gastrointestinal	HP_0100645	Cystocele	True														True	True	True				True	True
GI_520.12	Femoral hernia	Gastrointestinal	HP_0100672	Vaginal hernia	True														True	True	True				True	True
GI_520.12	Femoral hernia	Gastrointestinal	HP_0100790	Hernia	False														True	True	True				True	True
GI_520.12	Femoral hernia	Gastrointestinal	HP_0100821	Urethrocele	True														True	True	True				True	True
GI_520.12	Femoral hernia	Gastrointestinal	HP_0100822	Rectocele	True														True	True	True				True	True
GI_520.12	Femoral hernia	Gastrointestinal	HP_0100823	Genital hernia	True														True	True	True				True	True
GI_520.13	Umbilical hernia	Gastrointestinal	HP_0000023	Inguinal hernia	True														True	True	True				True	True
GI_520.13	Umbilical hernia	Gastrointestinal	HP_0000139	Uterine prolapse	True														True	True	True				True	True
GI_520.13	Umbilical hernia	Gastrointestinal	HP_0000776	Congenital diaphragmatic hernia	True														True	True	True				True	True
GI_520.13	Umbilical hernia	Gastrointestinal	HP_0001537	Umbilical hernia	True	True	True	True				True	True	True	100.0		100.0		True	True	True		True	True	True	True
GI_520.13	Umbilical hernia	Gastrointestinal	HP_0001539	Omphalocele	True														True	True	True				True	True
GI_520.13	Umbilical hernia	Gastrointestinal	HP_0002036	Hiatus hernia	True														True	True	True				True	True
GI_520.13	Umbilical hernia	Gastrointestinal	HP_0002933	Ventral hernia	True														True	True	True				True	True
GI_520.13	Umbilical hernia	Gastrointestinal	HP_0004299	Hernia of the abdominal wall	True														True	True	True				True	True
GI_520.13	Umbilical hernia	Gastrointestinal	HP_0004872	Incisional hernia	True														True	True	True				True	True
GI_520.13	Umbilical hernia	Gastrointestinal	HP_0009112	Aplasia of the left hemidiaphragm	True														True	True	True				True	True
GI_520.13	Umbilical hernia	Gastrointestinal	HP_0011024	Abnormality of the gastrointestinal tract	False													True	True	True	True				True	True
GI_520.13	Umbilical hernia	Gastrointestinal	HP_0025193	Posterolateral diaphragmatic hernia	True														True	True	True				True	True
GI_520.13	Umbilical hernia	Gastrointestinal	HP_0025194	Morgagni diaphragmatic hernia	True														True	True	True				True	True
GI_520.13	Umbilical hernia	Gastrointestinal	HP_0025195	Central diaphragmatic hernia	True														True	True	True				True	True
GI_520.13	Umbilical hernia	Gastrointestinal	HP_0032592	Aplasia of the right hemidiaphragm	True														True	True	True				True	True
GI_520.13	Umbilical hernia	Gastrointestinal	HP_0100541	Femoral hernia	True														True	True	True				True	True
GI_520.13	Umbilical hernia	Gastrointestinal	HP_0100645	Cystocele	True														True	True	True				True	True
GI_520.13	Umbilical hernia	Gastrointestinal	HP_0100672	Vaginal hernia	True														True	True	True				True	True
GI_520.13	Umbilical hernia	Gastrointestinal	HP_0100790	Hernia	False														True	True	True				True	True
GI_520.13	Umbilical hernia	Gastrointestinal	HP_0100821	Urethrocele	True														True	True	True				True	True
GI_520.13	Umbilical hernia	Gastrointestinal	HP_0100822	Rectocele	True														True	True	True				True	True
GI_520.13	Umbilical hernia	Gastrointestinal	HP_0100823	Genital hernia	True														True	True	True				True	True
GI_520.14	Ventral hernia	Gastrointestinal	HP_0000023	Inguinal hernia	True														True	True	True				True	True
GI_520.14	Ventral hernia	Gastrointestinal	HP_0000139	Uterine prolapse	True														True	True	True				True	True
GI_520.14	Ventral hernia	Gastrointestinal	HP_0000776	Congenital diaphragmatic hernia	True														True	True	True				True	True
GI_520.14	Ventral hernia	Gastrointestinal	HP_0001537	Umbilical hernia	True														True	True	True				True	True
GI_520.14	Ventral hernia	Gastrointestinal	HP_0001539	Omphalocele	True														True	True	True				True	True
GI_520.14	Ventral hernia	Gastrointestinal	HP_0002036	Hiatus hernia	True														True	True	True				True	True
GI_520.14	Ventral hernia	Gastrointestinal	HP_0002933	Ventral hernia	True	True	True	True				True	True	True	100.0		100.0		True	True	True			True	True	True
GI_520.14	Ventral hernia	Gastrointestinal	HP_0004299	Hernia of the abdominal wall	True														True	True	True				True	True
GI_520.14	Ventral hernia	Gastrointestinal	HP_0004872	Incisional hernia	True														True	True	True				True	True
GI_520.14	Ventral hernia	Gastrointestinal	HP_0009112	Aplasia of the left hemidiaphragm	True														True	True	True				True	True
GI_520.14	Ventral hernia	Gastrointestinal	HP_0011024	Abnormality of the gastrointestinal tract	False													True	True	True	True				True	True
GI_520.14	Ventral hernia	Gastrointestinal	HP_0025193	Posterolateral diaphragmatic hernia	True														True	True	True				True	True
GI_520.14	Ventral hernia	Gastrointestinal	HP_0025194	Morgagni diaphragmatic hernia	True														True	True	True				True	True
GI_520.14	Ventral hernia	Gastrointestinal	HP_0025195	Central diaphragmatic hernia	True														True	True	True				True	True
GI_520.14	Ventral hernia	Gastrointestinal	HP_0032592	Aplasia of the right hemidiaphragm	True														True	True	True				True	True
GI_520.14	Ventral hernia	Gastrointestinal	HP_0100541	Femoral hernia	True														True	True	True				True	True
GI_520.14	Ventral hernia	Gastrointestinal	HP_0100645	Cystocele	True														True	True	True				True	True
GI_520.14	Ventral hernia	Gastrointestinal	HP_0100672	Vaginal hernia	True														True	True	True				True	True
GI_520.14	Ventral hernia	Gastrointestinal	HP_0100790	Hernia	False														True	True	True				True	True
GI_520.14	Ventral hernia	Gastrointestinal	HP_0100821	Urethrocele	True														True	True	True				True	True
GI_520.14	Ventral hernia	Gastrointestinal	HP_0100822	Rectocele	True														True	True	True				True	True
GI_520.14	Ventral hernia	Gastrointestinal	HP_0100823	Genital hernia	True														True	True	True				True	True
GI_520.2	Diaphragmatic hernia	Gastrointestinal	HP_0000023	Inguinal hernia	True														True	True	True				True	True
GI_520.2	Diaphragmatic hernia	Gastrointestinal	HP_0000139	Uterine prolapse	True														True	True	True				True	True
GI_520.2	Diaphragmatic hernia	Gastrointestinal	HP_0000776	Congenital diaphragmatic hernia	True	True	True	True				True	True	True	100.0	82.61	100.0		True	True	True	True	True	True	True	True
GI_520.2	Diaphragmatic hernia	Gastrointestinal	HP_0001537	Umbilical hernia	True														True	True	True				True	True
GI_520.2	Diaphragmatic hernia	Gastrointestinal	HP_0001539	Omphalocele	True														True	True	True				True	True
GI_520.2	Diaphragmatic hernia	Gastrointestinal	HP_0002036	Hiatus hernia	True														True	True	True	True	True		True	True
GI_520.2	Diaphragmatic hernia	Gastrointestinal	HP_0002933	Ventral hernia	True														True	True	True				True	True
GI_520.2	Diaphragmatic hernia	Gastrointestinal	HP_0004299	Hernia of the abdominal wall	True														True	True	True				True	True
GI_520.2	Diaphragmatic hernia	Gastrointestinal	HP_0004872	Incisional hernia	True														True	True	True				True	True
GI_520.2	Diaphragmatic hernia	Gastrointestinal	HP_0009112	Aplasia of the left hemidiaphragm	True	True	True	True				True	True	True	100.0	82.61	100.0		True	True	True	True	True	True	True	True
GI_520.2	Diaphragmatic hernia	Gastrointestinal	HP_0011024	Abnormality of the gastrointestinal tract	False													True	True	True	True				True	True
GI_520.2	Diaphragmatic hernia	Gastrointestinal	HP_0025193	Posterolateral diaphragmatic hernia	True	True	True	True				True	True	True	100.0	82.61	100.0		True	True	True	True	True	True	True	True
GI_520.2	Diaphragmatic hernia	Gastrointestinal	HP_0025194	Morgagni diaphragmatic hernia	True	True	True	True				True	True	True	100.0	82.61	100.0		True	True	True	True	True	True	True	True
GI_520.2	Diaphragmatic hernia	Gastrointestinal	HP_0025195	Central diaphragmatic hernia	True	True	True	True				True	True	True	100.0	82.61	100.0		True	True	True	True	True	True	True	True
GI_520.2	Diaphragmatic hernia	Gastrointestinal	HP_0032592	Aplasia of the right hemidiaphragm	True	True	True	True				True	True	True	100.0	82.61	100.0		True	True	True	True	True	True	True	True
GI_520.2	Diaphragmatic hernia	Gastrointestinal	HP_0100541	Femoral hernia	True														True	True	True				True	True
GI_520.2	Diaphragmatic hernia	Gastrointestinal	HP_0100645	Cystocele	True														True	True	True				True	True
GI_520.2	Diaphragmatic hernia	Gastrointestinal	HP_0100672	Vaginal hernia	True														True	True	True				True	True
GI_520.2	Diaphragmatic hernia	Gastrointestinal	HP_0100790	Hernia	False														True	True	True				True	True
GI_520.2	Diaphragmatic hernia	Gastrointestinal	HP_0100821	Urethrocele	True														True	True	True				True	True
GI_520.2	Diaphragmatic hernia	Gastrointestinal	HP_0100822	Rectocele	True														True	True	True				True	True
GI_520.2	Diaphragmatic hernia	Gastrointestinal	HP_0100823	Genital hernia	True														True	True	True				True	True
GI_522	Gastrointestinal inflammation	Gastrointestinal	HP_0002037	Inflammation of the large intestine	True	True	True	True							100.0									True	True	True
GI_522	Gastrointestinal inflammation	Gastrointestinal	HP_0002583	Colitis	True	True	True	True							100.0					True	True			True	True	True
GI_522	Gastrointestinal inflammation	Gastrointestinal	HP_0004386	Gastrointestinal inflammation	False	True	True	True							100.0									True	True	True
GI_522	Gastrointestinal inflammation	Gastrointestinal	HP_0004387	Enterocolitis	True	True	True	True							100.0					True	True			True	True	True
GI_522	Gastrointestinal inflammation	Gastrointestinal	HP_0011024	Abnormality of the gastrointestinal tract	False													True	True	True	True				True	True
GI_522	Gastrointestinal inflammation	Gastrointestinal	HP_0031813	Colonic eosinophilia	True	True	True	True							100.0								True	True	True	True
GI_522	Gastrointestinal inflammation	Gastrointestinal	HP_0032564	Ileitis	False															True	True		True		True	True
GI_522	Gastrointestinal inflammation	Gastrointestinal	HP_0033143	Jejunitis	False															True	True	True			True	True
GI_522	Gastrointestinal inflammation	Gastrointestinal	HP_0033164	Focal active colitis	True	True	True	True							100.0					True	True			True	True	True
GI_522	Gastrointestinal inflammation	Gastrointestinal	HP_0033165	Necrotizing enterocolitis	True	True	True	True							100.0					True	True			True	True	True
GI_522	Gastrointestinal inflammation	Gastrointestinal	HP_0033256	Pancolitis	True	True	True	True							100.0					True	True			True	True	True
GI_522	Gastrointestinal inflammation	Gastrointestinal	HP_0100279	Ulcerative colitis	True	True	True	True							100.0					True	True			True	True	True
GI_522	Gastrointestinal inflammation	Gastrointestinal	HP_0100280	Crohn's disease	True	True	True	True							100.0									True	True	True
GI_522	Gastrointestinal inflammation	Gastrointestinal	HP_0100281	Chronic colitis	True	True	True	True							100.0					True	True			True	True	True
GI_522	Gastrointestinal inflammation	Gastrointestinal	HP_0100282	Acute colitis	True	True	True	True							100.0					True	True			True	True	True
GI_522	Gastrointestinal inflammation	Gastrointestinal	HP_0100633	Esophagitis	True	True	True	True							100.0									True	True	True
GI_522	Gastrointestinal inflammation	Gastrointestinal	HP_0410151	Eosinophilic infiltration of the esophagus	True	True	True	True							100.0								True	True	True	True
GI_522	Gastrointestinal inflammation	Gastrointestinal	HP_0410152	Eosinophilic microabscess formation in the esophagus	True	True	True	True							100.0									True	True	True
GI_522	Gastrointestinal inflammation	Gastrointestinal	HP_4000012	Necrotizing ileitis	True															True	True		True		True	True
GI_522	Gastrointestinal inflammation	Gastrointestinal	HP_4000055	Intestinal inflammation	True	True	True	True							100.0									True	True	True
GI_522.1	Inflammatory bowel disease	Gastrointestinal	HP_0011024	Abnormality of the gastrointestinal tract	False															True	True				True	True
GI_522.11	Crohn's disease	Gastrointestinal	HP_0011024	Abnormality of the gastrointestinal tract	False													True	True	True	True				True	True
GI_522.11	Crohn's disease	Gastrointestinal	HP_0100280	Crohn's disease	False	True	True	True				True	True	True	100.0		100.0		True	True	True	True	True	True	True	True
GI_522.12	Ulcerative colitis	Gastrointestinal	HP_0011024	Abnormality of the gastrointestinal tract	False													True	True	True	True				True	True
GI_522.12	Ulcerative colitis	Gastrointestinal	HP_0100279	Ulcerative colitis	True	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
GI_522.13	Inflammatory polyps of colon [Pseudopolyposis of colon]	Gastrointestinal	HP_0011024	Abnormality of the gastrointestinal tract	False													True	True	True	True				True	True
GI_522.14	Microscopic colitis*	Gastrointestinal	HP_0011024	Abnormality of the gastrointestinal tract	False															True	True				True	True
GI_522.4	Toxic gastroenteritis and colitis	Gastrointestinal	HP_0011024	Abnormality of the gastrointestinal tract	False													True	True	True	True				True	True
GI_522.5	Allergic and dietetic gastroenteritis and colitis	Gastrointestinal	HP_0011024	Abnormality of the gastrointestinal tract	False													True	True	True	True				True	True
GI_522.6	Eosinophilic gastroenteritis and colitis	Gastrointestinal	HP_0011024	Abnormality of the gastrointestinal tract	False													True	True						True	True
GI_522.6	Eosinophilic gastroenteritis and colitis	Gastrointestinal	HP_0031780	Eosinophilic ascites	True		True			True					86.79	86.79								True	True	True
GI_522.6	Eosinophilic gastroenteritis and colitis	Gastrointestinal	HP_0031813	Colonic eosinophilia	True		True			True					86.79	86.79								True	True	True
GI_522.6	Eosinophilic gastroenteritis and colitis	Gastrointestinal	HP_0032021	Eosinophilic liver infiltration	True		True			True					86.79	86.79								True	True	True
GI_522.6	Eosinophilic gastroenteritis and colitis	Gastrointestinal	HP_0032023	Eosinophilic gallbladder infiltration	True		True			True					86.79	86.79								True	True	True
GI_522.6	Eosinophilic gastroenteritis and colitis	Gastrointestinal	HP_0032064	Gastrointestinal eosinophilia	False		True			True					86.79	86.79								True	True	True
GI_522.6	Eosinophilic gastroenteritis and colitis	Gastrointestinal	HP_0410147	Eosinophilic infiltration in the stomach mucosa	True		True			True					86.79	86.79								True	True	True
GI_522.6	Eosinophilic gastroenteritis and colitis	Gastrointestinal	HP_0410151	Eosinophilic infiltration of the esophagus	True		True			True					86.79	86.79								True	True	True
GI_522.61	Eosinophilic esophagitis	Gastrointestinal	HP_0011024	Abnormality of the gastrointestinal tract	False													True	True	True	True				True	True
GI_522.61	Eosinophilic esophagitis	Gastrointestinal	HP_0410151	Eosinophilic infiltration of the esophagus	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0					True		True	True	True
GI_522.62	Eosinophilic gastroenteritis	Gastrointestinal	HP_0011024	Abnormality of the gastrointestinal tract	False													True	True	True	True				True	True
GI_522.62	Eosinophilic gastroenteritis	Gastrointestinal	HP_0031780	Eosinophilic ascites	True	True	True	True	True	True	True		True		100.0	100.0	83.64	True	True		True			True	True	True
GI_522.62	Eosinophilic gastroenteritis	Gastrointestinal	HP_0031813	Colonic eosinophilia	True	True	True	True	True	True	True		True		100.0	100.0	83.64	True	True		True			True	True	True
GI_522.62	Eosinophilic gastroenteritis	Gastrointestinal	HP_0032021	Eosinophilic liver infiltration	True	True	True	True	True	True	True		True		100.0	100.0	83.64	True	True		True			True	True	True
GI_522.62	Eosinophilic gastroenteritis	Gastrointestinal	HP_0032023	Eosinophilic gallbladder infiltration	True	True	True	True	True	True	True		True		100.0	100.0	83.64	True	True		True			True	True	True
GI_522.62	Eosinophilic gastroenteritis	Gastrointestinal	HP_0032064	Gastrointestinal eosinophilia	False	True	True	True	True	True	True		True		100.0	100.0	83.64	True	True		True			True	True	True
GI_522.62	Eosinophilic gastroenteritis	Gastrointestinal	HP_0410147	Eosinophilic infiltration in the stomach mucosa	True	True	True	True	True	True	True		True		100.0	100.0	83.64	True	True		True			True	True	True
GI_522.62	Eosinophilic gastroenteritis	Gastrointestinal	HP_0410151	Eosinophilic infiltration of the esophagus	True	True	True	True	True	True	True		True		100.0	100.0	83.64	True	True		True			True	True	True
GI_522.63	Eosinophilic colitis	Gastrointestinal	HP_0011024	Abnormality of the gastrointestinal tract	False													True	True	True	True				True	True
GI_522.63	Eosinophilic colitis	Gastrointestinal	HP_0031813	Colonic eosinophilia	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
GI_522.7	Ulceration of the lower GI tract	Gastrointestinal	HP_0011024	Abnormality of the gastrointestinal tract	False													True	True	True	True				True	True
GI_522.8	Duodenitis	Gastrointestinal	HP_0011024	Abnormality of the gastrointestinal tract	False													True	True	True	True				True	True
GI_522.8	Duodenitis	Gastrointestinal	HP_0033117	Duodenitis	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
GI_522.9	Gastritis	Gastrointestinal	HP_0002582	Atrophic gastritis	True	True	True	True				True	True	True	100.0		100.0			True	True	True	True	True	True	True
GI_522.9	Gastritis	Gastrointestinal	HP_0005231	Chronic gastritis	True	True	True	True				True	True	True	100.0		100.0			True	True	True	True	True	True	True
GI_522.9	Gastritis	Gastrointestinal	HP_0005246	Giant hypertrophic gastritis	True	True	True	True				True	True	True	100.0		100.0	True	True	True	True	True	True	True	True	True
GI_522.9	Gastritis	Gastrointestinal	HP_0005263	Gastritis	False	True	True	True				True	True	True	100.0		100.0			True	True	True	True	True	True	True
GI_522.9	Gastritis	Gastrointestinal	HP_0011024	Abnormality of the gastrointestinal tract	False													True	True	True	True				True	True
GI_522.9	Gastritis	Gastrointestinal	HP_0410147	Eosinophilic infiltration in the stomach mucosa	True	True	True	True				True	True	True	100.0		100.0			True	True	True	True	True	True	True
GI_522.91	Acute gastritis	Gastrointestinal	HP_0011024	Abnormality of the gastrointestinal tract	False													True	True	True	True				True	True
GI_522.92	Atrophic gastritis	Gastrointestinal	HP_0002582	Atrophic gastritis	False	True	True	True	True	True	True	True	True	True	80.0	80.0	100.0	True	True	True	True	True	True	True	True	True
GI_522.92	Atrophic gastritis	Gastrointestinal	HP_0011024	Abnormality of the gastrointestinal tract	False													True	True	True	True				True	True
GI_523	Diverticular disease [Bowel diverticulosis]	Gastrointestinal	HP_0011024	Abnormality of the gastrointestinal tract	False													True	True	True	True				True	True
GI_523.1	Diverticula of small intestine	Gastrointestinal	HP_0002256	Small bowel diverticula	False													True	True						True	True
GI_523.1	Diverticula of small intestine	Gastrointestinal	HP_0004786	Jejunal diverticula	True													True	True						True	True
GI_523.1	Diverticula of small intestine	Gastrointestinal	HP_0004799	Jejunoileal diverticula	True													True	True						True	True
GI_523.1	Diverticula of small intestine	Gastrointestinal	HP_0004800	Duodenal diverticula	True													True	True						True	True
GI_523.1	Diverticula of small intestine	Gastrointestinal	HP_0011024	Abnormality of the gastrointestinal tract	False													True	True	True	True				True	True
GI_523.2	Diverticula of colon	Gastrointestinal	HP_0002253	Colonic diverticula	False										100.0	100.0		True	True	True	True			True	True	True
GI_523.2	Diverticula of colon	Gastrointestinal	HP_0011024	Abnormality of the gastrointestinal tract	False													True	True	True	True				True	True
GI_523.3	Gastric diverticulum	Gastrointestinal	HP_0011024	Abnormality of the gastrointestinal tract	False													True	True	True	True				True	True
GI_523.3	Gastric diverticulum	Gastrointestinal	HP_0100808	Gastric diverticulum	False	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
GI_523.4	Diverticulitis	Gastrointestinal	HP_0011024	Abnormality of the gastrointestinal tract	False													True	True	True	True				True	True
GI_524	Functional intestinal disorder	Gastrointestinal	HP_0011024	Abnormality of the gastrointestinal tract	False													True	True	True	True				True	True
GI_524.1	Irritable bowel syndrome	Gastrointestinal	HP_0011024	Abnormality of the gastrointestinal tract	False													True	True	True	True				True	True
GI_524.2	Neurogenic bowel	Gastrointestinal	HP_0011024	Abnormality of the gastrointestinal tract	False													True	True	True	True				True	True
