ICD9_code	ICD9_label	ICD9_simpleLabel	phecode1.2_codeList	phecodeX_codeList
727.66	Nontraumatic rupture of patellar tendon	nontraumatic rupture of patellar tendon	['727', '727.6']	['720']
727.67	Nontraumatic rupture of achilles tendon	nontraumatic rupture of achilles tendon	['727', '727.6']	['720']
727.68	Nontraumatic rupture of other tendons of foot and ankle	nontraumatic rupture of other tendons of foot and ankle	['727', '727.6']	['720']
727.69	Nontraumatic rupture of other tendon	nontraumatic rupture of other tendon	['727', '727.6']	['720']
727.8	Other disorders of synovium, tendon, and bursa	other disorders of synovium tendon and bursa	['727']	['723']
727.81	Contracture of tendon (sheath)	contracture of tendon sheath	['727', '727.7']	['719', '719.9', '719.91']
727.82	Calcium deposits in tendon and bursa	calcium deposits in tendon and bursa	['727']	['721', '721.4']
727.83	Plica syndrome	plica syndrome	['727', '727.8']	['721', '721.3']
727.89	Other disorders of synovium, tendon, and bursa	other disorders of synovium tendon and bursa	['727']	['723']
727.9	Unspecified disorder of synovium, tendon, and bursa	disorder of synovium tendon and bursa	['727']	['723']
728	Disorders of muscle, ligament, and fascia	disorders of muscle ligament and fascia	['728']	['719']
728.0	Infective myositis	infective myositis	['712']	['700', '700.4', '700.41']
728.1	Muscular calcification and ossification	muscular calcification and ossification	['728.1']	['719', '719.2']
728.10	Calcification and ossification, unspecified	calcification and ossification	['728.1']	['719', '719.2']
728.11	Progressive myositis ossificans	progressive myositis ossificans	['728.1']	['719', '719.2', '719.21']
728.12	Traumatic myositis ossificans	traumatic myositis ossificans	['728.1']	['719', '719.2', '719.22']
728.13	Postoperative heterotopic calcification	postoperative heterotopic calcification	['728.1']	
728.19	Other muscular calcification and ossification	other muscular calcification and ossification	['728.1']	['719', '719.2']
728.2	Muscular wasting and disuse atrophy, not elsewhere classified	muscular wasting and disuse atrophy not elsewhere classified	['772.1']	['719', '719.6']
728.3	Other specific muscle disorders	other specific muscle disorders	['728']	['719']
728.4	Laxity of ligament	laxity of ligament	['728.2']	['712', '712.5']
728.5	Hypermobility syndrome	hypermobility syndrome	['728.2']	['712', '712.5', '712.51']
728.6	Contracture of palmar fascia	contracture of palmar fascia	['728.7', '728.71']	['722', '722.4']
728.7	Other fibromatoses of muscle, ligament, and fascia	other fibromatoses of muscle ligament and fascia	['728']	['722']
728.71	Plantar fascial fibromatosis	plantar fascial fibromatosis	['728.7']	['722', '722.1']
728.79	Other fibromatoses of muscle, ligament, and fascia	other fibromatoses of muscle ligament and fascia	['728']	['722']
728.8	Other disorders of muscle, ligament, and fascia	other disorders of muscle ligament and fascia	['728']	['719']
728.81	Interstitial myositis	interstitial myositis	['728']	['700', '700.4', '700.41']
728.82	Foreign body granuloma of muscle	foreign body granuloma of muscle	['701', '701.5']	['688', '688.2']
728.83	Rupture of muscle, nontraumatic	rupture of muscle nontraumatic	['728']	['719', '719.4']
728.84	Diastasis of muscle	diastasis of muscle	['728']	['719', '719.3']
728.85	Spasm of muscle	spasm of muscle	['772.2']	['719', '719.1', '719.11']
728.86	Necrotizing fasciitis	necrotizing fasciitis	['712']	['722', '722.3']
728.87	Muscle weakness (generalized)	muscle weakness generalized	['772.3']	['807', '807.2']
728.88	Rhabdomyolysis	rhabdomyolysis	['772.4']	['719', '719.8']
728.89	Other disorders of muscle, ligament, and fascia	other disorders of muscle ligament and fascia	['772']	['719']
728.9	Unspecified disorder of muscle, ligament, and fascia	disorder of muscle ligament and fascia	['772']	['719']
729	Other disorders of soft tissues	other disorders of soft tissues	['729']	['724']
729.0	Rheumatism, unspecified and fibrositis	rheumatismand fibrositis	['729', '729.1']	['705', '705.5']
729.1	Myalgia and myositis, unspecified	myalgia and myositis	['770']	['724', '724.1']
729.2	Neuralgia, neuritis, and radiculitis, unspecified	neuralgia neuritis and radiculitis	['766']	['718', '718.1']
729.3	Panniculitis, unspecified	panniculitis	['729.3']	['724', '724.4']
729.30	Panniculitis, unspecified site	panniculitissite	['729.3']	['724', '724.4']
729.31	Hypertrophy of fat pad, knee	hypertrophy of fat pad knee	['729.3']	['724', '724.2']
729.39	Panniculitis, other site	panniculitis other site	['729.3']	['724', '724.4']
729.4	Fasciitis, unspecified	fasciitis	['728.7']	['722']
729.5	Pain in limb	pain in limb	['773']	['809', '809.3']
729.6	Residual foreign body in soft tissue	residual foreign body in soft tissue	['1001']	['T892']
729.7	Nontraumatic compartment syndrome	nontraumatic compartment syndrome	['729.7']	['719', '719.5']
729.71	Nontraumatic compartment syndrome of upper extremity	nontraumatic compartment syndrome of upper extremity	['729.7']	['719', '719.5']
729.72	Nontraumatic compartment syndrome of lower extremity	nontraumatic compartment syndrome of lower extremity	['729.7']	['719', '719.5']
729.73	Nontraumatic compartment syndrome of abdomen	nontraumatic compartment syndrome of abdomen	['729.7']	['719', '719.5']
729.79	Nontraumatic compartment syndrome of other sites	nontraumatic compartment syndrome of other sites	['729.7']	['719', '719.5']
729.8	Other musculoskeletal symptoms referable to limbs	other musculoskeletal symptoms referable to limbs	['771']	['731']
729.81	Swelling of limb	swelling of limb	['771.1']	['724']
729.82	Cramp of limb	cramp of limb	['771.2']	['719', '719.1']
729.89	Other musculoskeletal symptoms referable to limbs	other musculoskeletal symptoms referable to limbs	['771']	['731']
729.9	Other and unspecified disorders of soft tissue	other anddisorders of soft tissue	['729']	['724']
729.90	Disorders of soft tissue, unspecified	disorders of soft tissue	['729']	['724']
729.91	Post-traumatic seroma	post-traumatic seroma	['729']	['724']
729.92	Nontraumatic hematoma of soft tissue	nontraumatic hematoma of soft tissue	['729']	['724', '724.3']
729.99	Other disorders of soft tissue	other disorders of soft tissue	['729']	['724']
730	Osteomyelitis, periostitis, and other infections involving bone	osteomyelitis periostitis and other infections involving bone	['710']	['701']
730.0	Acute osteomyelitis	acute osteomyelitis	['710', '710.1', '710.11']	['701', '701.1', '701.11']
730.00	Acute osteomyelitis, site unspecified	acute osteomyelitis site	['710', '710.1', '710.11']	['701', '701.1', '701.11']
730.01	Acute osteomyelitis, shoulder region	acute osteomyelitis shoulder region	['710', '710.1', '710.11']	['701', '701.1', '701.11']
730.02	Acute osteomyelitis, upper arm	acute osteomyelitis upper arm	['710', '710.1', '710.11']	['701', '701.1', '701.11']
730.03	Acute osteomyelitis, forearm	acute osteomyelitis forearm	['710', '710.1', '710.11']	['701', '701.1', '701.11']
730.04	Acute osteomyelitis, hand	acute osteomyelitis hand	['710', '710.1', '710.11']	['701', '701.1', '701.11']
730.05	Acute osteomyelitis, pelvic region and thigh	acute osteomyelitis pelvic region and thigh	['710', '710.1', '710.11']	['701', '701.1', '701.11']
730.06	Acute osteomyelitis, lower leg	acute osteomyelitis lower leg	['710', '710.1', '710.11']	['701', '701.1', '701.11']
730.07	Acute osteomyelitis, ankle and foot	acute osteomyelitis ankle and foot	['710', '710.1', '710.11']	['701', '701.1', '701.11']
730.08	Acute osteomyelitis, other specified sites	acute osteomyelitis other specified sites	['710', '710.1', '710.11']	['701', '701.1', '701.11']
730.09	Acute osteomyelitis, multiple sites	acute osteomyelitis multiple sites	['710', '710.1', '710.11']	['701', '701.1', '701.11']
730.1	Chronic osteomyelitis	chronic osteomyelitis	['710', '710.1', '710.12']	['701', '701.1', '701.12']
730.10	Chronic osteomyelitis, site unspecified	chronic osteomyelitis site	['710', '710.1', '710.12']	['701', '701.1', '701.12']
730.11	Chronic osteomyelitis, shoulder region	chronic osteomyelitis shoulder region	['710', '710.1', '710.12']	['701', '701.1', '701.12']
730.12	Chronic osteomyelitis, upper arm	chronic osteomyelitis upper arm	['710', '710.1', '710.12']	['701', '701.1', '701.12']
730.13	Chronic osteomyelitis, forearm	chronic osteomyelitis forearm	['710', '710.1', '710.12']	['701', '701.1', '701.12']
730.14	Chronic osteomyelitis, hand	chronic osteomyelitis hand	['710', '710.1', '710.12']	['701', '701.1', '701.12']
730.15	Chronic osteomyelitis, pelvic region and thigh	chronic osteomyelitis pelvic region and thigh	['710', '710.1', '710.12']	['701', '701.1', '701.12']
730.16	Chronic osteomyelitis, lower leg	chronic osteomyelitis lower leg	['710', '710.1', '710.12']	['701', '701.1', '701.12']
730.17	Chronic osteomyelitis, ankle and foot	chronic osteomyelitis ankle and foot	['710', '710.1', '710.12']	['701', '701.1', '701.12']
730.18	Chronic osteomyelitis, other specified sites	chronic osteomyelitis other specified sites	['710', '710.1', '710.12']	['701', '701.1', '701.12']
730.19	Chronic osteomyelitis, multiple sites	chronic osteomyelitis multiple sites	['710', '710.1', '710.12']	['701', '701.1', '701.12']
730.2	Unspecified osteomyelitis	osteomyelitis	['710', '710.1', '710.19']	['701', '701.1']
730.20	Unspecified osteomyelitis, site unspecified	osteomyelitis site	['710', '710.1', '710.19']	['701', '701.1']
730.21	Unspecified osteomyelitis, shoulder region	osteomyelitis shoulder region	['710', '710.1', '710.19']	['701', '701.1']
730.22	Unspecified osteomyelitis, upper arm	osteomyelitis upper arm	['710', '710.1', '710.19']	['701', '701.1']
730.23	Unspecified osteomyelitis, forearm	osteomyelitis forearm	['710', '710.1', '710.19']	['701', '701.1']
730.24	Unspecified osteomyelitis, hand	osteomyelitis hand	['710', '710.1', '710.19']	['701', '701.1']
730.25	Unspecified osteomyelitis, pelvic region and thigh	osteomyelitis pelvic region and thigh	['710', '710.1', '710.19']	['701', '701.1']
730.26	Unspecified osteomyelitis, lower leg	osteomyelitis lower leg	['710', '710.1', '710.19']	['701', '701.1']
730.27	Unspecified osteomyelitis, ankle and foot	osteomyelitis ankle and foot	['710', '710.1', '710.19']	['701', '701.1']
730.28	Unspecified osteomyelitis, other specified sites	osteomyelitis other specified sites	['710', '710.1', '710.19']	['701', '701.1']
730.29	Unspecified osteomyelitis, multiple sites	osteomyelitis multiple sites	['710', '710.1', '710.19']	['701', '701.1']
730.3	Periostitis without mention of osteomyelitis	periostitis without mention of osteomyelitis	['710', '710.2']	['701']
730.30	Periostitis, without mention of osteomyelitis, site unspecified	periostitis without mention of osteomyelitis site	['710', '710.2']	['701']
730.31	Periostitis, without mention of osteomyelitis, shoulder region	periostitis without mention of osteomyelitis shoulder region	['710', '710.2']	['701']
730.32	Periostitis, without mention of osteomyelitis, upper arm	periostitis without mention of osteomyelitis upper arm	['710', '710.2']	['701']
730.33	Periostitis, without mention of osteomyelitis, forearm	periostitis without mention of osteomyelitis forearm	['710', '710.2']	['701']
730.34	Periostitis, without mention of osteomyelitis, hand	periostitis without mention of osteomyelitis hand	['710', '710.2']	['701']
730.35	Periostitis, without mention of osteomyelitis, pelvic region and thigh	periostitis without mention of osteomyelitis pelvic region and thigh	['710', '710.2']	['701']
730.36	Periostitis, without mention of osteomyelitis, lower leg	periostitis without mention of osteomyelitis lower leg	['710', '710.2']	['701']
730.37	Periostitis, without mention of osteomyelitis, ankle and foot	periostitis without mention of osteomyelitis ankle and foot	['710', '710.2']	['701']
730.38	Periostitis, without mention of osteomyelitis, other specified sites	periostitis without mention of osteomyelitis other specified sites	['710', '710.2']	['701']
730.39	Periostitis, without mention of osteomyelitis, multiple sites	periostitis without mention of osteomyelitis multiple sites	['710', '710.2']	['701']
730.7	Osteopathy resulting from poliomyelitis	osteopathy resulting from poliomyelitis	['710', '710.3']	['095']
730.70	Osteopathy resulting from poliomyelitis, site unspecified	osteopathy resulting from poliomyelitis site	['710', '710.3']	['095']
730.71	Osteopathy resulting from poliomyelitis, shoulder region	osteopathy resulting from poliomyelitis shoulder region	['710', '710.3']	['095']
730.72	Osteopathy resulting from poliomyelitis, upper arm	osteopathy resulting from poliomyelitis upper arm	['710', '710.3']	['095']
730.73	Osteopathy resulting from poliomyelitis, forearm	osteopathy resulting from poliomyelitis forearm	['710', '710.3']	['095']
730.74	Osteopathy resulting from poliomyelitis, hand	osteopathy resulting from poliomyelitis hand	['710', '710.3']	['095']
730.75	Osteopathy resulting from poliomyelitis, pelvic region and thigh	osteopathy resulting from poliomyelitis pelvic region and thigh	['710', '710.3']	['095']
730.76	Osteopathy resulting from poliomyelitis, lower leg	osteopathy resulting from poliomyelitis lower leg	['710', '710.3']	['095']
730.77	Osteopathy resulting from poliomyelitis, ankle and foot	osteopathy resulting from poliomyelitis ankle and foot	['710', '710.3']	['095']
730.78	Osteopathy resulting from poliomyelitis, other specified sites	osteopathy resulting from poliomyelitis other specified sites	['710', '710.3']	['095']
730.79	Osteopathy resulting from poliomyelitis, multiple sites	osteopathy resulting from poliomyelitis multiple sites	['710', '710.3']	['095']
730.8	Other infections involving bone in disease classified elsewhere	other infections involving bone in disease classified elsewhere	['710']	['701']
730.80	Other infections involving bone in diseases classified elsewhere, site unspecified	other infections involving bone in diseases classified elsewhere site	['710']	['701']
730.81	Other infections involving bone in diseases classified elsewhere, shoulder region	other infections involving bone in diseases classified elsewhere shoulder region	['710']	['701']
730.82	Other infections involving bone in diseases classified elsewhere, upper arm	other infections involving bone in diseases classified elsewhere upper arm	['710']	['701']
730.83	Other infections involving bone in diseases classified elsewhere, forearm	other infections involving bone in diseases classified elsewhere forearm	['710']	['701']
730.84	Other infections involving bone in diseases classified elsewhere, hand	other infections involving bone in diseases classified elsewhere hand	['710']	['701']
730.85	Other infections involving bone in diseases classified elsewhere, pelvic region and thigh	other infections involving bone in diseases classified elsewhere pelvic region and thigh	['710']	['701']
730.86	Other infections involving bone in diseases classified elsewhere, lower leg	other infections involving bone in diseases classified elsewhere lower leg	['710']	['701']
730.87	Other infections involving bone in diseases classified elsewhere, ankle and foot	other infections involving bone in diseases classified elsewhere ankle and foot	['710']	['701']
730.88	Other infections involving bone in diseases classified elsewhere, other specified sites	other infections involving bone in diseases classified elsewhere other specified sites	['710']	['701']
730.89	Other infections involving bone in diseases classified elsewhere, multiple sites	other infections involving bone in diseases classified elsewhere multiple sites	['710']	['701']
730.9	Unspecified infection of bone	infection of bone	['710']	['701']
730.90	Unspecified infection of bone, site unspecified	infection of bone site	['710']	['701']
730.91	Unspecified infection of bone, shoulder region	infection of bone shoulder region	['710']	['701']
730.92	Unspecified infection of bone, upper arm	infection of bone upper arm	['710']	['701']
730.93	Unspecified infection of bone, forearm	infection of bone forearm	['710']	['701']
730.94	Unspecified infection of bone, hand	infection of bone hand	['710']	['701']
730.95	Unspecified infection of bone, pelvic region and thigh	infection of bone pelvic region and thigh	['710']	['701']
730.96	Unspecified infection of bone, lower leg	infection of bone lower leg	['710']	['701']
730.97	Unspecified infection of bone, ankle and foot	infection of bone ankle and foot	['710']	['701']
730.98	Unspecified infection of bone, other specified sites	infection of bone other specified sites	['710']	['701']
730.99	Unspecified infection of bone, multiple sites	infection of bone multiple sites	['710']	['701']
731	Osteitis deformans and osteopathies associated with other disorders classified elsewhere	osteitis deformans and osteopathies associated with other disorders classified elsewhere	['731']	['727', '727.3']
731.0	Osteitis deformans without mention of bone tumor	osteitis deformans without mention of bone tumor	['731', '731.1']	['727', '727.3']
731.1	Osteitis deformans in diseases classified elsewhere	osteitis deformans in diseases classified elsewhere	['731', '731.1']	['727', '727.3']
731.2	Hypertrophic pulmonary osteoarthropathy	hypertrophic pulmonary osteoarthropathy	['731']	['727', '727.2']
731.3	Major osseous defects	major osseous defects	['731']	['726', '726.7']
731.8	Other bone involvement in diseases classified elsewhere	other bone involvement in diseases classified elsewhere	['731']	['727', '727.3']
732	Osteochondropathies	osteochondropathies	['732']	['728']
732.0	Juvenile osteochondrosis of spine	juvenile osteochondrosis of spine	['732', '732.1']	['714', '714.4']
732.1	Juvenile osteochondrosis of hip and pelvis	juvenile osteochondrosis of hip and pelvis	['732', '732.1']	['725', '725.2']
732.2	Nontraumatic slipped upper femoral epiphysis	nontraumatic slipped upper femoral epiphysis	['732']	['725', '725.1']
732.3	Juvenile osteochondrosis of upper extremity	juvenile osteochondrosis of upper extremity	['732', '732.1']	['725', '725.2']
732.4	Juvenile osteochondrosis of lower extremity, excluding foot	juvenile osteochondrosis of lower extremity excluding foot	['732', '732.1']	['725', '725.2']
732.5	Juvenile osteochondrosis of foot	juvenile osteochondrosis of foot	['732', '732.1']	['725', '725.2']
732.6	Other juvenile osteochondrosis	other juvenile osteochondrosis	['732', '732.1']	['725', '725.2']
732.7	Osteochondritis dissecans	osteochondritis dissecans	['732', '732.7']	['728', '728.2']
732.8	Other specified forms of osteochondropathy	other specified forms of osteochondropathy	['732']	['728']
732.9	Unspecified osteochondropathy	osteochondropathy	['732']	['728']
733	Other disorders of bone and cartilage	other disorders of bone and cartilage	['743']	['725']
733.0	Osteoporosis	osteoporosis	['743', '743.1']	['726', '726.1']
733.00	Osteoporosis, unspecified	osteoporosis	['743', '743.1', '743.11']	['726', '726.1']
733.01	Senile osteoporosis	senile osteoporosis	['743', '743.1', '743.12']	['726', '726.1']
733.02	Idiopathic osteoporosis	idiopathic osteoporosis	['743', '743.1', '743.13']	['726', '726.1']
733.03	Disuse osteoporosis	disuse osteoporosis	['743', '743.1', '743.13']	['726', '726.1']
733.09	Other osteoporosis	other osteoporosis	['743', '743.1', '743.13']	['726', '726.1']
733.1	Pathologic fracture	pathologic fracture	['743', '743.2']	['726', '726.2']
733.10	Pathologic fracture, unspecified site	pathologic fracturesite	['743', '743.2']	['726', '726.2']
733.11	Pathologic fracture of humerus	pathologic fracture of humerus	['743', '743.2']	['726', '726.2']
733.12	Pathologic fracture of distal radius and ulna	pathologic fracture of distal radius and ulna	['743', '743.2']	['726', '726.2']
733.13	Pathologic fracture of vertebrae	pathologic fracture of vertebrae	['743', '743.2', '743.21']	['726', '726.2']
733.14	Pathologic fracture of neck of femur	pathologic fracture of neck of femur	['743', '743.2', '743.22']	['726', '726.2']
733.15	Pathologic fracture of other specified part of femur	pathologic fracture of other specified part of femur	['743', '743.2', '743.22']	['726', '726.2']
733.16	Pathologic fracture of tibia or fibula	pathologic fracture of tibia or fibula	['743', '743.2']	['726', '726.2']
733.19	Pathologic fracture of other specified site	pathologic fracture of other specified site	['743', '743.2']	['726', '726.2']
733.2	Cyst of bone	cyst of bone	['733', '733.2']	['727', '727.5']
733.20	Cyst of bone (localized), unspecified	cyst of bone localized	['733', '733.2']	['727', '727.5']
733.21	Solitary bone cyst	solitary bone cyst	['733', '733.2']	['727', '727.5']
733.22	Aneurysmal bone cyst	aneurysmal bone cyst	['733', '733.2']	['727', '727.5']
733.29	Other bone cyst	other bone cyst	['733', '733.2']	['727', '727.5']
733.3	Hyperostosis of skull	hyperostosis of skull	['733']	['727', '727.4']
733.4	Aseptic necrosis of bone	aseptic necrosis of bone	['733.4']	['727', '727.1']
733.40	Aseptic necrosis of bone, site unspecified	aseptic necrosis of bone site	['733.4']	['727', '727.1']
733.41	Aseptic necrosis of head of humerus	aseptic necrosis of head of humerus	['733.4']	['727', '727.1']
733.42	Aseptic necrosis of head and neck of femur	aseptic necrosis of head and neck of femur	['733.4']	['727', '727.1']
733.43	Aseptic necrosis of medial femoral condyle	aseptic necrosis of medial femoral condyle	['733.4']	['727', '727.1']
733.44	Aseptic necrosis of talus	aseptic necrosis of talus	['733.4']	['727', '727.1']
733.45	Aseptic necrosis of bone, jaw	aseptic necrosis of bone jaw	['733.4']	['727', '727.1']
733.49	Aseptic necrosis of bone, other	aseptic necrosis of bone other	['733.4']	['727', '727.1']
733.5	Osteitis condensans	osteitis condensans	['733']	['727', '727.7']
733.6	Tietze's disease	tietzes disease	['733.6']	['728', '728.3']
733.7	Algoneurodystrophy	algoneurodystrophy	['733']	['343', '343.3']
733.8	Malunion and nonunion of fracture	malunion and nonunion of fracture	['733.8']	['726', '726.3']
733.81	Malunion of fracture	malunion of fracture	['733.8']	['726', '726.3']
733.82	Nonunion of fracture	nonunion of fracture	['733.8']	['726', '726.3']
733.9	Other and unspecified disorders of bone and cartilage	other anddisorders of bone and cartilage	['733']	['727']
733.90	Disorder of bone and cartilage, unspecified	disorder of bone and cartilage	['743', '743.9']	['727']
733.91	Arrest of bone development or growth	arrest of bone development or growth	['733']	['890', '890.4']
733.92	Chondromalacia	chondromalacia	['733.9']	['728', '728.1']
733.93	Stress fracture of tibia or fibula	stress fracture of tibia or fibula	['743', '743.4']	['726', '726.4']
733.94	Stress fracture of the metatarsals	stress fracture of the metatarsals	['743', '743.4']	['726', '726.4']
733.95	Stress fracture of other bone	stress fracture of other bone	['743', '743.4']	['726', '726.4']
733.96	Stress fracture of femoral neck	stress fracture of femoral neck	['743', '743.4']	['726', '726.4']
733.97	Stress fracture of shaft of femur	stress fracture of shaft of femur	['743', '743.4']	['726', '726.4']
733.98	Stress fracture of pelvis	stress fracture of pelvis	['743', '743.4']	['726', '726.4']
733.99	Other disorders of bone and cartilage	other disorders of bone and cartilage	['733']	['727']
734	Flat foot	flat foot	['735', '735.1']	['710', '710.4', '710.41']
735	Acquired deformities of toe	acquired deformities of toe	['735']	['709', '709.2']
735.0	Hallux valgus (acquired)	hallux valgus acquired	['735', '735.3']	['709', '709.2', '709.21']
735.1	Hallux varus (acquired)	hallux varus acquired	['735', '735.2']	['709', '709.2', '709.23']
735.2	Hallux rigidus	hallux rigidus	['735', '735.2', '735.23']	['709', '709.2', '709.22']
735.3	Hallux malleus	hallux malleus	['735', '735.2', '735.21']	['709', '709.2', '709.24']
735.4	Other hammer toe (acquired)	other hammer toe acquired	['735', '735.2', '735.21']	['709', '709.2', '709.24']
735.5	Claw toe (acquired)	claw toe acquired	['735', '735.2', '735.22']	['709', '709.2']
735.8	Other acquired deformities of toe	other acquired deformities of toe	['735', '735.2']	['709', '709.2']
735.9	Unspecified acquired deformity of toe	acquired deformity of toe	['735', '735.2']	['709', '709.2']
736	Other acquired deformities of limbs	other acquired deformities of limbs	['736']	['710']
736.0	Acquired deformities of forearm, excluding fingers	acquired deformities of forearm excluding fingers	['736', '736.1']	['710']
736.00	Unspecified deformity of forearm, excluding fingers	deformity of forearm excluding fingers	['736', '736.1']	['710', '710.1']
736.01	Cubitus valgus (acquired)	cubitus valgus acquired	['736', '736.1']	['710', '710.1']
736.02	Cubitus varus (acquired)	cubitus varus acquired	['736', '736.1']	['710', '710.1']
736.03	Valgus deformity of wrist (acquired)	valgus deformity of wrist acquired	['736', '736.1']	['710', '710.1']
736.04	Varus deformity of wrist (acquired)	varus deformity of wrist acquired	['736', '736.1']	['710', '710.1']
736.05	Wrist drop (acquired)	wrist drop acquired	['736', '736.1']	['710', '710.1', '710.11']
736.06	Claw hand (acquired)	claw hand acquired	['736', '736.1']	['710', '710.1', '710.12']
736.07	Club hand, acquired	club hand acquired	['736', '736.1']	['710', '710.1', '710.13']
736.09	Other acquired deformities of forearm, excluding fingers	other acquired deformities of forearm excluding fingers	['736', '736.1']	['710', '710.1']
736.1	Mallet finger	mallet finger	['736', '736.2']	['709', '709.1', '709.11']
736.2	Other acquired deformities of finger	other acquired deformities of finger	['736', '736.2']	['709', '709.1']
736.20	Unspecified deformity of finger	deformity of finger	['736', '736.2']	['709', '709.1']
736.21	Boutonniere deformity	boutonniere deformity	['736', '736.2']	['709', '709.1', '709.12']
736.22	Swan-neck deformity	swan-neck deformity	['736', '736.2']	['709', '709.1', '709.13']
736.29	Other acquired deformities of finger	other acquired deformities of finger	['736', '736.2']	['709', '709.1']
736.3	Acquired deformities of hip	acquired deformities of hip	['736', '736.3']	['710', '710.2']
736.30	Unspecified acquired deformity of hip	acquired deformity of hip	['736', '736.3']	['710', '710.2']
736.31	Coxa valga (acquired)	coxa valga acquired	['736', '736.3']	['710', '710.2', '710.21']
736.32	Coxa vara (acquired)	coxa vara acquired	['736', '736.3']	['710', '710.2', '710.22']
736.39	Other acquired deformities of hip	other acquired deformities of hip	['736', '736.3']	['710', '710.2']
736.4	Genu valgum or varum (acquired)	genu valgum or varum acquired	['736', '736.4']	['710', '710.3']
736.41	Genu valgum (acquired)	genu valgum acquired	['736', '736.4']	['710', '710.3', '710.31']
736.42	Genu varum (acquired)	genu varum acquired	['736', '736.4']	['710', '710.3', '710.32']
736.5	Genu recurvatum (acquired)	genu recurvatum acquired	['736', '736.5']	['710', '710.3']
736.6	Other acquired deformities of knee	other acquired deformities of knee	['736', '736.5']	['710', '710.3']
736.7	Other acquired deformities of ankle and foot	other acquired deformities of ankle and foot	['735']	['710', '710.4']
736.70	Unspecified deformity of ankle and foot, acquired	deformity of ankle and foot acquired	['735']	['710', '710.4']
736.71	Acquired equinovarus deformity	acquired equinovarus deformity	['735']	['710', '710.4', '710.42']
736.72	Equinus deformity of foot, acquired	equinus deformity of foot acquired	['735']	['710', '710.4', '710.42']
736.73	Cavus deformity of foot, acquired	cavus deformity of foot acquired	['735']	['710', '710.4', '710.43']
736.74	Claw foot, acquired	claw foot acquired	['735']	['710', '710.4', '710.45']
736.75	Cavovarus deformity of foot, acquired	cavovarus deformity of foot acquired	['735']	['710', '710.4']
736.76	Other acquired calcaneus deformity	other acquired calcaneus deformity	['735']	['710', '710.4']
736.79	Other acquired deformities of ankle and foot	other acquired deformities of ankle and foot	['735']	['710', '710.4']
736.8	Acquired deformities of other parts of limbs	acquired deformities of other parts of limbs	['736']	['710']
736.81	Unequal leg length (acquired)	unequal leg length acquired	['736', '736.6']	['710', '710.6']
736.89	Other acquired deformity of other parts of limb	other acquired deformity of other parts of limb	['736']	['710']
736.9	Acquired deformity of limb, site unspecified	acquired deformity of limb site	['736']	['710']
737	Curvature of spine	curvature of spine	['737']	['714']
737.0	Adolescent postural kyphosis	adolescent postural kyphosis	['737', '737.1']	['714', '714.1']
737.1	Kyphosis (acquired)	kyphosis acquired	['737', '737.1']	['714', '714.1']
737.10	Kyphosis (acquired) (postural)	kyphosis acquired postural	['737', '737.1']	['714', '714.1']
737.11	Kyphosis due to radiation	kyphosis due to radiation	['737', '737.1']	['C948']
737.12	Kyphosis, postlaminectomy	kyphosis postlaminectomy	['737', '737.1']	
737.19	Other kyphosis (acquired)	other kyphosis acquired	['737', '737.1']	['714', '714.1']
737.2	Lordosis (acquired)	lordosis acquired	['737', '737.2']	['714', '714.2']
737.20	Lordosis (acquired) (postural)	lordosis acquired postural	['737', '737.2']	['714', '714.2']
737.21	Lordosis, postlaminectomy	lordosis postlaminectomy	['737', '737.2']	['C944']
737.22	Other postsurgical lordosis	other postsurgical lordosis	['737', '737.2']	
737.29	Other lordosis (acquired)	other lordosis acquired	['737', '737.2']	['714', '714.2']
737.3	Kyphoscoliosis and scoliosis	kyphoscoliosis and scoliosis	['737', '737.3']	['714', '714.3']
737.30	Scoliosis [and kyphoscoliosis], idiopathic	scoliosis and kyphoscoliosis idiopathic	['737', '737.3']	['714', '714.3', '714.31']
737.31	Resolving infantile idiopathic scoliosis	resolving infantile idiopathic scoliosis	['737', '737.3']	['714', '714.3', '714.31']
737.32	Progressive infantile idiopathic scoliosis	progressive infantile idiopathic scoliosis	['737', '737.3']	['714', '714.3', '714.31']
737.33	Scoliosis due to radiation	scoliosis due to radiation	['737', '737.3']	['C948']
737.34	Thoracogenic scoliosis	thoracogenic scoliosis	['737', '737.3']	['714', '714.3', '714.32']
737.39	Other kyphoscoliosis and scoliosis	other kyphoscoliosis and scoliosis	['737', '737.3']	['714', '714.3']
737.4	Curvature of spine associated with other conditions	curvature of spine associated with other conditions	['737']	['714']
737.40	Curvature of spine, unspecified, associated with other conditions	curvature of spineassociated with other conditions	['737']	['714']
737.41	Kyphosis associated with other conditions	kyphosis associated with other conditions	['737', '737.1']	['714', '714.1']
737.42	Lordosis associated with other conditions	lordosis associated with other conditions	['737', '737.2']	['714', '714.2']
737.43	Scoliosis associated with other conditions	scoliosis associated with other conditions	['737', '737.3']	['714', '714.3', '714.33']
737.8	Other curvatures of spine	other curvatures of spine	['737']	['714']
737.9	Unspecified curvature of spine	curvature of spine	['737']	['714']
738	Other acquired musculoskeletal deformity	other acquired musculoskeletal deformity	['738']	['729']
738.0	Acquired deformity of nose	acquired deformity of nose	['738']	['729', '729.1']
738.1	Other acquired deformity of head	other acquired deformity of head	['738']	['729', '729.2']
