phecodeXupdated_code	phecodeXupdated_label	phecodeXupdated_simpleLabel	phecodeXupdated_category
GI_530.1	Anal fissure	anal fissure	Gastrointestinal
GI_530.2	Anorectal abscess	anorectal abscess	Gastrointestinal
GI_530.3	Rectal prolapse	rectal prolapse	Gastrointestinal
GI_530.4	Stenosis of anus and rectum	stenosis of anus and rectum	Gastrointestinal
GI_530.5	Dysplasia of anus	dysplasia of anus	Gastrointestinal
GI_532	Other disorders of the intestines	other disorders of the intestines	Gastrointestinal
GI_532.1	Intestinal fistula	intestinal fistula	Gastrointestinal
GI_532.2	Intestinal perforation	intestinal perforation	Gastrointestinal
GI_532.3	Intussusception	intussusception	Gastrointestinal
GI_532.4	Volvulus	volvulus	Gastrointestinal
GI_535	Intestinal or peritoneal adhesions	intestinal or peritoneal adhesions	Gastrointestinal
GI_537	Abnormality of the peritoneum	abnormality of the peritoneum	Gastrointestinal
GI_537.1	Peritonitis	peritonitis	Gastrointestinal
GI_537.2	Hemoperitoneum	hemoperitoneum	Gastrointestinal
GI_537.3	Peritoneal abscess	peritoneal abscess	Gastrointestinal
GI_540	Hepatitis	hepatitis	Gastrointestinal
GI_540.1	Chronic hepatitis	chronic hepatitis	Gastrointestinal
GI_540.11	Autoimmune hepatitis	autoimmune hepatitis	Gastrointestinal
GI_540.2	Acute hepatitis	acute hepatitis	Gastrointestinal
GI_540.3	Viral hepatitits	viral hepatitits	Gastrointestinal
GI_540.4	Alcoholic hepatitis	alcoholic hepatitis	Gastrointestinal
GI_542	Chronic liver disease	chronic liver disease	Gastrointestinal
GI_542.1	Fibrosis and cirrhosis of liver	fibrosis and cirrhosis of liver	Gastrointestinal
GI_542.11	Cirrhosis of liver	cirrhosis of liver	Gastrointestinal
GI_542.2	Fatty liver disease (FLD)	fatty liver disease fld	Gastrointestinal
GI_542.3	Hepatic failure	hepatic failure	Gastrointestinal
GI_542.4	Portal hypertension	portal hypertension	Gastrointestinal
GI_542.5	Hepatorenal syndrome	hepatorenal syndrome	Gastrointestinal
GI_542.6	Hepatopulmonary syndrome	hepatopulmonary syndrome	Gastrointestinal
GI_542.7	Chronic nonalcoholic liver disease	chronic nonalcoholic liver disease	Gastrointestinal
GI_542.8	Biliary cirrhosis	biliary cirrhosis	Gastrointestinal
GI_542.81	Primary biliary cirrhosis*	primary biliary cirrhosis	Gastrointestinal
GI_542.9	Hepatic necrosis	hepatic necrosis	Gastrointestinal
GI_545	Nonspecific abnormal results of function study of liver	nonspecific abnormal results of function study of liver	Gastrointestinal
GI_546	Other disorders of liver	other disorders of liver	Gastrointestinal
GI_546.2	Abscess of liver	abscess of liver	Gastrointestinal
GI_546.3	Hepatomegaly	hepatomegaly	Gastrointestinal
GI_546.31	Hepatosplenomegaly*	hepatosplenomegaly	Gastrointestinal
GI_546.4	Chronic passive congestion of liver	chronic passive congestion of liver	Gastrointestinal
GI_546.5	Peliosis hepatis*	peliosis hepatis	Gastrointestinal
GI_550	Disorders of the gallbladder	disorders of the gallbladder	Gastrointestinal
GI_550.1	Gallstones [Cholelithiasis]	gallstones cholelithiasis	Gastrointestinal
GI_550.2	Cholecystitis	cholecystitis	Gastrointestinal
GI_550.21	Acute cholecystitis	acute cholecystitis	Gastrointestinal
GI_550.22	Chronic cholecystitis	chronic cholecystitis	Gastrointestinal
GI_550.3	Gallbladder perforation	gallbladder perforation	Gastrointestinal
GI_550.4	Cholesterolosis of gallbladder	cholesterolosis of gallbladder	Gastrointestinal
GI_552	Other diseases of biliary tract	other diseases of biliary tract	Gastrointestinal
GI_552.1	Cholangitis	cholangitis	Gastrointestinal
GI_552.11	Primary sclerosing cholangitis*	primary sclerosing cholangitis	Gastrointestinal
GI_552.2	Obstruction of bile duct	obstruction of bile duct	Gastrointestinal
GI_554	Diseases of the pancreas	diseases of the pancreas	Gastrointestinal
GI_554.11	Acute pancreatitis	acute pancreatitis	Gastrointestinal
GI_554.12	Chronic pancreatitis	chronic pancreatitis	Gastrointestinal
GI_554.2	Cyst and pseudocyst of pancreas	cyst and pseudocyst of pancreas	Gastrointestinal
GI_554.3	Exocrine pancreatic insufficiency*	exocrine pancreatic insufficiency	Gastrointestinal
GI_555	Ascites	ascites	Gastrointestinal
GI_556	Other digestive system symptoms and diseases	other digestive system symptoms and diseases	Gastrointestinal
GI_556.3	Abdominal or pelvic swelling, mass, or lump	abdominal or pelvic swelling mass or lump	Gastrointestinal
GI_556.4	Abdominal rigidity	abdominal rigidity	Gastrointestinal
GI_556.8	Nonspecific abnormal findings in stool contents	nonspecific abnormal findings in stool contents	Gastrointestinal
GI_557	Gastrointestinal hemorrhage	gastrointestinal hemorrhage	Gastrointestinal
GI_557.1	Hematemesis	hematemesis	Gastrointestinal
GI_557.2	Blood in stool	blood in stool	Gastrointestinal
GI_557.8	Hemorrhage of rectum and anus	hemorrhage of rectum and anus	Gastrointestinal
GI_558	Abnormal findings on diagnostic imaging of the digestive tract	abnormal findings on diagnostic imaging of the digestive tract	Gastrointestinal
GU_580	Glomerular diseases	glomerular diseases	Genitourinary
GU_580.1	Acute nephritic syndrome	acute nephritic syndrome	Genitourinary
GU_580.2	Chronic nephritic syndrome	chronic nephritic syndrome	Genitourinary
GU_580.5	Morphologic lesions in glomerular diseases	morphologic lesions in glomerular diseases	Genitourinary
GU_580.51	Focal and segmental glomerular lesions*	focal and segmental glomerular lesions	Genitourinary
GU_580.52	Diffuse membranous glomerulonephritis	diffuse membranous glomerulonephritis	Genitourinary
GU_580.53	Diffuse mesangial proliferative glomerulonephritis*	diffuse mesangial proliferative glomerulonephritis	Genitourinary
GU_580.54	Diffuse endocapillary proliferative glomerulonephritis*	diffuse endocapillary proliferative glomerulonephritis	Genitourinary
GU_580.55	Diffuse mesangiocapillary glomerulonephritis*	diffuse mesangiocapillary glomerulonephritis	Genitourinary
GU_580.56	Dense deposit disease*	dense deposit disease	Genitourinary
GU_580.57	Diffuse crescentic glomerulonephritis*	diffuse crescentic glomerulonephritis	Genitourinary
GU_580.58	C3 glomerulonephritis*	c3 glomerulonephritis	Genitourinary
GU_581	Renal tubulo-interstitial diseases	renal tubulo-interstitial diseases	Genitourinary
GU_581.1	Acute pyelonephritis	acute pyelonephritis	Genitourinary
GU_581.13	Renal and perinephric abscess	renal and perinephric abscess	Genitourinary
GU_581.3	Obstructive and reflux uropathy	obstructive and reflux uropathy	Genitourinary
GU_581.31	Hydronephrosis	hydronephrosis	Genitourinary
GU_581.32	Hydroureter	hydroureter	Genitourinary
GU_581.33	Stricture or kinking of ureter	stricture or kinking of ureter	Genitourinary
GU_581.34	Vesicoureteral reflux	vesicoureteral reflux	Genitourinary
GU_581.35	Chronic pyelonephritis	chronic pyelonephritis	Genitourinary
GU_581.4	Drug & heavy metal induced*	drug  heavy metal induced	Genitourinary
GU_581.5	Interstial nephritis related to specific systemic diseases	interstial nephritis related to specific systemic diseases	Genitourinary
GU_582	Renal failure	renal failure	Genitourinary
GU_582.1	Acute kidney failure	acute kidney failure	Genitourinary
GU_582.2	Chronic kidney disease	chronic kidney disease	Genitourinary
GU_582.21	End stage renal disease [CDK, stage 5]	end stage renal disease cdk stage 5	Genitourinary
GU_582.3	Renal dialysis	renal dialysis	Genitourinary
GU_585	Kidney stone disease	kidney stone disease	Genitourinary
GU_585.1	Renal colic	renal colic	Genitourinary
GU_586	Other disorders of the kidney and ureters	other disorders of the kidney and ureters	Genitourinary
GU_586.1	Small kidney	small kidney	Genitourinary
GU_586.2	Cyst of kidney	cyst of kidney	Genitourinary
GU_586.3	Ischemia and infarction of kidney	ischemia and infarction of kidney	Genitourinary
GU_586.4	Hypertrophy of kidney	hypertrophy of kidney	Genitourinary
GU_586.5	Renal sclerosis, unspecified	renal sclerosis	Genitourinary
GU_586.6	Nephroptosis	nephroptosis	Genitourinary
GU_586.7	Megaloureter*	megaloureter	Genitourinary
GU_588.1	Disorders resulting from impaired renal function	disorders resulting from impaired renal function	Genitourinary
GU_588.11	Renal osteodystrophy	renal osteodystrophy	Genitourinary
GU_588.12	Nephrogenic diabetes insipidus	nephrogenic diabetes insipidus	Genitourinary
GU_588.2	Abnormal results of function study of kidney	abnormal results of function study of kidney	Genitourinary
GU_591	Urinary tract infection [UTI]	urinary tract infection uti	Genitourinary
GU_592	Cystitis and urethritis	cystitis and urethritis	Genitourinary
GU_592.1	Cystitis	cystitis	Genitourinary
GU_592.11	Acute cystitis	acute cystitis	Genitourinary
GU_592.12	Chronic cystitis	chronic cystitis	Genitourinary
GU_592.2	Urethritis	urethritis	Genitourinary
GU_592.21	Urethral syndrome	urethral syndrome	Genitourinary
GU_592.3	Urethral stricture due to infecton	urethral stricture due to infecton	Genitourinary
GU_593	Hematuria	hematuria	Genitourinary
GU_593.1	Gross hematuria	gross hematuria	Genitourinary
GU_593.2	Microscopic hematuria	microscopic hematuria	Genitourinary
GU_593.3	Recurrent and persistent hematuria*	recurrent and persistent hematuria	Genitourinary
GU_594	Abnormality of urination	abnormality of urination	Genitourinary
GU_594.1	Retention of urine	retention of urine	Genitourinary
GU_594.2	Dysuria	dysuria	Genitourinary
GU_594.3	Urinary incontinence and enuresis	urinary incontinence and enuresis	Genitourinary
GU_594.31	Urge incontinence	urge incontinence	Genitourinary
GU_594.32	Stress incontinence	stress incontinence	Genitourinary
GU_594.33	Nocturnal enuresis	nocturnal enuresis	Genitourinary
GU_594.4	Frequency of urination and polyuria	frequency of urination and polyuria	Genitourinary
GU_594.41	Nocturia	nocturia	Genitourinary
GU_594.5	Oliguria and anuria	oliguria and anuria	Genitourinary
GU_594.6	Urinary urgency	urinary urgency	Genitourinary
GU_596	Other disorders of bladder	other disorders of bladder	Genitourinary
GU_596.1	Bladder neck obstruction	bladder neck obstruction	Genitourinary
GU_596.2	Overactive bladder	overactive bladder	Genitourinary
GU_596.3	Diverticulum of bladder	diverticulum of bladder	Genitourinary
GU_596.4	Vesical fistula	vesical fistula	Genitourinary
GU_596.5	Neuromuscular dysfunction of bladder	neuromuscular dysfunction of bladder	Genitourinary
GU_597	Other disorders of urethra and urinary tract	other disorders of urethra and urinary tract	Genitourinary
GU_597.1	Urethral stricture	urethral stricture	Genitourinary
GU_597.2	Muscular disorders of urethra [Detrusor sphincter dyssynergia]	muscular disorders of urethra detrusor sphincter dyssynergia	Genitourinary
GU_597.3	Urethral fistula	urethral fistula	Genitourinary
GU_597.4	Urethral diverticulum	urethral diverticulum	Genitourinary
GU_597.5	Urethral caruncle	urethral caruncle	Genitourinary
GU_597.6	Urethral false passage	urethral false passage	Genitourinary
GU_597.8	Urethral hypermobility/ISD	urethral hypermobilityisd	Genitourinary
GU_598	Abnormal findings on radiological and other examination of genitourinary organs	abnormal findings on radiological and other examination of genitourinary organs	Genitourinary
GU_599	Other symptoms/disorders or the urinary system	other symptomsdisorders or the urinary system	Genitourinary
GU_599.7	Urethral discharge	urethral discharge	Genitourinary
GU_602	Disorders of prostate	disorders of prostate	Genitourinary
GU_602.1	Benign prostatic hyperplasia	benign prostatic hyperplasia	Genitourinary
GU_602.2	Cyst of prostate	cyst of prostate	Genitourinary
GU_602.3	Dysplasia of prostate	dysplasia of prostate	Genitourinary
GU_602.4	Elevated prostate specific antigen [PSA]	elevated prostate specific antigen psa	Genitourinary
GU_602.5	Inflammatory diseases of prostate	inflammatory diseases of prostate	Genitourinary
GU_602.51	Prostatitis	prostatitis	Genitourinary
GU_602.511	Acute prostatitis	acute prostatitis	Genitourinary
GU_602.512	Chronic prostatitis	chronic prostatitis	Genitourinary
GU_603	Disorders of testis	disorders of testis	Genitourinary
GU_603.1	Hydrocele	hydrocele	Genitourinary
GU_603.2	Spermatocele	spermatocele	Genitourinary
GU_603.3	Torsion of testis	torsion of testis	Genitourinary
GU_603.4	Atrophy of testis	atrophy of testis	Genitourinary
GU_603.5	Orchitis and epididymitis	orchitis and epididymitis	Genitourinary
GU_603.6	Scrotal pain*	scrotal pain	Genitourinary
GU_604	Disorders of penis	disorders of penis	Genitourinary
GU_604.1	Redundant prepuce and phimosis	redundant prepuce and phimosis	Genitourinary
GU_604.3	Peyronie's disease	peyronies disease	Genitourinary
GU_604.4	Priapism	priapism	Genitourinary
GU_604.5	Balanoposthitis	balanoposthitis	Genitourinary
GU_605	Male sexual dysfuction	male sexual dysfuction	Genitourinary
GU_605.1	Male erectile dysfunction*	male erectile dysfunction	Genitourinary
GU_605.2	Ejaculatory dysfunction	ejaculatory dysfunction	Genitourinary
GU_608	Other disorders of male genital organs	other disorders of male genital organs	Genitourinary
GU_609	Male infertility	male infertility	Genitourinary
GU_609.1	Azoospermia	azoospermia	Genitourinary
GU_609.2	Oligospermia	oligospermia	Genitourinary
GU_610	Benign mammary dysplasias	benign mammary dysplasias	Genitourinary
GU_610.1	Cystic mastopathy	cystic mastopathy	Genitourinary
GU_610.2	Fibroadenosis of breast	fibroadenosis of breast	Genitourinary
GU_610.3	Fibrosclerosis of breast	fibrosclerosis of breast	Genitourinary
GU_610.5	Mammary duct ectasia	mammary duct ectasia	Genitourinary
GU_612	Other nonmalignant breast conditions	other nonmalignant breast conditions	Genitourinary
GU_612.1	Inflammatory disease of breast	inflammatory disease of breast	Genitourinary
GU_612.21	Galactorrhea	galactorrhea	Genitourinary
GU_612.22	Hypertrophy of breast (Gynecomastia)	hypertrophy of breast gynecomastia	Genitourinary
GU_612.23	Breast hypoplasia	breast hypoplasia	Genitourinary
GU_612.5	Mastodynia	mastodynia	Genitourinary
GU_612.7	Other signs and symptoms in breast	other signs and symptoms in breast	Genitourinary
GU_612.8	Other specified disorders of breast	other specified disorders of breast	Genitourinary
GU_614	Inflammatory diseases of female pelvic organs	inflammatory diseases of female pelvic organs	Genitourinary
GU_614.1	Pelvic peritoneal adhesions, female (postoperative) (postinfection)	pelvic peritoneal adhesions female postoperative postinfection	Genitourinary
GU_614.3	Pelvic inflammatory disease (PID)	pelvic inflammatory disease pid	Genitourinary
GU_614.31	Acute inflammatory pelvic disease	acute inflammatory pelvic disease	Genitourinary
GU_614.32	Chronic inflammatory pelvic disease	chronic inflammatory pelvic disease	Genitourinary
GU_614.4	Inflammatory diseases of uterus, except cervix	inflammatory diseases of uterus except cervix	Genitourinary
GU_614.5	Inflammatory disease of cervix, vagina, and vulva	inflammatory disease of cervix vagina and vulva	Genitourinary
GU_614.51	Cervicitis and endocervicitis	cervicitis and endocervicitis	Genitourinary
GU_614.52	Vaginitis and vulvovaginitis	vaginitis and vulvovaginitis	Genitourinary
GU_614.53	Cyst or abscess of Bartholin's gland	cyst or abscess of bartholins gland	Genitourinary
GU_614.54	Abscess or ulceration of vulva	abscess or ulceration of vulva	Genitourinary
GU_614.55	Candidiasis of vulva and vagina	candidiasis of vulva and vagina	Genitourinary
GU_615	Endometriosis	endometriosis	Genitourinary
GU_616	Disorders of uterus, except cervix	disorders of uterus except cervix	Genitourinary
GU_616.1	Endometrial hyperplasia	endometrial hyperplasia	Genitourinary
GU_616.2	Hypertrophy of uterus	hypertrophy of uterus	Genitourinary
GU_616.3	Malposition of uterus	malposition of uterus	Genitourinary
GU_616.4	Intrauterine synechiae	intrauterine synechiae	Genitourinary
GU_617	Noninflammatory disorders of cervix	noninflammatory disorders of cervix	Genitourinary
GU_617.1	Incompetence of cervix uteri	incompetence of cervix uteri	Genitourinary
GU_617.2	Erosion and ectropion of cervix	erosion and ectropion of cervix	Genitourinary
GU_617.3	Stricture and stenosis of cervix	stricture and stenosis of cervix	Genitourinary
GU_618	Noninflammatory disorders of vagina	noninflammatory disorders of vagina	Genitourinary
GU_618.1	Stricture and atresia of vagina	stricture and atresia of vagina	Genitourinary
GU_618.3	Atrophic vaginitis	atrophic vaginitis	Genitourinary
GU_619	Noninflammatory disorders of ovary, fallopian tube, and broad ligament	noninflammatory disorders of ovary fallopian tube and broad ligament	Genitourinary
GU_619.1	Torsion of ovary	torsion of ovary	Genitourinary
GU_619.2	Ovarian cyst	ovarian cyst	Genitourinary
GU_619.21	Follicular cyst of ovary	follicular cyst of ovary	Genitourinary
GU_619.22	Corpus luteum cyst or hematoma	corpus luteum cyst or hematoma	Genitourinary
GU_619.23	Polycystic ovary syndrome	polycystic ovary syndrome	Genitourinary
GU_620	Noninflammatory disorders of vulva and perineum	noninflammatory disorders of vulva and perineum	Genitourinary
GU_621	Dysplasia of female genital organs	dysplasia of female genital organs	Genitourinary
GU_621.1	Dysplasia of cervix	dysplasia of cervix	Genitourinary
GU_622	Polyp of female genital organs	polyp of female genital organs	Genitourinary
GU_622.1	Polyp of corpus uteri	polyp of corpus uteri	Genitourinary
GU_622.2	Mucous polyp of cervix	mucous polyp of cervix	Genitourinary
GU_623	Pelvic organ prolapse and fistulas	pelvic organ prolapse and fistulas	Genitourinary
GU_623.1	Uterine/Uterovaginal prolapse	uterineuterovaginal prolapse	Genitourinary
GU_623.5	Pelvic muscle wasting	pelvic muscle wasting	Genitourinary
GU_623.6	Vaginal enterocele, congenital or acquired	vaginal enterocele congenital or acquired	Genitourinary
GU_623.8	Fistula involving female genital tract	fistula involving female genital tract	Genitourinary
GU_624	Symptoms involving female genital tract	symptoms involving female genital tract	Genitourinary
GU_624.1	Dystrophy of female genital tract	dystrophy of female genital tract	Genitourinary
GU_624.2	Acquired atrophy of ovary and fallopian tube	acquired atrophy of ovary and fallopian tube	Genitourinary
GU_625	Pain and other symptoms associated with female genital organs	pain and other symptoms associated with female genital organs	Genitourinary
GU_625.1	Dyspareunia	dyspareunia	Genitourinary
GU_625.2	Postcoital bleeding	postcoital bleeding	Genitourinary
GU_625.3	Vulvodynia	vulvodynia	Genitourinary
GU_625.4	Vaginismus	vaginismus	Genitourinary
GU_626	Disorders of menstruation and other abnormal bleeding from female genital tract	disorders of menstruation and other abnormal bleeding from female genital tract	Genitourinary
GU_626.1	Irregular menstrual cycle/bleeding	irregular menstrual cyclebleeding	Genitourinary
GU_626.11	Oligomenorrhea	oligomenorrhea	Genitourinary
GU_626.111	Amenorrhea	amenorrhea	Genitourinary
GU_626.13	Irregular menstrual cycle	irregular menstrual cycle	Genitourinary
GU_626.16	Excessive menstruation	excessive menstruation	Genitourinary
GU_626.2	Dysmenorrhea	dysmenorrhea	Genitourinary
GU_626.3	Mittelschmerz	mittelschmerz	Genitourinary
GU_626.4	Hematometra and hematocolpos	hematometra and hematocolpos	Genitourinary
GU_627	Menopausal and postmenopausal disorders	menopausal and postmenopausal disorders	Genitourinary
GU_627.1	Postmenopausal bleeding	postmenopausal bleeding	Genitourinary
GU_627.2	Symptomatic menopause	symptomatic menopause	Genitourinary
GU_629	Female infertility	female infertility	Genitourinary
GU_629.1	Female infertility associated with anovulation	female infertility associated with anovulation	Genitourinary
DE_660	Infection of the skin	infection of the skin	Dermatological
DE_660.1	Fungal infection of the skin	fungal infection of the skin	Dermatological
DE_660.11	Candidiasis of skin and nails	candidiasis of skin and nails	Dermatological
DE_660.12	Dermatophytosis	dermatophytosis	Dermatological
DE_660.121	Dermatophytosis of scalp and beard	dermatophytosis of scalp and beard	Dermatological
DE_660.122	Dermatophytosis of nail	dermatophytosis of nail	Dermatological
DE_660.123	Dermatophytosis of foot [Athelet's foot]	dermatophytosis of foot athelets foot	Dermatological
DE_660.124	Dermatophytosis of the body	dermatophytosis of the body	Dermatological
DE_660.13	Pityriasis versicolor	pityriasis versicolor	Dermatological
DE_660.2	Bacterial infection of the skin	bacterial infection of the skin	Dermatological
DE_660.21	Impetigo	impetigo	Dermatological
DE_660.22	Staphylococcal scalded skin syndrome [Ritter's disease]	staphylococcal scalded skin syndrome ritters disease	Dermatological
DE_660.23	Cutaneous erysipeloid	cutaneous erysipeloid	Dermatological
DE_660.4	Carbuncle and furuncle	carbuncle and furuncle	Dermatological
DE_660.6	Cellulitis and abscess	cellulitis and abscess	Dermatological
DE_661	Viral exanthemata NOS	viral exanthemata	Dermatological
DE_662	Rosacea	rosacea	Dermatological
DE_663	Bullous disorders	bullous disorders	Dermatological
DE_663.1	Pemphigus	pemphigus	Dermatological
DE_663.11	Pemphigus vulgaris*	pemphigus vulgaris	Dermatological
DE_663.12	Pemphigus foliaceous*	pemphigus foliaceous	Dermatological
DE_663.2	Pemphigoid	pemphigoid	Dermatological
DE_663.3	Dermatitis herpetiformis	dermatitis herpetiformis	Dermatological
DE_663.4	Subcorneal pustular dermatosis	subcorneal pustular dermatosis	Dermatological
DE_663.6	Acantholytic Disorders*	acantholytic disorders	Dermatological
DE_664	Papulosquamous disorders	papulosquamous disorders	Dermatological
DE_664.1	Lichen planus, nitidus, or striatus	lichen planus nitidus or striatus	Dermatological
DE_664.2	Pityriasis	pityriasis	Dermatological
DE_664.3	Parapsoriasis	parapsoriasis	Dermatological
DE_664.4	Psoriasis	psoriasis	Dermatological
DE_664.41	Psoriasis vulgaris*	psoriasis vulgaris	Dermatological
DE_664.42	Psoriatic arthropathy	psoriatic arthropathy	Dermatological
DE_665	Erythema nodosum	erythema nodosum	Dermatological
DE_666	Urticaria	urticaria	Dermatological
DE_666.1	Allergic urticaria	allergic urticaria	Dermatological
DE_666.2	Idiopathic urticaria	idiopathic urticaria	Dermatological
DE_666.3	Urticaria due to cold and heat	urticaria due to cold and heat	Dermatological
DE_666.4	Dermatographic urticaria	dermatographic urticaria	Dermatological
DE_666.5	Vibratory urticaria	vibratory urticaria	Dermatological
DE_666.6	Cholinergic urticaria	cholinergic urticaria	Dermatological
DE_667	Erythematous conditions	erythematous conditions	Dermatological
DE_667.1	Erythema multiforme	erythema multiforme	Dermatological
DE_667.2	Stevens-Johnson syndrome and Toxic epidermal necrolysis	stevens-johnson syndrome and toxic epidermal necrolysis	Dermatological
DE_667.4	Toxic erythema	toxic erythema	Dermatological
DE_667.5	Exfoliation due to erythematous condition	exfoliation due to erythematous condition	Dermatological
DE_668	Dermatitis [eczema]	dermatitis eczema	Dermatological
DE_668.1	Atopic dermatitis	atopic dermatitis	Dermatological
DE_668.2	Seborrheic dermatitis	seborrheic dermatitis	Dermatological
DE_668.3	Contact dermatitis	contact dermatitis	Dermatological
DE_668.4	Dermatitis due to substances taken internally	dermatitis due to substances taken internally	Dermatological
DE_668.5	Lichen simplex chronicus	lichen simplex chronicus	Dermatological
DE_668.6	Prurigo	prurigo	Dermatological
DE_668.7	Seborrheic infantile dermatitis	seborrheic infantile dermatitis	Dermatological
DE_669	Neutrophilic and Eosinophilic dermatoses	neutrophilic and eosinophilic dermatoses	Dermatological
DE_669.1	Pyoderma gangrenosum	pyoderma gangrenosum	Dermatological
DE_669.2	Behcet's syndrome	behcets syndrome	Dermatological
DE_669.3	Hidradenitis suppurativa	hidradenitis suppurativa	Dermatological
DE_669.4	Febrile neutrophilic dermatosis [Sweet's syndrome]*	febrile neutrophilic dermatosis sweets syndrome	Dermatological
DE_670	Seborrheic keratosis	seborrheic keratosis	Dermatological
DE_672.1	Acute skin changes due to ultraviolet radiation	acute skin changes due to ultraviolet radiation	Dermatological
DE_672.11	Acute dermatitis due to solar radiation	acute dermatitis due to solar radiation	Dermatological
DE_672.12	Sunburn	sunburn	Dermatological
DE_672.14	Disseminated superficial actinic porokeratosis (DSAP)	disseminated superficial actinic porokeratosis dsap	Dermatological
DE_672.2	Skin changes due to chronic exposure to nonionizing radiation	skin changes due to chronic exposure to nonionizing radiation	Dermatological
DE_672.21	Actinic keratosis	actinic keratosis	Dermatological
DE_672.22	Actinic reticuloid and actinic granuloma	actinic reticuloid and actinic granuloma	Dermatological
DE_674	Disorders of pigmentation	disorders of pigmentation	Dermatological
DE_674.1	Hypopigmentation	hypopigmentation	Dermatological
DE_674.11	Vitiligo	vitiligo	Dermatological
DE_674.2	Hypepigmentation*	hypepigmentation	Dermatological
DE_674.21	Cafe au lait spots*	cafe au lait spots	Dermatological
DE_674.22	Freckles*	freckles	Dermatological
DE_675	Atrophic conditions of skin	atrophic conditions of skin	Dermatological
DE_675.1	Circumscribed scleroderma	circumscribed scleroderma	Dermatological
DE_675.2	Striae atrophicae	striae atrophicae	Dermatological
DE_676	Hypertrophic conditions of skin	hypertrophic conditions of skin	Dermatological
DE_676.1	Hypertrophic scar [Keloid scar]	hypertrophic scar keloid scar	Dermatological
DE_676.2	Scar conditions and fibrosis of skin	scar conditions and fibrosis of skin	Dermatological
DE_677	Chilblains	chilblains	Dermatological
DE_678	Other skin and subcutaneous disorders	other skin and subcutaneous disorders	Dermatological
DE_679	Skin symptoms	skin symptoms	Dermatological
DE_679.1	Rash and other nonspecific skin eruption	rash and other nonspecific skin eruption	Dermatological
DE_679.2	Pallor	pallor	Dermatological
DE_679.3	Flushing	flushing	Dermatological
DE_679.4	Pruritus	pruritus	Dermatological
DE_679.5	Pyoderma	pyoderma	Dermatological
DE_679.6	Changes in skin texture	changes in skin texture	Dermatological
DE_680	Epidermal thickening	epidermal thickening	Dermatological
DE_680.1	Corns and callosities	corns and callosities	Dermatological
DE_680.2	Keratoderma	keratoderma	Dermatological
DE_680.3	Xerosis cutis*	xerosis cutis	Dermatological
DE_680.4	Ainhum	ainhum	Dermatological
DE_680.5	Acanthosis nigricans	acanthosis nigricans	Dermatological
DE_681	Localized swelling, mass and lump of skin and subcutaneous tissue	localized swelling mass and lump of skin and subcutaneous tissue	Dermatological
DE_682	Other follicular disorders	other follicular disorders	Dermatological
DE_682.11	Sebaceous cyst [Epidermal cyst]	sebaceous cyst epidermal cyst	Dermatological
DE_682.12	Pilar and trichodermal cyst	pilar and trichodermal cyst	Dermatological
DE_682.2	Pilonidal cyst	pilonidal cyst	Dermatological
DE_682.4	Acne	acne	Dermatological
DE_683	Nail disorders	nail disorders	Dermatological
DE_683.1	Ingrowing nail	ingrowing nail	Dermatological
DE_683.2	Nail dystrophy*	nail dystrophy	Dermatological
DE_683.4	Onycholysis*	onycholysis	Dermatological
DE_684	Diseases of hair and hair follicles	diseases of hair and hair follicles	Dermatological
DE_684.1	Alopecia	alopecia	Dermatological
DE_684.11	Alopecia Areata	alopecia areata	Dermatological
DE_684.12	Telogen effluvium	telogen effluvium	Dermatological
DE_684.13	Scarring hair loss*	scarring hair loss	Dermatological
DE_684.14	Androgenic alopecia*	androgenic alopecia	Dermatological
DE_684.2	Hypertrichosis and hirsutism	hypertrichosis and hirsutism	Dermatological
DE_684.21	Hirsutism*	hirsutism	Dermatological
DE_684.8	Abnormalities of the hair	abnormalities of the hair	Dermatological
DE_685	Disorders of sweat glands	disorders of sweat glands	Dermatological
DE_685.1	Dyshidrosis	dyshidrosis	Dermatological
DE_685.4	Prickly heat and miliaria	prickly heat and miliaria	Dermatological
DE_685.5	Anhidrosis	anhidrosis	Dermatological
DE_685.8	Hyperhidrosis	hyperhidrosis	Dermatological
DE_685.81	Primary focal hyperhidrosis	primary focal hyperhidrosis	Dermatological
DE_685.82	Generalized hyperhidrosis	generalized hyperhidrosis	Dermatological
DE_686	Chronic ulcer of skin	chronic ulcer of skin	Dermatological
DE_686.1	Pressure ulcer	pressure ulcer	Dermatological
DE_686.2	Non-pressure chronic ulcer	non-pressure chronic ulcer	Dermatological
DE_687	Vascular disorders of the skin	vascular disorders of the skin	Dermatological
DE_688	Granulomatous disorder of the skin	granulomatous disorder of the skin	Dermatological
DE_688.1	Sarcoidosis	sarcoidosis	Dermatological
DE_688.2	Foreign body granuloma	foreign body granuloma	Dermatological
DE_688.3	Pyogenic granuloma of skin and subcutaneous tissue	pyogenic granuloma of skin and subcutaneous tissue	Dermatological
DE_688.5	Giant cell granuloma	giant cell granuloma	Dermatological
MS_700	Diffuse diseases of connective tissue	diffuse diseases of connective tissue	Muscloskeletal
MS_700.11	Systemic lupus erythematosus [SLE]	systemic lupus erythematosus sle	Muscloskeletal
MS_700.12	Cutaneous lupus erythematosus	cutaneous lupus erythematosus	Muscloskeletal
MS_700.2	Sicca syndrome [Sjogren syndrome]	sicca syndrome sjogren syndrome	Muscloskeletal
