hpo_code	hpo_label	hpo_simpleLabel	hpo_original
HP_0009106	Abnormal pelvis bone ossification	abnormal pelvis bone ossification	True
HP_0009106	Abnormal ossification involving the bones of the pelvis	abnormal ossification involving the bones of the pelvis	False
HP_0100862	Aplasia of the femoral head	aplasia of the femoral head	True
HP_0100862	Absent femoral head	absent femoral head	False
HP_0100863	Aplasia of the femoral neck	aplasia of the femoral neck	True
HP_0100863	Absent neck of thighbone	absent neck of thighbone	False
HP_0100864	Short femoral neck	short femoral neck	True
HP_0100864	Hypoplasia of the femoral neck	hypoplasia of the femoral neck	False
HP_0100864	Hypoplastic femoral neck	hypoplastic femoral neck	False
HP_0100864	Short femoral necks	short femoral necks	False
HP_0100864	Short neck of thighbone	short neck of thighbone	False
HP_0009109	Denervation of the diaphragm	denervation of the diaphragm	True
HP_0009110	Diaphragmatic eventration	diaphragmatic eventration	True
HP_0009112	Aplasia of the left hemidiaphragm	aplasia of the left hemidiaphragm	True
HP_0009112	Absent left hemidiaphragm	absent left hemidiaphragm	False
HP_0009112	Left diaphragmatic hernia	left diaphragmatic hernia	False
HP_0040046	Abnormal left hemidiaphragm morphology	abnormal left hemidiaphragm morphology	True
HP_0040046	Abnormality of the left hemidiaphragm	abnormality of the left hemidiaphragm	False
HP_0009115	Aplasia/hypoplasia involving the skeleton	aplasiahypoplasia involving the skeleton	True
HP_0009115	Absent/small skeleton	absentsmall skeleton	False
HP_0009115	Absent/underdeveloped skeleton	absentunderdeveloped skeleton	False
HP_0009116	Aplasia/Hypoplasia involving bones of the skull	aplasiahypoplasia involving bones of the skull	True
HP_0009117	Aplasia/Hypoplasia of the maxilla	aplasiahypoplasia of the maxilla	True
HP_0009117	Underdevelopment of maxilla	underdevelopment of maxilla	False
HP_0009117	Underdevelopment of upper jaw bones	underdevelopment of upper jaw bones	False
HP_0009147	Enlarged epiphysis of the distal phalanx of the 5th finger	enlarged epiphysis of the distal phalanx of the 5th finger	True
HP_0009147	Enlarged end part of the outermost bone of little finger	enlarged end part of the outermost bone of little finger	False
HP_0009147	Enlarged end part of the outermost bone of pinkie finger	enlarged end part of the outermost bone of pinkie finger	False
HP_0009147	Enlarged end part of the outermost bone of pinky finger	enlarged end part of the outermost bone of pinky finger	False
HP_0009385	Enlarged epiphyses of the 5th finger	enlarged epiphyses of the 5th finger	True
HP_0009385	Enlarged end part of the little finger bones	enlarged end part of the little finger bones	False
HP_0009385	Enlarged end part of the pinkie finger bones	enlarged end part of the pinkie finger bones	False
HP_0009385	Enlarged end part of the pinky finger bones	enlarged end part of the pinky finger bones	False
HP_0010249	Enlarged epiphyses of the distal phalanges of the hand	enlarged epiphyses of the distal phalanges of the hand	True
HP_0010249	Enlarged end part of the outermost hand bones	enlarged end part of the outermost hand bones	False
HP_0009148	Small epiphysis of the distal phalanx of the 5th finger	small epiphysis of the distal phalanx of the 5th finger	True
HP_0009148	Small end part of the outermost bone of little finger	small end part of the outermost bone of little finger	False
HP_0009148	Small end part of the outermost bone of pinkie finger	small end part of the outermost bone of pinkie finger	False
HP_0009148	Small end part of the outermost bone of pinky finger	small end part of the outermost bone of pinky finger	False
HP_0009390	Small epiphyses of the 5th finger	small epiphyses of the 5th finger	True
HP_0009390	Small end part of little finger bone	small end part of little finger bone	False
HP_0009390	Small end part of pinkie finger bone	small end part of pinkie finger bone	False
HP_0009390	Small end part of pinky finger bone	small end part of pinky finger bone	False
HP_0010254	Small epiphyses of the distal phalanges of the hand	small epiphyses of the distal phalanges of the hand	True
HP_0010254	Small end part of the outermost hand bones	small end part of the outermost hand bones	False
HP_0009149	Triangular epiphysis of the distal phalanx of the 5th finger	triangular epiphysis of the distal phalanx of the 5th finger	True
HP_0009149	Delta-shaped epiphysis of the distal phalanx of the 5th finger	delta-shaped epiphysis of the distal phalanx of the 5th finger	False
HP_0009149	Triangular end part of the outermost bone of little finger	triangular end part of the outermost bone of little finger	False
HP_0009149	Triangular end part of the outermost bone of pinkie finger	triangular end part of the outermost bone of pinkie finger	False
HP_0009149	Triangular end part of the outermost bone of pinky finger	triangular end part of the outermost bone of pinky finger	False
HP_0009392	Triangular epiphyses of the 5th finger	triangular epiphyses of the 5th finger	True
HP_0009392	Delta-shaped epiphyses of the 5th finger	delta-shaped epiphyses of the 5th finger	False
HP_0009392	Triangular end part of the little finger	triangular end part of the little finger	False
HP_0009392	Triangular end part of the pinkie finger	triangular end part of the pinkie finger	False
HP_0009392	Triangular end part of the pinky finger	triangular end part of the pinky finger	False
HP_0010256	Triangular epiphyses of the distal phalanges of the hand	triangular epiphyses of the distal phalanges of the hand	True
HP_0010256	Triangular end part of the outermost hand bones	triangular end part of the outermost hand bones	False
HP_0009150	Abnormality of the proximal phalanx of the 5th finger	abnormality of the proximal phalanx of the 5th finger	True
HP_0009150	Abnormality of the innermost bone little finger	abnormality of the innermost bone little finger	False
HP_0009150	Abnormality of the innermost bone pinkie finger	abnormality of the innermost bone pinkie finger	False
HP_0009150	Abnormality of the innermost bone pinky finger	abnormality of the innermost bone pinky finger	False
HP_0009153	Abnormality of the epiphysis of the proximal phalanx of the 5th finger	abnormality of the epiphysis of the proximal phalanx of the 5th finger	True
HP_0009153	Abnormality of end part of the innermost bone of little finger	abnormality of end part of the innermost bone of little finger	False
HP_0009153	Abnormality of end part of the innermost bone of pinkie finger	abnormality of end part of the innermost bone of pinkie finger	False
HP_0009153	Abnormality of end part of the innermost bone of pinky finger	abnormality of end part of the innermost bone of pinky finger	False
HP_0010245	Abnormality of the epiphyses of the proximal phalanges of the hand	abnormality of the epiphyses of the proximal phalanges of the hand	True
HP_0010245	Abnormality of the end part of the innermost hand bones	abnormality of the end part of the innermost hand bones	False
HP_0009154	Triangular epiphysis of the proximal phalanx of the 5th finger	triangular epiphysis of the proximal phalanx of the 5th finger	True
HP_0009154	Delta-shaped epiphysis of the proximal phalanx of the 5th finger	delta-shaped epiphysis of the proximal phalanx of the 5th finger	False
HP_0009154	Triangular end part of the innermost bone of little finger	triangular end part of the innermost bone of little finger	False
HP_0009154	Triangular end part of the innermost bone of pinkie finger	triangular end part of the innermost bone of pinkie finger	False
HP_0009154	Triangular end part of the innermost bone of pinky finger	triangular end part of the innermost bone of pinky finger	False
HP_0010278	Triangular epiphyses of the proximal phalanges of the hand	triangular epiphyses of the proximal phalanges of the hand	True
HP_0010278	Triangular end part of the innermost hand bones	triangular end part of the innermost hand bones	False
HP_0009155	Cone-shaped epiphysis of the proximal phalanx of the 5th finger	cone-shaped epiphysis of the proximal phalanx of the 5th finger	True
HP_0009155	Cone-shaped end part of the innermost bone of little finger	cone-shaped end part of the innermost bone of little finger	False
HP_0009155	Cone-shaped end part of the innermost bone of pinkie finger	cone-shaped end part of the innermost bone of pinkie finger	False
HP_0009155	Cone-shaped end part of the innermost bone of pinky finger	cone-shaped end part of the innermost bone of pinky finger	False
HP_0010270	Cone-shaped epiphyses of the proximal phalanges of the hand	cone-shaped epiphyses of the proximal phalanges of the hand	True
HP_0010270	Cone-shaped end part of the innermost hand bones	cone-shaped end part of the innermost hand bones	False
HP_0009157	Ivory epiphysis of the proximal phalanx of the 5th finger	ivory epiphysis of the proximal phalanx of the 5th finger	True
HP_0009157	Increased bone density of end part of the innermost bone of little finger	increased bone density of end part of the innermost bone of little finger	False
HP_0009157	Increased bone density of end part of the innermost bone of pinkie finger	increased bone density of end part of the innermost bone of pinkie finger	False
HP_0009157	Increased bone density of end part of the innermost bone of pinky finger	increased bone density of end part of the innermost bone of pinky finger	False
HP_0010274	Ivory epiphyses of the proximal phalanges of the hand	ivory epiphyses of the proximal phalanges of the hand	True
HP_0010274	Increased bone density of end part of the innermost hand bones	increased bone density of end part of the innermost hand bones	False
HP_0009158	Enlarged epiphysis of the proximal phalanx of the 5th finger	enlarged epiphysis of the proximal phalanx of the 5th finger	True
HP_0009158	Enlarged end part of the innermost bone of little finger	enlarged end part of the innermost bone of little finger	False
HP_0009158	Enlarged end part of the innermost bone of pinkie finger	enlarged end part of the innermost bone of pinkie finger	False
HP_0009158	Enlarged end part of the innermost bone of pinky finger	enlarged end part of the innermost bone of pinky finger	False
HP_0009159	Small epiphysis of the proximal phalanx of the 5th finger	small epiphysis of the proximal phalanx of the 5th finger	True
HP_0009159	Small end part of the innermost bone of little finger	small end part of the innermost bone of little finger	False
HP_0009159	Small end part of the innermost bone of pinkie finger	small end part of the innermost bone of pinkie finger	False
HP_0009159	Small end part of the innermost bone of pinky finger	small end part of the innermost bone of pinky finger	False
HP_0010276	Small epiphyses of the proximal phalanges of the hand	small epiphyses of the proximal phalanges of the hand	True
HP_0010276	Small end part of the innermost hand bones	small end part of the innermost hand bones	False
HP_0009160	Absent epiphysis of the proximal phalanx of the 5th finger	absent epiphysis of the proximal phalanx of the 5th finger	True
HP_0009160	Absent end part of the innermost bone of little finger	absent end part of the innermost bone of little finger	False
HP_0009160	Absent end part of the innermost bone of pinkie finger	absent end part of the innermost bone of pinkie finger	False
HP_0009160	Absent end part of the innermost bone of pinky finger	absent end part of the innermost bone of pinky finger	False
HP_0010268	Absent epiphyses of the proximal phalanges of the hand	absent epiphyses of the proximal phalanges of the hand	True
HP_0010268	Absent end part of the innermost hand bones	absent end part of the innermost hand bones	False
HP_0009376	Aplasia/Hypoplasia of the phalanges of the 5th finger	aplasiahypoplasia of the phalanges of the 5th finger	True
HP_0009376	Absent/small little finger bones	absentsmall little finger bones	False
HP_0009376	Absent/small pinkie finger bones	absentsmall pinkie finger bones	False
HP_0009376	Absent/small pinky finger bones	absentsmall pinky finger bones	False
HP_0009376	Absent/underdeveloped pinky finger bones	absentunderdeveloped pinky finger bones	False
HP_0009162	Absent middle phalanx of 5th finger	absent middle phalanx of 5th finger	True
HP_0009162	Absent middle bone of little finger	absent middle bone of little finger	False
HP_0009162	Absent middle bone of pinkie finger	absent middle bone of pinkie finger	False
HP_0009162	Absent middle bone of pinky finger	absent middle bone of pinky finger	False
HP_0009162	Aplasia of the middle phalanx of the 5th finger	aplasia of the middle phalanx of the 5th finger	False
HP_0009238	Aplasia of the 5th finger	aplasia of the 5th finger	True
HP_0009238	Absent little finger	absent little finger	False
HP_0009238	Absent pinkie finger	absent pinkie finger	False
HP_0009238	Absent pinky finger	absent pinky finger	False
HP_0010239	Aplasia of the middle phalanx of the hand	aplasia of the middle phalanx of the hand	True
HP_0010239	Absent middle bones of hand	absent middle bones of hand	False
HP_0010239	Absent middle phalanges	absent middle phalanges	False
HP_0010239	Missing middle phalanges	missing middle phalanges	False
HP_0009163	obsolete Abnormal form of the 5th finger	obsolete abnormal form of the 5th finger	True
HP_0009165	Stippling of the epiphysis of the distal phalanx of the 5th finger	stippling of the epiphysis of the distal phalanx of the 5th finger	True
HP_0009165	Speckled calcifications in end part of the outermost bone of little finger	speckled calcifications in end part of the outermost bone of little finger	False
HP_0009165	Speckled calcifications in end part of the outermost bone of pinkie finger	speckled calcifications in end part of the outermost bone of pinkie finger	False
HP_0009165	Speckled calcifications in end part of the outermost bone of pinky finger	speckled calcifications in end part of the outermost bone of pinky finger	False
HP_0009391	Stippling of the epiphyses of the 5th finger	stippling of the epiphyses of the 5th finger	True
HP_0009391	Speckled calcifications in end part of little finger bone	speckled calcifications in end part of little finger bone	False
HP_0009391	Speckled calcifications in end part of pinkie finger bone	speckled calcifications in end part of pinkie finger bone	False
HP_0009391	Speckled calcifications in end part of pinky finger bone	speckled calcifications in end part of pinky finger bone	False
HP_0010255	Stippling of the epiphyses of the distal phalanges of the hand	stippling of the epiphyses of the distal phalanges of the hand	True
HP_0010255	Speckled calcifications in the end part of the outermost hand bones	speckled calcifications in the end part of the outermost hand bones	False
HP_0009166	Fragmentation of the epiphysis of the distal phalanx of the 5th finger	fragmentation of the epiphysis of the distal phalanx of the 5th finger	True
HP_0009166	Fragmentation of end part of the outermost bone of little finger	fragmentation of end part of the outermost bone of little finger	False
HP_0009166	Fragmentation of end part of the outermost bone of pinkie finger	fragmentation of end part of the outermost bone of pinkie finger	False
HP_0009166	Fragmentation of end part of the outermost bone of pinky finger	fragmentation of end part of the outermost bone of pinky finger	False
HP_0009386	Fragmentation of the epiphyses of the 5th finger	fragmentation of the epiphyses of the 5th finger	True
HP_0009386	Fragmentation of the end part of the little finger bones	fragmentation of the end part of the little finger bones	False
HP_0009386	Fragmentation of the end part of the pinkie finger bones	fragmentation of the end part of the pinkie finger bones	False
HP_0009386	Fragmentation of the end part of the pinky finger bones	fragmentation of the end part of the pinky finger bones	False
HP_0010250	Fragmentation of the epiphyses of the distal phalanges of the hand	fragmentation of the epiphyses of the distal phalanges of the hand	True
HP_0010250	Fragmentation of the end part of the outermost hand bones	fragmentation of the end part of the outermost hand bones	False
HP_0009167	Irregular epiphysis of the distal phalanx of the 5th finger	irregular epiphysis of the distal phalanx of the 5th finger	True
HP_0009167	Irregular end part of the outermost bone of little finger	irregular end part of the outermost bone of little finger	False
HP_0009167	Irregular end part of the outermost bone of pinkie finger	irregular end part of the outermost bone of pinkie finger	False
HP_0009167	Irregular end part of the outermost bone of pinky finger	irregular end part of the outermost bone of pinky finger	False
HP_0009387	Irregular epiphyses of the 5th finger	irregular epiphyses of the 5th finger	True
HP_0009387	Irregular end part of the little finger bones	irregular end part of the little finger bones	False
HP_0009387	Irregular end part of the pinkie finger bones	irregular end part of the pinkie finger bones	False
HP_0009387	Irregular end part of the pinky finger bones	irregular end part of the pinky finger bones	False
HP_0010251	Irregular epiphyses of the distal phalanges of the hand	irregular epiphyses of the distal phalanges of the hand	True
HP_0010251	Irregular end part of the outermost hand bones	irregular end part of the outermost hand bones	False
HP_0009168	Bullet-shaped middle phalanx of the 5th finger	bullet-shaped middle phalanx of the 5th finger	True
HP_0009168	Bullet-shaped middle little finger bone	bullet-shaped middle little finger bone	False
HP_0009168	Bullet-shaped middle pinkie finger bone	bullet-shaped middle pinkie finger bone	False
HP_0009168	Bullet-shaped middle pinky finger bone	bullet-shaped middle pinky finger bone	False
HP_0009375	Bullet-shaped phalanges of the 5th finger	bullet-shaped phalanges of the 5th finger	True
HP_0009375	Bullet-shaped little finger bones	bullet-shaped little finger bones	False
HP_0009375	Bullet-shaped pinkie finger bones	bullet-shaped pinkie finger bones	False
HP_0009375	Bullet-shaped pinky finger bones	bullet-shaped pinky finger bones	False
HP_0009845	Bullet-shaped middle phalanges of the hand	bullet-shaped middle phalanges of the hand	True
HP_0009169	Broad middle phalanx of the 5th finger	broad middle phalanx of the 5th finger	True
HP_0009169	Broad middle bone of little finger	broad middle bone of little finger	False
HP_0009169	Broad middle bone of pinkie finger	broad middle bone of pinkie finger	False
HP_0009169	Broad middle bone of pinky finger	broad middle bone of pinky finger	False
HP_0009169	Wide middle phalanx of the 5th finger	wide middle phalanx of the 5th finger	False
HP_0009374	Broad phalanges of the 5th finger	broad phalanges of the 5th finger	True
HP_0009374	Broad little finger bones	broad little finger bones	False
HP_0009374	Broad pinkie finger bones	broad pinkie finger bones	False
HP_0009374	Broad pinky finger bones	broad pinky finger bones	False
HP_0009844	Broad middle phalanx of finger	broad middle phalanx of finger	True
HP_0009844	Broad middle finger bones	broad middle finger bones	False
HP_0009844	Broad middle phalanges of finger	broad middle phalanges of finger	False
HP_0009844	Broad middle phalanges of the hand	broad middle phalanges of the hand	False
HP_0009170	Osteolytic defects of the middle phalanx of the 5th finger	osteolytic defects of the middle phalanx of the 5th finger	True
HP_0009847	Osteolytic defects of the middle phalanges of the hand	osteolytic defects of the middle phalanges of the hand	True
HP_0009171	Triangular epiphyses of the metacarpals	triangular epiphyses of the metacarpals	True
HP_0009171	Triangular end part of the long bone of hand	triangular end part of the long bone of hand	False
HP_0010587	Triangular epiphyses	triangular epiphyses	True
HP_0010587	Triangular end part of bone	triangular end part of bone	False
HP_0009173	Curved middle phalanx of the 5th finger	curved middle phalanx of the 5th finger	True
HP_0009173	Curved middle bone of little finger	curved middle bone of little finger	False
HP_0009173	Curved middle bone of pinkie finger	curved middle bone of pinkie finger	False
HP_0009173	Curved middle bone of pinky finger	curved middle bone of pinky finger	False
HP_0009846	Curved middle phalanges of the hand	curved middle phalanges of the hand	True
HP_0009846	Curved middle finger bonds of the hand	curved middle finger bonds of the hand	False
HP_0009174	Abnormality of the epiphyses of the 4th finger	abnormality of the epiphyses of the 4th finger	True
HP_0009174	Abnormality of the end part of the ring finger	abnormality of the end part of the ring finger	False
HP_0009175	Patchy sclerosis of the middle phalanx of the 5th finger	patchy sclerosis of the middle phalanx of the 5th finger	True
HP_0009175	Uneven increase in bone density in the middle bone of the little finger	uneven increase in bone density in the middle bone of the little finger	False
HP_0009175	Uneven increase in bone density in the middle bone of the pinkie finger	uneven increase in bone density in the middle bone of the pinkie finger	False
HP_0009175	Uneven increase in bone density in the middle bone of the pinky finger	uneven increase in bone density in the middle bone of the pinky finger	False
HP_0009377	Patchy sclerosis of 5th finger phalanx	patchy sclerosis of 5th finger phalanx	True
HP_0009377	Patchy sclerosis of the phalanges of the 5th finger	patchy sclerosis of the phalanges of the 5th finger	False
HP_0009377	Uneven increase in bone density in little finger bone	uneven increase in bone density in little finger bone	False
HP_0009377	Uneven increase in bone density in pinkie finger bone	uneven increase in bone density in pinkie finger bone	False
HP_0009377	Uneven increase in bone density in pinky finger bone	uneven increase in bone density in pinky finger bone	False
HP_0009848	Patchy sclerosis of middle phalanx of finger	patchy sclerosis of middle phalanx of finger	True
HP_0009848	Patchy sclerosis of the middle phalanges of the hand	patchy sclerosis of the middle phalanges of the hand	False
HP_0009848	Uneven increase in bone density in the middle finger bones of the hand	uneven increase in bone density in the middle finger bones of the hand	False
HP_0100907	Sclerosis of the middle phalanx of the 5th finger	sclerosis of the middle phalanx of the 5th finger	True
HP_0100907	Increased bone density in the middle bone of the little finger	increased bone density in the middle bone of the little finger	False
HP_0100907	Increased bone density in the middle bone of the pinkie finger	increased bone density in the middle bone of the pinkie finger	False
HP_0100907	Increased bone density in the middle bone of the pinky finger	increased bone density in the middle bone of the pinky finger	False
HP_0009177	Proximal/middle symphalangism of 5th finger	proximalmiddle symphalangism of 5th finger	True
HP_0009177	Fused innermost and middle bones of little finger	fused innermost and middle bones of little finger	False
HP_0009177	Fused innermost and middle bones of pinkie finger	fused innermost and middle bones of pinkie finger	False
HP_0009177	Fused innermost and middle bones of pinky finger	fused innermost and middle bones of pinky finger	False
HP_0009177	Proximal 5th finger symphalangism	proximal 5th finger symphalangism	False
HP_0009177	Proximal fifth finger symphalangism	proximal fifth finger symphalangism	False
HP_0009177	Symphalangism of the proximal and middle phalanges of the 5th finger	symphalangism of the proximal and middle phalanges of the 5th finger	False
HP_0009178	Symphalangism of middle phalanx of 5th finger	symphalangism of middle phalanx of 5th finger	True
HP_0009178	Fused middle bones of little finger	fused middle bones of little finger	False
HP_0009178	Fused middle bones of pinkie finger	fused middle bones of pinkie finger	False
HP_0009178	Fused middle bones of pinky finger	fused middle bones of pinky finger	False
HP_0009232	Symphalangism affecting the proximal phalanx of the 5th finger	symphalangism affecting the proximal phalanx of the 5th finger	True
HP_0009232	Fused innermost bone of little finger	fused innermost bone of little finger	False
HP_0009232	Fused innermost bone of pinkie finger	fused innermost bone of pinkie finger	False
HP_0009232	Fused innermost bone of pinky finger	fused innermost bone of pinky finger	False
HP_0009849	Symphalangism of middle phalanx of finger	symphalangism of middle phalanx of finger	True
HP_0009849	Fused middle finger bone	fused middle finger bone	False
HP_0009180	Ulnar deviation of the 5th finger	ulnar deviation of the 5th finger	True
HP_0009378	Triangular shaped phalanges of the 5th finger	triangular shaped phalanges of the 5th finger	True
HP_0009378	Triangular shaped little finger bones	triangular shaped little finger bones	False
HP_0009378	Triangular shaped pinkie finger bones	triangular shaped pinkie finger bones	False
HP_0009378	Triangular shaped pinky finger bones	triangular shaped pinky finger bones	False
HP_0009850	Triangular shaped middle phalanges of the hand	triangular shaped middle phalanges of the hand	True
HP_0009850	Triangular shaped middle finger bones of the hand	triangular shaped middle finger bones of the hand	False
HP_0009183	Joint contracture of the 5th finger	joint contracture of the 5th finger	True
HP_0009184	Contracture of the distal interphalangeal joint of the 5th finger	contracture of the distal interphalangeal joint of the 5th finger	True
HP_0009697	Contracture of the distal interphalangeal joint of the fingers	contracture of the distal interphalangeal joint of the fingers	True
HP_0009185	Contracture of the proximal interphalangeal joint of the 5th finger	contracture of the proximal interphalangeal joint of the 5th finger	True
HP_0009186	Contracture of the metacarpophalangeal joint of the 5th finger	contracture of the metacarpophalangeal joint of the 5th finger	True
HP_0009187	Bracket epiphysis of the distal phalanx of the 5th finger	bracket epiphysis of the distal phalanx of the 5th finger	True
HP_0009187	Bracket shaped end part of the outermost little finger bone	bracket shaped end part of the outermost little finger bone	False
HP_0009187	Bracket shaped end part of the outermost pinkie finger bone	bracket shaped end part of the outermost pinkie finger bone	False
HP_0009187	Bracket shaped end part of the outermost pinky finger bone	bracket shaped end part of the outermost pinky finger bone	False
HP_0009383	Bracket epiphyses of the 5th finger	bracket epiphyses of the 5th finger	True
HP_0009383	Bracket shaped end part of little finger bone	bracket shaped end part of little finger bone	False
HP_0009383	Bracket shaped end part of pinkie finger bone	bracket shaped end part of pinkie finger bone	False
HP_0009383	Bracket shaped end part of pinky finger bone	bracket shaped end part of pinky finger bone	False
HP_0010247	Bracket epiphyses of the distal phalanges of the hand	bracket epiphyses of the distal phalanges of the hand	True
HP_0010247	Bracket shaped end part of the outermost hand bones	bracket shaped end part of the outermost hand bones	False
HP_0009188	Pseudoepiphysis of the distal phalanx of the 5th finger	pseudoepiphysis of the distal phalanx of the 5th finger	True
HP_0009389	Pseudoepiphyses of the 5th finger	pseudoepiphyses of the 5th finger	True
HP_0010253	Pseudoepiphyses of the distal phalanges of the hand	pseudoepiphyses of the distal phalanges of the hand	True
HP_0009189	Fragmentation of the metacarpal epiphyses	fragmentation of the metacarpal epiphyses	True
HP_0009189	Fragmentation of end part of the long bone of hand	fragmentation of end part of the long bone of hand	False
HP_0009190	Irregular epiphyses of the metacarpals	irregular epiphyses of the metacarpals	True
HP_0009190	Irregular end part of the long bone of hand	irregular end part of the long bone of hand	False
HP_0009191	Ivory epiphyses of the metacarpals	ivory epiphyses of the metacarpals	True
HP_0009191	Increased bone density of end part of the long bone of hands	increased bone density of end part of the long bone of hands	False
HP_0010583	Ivory epiphyses	ivory epiphyses	True
HP_0010583	Epiphyseal sclerosis	epiphyseal sclerosis	False
HP_0010583	Increased bone density in end part of bone	increased bone density in end part of bone	False
HP_0009192	Aplasia/Hypoplasia of the proximal phalanx of the 5th finger	aplasiahypoplasia of the proximal phalanx of the 5th finger	True
HP_0009192	Absent/small innermost little finger bone	absentsmall innermost little finger bone	False
HP_0009192	Absent/small innermost pinkie finger bone	absentsmall innermost pinkie finger bone	False
HP_0009192	Absent/small innermost pinky finger bone	absentsmall innermost pinky finger bone	False
HP_0009192	Absent/underdeveloped innermost pinky finger bone	absentunderdeveloped innermost pinky finger bone	False
HP_0009194	Small epiphyses of the metacarpals	small epiphyses of the metacarpals	True
HP_0009194	Small end part of the long bone of hand	small end part of the long bone of hand	False
HP_0009195	Epiphyseal stippling of the metacarpals	epiphyseal stippling of the metacarpals	True
HP_0009195	Speckled calcifications in end part of the long bone of hand	speckled calcifications in end part of the long bone of hand	False
HP_0009195	Stippling of the epiphyses of the metacarpals	stippling of the epiphyses of the metacarpals	False
HP_0009196	Absent metacarpal epiphyses	absent metacarpal epiphyses	True
HP_0009196	Absent end part of the long bone of hand	absent end part of the long bone of hand	False
HP_0009196	Absent metacarpal ossification center	absent metacarpal ossification center	False
HP_0009196	Absent metacarpal ossification centre	absent metacarpal ossification center	False
HP_0009197	Bracket epiphysis of the proximal phalanx of the 5th finger	bracket epiphysis of the proximal phalanx of the 5th finger	True
HP_0009197	Bracket shaped end part of the innermost bone of the little finger	bracket shaped end part of the innermost bone of the little finger	False
HP_0009197	Bracket shaped end part of the innermost bone of the pinkie finger	bracket shaped end part of the innermost bone of the pinkie finger	False
HP_0009197	Bracket shaped end part of the innermost bone of the pinky finger	bracket shaped end part of the innermost bone of the pinky finger	False
HP_0010269	Bracket epiphyses of the proximal phalanges of the hand	bracket epiphyses of the proximal phalanges of the hand	True
HP_0010269	Bracket shaped end part of the innermost hand bones	bracket shaped end part of the innermost hand bones	False
HP_0010243	Abnormality of the epiphyses of the distal phalanx of finger	abnormality of the epiphyses of the distal phalanx of finger	True
HP_0010243	Abnormality of the end part of the outermost bone of finger	abnormality of the end part of the outermost bone of finger	False
HP_0009199	Irregular epiphysis of the proximal phalanx of the 5th finger	irregular epiphysis of the proximal phalanx of the 5th finger	True
HP_0009199	Irregular end part of the innermost little finger bone	irregular end part of the innermost little finger bone	False
HP_0009199	Irregular end part of the innermost pinkie finger bone	irregular end part of the innermost pinkie finger bone	False
HP_0009199	Irregular end part of the innermost pinky finger bone	irregular end part of the innermost pinky finger bone	False
HP_0010273	Irregular epiphyses of the proximal phalanges of the hand	irregular epiphyses of the proximal phalanges of the hand	True
HP_0010273	Irregular end part of the innermost hand bones	irregular end part of the innermost hand bones	False
HP_0009200	Pseudoepiphysis of the proximal phalanx of the 5th finger	pseudoepiphysis of the proximal phalanx of the 5th finger	True
HP_0010275	Pseudoepiphyses of the proximal phalanges of the hand	pseudoepiphyses of the proximal phalanges of the hand	True
HP_0009201	Stippling of the epiphysis of the proximal phalanx of the 5th finger	stippling of the epiphysis of the proximal phalanx of the 5th finger	True
HP_0009201	Speckled calcifications in end part of the innnermost bone of the little finger	speckled calcifications in end part of the innnermost bone of the little finger	False
HP_0009201	Speckled calcifications in end part of the innnermost bone of the pinkie finger	speckled calcifications in end part of the innnermost bone of the pinkie finger	False
HP_0009201	Speckled calcifications in end part of the innnermost bone of the pinky finger	speckled calcifications in end part of the innnermost bone of the pinky finger	False
HP_0010277	Stippling of the epiphyses of the proximal phalanges of the hand	stippling of the epiphyses of the proximal phalanges of the hand	True
HP_0010277	Speckled calcifications in the end part of the innermost hand bones	speckled calcifications in the end part of the innermost hand bones	False
HP_0009202	Fragmentation of the epiphysis of the proximal phalanx of the 5th finger	fragmentation of the epiphysis of the proximal phalanx of the 5th finger	True
HP_0009202	Fragmentation of end part of the innermost bone of the little finger	fragmentation of end part of the innermost bone of the little finger	False
HP_0009202	Fragmentation of end part of the innermost bone of the pinkie finger	fragmentation of end part of the innermost bone of the pinkie finger	False
HP_0009202	Fragmentation of end part of the innermost bone of the pinky finger	fragmentation of end part of the innermost bone of the pinky finger	False
HP_0010272	Fragmentation of the epiphyses of the proximal phalanges of the hand	fragmentation of the epiphyses of the proximal phalanges of the hand	True
HP_0010272	Fragmentation of the end part of the innermost hand bones	fragmentation of the end part of the innermost hand bones	False
HP_0009203	Absent epiphysis of the middle phalanx of the 5th finger	absent epiphysis of the middle phalanx of the 5th finger	True
HP_0009203	Absent end part of the middle bone of the little finger	absent end part of the middle bone of the little finger	False
HP_0009203	Absent end part of the middle bone of the pinkie finger	absent end part of the middle bone of the pinkie finger	False
HP_0009203	Absent end part of the middle bone of the pinky finger	absent end part of the middle bone of the pinky finger	False
HP_0010257	Absent epiphyses of the middle phalanges of the hand	absent epiphyses of the middle phalanges of the hand	True
HP_0010257	Absent end part of the middle hand bones	absent end part of the middle hand bones	False
HP_0009204	Bracket epiphysis of the middle phalanx of the 5th finger	bracket epiphysis of the middle phalanx of the 5th finger	True
HP_0009204	Bracket shaped end part of the middle bone of the little finger	bracket shaped end part of the middle bone of the little finger	False
HP_0009204	Bracket shaped end part of the middle bone of the pinkie finger	bracket shaped end part of the middle bone of the pinkie finger	False
HP_0009204	Bracket shaped end part of the middle bone of the pinky finger	bracket shaped end part of the middle bone of the pinky finger	False
HP_0010258	Bracket epiphyses of the middle phalanges of the hand	bracket epiphyses of the middle phalanges of the hand	True
