phecodeX_label	hpo_label	phecodeX_code	hpo_code
Parasites	Brain abscess	084	HP_0030049
Paralytic ileus	Paralytic ileus	514.31	HP_0002590
Osteomyelitis, periostitis, and other infections involving bone	Periostitis	701	HP_0040165
Acute kidney failure	Renal tubular epithelial necrosis	582	HP_0008682
Nail disorders	Trachyonychia	683	HP_0030804
Fluid overload	Hypervolemia	256.6	HP_0011105
Leukemia	Myelodysplasia	121	HP_0002863
Failure to thrive in childhood	Growth delay	890.1	HP_0001510
Cerebral degeneration	Brain atrophy	328.3	HP_0012444
Apraxia*	Apraxia	894.2	HP_0002186
Behavioral and emotional disorders with onset usually occurring in childhood and adolescence	Oppositional defiant disorder	893	HP_0010865
Diaphragmatic hernia [Hiatal hernia]	Hernia	520.2	HP_0100790
Disorders of menstruation and other abnormal bleeding from female genital tract	Hematocolpos	626	HP_0031923
Disorders of glycine metabolism*	Nonketotic hyperglycinemia	240.7	HP_0008288
Adverse effect of other drug	Abnormal joint morphology	973	HP_0001367
Nutritional anemias	Microcytic anemia	160	HP_0001935
Contractures	Contractures of the joints of the lower limbs	719.9	HP_0005750
Non-inflammatory spondylopathy	Knee osteoarthritis	715	HP_0005086
Neural tube defects and congenital disorders of the spinal cord	Hydromyelia	751	HP_0100565
Pain in joint	Arthralgia	713.3	HP_0002829
Carpal tunnel syndrome	Abnormal peripheral nervous system morphology	336.1	HP_0000759
Anhidrosis	Anhidrosis	685.5	HP_0000970
Polydactyly	Postaxial polydactyly	785.11	HP_0100259
Hallux varus (acquired)	Hallux varus	709.23	HP_0008080
Intellectual disabilities	Diminished mental health	892.6	HP_0033667
Epidermal thickening	Hyperkeratosis lenticularis perstans	680	HP_0007570
Disorders of thyroid gland	Thyroid nodule	200	HP_0025388
Amebiasis [Entamoeba histolytica]	Brain abscess	084.1	HP_0030049
Disorders of the middle ear	Glue ear	391	HP_0040262
Dysplasia of female genital organs	Abnormality of the genitourinary system	620	HP_0000119
Cyanosis	Cyanosis	498.2	HP_0000961
Abnormality of urination	Stress urinary incontinence	594	HP_0010992
Sequela of infection	Hematological neoplasm	095	HP_0004377
Congenital hypotonia*	Infantile muscular hypotonia	872.12	HP_0008947
Extrapyramidal and movement disorders	Generalized dystonia	324	HP_0007325
Abnormality of the urachus	Abnormality of the urachus	775.4	HP_0010478
Diseases of hair and hair follicles	Congenital alopecia totalis	684	HP_0005597
Mucopolysaccharidosis	Dysostosis multiplex	243	HP_0000943
Chronic myloid leukemia	Chronic myelogenous leukemia	121.22	HP_0005506
Ventral hernia	Ventral hernia	520.14	HP_0002933
Male sexual dysfuction	Male sexual dysfunction	605	HP_0040307
Heart failure	Paroxysmal dyspnea	424	HP_0012763
Other congenital malformations	Cyclopia	796	HP_0009914
Nursemaid's elbow	Radial head subluxation	T832	HP_0003048
Chronic pancreatitis	Abnormality of the gastrointestinal tract	554.12	HP_0011024
Food allergy	Food-induced anaphylaxis	840.1	HP_0500095
Hyperphenylalaninemias	Reduced phenylalanine hydroxylase level	240.11	HP_0005982
Cancer (solid tumor, excluding BCC)	Follicular thyroid carcinoma	130	HP_0006731
Myocarditis	Myopathy	410.3	HP_0003198
Irregular menstrual cycle/bleeding	Oligomenorrhea	626.1	HP_0000876
Corneal degenerations	Corneal erosion	369.4	HP_0200020
Anogenital (venereal) warts	Genital warts	056.2	HP_0032301
Scarlet fever	Exanthem	004.4	HP_4000054
Glucose-6-phosphate dehydrogenase [G6PD] deficiency*	Hemolytic anemia	161.131	HP_0001878
Abnormal digit morphology	Finger symphalangism	785.1	HP_0009700
Congenital non-neoplastic nevus	Cavernous hemangioma	790.41	HP_0001048
Malignant neoplam of the bone and/or cartilage	Neoplasm	104.1	HP_0002664
Acute sinusitis	Absent ethmoidal sinuses	462.1	HP_0005456
Monocyte	Histiocytosis	120.12	HP_0100727
Extrapyramidal and movement disorders	Lafora bodies	324	HP_0100318
Aneurysm or ectasia	Arterial rupture	438	HP_0025019
Other diseases of stomach and duodenum	Pyloric stenosis	516	HP_0002021
Broken tooth	Fractured skull	T873	HP_0041082
Injury to gastrointestinal tract	Colon perforation	T855	HP_0031369
Congenital malformations of larynx	Laryngotracheomalacia	777.1	HP_0008755
Sinoatrial node dysfunction	Sinus tachycardia	416.7	HP_0011703
Pulmonary fibrosis	Bronchiolitis obliterans organizing pneumonia	481.4	HP_0011945
Bacterial infections	Polyneuropathy	089.1	HP_0001271
Congenital anomalies of limbs	Congenital pseudoarthrosis of the clavicle	785	HP_0006585
Benign neoplasms of the ovary	Ovarian teratoma	144.3	HP_0012226
Hemoglobinopathies	Methemoglobinemia	165	HP_0012119
Irritability	Irritability	308.1	HP_0000737
Coloboma	Lens coloboma	753.4	HP_0100719
Acute myeloid leukemia	Hematological neoplasm	121.12	HP_0004377
Gastrointestinal inflammation	Atrophic gastritis	522	HP_0002582
Encephalitis, myelitis and encephalomyelitis	Myelitis	321	HP_0012486
Eosinophilia	Endocardial fibrosis	171.7	HP_0006685
Coloboma	Iris coloboma	753.4	HP_0000612
Albinism*	Albinism	240.13	HP_0001022
Benign neoplasm of other or unspecified sites	Benign neoplasm of the central nervous system	153	HP_0100835
Noninflammatory disorders of conjunctiva	Symblepharon	366	HP_0430007
Lipoma	Carcinoma	139.5	HP_0030731
Secondary polycythemia	Polycythemia	175.2	HP_0001901
Visual disturbances	Deuteranomaly	386	HP_0011520
Myeloid	Myelofibrosis	120.1	HP_0011974
Choanal atresia	Choanal atresia	758.61	HP_0000453
Suppurative and necrotic conditions of the lower respiratory tract	Lung abscess	482	HP_0025044
Disorders of thyroid gland	Primary hypothyroidism	200	HP_0000832
Contracture of joint	Abnormal joint morphology	719.92	HP_0001367
Intestinal infection due to C. difficile	Clostridium difficile enteritis	526.12	HP_0032167
Mild intellectual disabilities	Intellectual disability, profound	892.61	HP_0002187
Neural tube defects and congenital disorders of the spinal cord	Myeloschisis	751	HP_0030708
Malignant neoplasm of brain	Carcinoma	109.3	HP_0030731
Malignant neoplasm of eye	Retinoblastoma	109.1	HP_0009919
Congenital reduction deformities of brain	Lissencephaly	750.13	HP_0001339
Benign neoplasm of the oral cavity	Benign neoplasm of the central nervous system	135.1	HP_0100835
Sleep disorders	Hypersomnia	333	HP_0100786
Chronic kidney disease	Increased blood pressure	583	HP_0032263
Neutrophilic and Eosinophilic dermatoses*	Pyoderma gangrenosum	669	HP_0025452
Hyperlipidemia	Hyperlipidemia	239	HP_0003077
Disorders of intestinal carbohydrate absorption	Lactose intolerance	525.3	HP_0004789
Impaired fasting glucose	Impaired fasting glucose	204.1	HP_0025691
Hepatic failure	Decreased liver function	542.3	HP_0001410
Acute nephritic syndrome	Minimal change glomerulonephritis	580.1	HP_0012579
Tricuspid valve disorders	Tricuspid stenosis	413.3	HP_0010446
Alcoholic liver disease	Hepatic fibrosis	280.13	HP_0001395
Disease of anus and rectum	Perianal abscess	530	HP_0009789
Infection of the skin	Perifolliculitis	660	HP_0012322
Other congenital malformations of musculoskeletal system	Posterolateral diaphragmatic hernia	789	HP_0025193
Anomalous pulmonary venous return	Cardiac total anomalous pulmonary venous connection	781.41	HP_0011720
Chronic lymphoid leukemia	Hematological neoplasm	121.21	HP_0004377
Carpal tunnel syndrome	Neuritis	336.1	HP_0031002
Benign neoplasm of the digestive organs	Ovarian teratoma	136	HP_0012226
Gingivitis	Abnormality of the gastrointestinal tract	504.1	HP_0011024
Polydactyly	Polydactyly	785.11	HP_0010442
Malaise and fatigue	Malaise	807	HP_0033834
Duodenitis	Duodenitis	522.8	HP_0033117
Hypepigmentation	Mongolian blue spot	674.2	HP_0011369
Cleft palate	Cleft lip	757.1	HP_0410030
Fracture of hand or wrist	Bone fracture	T827	HP_0020110
Abnormal skull shape*	Abnormality of calvarial morphology	758.2	HP_0002648
Disorder of phosphorus metabolism	Hypophosphatemia	247.3	HP_0002148
Abnormalities of size and form of teeth	Dentin dysplasia	500.2	HP_0033784
Congenital and hereditary thrombocytopenic purpura	Congenital thrombocytopenia	169.13	HP_0001905
Gastrointestinal inflammation	Ulcerative colitis	522	HP_0100279
Juvenile osteochondrosis	Avascular necrosis of the capital femoral epiphysis	725.2	HP_0005743
Other symptoms involving the digestive system and abdomen	Projectile vomiting	556	HP_0002587
Renal hypoplasia*	Renal hypoplasia	773.12	HP_0000089
Aphasia and dysphasia	Aphasia	356.2	HP_0002381
Malignant sarcoma-related cancers	Desmoid tumors	104	HP_0100245
Stress incontinence	Stress urinary incontinence	594.32	HP_0010992
Benign neoplasms of the cervix	Cervical polyp	144.13	HP_0030159
Polyneuropathies	Autoimmunity	337	HP_0002960
Viral infections	Progressive leukoencephalopathy	089.2	HP_0006980
Hepatic failure	Acute hepatic failure	542.3	HP_0006554
Symptoms and signs related to movement disorders	Dysdiadochokinesis	325	HP_0002075
Lipoma	Lipedema	139.5	HP_0100695
Diffuse diseases of connective tissue	Bilateral basilar pulmonary fibrosis	700	HP_0550005
Hepatovirus	Viral hepatitis	054	HP_0006562
Strabismus	Neurogenic strabismus	381	HP_0031775
Oral cleft	Cleft lip	757	HP_0410030
Volume depletion	Dehydration	256.7	HP_0001944
Blepharospasm	Blepharospasm	324.36	HP_0000643
Infections in newborn	Recurrent pneumonia	856	HP_0006532
Lack of coordination	Dysmetria	325.3	HP_0001310
Symbolic dysfunction	Dyslexia	894	HP_0010522
Food allergy	Food allergy	840.1	HP_0500093
Neural tube defects and congenital disorders of the spinal cord	Encephalocele	751	HP_0002084
Renal dysplasia	Multicystic kidney dysplasia	773.2	HP_0000003
Osteomyelitis, periostitis, and other infections involving bone	Foot osteomyelitis	701	HP_0001886
Hemolytic-uremic syndrome	Hemolytic-uremic syndrome	161.22	HP_0005575
Vaginal agenesis	Vaginal atresia	770.51	HP_0000148
Hemoglobinopathies	Reticulocytopenia	165	HP_0001896
Other psychoactive substance related disorders	Psychosis	280.8	HP_0000709
Hemolytic anemias	Elliptocytosis	161	HP_0004445
Sexual dysfunction and disorders	Vaginismus	294	HP_0030017
Diaphragmatic hernia [Hiatal hernia]	Aplasia of the right hemidiaphragm	520.2	HP_0032592
Hypopituitarism NOS	Panhypopituitarism	209.22	HP_0000871
Abnormalities of size and form of teeth	Microdontia	500.2	HP_0000691
Arteriovenous fistula	Arteriovenous malformation	441.1	HP_0100026
Atrial fibrillation and flutter	Typical atrial flutter	416.2	HP_0031671
Gingival recession	Gingival recession	504.2	HP_0030816
Non-Hodgkin lymphoma	Cutaneous mastocytosis	122.2	HP_0200151
Heparin-induced thrombocytopenia [HIT]	Heparin-induced thrombocytopenia	169.15	HP_0011874
Infections	Herpes simplex encephalitis	089	HP_0012302
Abnormal granulation tissue, NOS	Abnormality of the skin	688.7	HP_0000951
Hypotony of eye	Phthisis bulbi	375.7	HP_0000667
Rheumatic fever and chronic rheumatic heart diseases	Mitral stenosis	400	HP_0001718
Respiratory distress syndrome of newborn	Neonatal respiratory distress	854.11	HP_0002643
Intestinal obstruction	Volvulus	514.2	HP_0002580
Cardiac arrhythmia and conduction disorders	Bradycardia	416	HP_0001662
Benign neoplasm of the genitourinary system	Benign neoplasm of the central nervous system	146	HP_0100835
Disorders of eyelid function	Trichiasis	361	HP_0001128
Sexually transmitted disease	Concave nasal ridge	088	HP_0011120
Cancer (solid tumor, excluding BCC)	Neoplasm of the small intestine	130	HP_0100833
Spondylosis	Facet joint arthrosis	715.1	HP_0030871
Lymphoid	Cutaneous T-cell lymphoma	120.2	HP_0012192
Bacterial infections	Gangrene	089.1	HP_0100758
Ectopic kidney*	Ectopic kidney	773.8	HP_0000086
Malignant neoplasm of the thoracic and respiratory organs	Alveolar cell carcinoma	102	HP_0006519
Myositis ossificans progressiva	Myopathy	719.21	HP_0003198
Primary disorders of muscles	Paralysis	339	HP_0003470
Systemic vasculitis	Arteritis	704	HP_0012089
Inflammation of the eye	Corneal erosion	367	HP_0200020
Congenital or developmental glaucoma	Axenfeld anomaly	753.9	HP_0001492
Congenital malformations of brain	Dysplastic corpus callosum	750	HP_0006989
Malignant neoplasm of the oral cavity	Malignant neoplasm of the central nervous system	100.1	HP_0100836
Retinal dystrophy	Pigmentary retinopathy	374.7	HP_0000580
Hyperparathyroidism	Hyperparathyroidism	208.2	HP_0000843
Hemo onc - by cell of origin	Telangiectasia macularis eruptiva perstans	120	HP_0007583
Parasites	Chylothorax	084	HP_0010310
Hypercholesterolemia	Hypercholesterolemia	239.1	HP_0003124
Respiratory distress of newborn	Congenital alveolar dysplasia	854.1	HP_0033210
Congenital anomalies of eyelids, lacrimal system, and orbit	Ptosis	754	HP_0000508
Hepatitis delta	Viral hepatitis	054.21	HP_0006562
Other disorders of the intestines	Paralytic ileus	532	HP_0002590
Bone marrow transplant	History of bone marrow transplant	979.7	HP_0032557
Neonatal bradycardia	Bradycardia	853.22	HP_0001662
Malignant neoplasm of other and ill-defined sites	Neoplasm	112	HP_0002664
Benign neoplasm of the oral cavity	Neoplasm	135.1	HP_0002664
Acute respiratory infection	Rhinitis	460	HP_0012384
Hydrocele	Hydrocele testis	603.1	HP_0000034
Speech disturbance	Receptive aphasia	356	HP_0033848
Congenital malformations of great arteries	Arteriovenous fistula	778	HP_0004947
Psychotic disorder	Psychosis	287	HP_0000709
Cancer (solid tumor, excluding BCC)	Soft tissue sarcoma	130	HP_0030448
Diaphragmatic hernia [Hiatal hernia]	Hiatus hernia	520.2	HP_0002036
Gastric diverticulum	Abnormality of the gastrointestinal tract	523.3	HP_0011024
Other cerebrovascular disease	Lacunar stroke	433	HP_0032325
Cramp and spasm	Hyperkinetic movements	719.1	HP_0002487
Disorders and findings from impaired renal function	Diabetes insipidus	588	HP_0000873
Congenital malformations of cardiac septa	Ventricular septal defect	780.4	HP_0001629
Congenital mitral stenosis	Parachute mitral valve	779.33	HP_0011571
Other disorders of the eyelids	Milia	362	HP_0001056
Coronary atherosclerosis [Atherosclerotic heart disease]	Atherosclerosis	404.2	HP_0002621
Eosinophilia	Eosinophilia	171.7	HP_0001880
Aneurysm or ectasia	Arteriovenous fistula	438	HP_0004947
Congenital anomalies of nails	Nail dystrophy	793	HP_0008404
Congenital malformations of fallopian tube and broad ligament	Fallopian tube cyst	770.2	HP_0012883
Abdominal rigidity	Abdominal rigidity	556.4	HP_0032545
Skin symptoms	Flushing	679	HP_0031284
Congenital reduction deformities of brain	Agyria	750.13	HP_0031882
Benign neoplasm of the digestive organs	Teratoma	136	HP_0009792
Supervision of pregnancy	Elevated alpha-fetoprotein	P001	HP_0006254
Other and unspecified disorders of metabolism	Eosinophilic granuloma	252	HP_0032253
Hereditary spastic paraplegia	Spastic ataxia	323.11	HP_0002497
Sleep apnea	Excessive daytime somnolence	333.1	HP_0001262
Benign neoplasm of the colon	Intestinal polyposis	136.41	HP_0200008
Specific developmental disorders of scholastic skills	Dyslexia	891.2	HP_0010522
Placental disorders	Placental abruption	907	HP_0011419
Benign neoplasm of colon, rectum, anus and anal canal	Carcinoma	136.4	HP_0030731
Disorders of pigmentation	Hyperpigmentation of eyelids	674	HP_0007406
Nontraumatic Intracranial hemorrhage	Subarachnoid hemorrhage	430	HP_0002138
Disorders of lacrimal system	Dacryocystitis	363	HP_0000620
Abdominal aortic aneurysm	Abdominal aortic dissection	438.11	HP_0033311
Leiomyoma of uterus	Neoplasm	144.21	HP_0002664
Disorders of lacrimal system	Keratoconjunctivitis sicca	363	HP_0001097
Vaginal septum	Transverse vaginal septum	770.52	HP_0000145
Congenital malformations of cardiac septa	Intermediate atrioventricular canal defect	780.4	HP_0011576
Acquired deformities of the ankle and foot	Arthropathy	710.4	HP_0003040
Other specified complications of procedures, not elsewhere classified	Abnormality of the genitourinary system	C944	HP_0000119
Infections	Abnormal peripheral nervous system morphology	089	HP_0000759
Gastrointestinal obstruction	Intestinal obstruction	514	HP_0005214
Anomalies of pupillary function	Tonic pupil	384	HP_0012074
Benign neoplasm of the testis	Neoplasm of the scrotum	146.3	HP_0100849
Visual disturbances	Red-green dyschromatopsia	386	HP_0000642
Mature T-Cell	Neoplasm	120.22	HP_0002664
Venous complications in pregnancy	Thromboembolic stroke	912	HP_0001727
Benign neoplasm of vocal cord or larynx	Vocal cord polyp	135.6	HP_0032041
Snoring*	Snoring	488.9	HP_0025267
Prolapse of vaginal vault after hysterectomy	Abnormality of the genitourinary system	618.5	HP_0000119
Other respiratory disorders	Bronchospasm	486	HP_0025428
Gastrointestinal inflammation	Enterocolitis	522	HP_0004387
Disorders of muscle	Congenital contracture	719	HP_0002803
Goiter	Thyrotoxicosis with diffuse goiter	200.2	HP_0011784
Retention of urine	Urinary hesitancy	594.1	HP_0000019
Traumatic fracture of vertebrae	Fractured coccyx	T818	HP_0041146
Hypocalcemia	Hypocalcemia	247.51	HP_0002901
Mixed disorder of acid-base balance	Lactic acidosis	256.3	HP_0003128
Skull and face fracture	Fractured tarsal bone	T819	HP_0041247
Cancer (solid tumor, excluding BCC)	Neoplasm of the stomach	130	HP_0006753
Carcinoma in situ of skin	Neoplasm	103.3	HP_0002664
Abnormal cardiac sounds	Abnormal heart sound	423	HP_0031657
Neuroendocrine tumors	Adrenocortical carcinoma	114	HP_0006744
Cancer (solid tumor, excluding BCC)	Gastric adenocarcinoma	130	HP_0033770
Disorders of other cranial nerves	Facial myokymia	334	HP_0000317
Other congenital anomalies of heart	Abnormal heart morphology	780	HP_0001627
Congenital malformation of the skin	Palmoplantar hyperkeratosis	790	HP_0000972
Convulsions	Complex febrile seizure	330.3	HP_0011172
Cerebral palsy	Athetoid cerebral palsy	341.1	HP_0011445
Hereditary elliptocytosis	Elliptocytosis	161.12	HP_0004445
Rheumatic fever and chronic rheumatic heart diseases	Myocarditis	400	HP_0012819
Abnormal findings on diagnostic test of central nervous system	Abnormal brain positron emission tomography	349.1	HP_0012657
Chronic rheumatic heart diseases	Mitral atresia	400.2	HP_0011560
Dysmenorrhea	Secondary amenorrhea	626.2	HP_0000869
Hemangioma and lymphangioma	Cafe-au-lait spot	139.6	HP_0000957
Congenital malformations of brain	Neural tube defect	750	HP_0045005
Pulmonary insufficiency and acute respiratory distress syndrome	Respiratory insufficiency	479	HP_0002093
Symptoms related to joints	Elbow pain	713	HP_0030835
Scarring hair loss*	Abnormality of the skin	684.13	HP_0000951
Congenital reduction deformities of brain	Holoprosencephaly	750.13	HP_0001360
Follicular lymphoma	Hematological neoplasm	122.21	HP_0004377
Anomalies of dental arch relationship	Cross bite	733.2	HP_0033792
Cortical age-related cataract	Age-related cortical cataract	371.1	HP_0011143
Other respiratory disorders	Abnormal sputum	486	HP_0032016
Disorders of mitochondrial metabolism	Ragged-red muscle fibers	246	HP_0003200
Hyper-coagulability	Reduced protein C activity	168.2	HP_0005543
Hypothyroidism, not specified as secondary	Central hypothyroidism	200.14	HP_0011787
Benign neoplasm of the of bronchus and lung	Carcinoma	137.1	HP_0030731
Infections	Abnormality of the skin	089	HP_0000951
Myeloid	Juvenile myelomonocytic leukemia	120.1	HP_0012209
Benign neoplasm of the thyroid	Thyroid adenoma	149.1	HP_0000854
Major anomalies of jaw size	Abnormality of the gastrointestinal tract	733.1	HP_0011024
Intracranial injury	Epidural hemorrhage	T851	HP_0100310
Lack of expected normal physiological development in childhood	Severe short stature	890	HP_0003510
Toxic myoneural disorders	Polyneuropathy	338.2	HP_0001271
Other disorders of the eyelids	Dermatochalasis	362	HP_0010750
Visual field defects	Scotoma	386.4	HP_0000575
Tremor	Kinetic tremor	324.4	HP_0030186
Congenital aphakia	Congenital aphakia	753.21	HP_0007707
Intestinal infection	Enterocolitis	526	HP_0004387
Cluster headaches	Hypnic headache	331.4	HP_0012459
Congenital malformations of great arteries	Discordant atrioventricular connection	778	HP_0011553
Dilated cardiomyopathy*	Restrictive cardiomyopathy	414.2	HP_0001723
Other disorders of the kidney and ureters	Glomerulopathy	586	HP_0100820
Lump or mass in breast	Neoplasm of the breast	142.1	HP_0100013
Inflammation of eyelids	Hordeolum externum	360	HP_0010607
Ectopic thyroid nodule	Thyrotoxicosis from ectopic thyroid tissue	200.24	HP_0011783
Retinal vascular changes and occlusions	Retinal neovascularization	374.3	HP_0030666
Gynecological benign neoplasms	Ovarian dermoid cyst	144	HP_0025274
Viral infections	Viremia	089.2	HP_0020071
Benign neoplasms of the uterus	Uterine leiomyoma	144.2	HP_0000131
Diarrhea	Secretory diarrhea	529.1	HP_0005208
Encephalocele	Basal encephalocele	751.3	HP_0011817
Polyp of female genital organs	Cervical neoplasm	622	HP_0032241
Testicular dysfunction	Hypogonadism	215	HP_0000135
Syndrome of inappropriate secretion of antidiuretic hormone	Inappropriate antidiuretic hormone secretion	209.12	HP_0031218
Pancreatitis	Abnormality of the gastrointestinal tract	554.1	HP_0011024
Ganglion cyst	Popliteal synovial cyst	721.2	HP_0032072
Acute pulmonary edema	Pulmonary edema	480.1	HP_0100598
Disorders of aromatic amino-acid metabolism	Urocanic aciduria	240.1	HP_0012237
Anorexia nervosa	Anorexia	293.1	HP_0002039
Disorders of the pituitary gland and its hypothalamic control	Hypogonadotropic hypogonadism	209	HP_0000044
Cellulitis and abscess	Periorbital edema	660.6	HP_0100539
Merkel cell carcinoma	Merkel cell skin cancer	114.12	HP_0030447
Other disorders of the kidney and ureters	Decreased numbers of nephrons	586	HP_0005563
Other congenital anomalies of heart	Hypoplastic left heart	780	HP_0004383
Megalencephaly*	Macrocephaly at birth	750.3	HP_0004488
Skull and face fracture	Fractured nose	T819	HP_0041249
Strabismus	Oculogyric crisis	381	HP_0010553
Kidney stone disease	Pyelonephritis	585	HP_0012330
Other disorders of bladder	Urinary urgency	596	HP_0000012
Obstructive and reflux uropathy	Primary vesicoureteral reflux	581.3	HP_0033738
Mycobacterium tuberculosis	Glue ear	005.1	HP_0040262
Male erectile dysfunction	Abnormality of the genitourinary system	605.1	HP_0000119
Chondropathies	Osteochondritis dissecans	728	HP_0010886
Dyspnea [Shortness of breath]	Rest dyspnea	488.1	HP_0033710
Benign neoplasm of vocal cord or larynx	Carcinoma	135.6	HP_0030731
Disorders of the retina	Cystoid macular degeneration	374	HP_0008028
Hydroureter	Hydroureter	581.32	HP_0000072
Congenital malformations of posterior segment of eye	Chorioretinal degeneration	753.8	HP_0200065
Pilar and trichodermal cyst	Abnormality of the skin	682.12	HP_0000951
Placental infarction*	Placental infarction	907.7	HP_0011416
Arterial dissection	Carotid artery dissection	438.4	HP_0012158
Urinary urgency	Urinary urgency	594.6	HP_0000012
Intellectual disabilities	Motor delay	892.6	HP_0001270
Rheumatoid arthritis	Abnormal pulmonary interstitial morphology	705.1	HP_0006530
Toxic myoneural disorders	Peripheral neuropathy	338.2	HP_0009830
Esophageal ulcer	Esophageal ulceration	513.1	HP_0004791
Hereditary and idiopathic neuropathy	Polyneuritis	337.1	HP_0031003
Erythroid	Hematological neoplasm	120.13	HP_0004377
Inflammation of the heart [Carditis]	Bacterial endocarditis	410	HP_0006689
Right aortic arch*	Right aortic arch	778.47	HP_0012020
Holoprosencephaly*	Lobar holoprosencephaly	750.15	HP_0006870
Synoviopathy and bursopathy	Bursitis	721	HP_0025232
Anomalies of great veins, congenital	Persistent left superior vena cava	781.4	HP_0005301
Other specific joint derangements	Recurrent patellar dislocation	712	HP_0005001
Congenital anomalies of limbs	Preaxial polydactyly	785	HP_0100258
Ileus	Gastrointestinal dysmotility	514.3	HP_0002579
Benign neoplasm of the testis	Teratoma	146.3	HP_0009792
Acquired deformities of toe	Hallux varus	709.2	HP_0008080
Carcinoid tumor of the kidney	Neoplasm	114.45	HP_0002664
Other diseases of biliary tract	Biliary tract abnormality	552	HP_0001080
Sequelae of cancer	Polyneuropathy	132	HP_0001271
Benign neoplasm of meninges (Meningioma)	Neoplasm	148.2	HP_0002664
Melanomas of skin	Neoplasm	103.1	HP_0002664
Sensorineural hearing loss	Bilateral sensorineural hearing impairment	396.2	HP_0008619
Mature B-cell	Follicular lymphoma	120.21	HP_0033125
Pain in limb	Foot pain	809.3	HP_0025238
Glaucoma	Angle closure glaucoma	375.1	HP_0012109
Shared psychotic disorder	Psychosis	287.41	HP_0000709
Vesicoureteral reflux	Grade I vesicoureteral reflux	581.34	HP_0033735
Congenital anomalies of eyelids, lacrimal system, and orbit	Blepharophimosis	754	HP_0000581
Inflammation of the eye	Pinguecula	367	HP_0031830
Sleep disorders	Night sweats	333	HP_0030166
Decreased white blood cell count	Decreased red blood cell count	170	HP_0020060
Retinal detachments and breaks	Exudative retinal detachment	374.1	HP_0012231
Chronic hepatitis	Chronic active hepatitis	540.1	HP_0200120
Neural tube defects and congenital disorders of the spinal cord	Basal encephalocele	751	HP_0011817
Fatty liver disease (FLD)	Hepatic steatosis	542.2	HP_0001397
Alcoholic cardiomyopathy	Myofibrillar myopathy	414.3	HP_0003715
Fistula involving female genital tract	Urethrovaginal fistula	617	HP_0008716
Ovarian dysfunction	External genital hypoplasia	214	HP_0003241
Intestinal obstruction	Abnormality of the gastrointestinal tract	514.2	HP_0011024
Benign sarcoma-related cancers	Multiple lipomas	139	HP_0001012
Disorders of optic disc	Pseudopapilledema	380.2	HP_0000538
Hypertension	Increased blood pressure	401	HP_0032263
Dislocation of elbow	Dislocated radial head	T830.3	HP_0003083
Congenital malformation of the skin	Abnormality of the palmar creases	790	HP_0010490
Abnormalities of breathing	Abnormal respiratory system physiology	488	HP_0002795
Rheumatoid lung disease with rheumatoid arthritis	Abnormal pulmonary interstitial morphology	705.12	HP_0006530
Congenital malformations of cardiac septa	Sinus venosus atrial septal defect	780.4	HP_0011567
Disorders of aromatic amino-acid metabolism	Hypertryptophanemia	240.1	HP_0500134
Other cerebrovascular disease	Arterial occlusion	433	HP_0025324
Coloboma	Coloboma	753.4	HP_0000589
Other congenital malformations of circulatory system	Varicose veins	781	HP_0002619
Disorders of tooth develoment	Hypoplasia of teeth	500	HP_0000685
Spondylolysis	Spondylolysis	715.2	HP_0003304
Seasonal allergic rhinitis	Seasonal allergy	463.21	HP_0012395
Acute leukemia	Histiocytosis	121.1	HP_0100727
Muscle calcification and ossification	Myopathy	719.2	HP_0003198
Conjunctival hyperemia	Conjunctival hyperemia	366.42	HP_0030953
Dementia with Lewy bodies	Lewy bodies	328.4	HP_0100315
Pulmonary embolism	Pulmonary fat embolism	440.3	HP_0032008
Benign neoplasm of the head and neck	Laryngeal papilloma	135	HP_0033001
Anemia	Macrocytic anemia	164	HP_0001972
Hereditary and idiopathic neuropathy	Progressive peripheral neuropathy	337.1	HP_0007133
Bacterial enteritis	Bloody diarrhea	526.1	HP_0025085
Gynecological malignant neoplasms	Cervix cancer	106	HP_0030079
Non-Hodgkin lymphoma	Carcinoma	122.2	HP_0030731
Dysphagia	Odynophagia	512	HP_0032043
Mucous polyp of cervix	Abnormality of the genitourinary system	622.2	HP_0000119
Congenital malformations of renal artery	Abnormality of the kidney	781.3	HP_0000077
Hypopituitarism	Gonadotropin deficiency	209.2	HP_0008213
Mild intellectual disabilities	Intellectual disability, severe	892.61	HP_0010864
Encephalitis	Acute necrotizing encephalopathy	321.1	HP_0006965
Atherosclerosis [ASCVD]	obsolete Coronary atherosclerosis	436	HP_0004929
Epilepsy, recurrent seizures, convulsions	Focal-onset seizure	330	HP_0007359
Acute respiratory infection	Bronchiolitis obliterans	460	HP_0011946
Arnold-Chiari syndrome*	Abnormality of the nervous system	752.1	HP_0000707
Symptoms and signs involving cognitive functions and awareness	Memory impairment	329	HP_0002354
Mononeuropathies	Constrictive median neuropathy	336	HP_0012185
Nodular sclerosis Hodgkin lymphoma	Hodgkin lymphoma	122.11	HP_0012189
Symbolic dysfunction	Visual agnosia	894	HP_0030222
Malignant neoplasm of the prostate	Carcinoma	107.2	HP_0030731
Congenital kyphosis	Kyphosis	787.3	HP_0002808
Disorders of sweat glands	Anhidrosis	685	HP_0000970
