phecode1.2_label	hpo_label	phecode1.2_code	hpo_code
Myeloproliferative disease	IgA heavy chain paraproteinemia	200	HP_0020194
Curvature of spine	Platyspondyly	737	HP_0000926
Chronic hepatitis	Abnormality of the gastrointestinal tract	070.4	HP_0011024
Disorders of the pituitary gland and its hypothalamic control	Abnormality of the thyroid gland	253	HP_0000820
Cardiac congenital anomalies	Tricuspid stenosis	747.1	HP_0010446
Congenital anomalies of limbs	Hammertoe	755	HP_0001765
Other perinatal conditions of fetus or newborn	Intestinal perforation	656	HP_0031368
Schizophrenia	Psychosis	295.1	HP_0000709
Inflammatory and toxic neuropathy	Peripheral neuropathy	357	HP_0009830
Superficial keratitis	Punctate keratitis	370.2	HP_0011859
Other hypertrophic and atrophic conditions of skin	Striae distensae	701	HP_0001065
Bipolar	Psychosis	296.1	HP_0000709
Intracranial hemorrhage	Intracranial hemorrhage	430	HP_0002170
Other perinatal conditions of fetus or newborn	Kernicterus	656	HP_0001343
Cholecystitis without cholelithiasis	Abnormality of the gastrointestinal tract	574.3	HP_0011024
Skin cancer	Squamous cell carcinoma	172	HP_0002860
Cutaneous lupus erythematosus	Discoid lupus rash	695.41	HP_0007417
Infective connective tissue disorders	Abnormality of the gastrointestinal tract	712	HP_0011024
Short gestation; low birth weight; and fetal growth retardation	Small for gestational age	637	HP_0001518
Respiratory insufficiency	Respiratory distress	509.2	HP_0002098
Cancer of hypopharynx	Neoplasm	149.3	HP_0002664
Rickets or osteomalacia	Kyphosis	261.41	HP_0002808
Atherosclerosis of aorta	Peripheral arterial stenosis	440.9	HP_0004950
Inflammation of the eye	Allergic conjunctivitis	371	HP_0007879
Noninfectious gastroenteritis	Gastrointestinal eosinophilia	558	HP_0032064
Other venous embolism and thrombosis	Hepatic vein thrombosis	452	HP_0030243
Cellulitis and abscess of arm/hand	Abnormality of the skin	681.3	HP_0000951
Generalized convulsive epilepsy	Lafora bodies	345.11	HP_0100318
Congenital anomalies of genital organs	obsolete Aplasia of the penis	751.1	HP_0040316
Preeclampsia and eclampsia	Eclampsia	642.1	HP_0100601
Glomerulonephritis	Membranoproliferative glomerulonephritis	580.1	HP_0000793
Vitamin deficiency	Rickets	261	HP_0002748
Dislocation	Atlantoaxial dislocation	830	HP_0003414
Senile cataract	Anterior subcapsular cataract	366.2	HP_0010923
Other disorders of thyroid	Abnormality of the thyroid gland	246	HP_0000820
Abnormal movement	Hyperkinetic movements	350	HP_0002487
Diseases of sebaceous glands	Dermoid cyst	706	HP_0025247
Broken tooth	Abnormality of dental morphology	873	HP_0006482
Degenerative disease of the spinal cord	Telangiectasia	334	HP_0001009
Lipoma	Carcinoma	214	HP_0030731
Open wound of lip and mouth	Fractured skull	870.5	HP_0041082
Cancer of urinary organs (incl. kidney and bladder)	Neuroendocrine neoplasm	189	HP_0100634
Facial nerve disorders [CN7]	Peripheral neuropathy	352.2	HP_0009830
Other congenital anomalies of lower limb, including pelvic girdle	Congenital knee dislocation	755.6	HP_0005191
Cancer of other male genital organs	Carcinoma	187	HP_0030731
Calculus of ureter	Abnormality of the genitourinary system	594.3	HP_0000119
Dentofacial anomalies, including malocclusion	Hypoplasia of the maxilla	524	HP_0000327
Other disorders of synovium, tendon, and bursa	Arthropathy	727	HP_0003040
Choroidal degenerations	obsolete Choroidal degeneration	363.4	HP_0007945
Maternal complication of pregnancy affecting fetus or newborn	Postterm pregnancy	658	HP_0031169
Gout and other crystal arthropathies	Nephropathy	274	HP_0000112
Abnormal findings on examination of urine	Elevated urinary catecholamines	598	HP_0011976
Thyroid cancer	Neoplasm	193	HP_0002664
Vitamin deficiency	Reduced blood folate concentration	261	HP_0100507
Manlignant and unknown neoplasms of brain and nervous system	Glioblastoma multiforme	191	HP_0012174
Disturbance of salivary secretion	Drooling	527.7	HP_0002307
Disorders of menstruation and other abnormal bleeding from female genital tract	Postmenopausal bleeding	626	HP_0033840
Myeloproliferative disease	Lymphoproliferative disorder	200	HP_0005523
Pathologic fracture of vertebrae	Primary hyperparathyroidism	743.21	HP_0008200
Cystic kidney disease	Nephronophthisis	751.21	HP_0000090
Disorders of protein plasma/amino-acid transport and metabolism	Partial albinism	270	HP_0007443
Chromosomal anomalies	True hermaphroditism	758.1	HP_0010459
Other disorders of thyroid	Impaired sensitivity to thyroid hormone	246	HP_0002930
Other hypertrophic and atrophic conditions of skin	Myopathy	701	HP_0003198
Cardiac conduction disorders	Bundle branch block	426	HP_0011710
Congenital anomaly of fingers/toes	Finger syndactyly	755.3	HP_0006101
Nevus, non-neoplastic	Spider hemangioma	217.1	HP_0012522
Digestive congenital anomalies	Aglossia	750	HP_0012730
Hypothyroidism	Compensated hypothyroidism	244	HP_0008223
Anal and rectal conditions	Anal fistula	565	HP_0010447
Strabismus (not specified as paralytic)	Duane anomaly	378.1	HP_0009921
Other disorders of eyelids	Nocturnal lagophthalmos	374	HP_0030002
Keratitis	Oculomotor apraxia	370	HP_0000657
Chronic liver disease and cirrhosis	Macronodular cirrhosis	571	HP_0006577
Congenital anomalies of face and neck	Trigonocephaly	749	HP_0000243
Gout	Nephropathy	274.1	HP_0000112
Other perinatal conditions of fetus or newborn	Congenital hemolytic anemia	656	HP_0004804
Sleep disorders	Sleep disturbance	327	HP_0002360
Symptoms involving nervous and musculoskeletal systems	Clubbing of fingers	781	HP_0100759
Substance addiction and disorders	Heroin addiction	316	HP_0033517
Acute reaction to stress	Psychomotor retardation	300.8	HP_0025356
Cardiac congenital anomalies	Supravalvular aortic stenosis	747.1	HP_0004381
Hemorrhage during pregnancy; childbirth and postpartum	Placental abruption	635	HP_0011419
Proteinuria	Bence Jones Proteinuria	269	HP_0030156
Hemiplegia	Tetraplegia	342	HP_0002445
Fracture of hand or wrist	Fractured metacarpal bone of digit 1	804	HP_0041225
Pulmonary heart disease	Pulmonary artery aneurysm	415	HP_0004937
Nephritis and nephropathy without mention of glomerulonephritis	Abnormality of the genitourinary system	580.3	HP_0000119
Other disorders of metabolism	Xanthinuria	277	HP_0010934
Fracture of ankle and foot	Fractured foot bone	801	HP_0041162
Abnormal granulation tissue	Granulomatosis	701.5	HP_0002955
Erythematosquamous dermatosis	Inflammatory abnormality of the skin	690	HP_0011123
Vitamin deficiency	Osteomalacia	261	HP_0002749
Disorders of plasma protein metabolism	Carcinoma	270.3	HP_0030731
Disorders of mineral metabolism	Metaphyseal widening	275	HP_0003016
Paroxysmal tachycardia, unspecified	Supraventricular tachycardia	427.1	HP_0004755
Cough	Cough	512.8	HP_0012735
Congenital anomalies of urinary system	Multicystic kidney dysplasia	751.2	HP_0000003
severe protein-calorie malnutrition	Malnutrition	260.2	HP_0004395
Sicca syndrome	Keratoconjunctivitis sicca	709.2	HP_0001097
Disorders of iris and ciliary body	Abnormal pupil morphology	379.5	HP_0000615
Mycoses	Invasive pulmonary aspergillosis	117	HP_0020103
Dislocation	Torn meniscus	830	HP_0032191
Contracture of joint	Knee flexion contracture	739	HP_0006380
Dentofacial anomalies, including malocclusion	Micrognathia	524	HP_0000347
Cardiac conduction disorders	Third degree atrioventricular block	426	HP_0001709
Chronic interstitial cystitis	Urinary bladder inflammation	592.13	HP_0100577
Diseases of hair and hair follicles	Brittle hair	704	HP_0002299
Dyschromia and Vitiligo	Nevus	694	HP_0003764
Other retinal disorders	Retinopathy of prematurity	362	HP_0500049
Otitis media and Eustachian tube disorders	Chronic otitis media	381	HP_0000389
Cardiac shunt/ heart septal defect	Truncus arteriosus	747.11	HP_0001660
Vitamin deficiency	Low levels of vitamin C	261	HP_0100510
Alcohol-related disorders	Excessive daytime somnolence	317	HP_0001262
Hearing loss	Tinnitus	389	HP_0000360
Disorders of iron metabolism	Decreased circulating ceruloplasmin concentration	275.1	HP_0010837
Malignant neoplasm of uterus	Carcinoma	182	HP_0030731
Atrial fibrillation	Atrial flutter	427.21	HP_0004749
Congenital anomalies of limbs	Macrodactyly of finger	755	HP_0100746
Atrial fibrillation	Permanent atrial fibrillation	427.21	HP_0004754
Allergic rhinitis	Seasonal allergy	476	HP_0012395
Myeloid leukemia, acute	Carcinoma	204.21	HP_0030731
Bacterial infection NOS	Abnormality of the gastrointestinal tract	041	HP_0011024
Hypertensive heart disease	Abnormal left ventricular function	401.21	HP_0005162
Paralytic ileus	Paralytic ileus	560.1	HP_0002590
Congenital anomalies of limbs	Rocker bottom foot	755	HP_0001838
ASCVD	Coronary artery atherosclerosis	414.2	HP_0001677
Hemangioma of skin and subcutaneous tissue	Cafe-au-lait spot	228.1	HP_0000957
Impulse control disorder	Skin-picking	312.3	HP_0012166
Diseases of white blood cells	obsolete Congenital neutropenia	288	HP_0005549
Hepatitis NOS	Chronic active hepatitis	070.9	HP_0200120
Coma	Loss of consciousness	348.7	HP_0007185
Other congenital musculoskeletal anomalies	Abdominal wall defect	756	HP_0010866
Abnormal findings on study of brain and/or nervous system	Abnormal electroretinogram	346	HP_0000512
Other venous embolism and thrombosis	Arterial thrombosis	452	HP_0004420
Anaphylactic shock NOS	Angioedema	946	HP_0100665
Coagulation defects complicating pregnancy or postpartum	Autoimmune thrombocytopenia	286.3	HP_0001973
Peripheral vascular disease, unspecified	Intermittent claudication	443.9	HP_0004417
Anomalous atrioventricular excitation	Supraventricular tachycardia	426.4	HP_0004755
Nervous system congenital anomalies	Hydrocephalus	752	HP_0000238
Congenital musculoskeletal deformities of spine	Sacralization of the fifth lumbar vertebra	754	HP_0030125
Gastritis and duodenitis	Chronic gastritis	535	HP_0005231
Congenital anomalies of great vessels	Coarctation of aorta	747.13	HP_0001680
Viral hepatitis C	Viral hepatitis	070.3	HP_0006562
Generalized convulsive epilepsy	Generalized myoclonic-atonic seizure	345.11	HP_0011170
Lung disease due to external agents	Anthracosis	500	HP_0033375
Other retinal disorders	Branch retinal artery occlusion	362	HP_0020161
Cancer of other endocrine glands	Neuroblastoma	194	HP_0003006
Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue	Recurrent aphthous stomatitis	528	HP_0011107
Intestinal helminthiases	Central nervous system cyst	134.1	HP_0030724
Myeloproliferative disease	Refractory anemia	200	HP_0005505
Myeloid leukemia, chronic	Chronic myelogenous leukemia	204.22	HP_0005506
Ischemic Heart Disease	Coronary artery stenosis	411	HP_0005145
Effects radiation NOS	Abnormality of the genitourinary system	990	HP_0000119
Dislocation	Patellar dislocation	830	HP_0002999
Neoplasm of uncertain behavior of skin	Keratoacanthoma	173	HP_0031525
Alteration of consciousness	Delirium	291.8	HP_0031258
Myeloid leukemia, chronic	Neoplasm	204.22	HP_0002664
Cancer of kidney and renal pelvis	Neuroendocrine neoplasm	189.1	HP_0100634
Nervous system congenital anomalies	Schizencephaly	752	HP_0010636
Congenital anomalies of skin	Abnormality of the palmar creases	691	HP_0010490
Diseases of the larynx and vocal cords	Vocal cord paresis	473	HP_0001604
Congenital anomalies of skin	Hypohidrotic ectodermal dysplasia	691	HP_0007607
Hemoglobinuria	Aplastic anemia	285.8	HP_0001915
Vitamin deficiency	Vitamin B3 deficiency	261	HP_0100497
Hepatitis NOS	Decreased liver function	070.9	HP_0001410
Palindromic rheumatism	Polyarticular arthritis	716.8	HP_0005764
Extrapyramidal disease and abnormal movement disorders	Tardive dyskinesia	333	HP_0040141
Immunity deficiency	Decreased circulating antibody level	279.1	HP_0004313
Hypoventilation	Apnea	513.3	HP_0002104
Cardiac congenital anomalies	Chiari malformation	747.1	HP_0002308
Juvenile rheumatoid arthritis	Arthropathy	714.2	HP_0003040
Aphasia/speech disturbance	Velopharyngeal insufficiency	292.1	HP_0000220
Cancer of kidney and renal pelvis	Renal cell carcinoma	189.1	HP_0005584
Seborrheic keratosis	Keratosis pilaris	702.2	HP_0032152
Carditis	Constrictive pericarditis	420	HP_0002563
Other dyschromia	Cafe-au-lait spot	694.2	HP_0000957
Inflammation of the eye	Eczematoid dermatitis	371	HP_0000976
Monocytic leukemia	Chronic myelomonocytic leukemia	204.3	HP_0012325
Sensorineural hearing loss	Adult onset sensorineural hearing impairment	389.1	HP_0008615
Spermatocele	Abnormality of the genitourinary system	603.2	HP_0000119
Disorders resulting from impaired renal function	Abnormality of the genitourinary system	588	HP_0000119
Separation of retinal layers	Retinal detachment	362.31	HP_0000541
Renal failure	Renal insufficiency	585	HP_0000083
Paranoid disorders	Delusions	295.2	HP_0000746
Osteoarthrosis, generalized	Osteoarthritis	740.2	HP_0002758
Hearing loss	Old-aged sensorineural hearing impairment	389	HP_0040113
Abnormal findings on study of brain and/or nervous system	Abnormal brain positron emission tomography	346	HP_0012657
Other pulmonary inflamation or edema	Pulmonary edema	505	HP_0100598
Cleft palate	Unilateral cleft palate	749.1	HP_0100334
Hammer toe (acquired)	Abnormal joint morphology	735.21	HP_0001367
Pain, swelling or discharge of eye	Headache	379.9	HP_0002315
Hallux rigidus	Hallux rigidus	735.23	HP_0025004
Nephritis; nephrosis; renal sclerosis	Abnormal tubulointerstitial morphology	580	HP_0001969
Diseases of white blood cells	Hematological neoplasm	288	HP_0004377
Digestive congenital anomalies	Duodenal stenosis	750	HP_0100867
Strabismus (not specified as paralytic)	Vertical incomitant strabismus	378.1	HP_0020043
Cancer of intrathoracic organs	Carcinoma	164	HP_0030731
Bronchiectasis	Chronic pulmonary obstruction	496.3	HP_0006510
Altered mental status	Confusion	292.4	HP_0001289
Intervertebral disc disorders	Diskitis	722	HP_0025679
Anxiety disorders	Obsessive-compulsive behavior	300	HP_0000722
Visual disturbances	Heteronymous hemianopia	368	HP_0030517
Fracture of lower limb	Fractured head of femur	800	HP_0041221
Dislocation	Shoulder subluxation	830	HP_0003835
Iron deficiency anemias	Abnormality of blood and blood-forming tissues	280	HP_0001871
Other paralytic syndromes	Paraparesis	344	HP_0002385
Cardiac and circulatory congenital anomalies	Uhl's anomaly	747	HP_0011724
Adverse drug events and drug allergies	Adverse drug response	979	HP_0020172
Fracture of ankle and foot	Fractured talus	801	HP_0041164
Superficial cellulitis and abscess	Cutaneous abscess	681	HP_0031292
Liver abscess and sequelae of chronic liver disease	Liver abscess	571.8	HP_0100523
Schizophrenia	Paranoia	295.1	HP_0011999
Hepatomegaly	Hepatomegaly	573.3	HP_0002240
Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum	Carcinoid tumor	159	HP_0100570
Pituitary hypofunction	Hypopituitarism	253.2	HP_0040075
Strabismus and other disorders of binocular eye movements	External ophthalmoplegia	378	HP_0000544
Cerebrovascular disease	Ischemic stroke	433	HP_0002140
Other disorders of arteries and arterioles	Arterial fibromuscular dysplasia	447	HP_0005313
Hypothyroidism	Hypothyroidism	244	HP_0000821
Neoplasm of uncertain behavior	Pituitary adenoma	199	HP_0002893
Cancer of brain and nervous system	Ependymoma	191.1	HP_0002888
Diseases of pancreas	Pancreatic fibrosis	577	HP_0100732
Congenital anomalies of upper limb, including shoulder girdle	Brachydactyly	755.4	HP_0001156
Rheumatoid arthritis and other inflammatory polyarthropathies	Juvenile rheumatoid arthritis	714	HP_0005681
Strabismus and other disorders of binocular eye movements	Alternating exotropia	378	HP_0031717
Peripheral retinal degenerations	Peripheral retinal degeneration	362.6	HP_0007769
Proliferative glomerulonephritis	Membranoproliferative glomerulonephritis	580.11	HP_0000793
Viral hepatitis	Chronic hepatic failure	070	HP_0100626
Adrenal hypofunction	Decreased circulating aldosterone level	255.2	HP_0004319
Other deficiency anemia	Vitamin B12 deficiency	281	HP_0100502
Respiratory abnormalities	Recurrent singultus	513	HP_0100247
Paralytic strabismus	Abducens palsy	378.5	HP_0006897
Lack of normal physiological development	Global developmental delay	264	HP_0001263
Acute gastritis	Gastric ulcer	535.1	HP_0002592
Contracture of tendon (sheath)	Congenital contracture	727.7	HP_0002803
Hypotony of eye	Anterior chamber flare	360.3	HP_0031616
Diseases of hair and hair follicles	Anagen effluvium	704	HP_0025469
Valvular heart disease/ heart chambers	Bicuspid aortic valve	747.12	HP_0001647
Digestive congenital anomalies	Esophageal duplication	750	HP_0100681
Chromosomal anomalies	Infantile hypercalcemia	758.1	HP_0008250
Congenital anomalies of face and neck	Macrotia	749	HP_0000400
Speech and language disorder	Dyslexia	315.2	HP_0010522
Neoplasm of uncertain behavior of breast	Neoplasm	174.3	HP_0002664
Chronic Kidney Disease, Stage IV	Chronic kidney disease	585.34	HP_0012622
Bronchitis	Bronchitis	497	HP_0012387
Fibrosclerosis of breast	Abnormality of the genitourinary system	610.3	HP_0000119
Transient cerebral ischemia	Stroke	433.31	HP_0001297
Somatoform disorder	Dissociative reaction	303.4	HP_0032940
Paralytic strabismus	External ophthalmoplegia	378.5	HP_0000544
Other benign neoplasm of connective and other soft tissue	Vestibular Schwannoma	215	HP_0009588
Essential tremor	Kinetic tremor	333.1	HP_0030186
Other diseases of blood and blood-forming organs	Hematological neoplasm	289	HP_0004377
Hyperlipidemia	Xanthelasma	272.1	HP_0001114
Facial nerve disorders [CN7]	Myokymia	352.2	HP_0002411
Acquired deformities of forearm	Arthropathy	736.1	HP_0003040
Failure to thrive (childhood)	Failure to thrive	264.2	HP_0001508
Other retinal disorders	Abnormal retinal morphology	362	HP_0000479
Dyschromia and Vitiligo	Mongolian blue spot	694	HP_0011369
Back pain	Back pain	760	HP_0003418
Other retinal disorders	Retinopathy of prematurity zone III	362	HP_0500061
Manlignant and unknown neoplasms of brain and nervous system	Pilocytic astrocytoma	191	HP_0033680
Torticollis	Congenital muscular torticollis	723.1	HP_0005988
Disorders of phosphorus metabolism	Hypophosphatemia	275.53	HP_0002148
Other disorders of eyelids	Milia	374	HP_0001056
Spina bifida	Craniorachischisis	752.11	HP_0030770
Hypercalcemia	Nephrocalcinosis	275.6	HP_0000121
Neural tube defects	Nasofrontal encephalocele	752.1	HP_0011818
Other retinal disorders	obsolete Peripheral retinal cone degeneration	362	HP_0007782
Congenital coagulation defects	Reduced factor VII activity	286.1	HP_0008169
Urticaria	Cold urticaria	947	HP_0410135
Other symptoms involving abdomen and pelvis	Splenomegaly	579	HP_0001744
Congenital anomalies of posterior segment of eye	Retinal dysplasia	753.2	HP_0007973
Cardiac congenital anomalies	Atrial septal defect	747.1	HP_0001631
Other specified nonpsychotic and/or transient mental disorders	Delirium	291	HP_0031258
Cardiac congenital anomalies	Coronary artery sandwich anomaly	747.1	HP_0025506
Hereditary disturbances in tooth structure	Taurodontia	520.1	HP_0000679
Other disorders of carbohydrate transport and metabolism	Albinism	271.9	HP_0001022
Nystagmus and other irregular eye movements	Nystagmus	378.2	HP_0000639
Other disorders of bladder	Neurogenic bladder	596	HP_0000011
Derangement of joint, non-traumatic	Spinal deformities	742	HP_0008443
Other diseases of blood and blood-forming organs	Lymphadenitis	289	HP_0002840
Acute glomerulonephritis, NOS	Glomerulonephritis	580.13	HP_0000099
Nephritis and nephropathy without mention of glomerulonephritis	Nephropathy	580.3	HP_0000112
Disorders of adrenal glands	Premature adrenarche	255	HP_0012412
Inflammation of the eye	Hypopyon	371	HP_0031615
Memory loss	Anterograde memory impairment	292.3	HP_0033689
Alcohol-related disorders	Cirrhosis	317	HP_0001394
Respiratory failure, insufficiency, arrest	Respiratory arrest	509	HP_0005943
Nephritis and nephropathy in diseases classified elsewhere	Minimal change glomerulonephritis	580.31	HP_0012579
Disorders of the autonomic nervous system	Mononeuropathy	337	HP_0009831
Benign neoplasm of skin	Neoplasm	216	HP_0002664
Pervasive developmental disorders	Autistic behavior	313	HP_0000729
Pneumonitis due to inhalation of food or vomitus	Pneumonia	501	HP_0002090
Other disorders of metabolism	Porphyrinuria	277	HP_0010473
Other signs and symptoms involving emotional state	Emotional lability	1004	HP_0000712
Stomatitis and mucositis (ulcerative)	Recurrent aphthous stomatitis	528.11	HP_0011107
Abnormal movement	Titubation	350	HP_0030187
Upper gastrointestinal congenital anomalies	High palate	750.1	HP_0000218
Sleep related movement disorders	Parasomnia	327.7	HP_0025234
Congenital anomalies of limbs	Talipes	755	HP_0001883
Mitral valve disease	Mitral valve prolapse	394.2	HP_0001634
Idiopathic fibrosing alveolitis	Bronchiolitis obliterans organizing pneumonia	504.1	HP_0011945
Fracture of ankle and foot	Fractured cuboid bone	801	HP_0041150
Diseases of esophagus	Esophageal ulceration	530	HP_0004791
Cardiac dysrhythmias	Ventricular arrhythmia	427	HP_0004308
Erythematosquamous dermatosis	Actinic keratosis	690	HP_0025127
Infantile cerebral palsy	Spastic diplegia	343	HP_0001264
Articular cartilage disorder	Arthropathy	742.8	HP_0003040
Hypotension	Vertigo	458	HP_0002321
Abnormal movement	Abnormality of movement	350	HP_0100022
Broken tooth	Fractured skull	873	HP_0041082
Coagulation defects	Reduced factor XI activity	286	HP_0001929
Cardiac and circulatory congenital anomalies	Congenital malformation of the right heart	747	HP_0011723
Dermatitis herpetiformis	Abnormality of the skin	695.21	HP_0000951
Open-angle glaucoma	Pseudoexfoliation	365.1	HP_0012627
Other disorders of eye	Hyphema	379	HP_0011886
Dermatitis due to solar radiation	Solar urticaria	938	HP_0410137
Extrapyramidal disease and abnormal movement disorders	Hemiballismus	333	HP_0100248
Other symptoms/disorders or the urinary system	Oliguria	599	HP_0100520
Fever of unknown origin	Low-grade fever	783	HP_0011134
Visual disturbances	Diplopia	368	HP_0000651
Pityriasis	Exanthem	696.3	HP_4000054
Acquired foot deformities	Hallux valgus	735	HP_0001822
Traumatic and surgical subcutaneous emphysema	Pneumothorax	958.2	HP_0002107
Congenital anomalies of male genital organs	obsolete Aplasia of the penis	751.12	HP_0040316
Cancer, suspected or other	Squamous cell carcinoma of the skin	195	HP_0006739
Dyschromia and Vitiligo	Piebaldism	694	HP_0007544
Lack of normal physiological development	Failure to thrive	264	HP_0001508
Shortness of breath	Hyperventilation	512.7	HP_0002883
Other disorders of circulatory system	Gastrointestinal hemorrhage	459	HP_0002239
Alcoholism	Abnormality of the liver	317.1	HP_0001392
Other disorders of eye	Ectopia lentis	379	HP_0001083
Cardiac conduction disorders	Sinoatrial block	426	HP_0012723
Neoplasm of uncertain behavior of male genital organs	Prostate cancer	187.8	HP_0012125
Pain, swelling or discharge of eye	Conjunctival hyperemia	379.9	HP_0030953
Torsion dystonia	Retrocollis	333.4	HP_0002544
Osteoarthrosis, localized, primary	Osteoarthritis	740.11	HP_0002758
Calculus of lower urinary tract	Staghorn calculus	594.2	HP_0033591
Epilepsy, recurrent seizures, convulsions	Pseudoseizure	345	HP_0033053
Aplastic anemia	Pure red cell aplasia	284	HP_0012410
Keloid scar	Abnormality of the skin	701.4	HP_0000951
Genitourinary congenital anomalies	Polycystic kidney dysplasia	751	HP_0000113
Other alveolar and parietoalveolar pneumonopathy	Interstitial pneumonitis	504	HP_0006515
Asthma	Status asthmaticus	495	HP_0012653
Neoplasm of uncertain behavior of male genital organs	Neoplasm	187.8	HP_0002664
Erythematosquamous dermatosis	Seborrheic keratosis	690	HP_0031287
Retinal detachments and defects	Retinoschisis	361	HP_0030502
Acidosis	Hyperchloremic acidosis	276.41	HP_0001995
Dystrophy of female genital tract	Abnormality of the genitourinary system	624.1	HP_0000119
Congenital anomalies of limbs	Congenital knee dislocation	755	HP_0005191
Anxiety disorders	Psychosis	300	HP_0000709
Ischemic Heart Disease	Myocardial infarction	411	HP_0001658
Congenital cataract and lens anomalies	Juvenile cataract	753.1	HP_0001118
Fracture of foot	Fractured lower leg	801.1	HP_0041081
Paroxysmal tachycardia, unspecified	Ventricular tachycardia	427.1	HP_0004756
stress incontinence, female	Abnormality of the genitourinary system	624.9	HP_0000119
Cerebrovascular disease	Thromboembolism	433	HP_0001907
Lymphoid leukemia, chronic	Neoplasm	204.12	HP_0002664
Cholelithiasis	Abnormality of the gastrointestinal tract	574.1	HP_0011024
Symptoms involving female genital tract	Oral leukoplakia	624	HP_0002745
Glucocorticoid deficiency	Decreased circulating aldosterone level	255.21	HP_0004319
Cardiac and circulatory congenital anomalies	Ectopia cordis	747	HP_0001683
Cancer of bronchus; lung	Alveolar cell carcinoma	165.1	HP_0006519
Disorders of iris and ciliary body	Central heterochromia	379.5	HP_0007818
Dislocation	Joint subluxation	830	HP_0032153
Hypertensive heart and/or renal disease	Hypertension	401.2	HP_0000822
Epilepsy, recurrent seizures, convulsions	Generalized-onset motor seizure	345	HP_0032677
Congenital anomalies of face and neck	Congenital facial diplegia	749	HP_0007188
Internal derangement of knee	Torn meniscus	835	HP_0032191
Muscular dystrophies	Periodic hyperkalemic paralysis	359.1	HP_0007215
Other symptoms of respiratory system	Nonproductive cough	512	HP_0031246
Partial epilepsy	Hippocampal sclerosis	345.12	HP_0033715
Nephritis and nephropathy in diseases classified elsewhere	Lupus nephritis	580.31	HP_0033726
Pulmonary collapse; interstitial and compensatory emphysema	Interstitial emphysema	508	HP_0032965
Rheumatoid arthritis and other inflammatory polyarthropathies	Abnormal pulmonary interstitial morphology	714	HP_0006530
Anterior horn cell disease	Spinal muscular atrophy	334.2	HP_0007269
Acidosis	Ketosis	276.41	HP_0001946
Calculus of lower urinary tract	Uric acid nephrolithiasis	594.2	HP_0000791
Hypothermia/Chills	Rigors	780	HP_0025145
Hirsutism	Hypertrichosis	704.2	HP_0000998
Primary thrombocytopenia	Abnormality of blood and blood-forming tissues	287.31	HP_0001871
Secondary malignant neoplasm of digestive systems	Carcinoid tumor	198.3	HP_0100570
Diseases and other conditions of the tongue	Abnormality of the gastrointestinal tract	529	HP_0011024
Digestive congenital anomalies	Megaduodenum	750	HP_0030996
Personal history of diseases of blood and blood-forming organs	Pulmonary arterial hypertension	289.3	HP_0002092
Hypothyroidism	Primary hypothyroidism	244	HP_0000832
Cancer of other lymphoid, histiocytic tissue	Anaplastic large-cell lymphoma	202	HP_0012193
Diseases of the larynx and vocal cords	Subglottic stenosis	473	HP_0001607
Laxity of ligament or hypermobility syndrome	Autoimmunity	728.2	HP_0002960
Diabetes mellitus	Diabetes mellitus	250	HP_0000819
Secondary hypothyroidism	Pituitary hypothyroidism	244.1	HP_0008245
Cancer of the mouth floor	Neoplasm	145.5	HP_0002664
Malaise and fatigue	Fatigue	798	HP_0012378
Congenital anomalies of great vessels	Vascular ring	747.13	HP_0010775
Acquired foot deformities	Talipes equinovarus	735	HP_0001762
Learning disorder	Dyslexia	315.1	HP_0010522
Congenital anomalies of intestine	Persistent cloaca	750.21	HP_0012621
Ischemic Heart Disease	Coronary artery atherosclerosis	411	HP_0001677
Pituitary hypofunction	Severe short stature	253.2	HP_0003510
Benign neoplasm of unspecified sites	Hamartoma	229	HP_0010566
Lower gastrointestinal congenital anomalies	Cystic liver disease	750.2	HP_0006706
Cystic kidney disease	Cystic renal dysplasia	751.21	HP_0000800
Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch)	Neoplasm	227.3	HP_0002664
Disorders of calcium/phosphorus metabolism	Arthropathy	275.5	HP_0003040
Congestive heart failure (CHF) NOS	Abnormal left ventricular function	428.1	HP_0005162
Hypercoagulable state	Reduced protein S activity	286.8	HP_0004855
Candidiasis	Chronic mucocutaneous candidiasis	112	HP_0002728
Congenital coagulation defects	Abnormality of blood and blood-forming tissues	286.1	HP_0001871
Genitourinary congenital anomalies	Hypoplasia of the uterus	751	HP_0000013
Diseases of white blood cells	Cyclic neutropenia	288	HP_0040289
Osteopenia or other disorder of bone and cartilage	Osteopenia	743.9	HP_0000938
Chronic cystitis	Abnormality of the genitourinary system	592.12	HP_0000119
Disorders of sweat glands	Hypohidrosis	705	HP_0000966
Acute tonsillitis	Recurrent tonsillitis	474.1	HP_0011110
Acquired deformities of knee	Arthropathy	736.5	HP_0003040
Dislocation	Dislocated radial head	830	HP_0003083
Diffuse diseases of connective tissue	Scleroderma	709	HP_0100324
Inflammatory diseases of uterus, except cervix	Abnormality of the genitourinary system	614.4	HP_0000119
Acne	Comedonal acne	706.1	HP_0040137
Non-autoimmune hemolytic anemias	Microangiopathic hemolytic anemia	283.2	HP_0001937
