phecodeX_label	hpo_label	phecodeX_code	hpo_code
Hypoplasia of penis	Micropenis	771.23	HP_0000054
Benign neoplasm of the testis	Nasopharyngeal teratoma	146.3	HP_0031227
Retinal telangiectasis	Telangiectases producing 'marbled' skin	374.35	HP_0007586
Chorioretinal scars	Retinopathy of prematurity prethreshold	373.1	HP_0500065
Osteoarthritis	Temporomandibular arthritis	708	HP_0040312
Re-entry ventricular arrhythmia*	Paroxysmal supraventricular tachycardia	416.13	HP_0004763
Congenital anomalies of limbs	Congenital pseudoarthrosis of the clavicle	785	HP_0006585
Critical illness myopathy	Motor polyneuropathy	340.1	HP_0007178
Congenital malformation of the skin	Hyperpigmented nevi and streak	790	HP_0005606
Congenital malformation of kidney	Bilateral renal dysplasia	773	HP_0012582
Lab findings related to infections	Persistent viremia	099	HP_0032248
Disorder of nervous system	EEG with frontal focal spikes	349	HP_0012015
Myelodysplastic syndrome	Myelodysplasia	124.6	HP_0002863
Neuroendocrine tumors	Congenital neuroblastoma	114	HP_0006742
Stricture or kinking of ureter	Acute tubulointerstitial nephritis	581.33	HP_0004729
Glomerular diseases	Abnormality of the genitourinary system	580	HP_0000119
Hypo-coagulability	Fetal subependymal hemorrhage	168.1	HP_0034209
Coronary artery dissection	Pelvic arteriovenous malformation	438.43	HP_0031344
Allergy	Gastrointestinal eosinophilia	840	HP_0032064
Plasma cell	T-cell lymphoma	120.11	HP_0012190
Hypertension	Elevated diastolic blood pressure	401	HP_0005117
Malignant neoplasm of the endocrine glands	Macroprolactinoma	110	HP_0012342
Rheumatoid arthritis with rheumatoid factor*	Neuropathic arthropathy	705.14	HP_0002821
Congenital malformations of great arteries	Type II truncus arteriosus	778	HP_0011608
Atrophy of edentulous alveolar ridge	Abnormality of the gastrointestinal tract	502.7	HP_0011024
Esophageal varix	Varicose veins	444.13	HP_0002619
Parasites	Intracranial dermoid cyst	084	HP_0012097
Parkinsonism	Small basal ganglia	324.1	HP_0012697
Edema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium	Eclampsia	908	HP_0100601
Chills (without fever)	Shivering	806	HP_0025144
Disorders of adrenal glands	Adrenocortical abnormality	211	HP_0000849
Hemophthalmos	Hyphema	377.7	HP_0011886
Epilepsy	Focal aware seizure	330.1	HP_0002349
Congenital anomalies of hair	Congenital, generalized hypertrichosis	792	HP_0004540
Aphakia	Pulverulent cataract	372.1	HP_0010693
Nuclear cataract	Abnormality of lens shape	371.3	HP_0011526
Acute lymphoid leukemia	Malignant eosinophil proliferation	121.11	HP_0006782
Hypertrophy of bone*	Hyperostosis frontalis interna	727.6	HP_0004438
Other disorders of bone	Hyperostosis cranialis interna	727	HP_0005890
Malignant neoplasm of other connective and soft tissue	Multiple intestinal neurofibromatosis	104.3	HP_0005220
Postprocedural hypothyroidism	Thyroid nodule	200.13	HP_0025388
Subcapsular cataract	Coronary cataract	371.2	HP_0025559
Malnutrition and underweight	Weight loss	230	HP_0001824
Spinal osteochondrosis	Kyphosis	714.4	HP_0002808
Immunodeficiencies	Severe combined immunodeficiency	179	HP_0004430
Lesions of mouth	Eruptive xanthomas	507	HP_0001013
Benign sarcoma-related cancers	Subependymal nodules	139	HP_0009716
Genetic diagnoses	Tongue telangiectasia	798	HP_0000227
Cyst of kidney	Abnormality of the genitourinary system	586.2	HP_0000119
Osteoporosis and low bone density	Lytic defects of carpal bones	726	HP_0004238
Chest pain	Chest tightness	800	HP_0031352
Sequelae of cancer	Ankle pain	132	HP_0030840
Immunodeficiencies	Decreased circulating IgG subclass level	179	HP_0032135
Lesion of plantar nerve	Chronic axonal neuropathy	336.55	HP_0007267
Other congenital malformations of musculoskeletal system	Metaphyseal dysplasia	789	HP_0100255
Multiple myeloma and malignant plasma cell neoplasms	Multiple myeloma	123	HP_0006775
Mature B-cell	Myelodysplasia	120.21	HP_0002863
Acute nephritic syndrome	Nephropathy	580.1	HP_0000112
Hypertensive heart disease	Abnormal regional left ventricular contraction	401.2	HP_0031482
Other disorders of the brain and CNS	Morphological central nervous system abnormality	347	HP_0002011
Other lesion of femoral, lateral popliteal, or medial popliteal nerve	Sensory axonal neuropathy	336.53	HP_0003390
Ruptured aoritc aneurysm	Dilatation of the sinus of Valsalva	438.14	HP_0011645
Drug or chemical induced diabetes mellitus*	Type I diabetes mellitus	202.32	HP_0100651
Food allergy	Egg allergy	840.1	HP_0410328
Sequelae of cancer	Paraganglioma	132	HP_0002668
Antineoplastic and immunosuppressive drugs causing adverse effects in therapeutic use	Oral ulcer	975.2	HP_0000155
Speech disturbance	Neurological speech impairment	356	HP_0002167
Congenital malformations of brain	Schizencephaly	750	HP_0010636
Other abnormalities of plasma proteins*	Increased circulating IgD level	824	HP_0410246
Benign neoplasm of ureter	Optic nerve sheath meningioma	146.52	HP_0500089
Keratoderma	Keratosis pilaris	680.2	HP_0032152
Erythroid	Non-Hodgkin lymphoma	120.13	HP_0012539
Lesion of median, ulnar, radial nerve	Acute demyelinating polyneuropathy	336.2	HP_0007131
Cutaneous erysipeloid	Erysipelas	660.23	HP_0001055
Malignant neoplasm of the endocrine glands	Neoplasm of the thyroid gland	110	HP_0100031
Disorders of other cranial nerves	Acute demyelinating polyneuropathy	334	HP_0007131
Symptoms and signs related to movement disorders	Chvostek sign	325	HP_0031990
Benign neoplasm of the nasopharynx	Cerebellar hemangioblastoma	135.3	HP_0006880
Anhidrosis	Palmoplantar hypohidrosis	685.5	HP_0034012
Hashimoto thyroiditis [Chronic lymphocytic thyroiditis]	Thyroid lymphangiectasia	200.41	HP_0008229
Atherosclerosis of the extremities	Cerebral artery atherosclerosis	436.2	HP_0007201
Dislocation of knee	Patellar dislocation	T830.7	HP_0002999
Abnormality of urination	Urinary hesitancy	594	HP_0000019
Aplasia/Hypoplasia of the brain	Semilobar holoprosencephaly	750.1	HP_0002507
Cartilage tear of knee	Dislocated wrist	T831	HP_0003994
Hirschsprung's disease	Total colonic aganglionosis	765.2	HP_0011286
Family history of blood disorders	Family history	982	HP_0032316
Abnormal digit morphology	Duplication of phalanx of 4th finger	785.1	HP_0009972
Miosis	Congenital Horner syndrome	384.2	HP_0006837
Pulmonary insufficiency and acute respiratory distress syndrome	Linear atelectasis	479	HP_0033657
Irregular menstrual cycle/bleeding	Menometrorrhagia	626.1	HP_0400008
Hereditary ataxia	Palate telangiectasia	323.1	HP_0002707
Vascular disorders of the skin	Petechiae	687	HP_0000967
Monoarthritis	Polyarticular arthropathy	707.9	HP_0005195
Acute pain	Groin pain	809.1	HP_0031520
Convulsions	Focal motor seizure	330.3	HP_0011153
Abnormality of the lymph nodes	Palmoplantar keratoderma	177	HP_0000982
Parkinsonism	Abnormal basal ganglia MRI signal intensity	324.1	HP_0012751
Noninflammatory disorders of conjunctiva	Conjunctival telangiectasia	366	HP_0000524
Lipoma of other skin subcutaneous tissue	Carcinoma	139.53	HP_0030731
Malignant neoplasm of the oral cavity	Neoplasm	100.1	HP_0002664
Central origin vertigo	Spasmus nutans	394.23	HP_0010533
Atypical face pain	Episodic peripheral neuropathy	334.12	HP_0006949
Keratoconjunctivitis sicca	Keratoconjunctivitis sicca	367.31	HP_0001097
Hashimoto thyroiditis [Chronic lymphocytic thyroiditis]	Pituitary hypothyroidism	200.41	HP_0008245
Sequelae of cancer	Small intestine carcinoid	132	HP_0006722
Malignant neoplasm of the digestive organs	Altman type II sacrococcygeal teratoma	101	HP_0030738
Cardiomyopathy	Atrial cardiomyopathy	414	HP_0200127
Biotinidase deficiency*	Partial complement factor H deficiency	232.24	HP_0008290
Other disorders of bone	Cystic angiomatosis of bone	727	HP_0002833
Arteriovenous fistula	Gastric arteriovenous malformation	441.1	HP_0031341
Athetoid cerebral palsy	Athetoid cerebral palsy	341.12	HP_0011445
Congenital malformations of tricuspid valve	Tricuspid stenosis	779.2	HP_0010446
Benign neoplasm of the skin	Cardiac hemangioma	138	HP_0011673
Abnormal digit morphology	Complete duplication of the phalanges of the 3rd finger	785.1	HP_0009960
Coronary artery spasm [Coronary vasospasm]	Coronary artery atherosclerosis	403.1	HP_0001677
Congenital malformations of brain	Occipital encephalocele	750	HP_0002085
Hernia	Umbilical hernia	520	HP_0001537
Diseases of esophagus	Abnormality of the gastrointestinal tract	510	HP_0011024
Hemolytic-uremic syndrome	Autoimmune hemolytic anemia	161.22	HP_0001890
Cushing's syndrome	Primary hypercortisolism	210	HP_0001579
Systemic lupus erythematosus [SLE]	Systemic lupus erythematosus	700.11	HP_0002725
Rupture of muscle (nontraumatic)	Inflammatory myopathy	719.4	HP_0009071
Hypopituitarism NOS	Abnormal prolactin level	209.22	HP_0040086
Dislocation of foot and ankle	Recurrent joint dislocation	T830.8	HP_0031869
Sequela of infection	Primary hypothyroidism	095	HP_0000832
Benign sarcoma-related cancers	Mediastinal cystic lymphangioma	139	HP_0030785
Specific developmental disorders	Disproportionate short-trunk short stature	891	HP_0003521
Other disorders of the eyelids	Sparse eyelashes	362	HP_0000653
Hydroureter	Pyelonephritis	581.32	HP_0012330
Lymphedema	Palmar hyperkeratosis	177.4	HP_0010765
Inflammatory polyneuropathy	Symmetric peripheral demyelination	337.2	HP_0007262
Aplasia/Hypoplasia of the brain	Mild microcephaly	750.1	HP_0040196
Epilepsy, recurrent seizures, convulsions	Focal aware hemiclonic seizure	330	HP_0032757
Benign neoplasm of the trachea	Spinal hemangioblastoma	137.3	HP_0009713
Tremor	Intention tremor	324.4	HP_0002080
Symptoms and signs involving general sensations and perceptions	Focal sensory seizure with gustatory features	353	HP_0011160
Encephalopathy	Hypoglycemic encephalopathy	345	HP_0006929
Thyroiditis	Abnormal radioactive iodine uptake test result	200.4	HP_0031221
Lambert-Eaton syndrome	Chronic sensorineural polyneuropathy	338.3	HP_0001301
Erythroid	Acute monocytic leukemia	120.13	HP_0004845
Buphthalmos [Macrophthalmos]	Buphthalmos	753.3	HP_0000557
Congenital reduction deformities of brain	4-layered lissencephaly	750.13	HP_0006818
Ovarian dysfunction	Micropenis	214	HP_0000054
Hernia of the abdominal wall	Femoral hernia	520.1	HP_0100541
Gynecological malignant neoplasms	Cardiac teratoma	106	HP_0011674
Disorders of fluid, electrolyte and acid-base balance	Hyperchloremic acidosis	256	HP_0001995
Myotonic disorders	Cold-sensitive myotonia	339.2	HP_0012904
Shared psychotic disorder	Transient psychotic episodes	287.41	HP_0006932
Disorders of tooth develoment	Agenesis of primary mandibular lateral incisor	500	HP_0200159
Symbolic dysfunction	Dyslexia	894	HP_0010522
Benign neoplasm of the tongue	Neoplasm	135.12	HP_0002664
Abnormal reflex	Hyperactive deep tendon reflexes	350.3	HP_0006801
Abnormal electroencephalogram [EEG]	EEG with occipital focal spikes	349.12	HP_0012016
Behavioral and emotional disorders with onset usually occurring in childhood and adolescence	Geophagia	893	HP_0025062
Aplasia/Hypoplasia of the brain	Syntelencephaly	750.1	HP_0025670
Other follicular disorders	Milia	682	HP_0001056
Other stimulant related disorders	Cocaine addiction	280.6	HP_0033513
Abnormal digit morphology	Polydactyly affecting the 2nd finger	785.1	HP_0009946
Chrystal arthropathies	Abnormality of the skin	703	HP_0000951
Aplasia/hypoplasia of testis and scrotum*	Anorchism	771.3	HP_0030869
Noninflammatory disorders of choroid	Peripapillary chorioretinal atrophy	373	HP_0007950
Hypertension	Severely reduced ejection fraction	401	HP_0012666
Carcinoid tumors	Parathyroid carcinoma	114.4	HP_0006780
Edema	Pleural empyema	812	HP_0011919
Hypogammaglobulinemia NOS	Decreased circulating IgG2 level	179.1	HP_0008348
Disorders of glutathione metabolism	Abnormality of blood and blood-forming tissues	161.13	HP_0001871
Hodgkin lymphoma	Multiple myeloma	122.1	HP_0006775
Congenital anomalies of limbs	Duplication of the proximal phalanx of the 3rd finger	785	HP_0009964
Congenital diaphragmatic hernia*	Congenital diaphragmatic hernia	789.11	HP_0000776
Aplasia/Hypoplasia of the brain	Meningocele	750.1	HP_0002435
Paraproteinemias	Multiple myeloma	180.3	HP_0006775
Pectus deformity	Broad xiphoid process	786	HP_0100894
Epiphora	Reflex tearing	363.5	HP_0031733
Nutritional anemias	Pyrimidine-responsive megaloblastic anemia	160	HP_0003339
Alcohol use disorders	Pancreatitis	280.1	HP_0001733
Underweight	Slender build	230.22	HP_0001533
Carotid artery dissection	Internal carotid artery dissection	438.42	HP_0012159
Lack of coordination	Unsteady gait	325.3	HP_0002317
Palmar fascial fibromatosis [Dupuytren]	Flexion contracture of thumb	722.4	HP_0009600
Hemangioma	Periocular capillary hemangioma	139.61	HP_0500090
Arteriovenous malformation	Hepatic arteriovenous malformation	441	HP_0006574
Hyperesthesia*	Hyperesthesia	351.4	HP_0100963
Partial epilepsy	Focal aware cognitive seizure with anomia	330.12	HP_0032708
Subcapsular cataract	Pseudophakia	371.2	HP_0500081
Malignant neoplasm of the endocrine glands	Intestinal carcinoid	110	HP_0006723
Congenital malformations of respiratory system	Laryngomalacia	777	HP_0001601
Polydactyly	Duplication of the distal phalanx of the 4th finger	785.11	HP_0009975
Malignant neoplasm of brain	Neuroblastic tumor	109.3	HP_0004376
Disorders of pancreatic internal secretion (excl. DM)	Zollinger-Ellison syndrome	206	HP_0002044
Congenital hypoplasia and dysplasia of lung	Pulmonary sequestration	777.33	HP_0100632
Dislocation of wrist and hand	Congenital knee dislocation	T830.4	HP_0005191
Malignant neoplasm of the cervix	Olfactory esthesioneuroblastoma	106.13	HP_0030068
Ischemic cardiomyopathy*	Dilated cardiomyopathy	414.5	HP_0001644
Carcinoid tumor of the stomach	Pulmonary paraglioma	114.44	HP_0100636
Hereditary ataxia	Spastic paraplegia	323.1	HP_0001258
Intrinsic (hereditary) hemolytic anemias	Increased red cell hemolysis by shear stress	161.1	HP_0008269
Congenital anomalies of limbs	Complete duplication of the distal phalanx of the 3rd finger	785	HP_0009965
Hereditary ataxia	Plantar telangiectasia	323.1	HP_0100870
Benign sarcoma-related cancers	Linear nevus sebaceous	139	HP_0010817
Cerebral palsy	Spastic diplegia	341.1	HP_0001264
Other diseases of upper respiratory tract	Pharyngeal edema	473	HP_0011855
Other lesion of femoral, lateral popliteal, or medial popliteal nerve	Abnormal peripheral nervous system morphology	336.53	HP_0000759
Embolism and thrombosis	Thrombophlebitis	440	HP_0004418
Genu varum (acquired)	Femoral bowing	710.32	HP_0002980
Disorders of thyrocalcitonin secretion	Abnormal thyroid morphology	200.5	HP_0011772
Hypo-coagulability	Cephalohematoma	168.1	HP_0012541
Disorders of calcium metabolism	Pseudohypoparathyroidism	247.5	HP_0000852
Hashimoto thyroiditis [Chronic lymphocytic thyroiditis]	Goiter	200.41	HP_0000853
Benign neoplasm of the genitourinary system	Bladder neoplasm	146	HP_0009725
Coronary atherosclerosis [Atherosclerotic heart disease]	Foam cells with lamellar inclusion bodies	404.2	HP_0003609
Disorders of mineral metabolism and mineral deficiencies	Hypophosphatemia	247	HP_0002148
Cortical age-related cataract	Posterior cortical cataract	371.1	HP_0010924
Varicose veins of lower extremities	Venous varicosities of celiac and mesenteric vessels	444.11	HP_0002626
Congenital anomalies of limbs	3-4 finger cutaneous syndactyly	785	HP_0011939
Schizoaffective disorder	Bipolar affective disorder	287.2	HP_0007302
Benign sarcoma-related cancers	Multiple central nervous system lipomas	139	HP_0100251
Congenital cataract	Punctate cataract	753.23	HP_0007648
Pain	Sensory axonal neuropathy	809	HP_0003390
Sickle cell anemia (Hb-SS)	Coombs-positive hemolytic anemia	165.11	HP_0004844
Precocious puberty	Isosexual precocious puberty	217.2	HP_0008236
Abnormal echoencephalogram	EEG abnormality	349.11	HP_0002353
Dysplasia of female genital organs	Cervical dysplasia	620	HP_0032131
Retinal neovascularization	Peripheral retinal neovascularization	374.33	HP_0030667
Cataract	Age-related cortical cataract	371	HP_0011143
Portal hypertension	Fulminant hepatic failure	542.4	HP_0004448
Cancer (solid tumor, excluding BCC)	Lung fibroma	130	HP_0010616
Abnormalities of size and form of teeth	Taurodontia	500.2	HP_0000679
Acute myocardial infarction	Hepatic foam cells	404.11	HP_0034029
Pain	Chest pain	809	HP_0100749
Malignant neoplasm of the breast	Breast carcinoma	105	HP_0003002
Hypoesthesia of skin*	Impaired vibration sensation in the lower limbs	351.2	HP_0002166
Nutritional anemias	Anemia	160	HP_0001903
Dislocation of lens	Triangular nuclear cataract	372.2	HP_0010699
Postprocedural hypothyroidism	Hashimoto thyroiditis	200.13	HP_0000872
Premature depolarization [Premature beats]	Palpitations	416.5	HP_0001962
Lymphedema	Pleural lymphangiectasia	177.4	HP_0006531
Disorders of pigmentation	Cerebral cavernous malformation	674	HP_0033522
Abnormal thyroid function studies	Abnormal circulating free T3 level	200.9	HP_0032209
Benign neoplasm of the skin	Facial hemangioma	138	HP_0000329
Alcoholic hepatitis	Acute hepatic failure	540.4	HP_0006554
Paranoid personality disorder	Histrionic personality disorder	296.1	HP_0012077
Intracranial and intraspinal abscess	Pancreatic abscess	322.4	HP_0025079
Alcoholic polyneuropathy	Entrapment neuropathy	337.32	HP_0012181
Epilepsy, recurrent seizures, convulsions	Focal tonic seizure	330	HP_0011167
Sequelae of cancer	Extraadrenal pheochromocytoma	132	HP_0006737
Dementias and cerebral degeneration	Subcortical cerebral atrophy	328	HP_0012157
Diffuse diseases of connective tissue	Polyarticular arthritis	700	HP_0005764
Polyneuropathy in diseases classified elsewhere	Maturity-onset diabetes of the young	337.8	HP_0004904
Hyperventilation	Hyperventilation	488.2	HP_0002883
Lipoma of other skin subcutaneous tissue	Multiple central nervous system lipomas	139.53	HP_0100251
Beta thalassemia	Hemolytic anemia	165.22	HP_0001878
Endocarditis	Libman-Sacks lesions	410.2	HP_0011714
Pain in arm*	Wrist pain	809.31	HP_0030836
Central pain syndrome	Precordial pain	809.22	HP_0032141
Hemorrhagic stroke	Preterm intraventricular hemorrhage	431.12	HP_0030747
Lipoma of other skin subcutaneous tissue	Meningioma	139.53	HP_0002858
Ehlers-Danlos syndrome	Palmoplantar cutis laxa	730.2	HP_0007517
Disorders of adrenal glands	Neoplasm of the adrenal medulla	211	HP_0100642
Gangrene	Insulin-resistant diabetes mellitus	091	HP_0000831
Malignant neoplasm of the colon and rectum	Rectal polyposis	101.4	HP_0100896
Coagulation defects, purpura and other hemorrhagic conditions	Epistaxis	168	HP_0000421
Combined immunity deficiency	Decreased serum complement C8	179.3	HP_0004434
Benign neuroendocrine tumors	Vagal paraganglioma	114.2	HP_0002886
Neuralgic amyotrophy	Acute demyelinating polyneuropathy	335.3	HP_0007131
Multinodular goiter	Thyroid crisis	200.23	HP_0011782
Pneumonia	Pulmonary tuberculosis	468	HP_0032262
Goiter	Increased T3/T4 ratio	200.2	HP_0012559
Other diseases of spinal cord	Conus terminalis arteriovenous malformation	348	HP_0031939
Acute pain	Tendon pain	809.1	HP_0032510
Goiter	Abnormal TSH response to thyrotrophin-releasing hormone stimulation test	200.2	HP_0033080
Sleep disorders	Episodic hypersomnia	333	HP_0007200
Actinic reticuloid and actinic granuloma	Abnormality of the skin	688.4	HP_0000951
Autoimmune disease	Entrapment neuropathy of suprascapular nerve	181	HP_0012216
Paralytic strabismus [Neurogenic strabismus]	Horizontal incomitant strabismus	381.1	HP_0020044
Uninodular goiter [single thyroid nodule]	Positive perchlorate discharge test	200.22	HP_0025482
Abnormal electrocardiogram [ECG] [EKG]	Abnormal P wave	418.1	HP_0031595
Nail disorders	Absent fifth toenail	683	HP_0200105
Cafe au lait spots*	Retropharyngeal hemangioma	674.21	HP_0410273
Hypothyroidism due to drugs or iatrogenic causes	Abnormal thyroid morphology	200.12	HP_0011772
Hepatitis E	Subacute progressive viral hepatitis	054.5	HP_0006572
Epilepsy, recurrent seizures, convulsions	Focal hemifacial clonic seizure	330	HP_0007332
Arterial tortuosity syndrome*	Temporal artery tortuosity	781.6	HP_0030165
Other diseases of biliary tract	Biliary tract neoplasm	552	HP_0100574
Pervasive developmental disorders	Reduced use of typical gestures	892	HP_4000081
Sarcoidosis	Decreased serum complement C4b	688.1	HP_0045044
Crowding of teeth	Abnormality of the gastrointestinal tract	733.31	HP_0011024
Retinal telangiectasis	Telangiectasia of the oral mucosa	374.35	HP_0007428
Pigmentary retinal dystrophy	Bone spicule pigmentation of the retina	374.71	HP_0007737
Gastrointestinal hemorrhage	Hematochezia	557	HP_0002573
Transplated organ	Status post organ transplantation	979	HP_0032444
Benign neoplasm of the small intestine	Tubulonodular pericallosal lipoma	136.3	HP_0034014
Primary osteoarthritis of knee, lower leg	Neuropathic arthropathy	708.12	HP_0002821
Vitamin B group deficiency	Thiamine-responsive megaloblastic anemia	232.2	HP_0004860
Benign sarcoma-related cancers	Few cafe-au-lait spots	139	HP_0007429
Toxic myoneural disorders	Abnormal peripheral nervous system morphology	338.2	HP_0000759
Anodontia	Anodontia	500.1	HP_0000674
Other malignant immunoproliferative diseases	T-cell lymphoma	125.5	HP_0012190
Traumatic fracture of vertebrae	Bone fracture	T818	HP_0020110
Pervasive developmental disorders	Developmental stagnation	892	HP_0007281
Migraine with aura	Focal sensory seizure with visual features	331.61	HP_0011165
Congenital dyserythropoietic anemia*	Hypoplastic anemia	162.7	HP_0001908
Anemia	Abnormality of blood and blood-forming tissues	164	HP_0001871
Achondroplasia*	Rhizomelic leg shortening	788.14	HP_0012106
Hypo-coagulability	Bruising susceptibility	168.1	HP_0000978
Paralytic strabismus [Neurogenic strabismus]	Hypotropia	381.1	HP_0025584
Candidiasis	Recurrent vulvovaginal candidiasis	070	HP_0012204
Myasthenia gravis and other myoneural disorders	Entrapment neuropathy of the ulnar nerve at elbow	338	HP_0012186
Disorders of thyrocalcitonin secretion	Goiter	200.5	HP_0000853
Hodgkin lymphoma	Chronic myelogenous leukemia	122.1	HP_0005506
Other arthropathies	Sacroiliac arthritis	707	HP_0012317
Color vision deficiencies	Protanopia	386.5	HP_0011522
Retinal edema	Cystoid macular edema	374.8	HP_0011505
Muscular dystrophy	Muscular dystrophy	339.1	HP_0003560
Postprocedural hypothyroidism	Lingual thyroid	200.13	HP_0100029
Diabetes mellitus due to underlying condition*	Insulin-resistant diabetes mellitus	202.31	HP_0000831
Dislocation of lens	Iridescent posterior subcapsular cataract	372.2	HP_0007889
Acute respiratory infection	Respiratory tract infection	460	HP_0011947
Primary osteoarthritis ankle and foot	Polyarticular arthritis	708.16	HP_0005764
Nontraumatic intracerebral hemorrhage	Stroke	430.2	HP_0001297
Polyneuropathies	Pulmonary carcinoid tumor	337	HP_0030445
Goiter	Ectopic thyroid	200.2	HP_0100028
Mast cell	Bilineage myelodysplasia	120.15	HP_0012149
Nonspecific findings on examination of blood	Hyperuricemia	829	HP_0002149
Convulsions of newborn	Multifocal neonatal sequential seizure	870.1	HP_0032827
Abnormal levels of other serum enzymes	Elevated alkaline phosphatase of hepatic origin	823.2	HP_0010638
Adult failure to thrive	Moderate postnatal growth retardation	230.7	HP_0008855
Duane's syndrome [Duane anomaly]	Accommodative esotropia	381.6	HP_0020046
Visual disturbances	Tritanomaly	386	HP_0000552
Abnormal reflex	Generalized hyperreflexia	350.3	HP_0007034
Disorders of other cranial nerves	Vestibular nystagmus	334	HP_0010542
Other disorders of the kidney and ureters	Multiple small medullary renal cysts	586	HP_0008659
Diabetic retinopathy	Transient neonatal diabetes mellitus	374.42	HP_0008255
Hypo-coagulability	Abnormal presence of ultra-large von Willebrand factor multimers	168.1	HP_0030133
Disorders of hypoglossal [12th] nerve	Distal peripheral sensory neuropathy	334.8	HP_0007067
Noninflammatory disorders of the cornea	Band-shaped corneal dystrophy	369	HP_0007709
Strabismus	Nonprogressive restrictive external ophthalmoplegia	381	HP_0007831
Other and unspecified nonspecific immunological findings	Polyclonal elevation of circulating IgG	826.4	HP_0032288
Paraproteinemias	Acute myeloid leukemia	180.3	HP_0004808
Diffuse diseases of connective tissue	Diffuse lupus nephritis	700	HP_0033727
Abnormal involuntary movements	Vocal tremor	325.1	HP_0012477
Known or suspected fetal abnormality affecting management of mother	Presacral teratoma	932	HP_0009793
Dislocation	Abnormal joint morphology	T830	HP_0001367
Paroxysmal tachycardia	Supraventricular tachycardia with a manifest accessory pathway	416.1	HP_0011694
Dislocation of foot and ankle	Joint dislocation	T830.8	HP_0001373
Chills (without fever)	Chills	806	HP_0025143
Abnormal results of function studies of eye	Upbeat nystagmus	385	HP_0011477
Benign neoplasm of retroperitoneum and peritoneum	Carcinoma	139.2	HP_0030731
Alcohol use disorders	Acute hepatic steatosis	280.1	HP_0006573
Fasciopathy	Flexion contracture of the hallux	722	HP_0010212
Congenital lens anomalies	Capsular cataract	753.2	HP_0100017
Benign neoplasm of the digestive organs	Epignathus	136	HP_0030767
Congenital anomalies of hair	Thoracic hypertrichosis	792	HP_0011914
Cancer (solid tumor, excluding BCC)	Primary peritoneal carcinoma	130	HP_0030406
Primary disorders of muscles	Myotonia	339	HP_0002486
Recurrent dislocation of joint	Posterior radial head dislocation	712.61	HP_0005798
Macroglobulinemia [Waldenstrom macroglobulinemia]	Juvenile myelomonocytic leukemia	180.33	HP_0012209
Benign neoplasm of the penis	Multiple central nervous system lipomas	146.1	HP_0100251
Nuclear cataract	Anterior polar cataract	371.3	HP_0001134
Other symptoms and disorders of the soft tissue	Exostoses	724	HP_0100777
Complications of trauma	Contractures of the joints of the upper limbs	T900	HP_0100360
Other diseases of biliary tract	Portosystemic collateral veins	552	HP_0025154
Exposure and effects of radiation	Multiple pulmonary interstitial hyalinized nodules	C948	HP_0033248
Benign neoplasm of the thyroid	Medullary thyroid carcinoma	149.1	HP_0002865
Benign neoplasm of eye	Cortical tubers	148.1	HP_0009717
Other congenital anomalies of nervous system	Hydranencephaly	752	HP_0002324
Disorders of the gallbladder	Brown pigment gallstones	550	HP_0011983
Benign neoplasm of the skin	Nevus sebaceous	138	HP_0010815
Rupture of muscle (nontraumatic)	Necrotizing myopathy	719.4	HP_0008978
Noninflammatory disorders of the orbit	Orbital encephalocele	365	HP_0007115
Congenital malformations of brain	Lissencephaly	750	HP_0001339
Contact dermatitis	Stasis dermatitis	668.3	HP_0033564
Disorders of puberty	Moderate postnatal growth retardation	217	HP_0008855
Traumatic fracture of vertebrae	Excessive dynamic airway collapse	T818	HP_0033979
Disorders of muscle	Upper limb amyotrophy	719	HP_0009129
Hypogammaglobulinemia NOS	Partial absence of specific antibody response to Haemophilus influenzae type b (Hib) vaccine	179.1	HP_0410305
Sequelae of cancer	Thyroid papillary adenoma	132	HP_0011777
Disorders of the retina	Angioid streaks of the fundus	374	HP_0001102
Keratitis	Map-dot-fingerprint corneal dystrophy	367.2	HP_0007690
Benign neoplasm of the eye, brain and other parts of central nervous system	Neoplasm	148	HP_0002664
Wegener's granulomatosis	Lipogranulomatosis	704.2	HP_0040139
Dehydration	Hypernatremic dehydration	256.71	HP_0004906
Myxedema*	Thyrotoxicosis with toxic multinodular goiter	200.16	HP_0011785
T-cell lymphoma	T cell chronic lymphocytic lymphoma/leukemia	122.24	HP_0005539
Periodic paralysis	Episodic peripheral neuropathy	339.4	HP_0006949
Polyneuropathies	Multiple pancreatic beta-cell adenomas	337	HP_0008194
Substance related disorders	Polyneuritis	280	HP_0031003
Coxa valga	Arthropathy	710.21	HP_0003040
Disorders of adrenal glands	Pigmented micronodular adrenocortical disease	211	HP_0001580
Volume depletion	Hyperkalemia	256.7	HP_0002153
Postprocedural hypothyroidism	Congenital hypothyroidism	200.13	HP_0000851
Acute thyroiditis	Thyroid carcinoma	200.42	HP_0002890
Autoimmune lymphoproliferative syndrome [ALPS]	Decreased serum complement C6	180.1	HP_0033059
Lack of expected normal physiological development in childhood	Rhizo-meso-acromelic limb shortening	890	HP_0005069
Diaphragmatic hernia [Hiatal hernia]	Hiatus hernia	520.2	HP_0002036
DiGeorge/Velo-cardio-facial syndrome	Partial functional complement factor D deficiency	797.1	HP_0008338
Weakness	Facial diplegia	807.2	HP_0001349
