phecodeXupdated_code	phecodeXupdated_label	phecodeXupdated_category	hpo_code	hpo_label	stringMatch_hpo-phecodeXupdated	subStringMatch_hpo-to-phecodeXupdated	subStringMatch_phecodeXupdated-to-hpo	stringMatch_hpo-ICD9	subStringMatch_hpo-to-ICD9	subStringMatch_ICD9-to-hpo	stringMatch_hpo-ICD10	subStringMatch_hpo-to-ICD10	subStringMatch_ICD10-to-hpo	SORTA_phecodeXupdated-to-hpo	SORTA_ICD9-to-hpo	SORTA_ICD10-to-hpo	sharedUMLSCUI_ICD9-hpo	sharedUMLSCUIplusRel_ICD9-hpo	sharedUMLSCUI_ICD10-hpo	sharedUMLSCUIplusRel_ICD10-hpo	wikiMedMap_hpo-to-ICD9	wikiMedMap_hpo-to-ICD10	StrongEvidenceSpecific	StrongEvidenceBroad	AnyEvidence
GU_594.31	Urge incontinence	Genitourinary	HP_0000012	Urinary urgency																	True				True
GU_594.31	Urge incontinence	Genitourinary	HP_0000119	Abnormality of the genitourinary system															True	True				True	True
GU_594.32	Stress incontinence	Genitourinary	HP_0000020	Urinary incontinence																		True			True
GU_594.32	Stress incontinence	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_594.32	Stress incontinence	Genitourinary	HP_0010992	Stress urinary incontinence										80.0					True	True	True	True		True	True
GU_594.33	Nocturnal enuresis	Genitourinary	HP_0000119	Abnormality of the genitourinary system															True	True				True	True
GU_594.33	Nocturnal enuresis	Genitourinary	HP_0000805	Enuresis														True		True					True
GU_594.33	Nocturnal enuresis	Genitourinary	HP_0010677	Enuresis nocturna	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True		True	True	True
GU_594.4	Frequency of urination and polyuria	Genitourinary	HP_0000017	Nocturia																		True			True
GU_594.4	Frequency of urination and polyuria	Genitourinary	HP_0000103	Polyuria				True	True	True	True	True	True		100.0	100.0	True	True	True	True	True	True		True	True
GU_594.4	Frequency of urination and polyuria	Genitourinary	HP_0100515	Pollakisuria													True	True	True	True				True	True
GU_594.41	Nocturia	Genitourinary	HP_0000017	Nocturia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True		True	True	True
GU_594.5	Oliguria and anuria	Genitourinary	HP_0100520	Oliguria																	True	True			True
GU_594.5	Oliguria and anuria	Genitourinary	HP_0100519	Anuria																	True	True			True
GU_594.5	Oliguria and anuria	Genitourinary	HP_0011037	Decreased urine output																	True	True			True
GU_594.6	Urinary urgency	Genitourinary	HP_0000012	Urinary urgency	True	True	True							100.0	81.48	81.48	True	True	True	True			True	True	True
GU_596	Other disorders of bladder	Genitourinary	HP_0000012	Urinary urgency																		True			True
GU_596	Other disorders of bladder	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_596.1	Bladder neck obstruction	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_596.1	Bladder neck obstruction	Genitourinary	HP_0041047	Bladder outlet obstruction													True	True	True	True				True	True
GU_596.2	Overactive bladder	Genitourinary	HP_0000012	Urinary urgency	True	True	True				True	True	True	100.0		100.0	True	True	True	True	True		True	True	True
GU_596.2	Overactive bladder	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_596.3	Diverticulum of bladder	Genitourinary	HP_0000015	Bladder diverticulum					True			True		100.0	100.0	100.0	True	True	True	True			True	True	True
GU_596.3	Diverticulum of bladder	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_596.4	Vesical fistula	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_596.4	Vesical fistula	Genitourinary	HP_0100819	Intestinal fistula											84.21	80.0									True
GU_596.5	Neuromuscular dysfunction of bladder	Genitourinary	HP_0000012	Urinary urgency														True							True
GU_596.5	Neuromuscular dysfunction of bladder	Genitourinary	HP_0000011	Neurogenic bladder				True	True	True					100.0		True	True			True	True		True	True
GU_596.5	Neuromuscular dysfunction of bladder	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_597	Other disorders of urethra and urinary tract	Genitourinary	HP_0100821	Urethrocele														True							True
GU_597	Other disorders of urethra and urinary tract	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_597.1	Urethral stricture	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_597.1	Urethral stricture	Genitourinary	HP_0012227	Urethral stricture	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
GU_597.1	Urethral stricture	Genitourinary	HP_0025413	Fossa navicularis urethral stricture								True				83.54									True
GU_597.1	Urethral stricture	Genitourinary	HP_0025415	Bulbar urethral stricture			True			True			True										True	True	True
GU_597.1	Urethral stricture	Genitourinary	HP_0032077	Male urethral meatus stenosis																	True				True
GU_597.2	Muscular disorders of urethra [Detrusor sphincter dyssynergia]	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_597.2	Muscular disorders of urethra [Detrusor sphincter dyssynergia]	Genitourinary	HP_0025488	Detrusor sphincter dyssynergia				True	True	True					100.0		True	True			True			True	True
GU_597.3	Urethral fistula	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_597.3	Urethral fistula	Genitourinary	HP_0010480	Urethral fistula	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
GU_597.3	Urethral fistula	Genitourinary	HP_0025407	Rectourethral fistula															True	True				True	True
GU_597.4	Urethral diverticulum	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_597.4	Urethral diverticulum	Genitourinary	HP_0008722	Urethral diverticulum	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True			True	True	True
GU_597.5	Urethral caruncle	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_597.6	Urethral false passage	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_597.8	Urethral hypermobility/ISD	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_599	Other symptoms/disorders or the urinary system	Genitourinary	HP_0000119	Abnormality of the genitourinary system															True	True				True	True
GU_602	Disorders of prostate	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_602.1	Benign prostatic hyperplasia	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_602.1	Benign prostatic hyperplasia	Genitourinary	HP_0008687	Hypoplasia of the prostate											87.18										True
GU_602.1	Benign prostatic hyperplasia	Genitourinary	HP_0008711	Benign prostatic hyperplasia	True	True	True				True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
GU_602.2	Cyst of prostate	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_602.3	Dysplasia of prostate	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_602.4	Elevated prostate specific antigen [PSA]	Genitourinary	HP_0025020	Elevated prostate-specific antigen level										84.85	84.85	84.85									True
GU_602.5	Inflammatory diseases of prostate	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_602.5	Inflammatory diseases of prostate	Genitourinary	HP_0000024	Prostatitis													True	True	True	True	True	True		True	True
GU_602.51	Prostatitis	Genitourinary	HP_0000024	Prostatitis	True	True	True	True	True	True				100.0	100.0		True	True					True	True	True
GU_602.51	Prostatitis	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_602.511	Acute prostatitis	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_602.512	Chronic prostatitis	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_603	Disorders of testis	Genitourinary	HP_0000119	Abnormality of the genitourinary system															True	True				True	True
GU_603	Disorders of testis	Genitourinary	HP_0100813	Testicular torsion															True	True		True		True	True
GU_603.1	Hydrocele	Genitourinary	HP_4000037	Congenital hydrocele				True	True	True	True	True	True				True	True	True	True				True	True
GU_603.1	Hydrocele	Genitourinary	HP_4000036	Encysted hydrocele of the cord														True		True					True
GU_603.1	Hydrocele	Genitourinary	HP_0000034	Hydrocele testis													True	True	True	True	True	True		True	True
GU_603.1	Hydrocele	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_603.1	Hydrocele	Genitourinary	HP_0100673	Vaginal hydrocele													True	True	True	True				True	True
GU_603.2	Spermatocele	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_603.2	Spermatocele	Genitourinary	HP_0030424	Epididymal cyst												89.66		True	True	True				True	True
GU_603.2	Spermatocele	Genitourinary	HP_0033808	Spermatocele	True	True	True	True	True	True							True	True	True	True	True	True	True	True	True
GU_603.3	Torsion of testis	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_603.3	Torsion of testis	Genitourinary	HP_0033180	Torsion of appendix of testis					True	True		True	True		100.0	100.0	True	True	True	True				True	True
GU_603.3	Torsion of testis	Genitourinary	HP_0100813	Testicular torsion													True	True	True	True	True			True	True
GU_603.4	Atrophy of testis	Genitourinary	HP_0000029	Testicular atrophy													True	True	True	True				True	True
GU_603.4	Atrophy of testis	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_603.5	Orchitis and epididymitis	Genitourinary	HP_0000031	Epididymitis							True	True	True			100.0			True	True	True			True	True
GU_603.5	Orchitis and epididymitis	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_603.5	Orchitis and epididymitis	Genitourinary	HP_0100796	Orchitis							True	True	True			100.0			True	True	True	True		True	True
GU_603.6	Scrotal pain*	Genitourinary	HP_0030155	Scrotal pain	True	True	True				True	True	True	100.0		100.0			True	True			True	True	True
GU_603.6	Scrotal pain*	Genitourinary	HP_0033839	Testicular pain							True	True	True						True	True				True	True
GU_603.6	Scrotal pain*	Genitourinary	HP_0000119	Abnormality of the genitourinary system															True	True				True	True
GU_604	Disorders of penis	Genitourinary	HP_0000041	Chordee																		True			True
GU_604	Disorders of penis	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_604	Disorders of penis	Genitourinary	HP_0002745	Oral leukoplakia																	True	True			True
GU_604.1	Redundant prepuce and phimosis	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_604.1	Redundant prepuce and phimosis	Genitourinary	HP_0001741	Phimosis							True	True	True			100.0				True	True			True	True
GU_604.1	Redundant prepuce and phimosis	Genitourinary	HP_0100588	Paraphimosis							True	True	True			100.0			True	True	True	True		True	True
GU_604.3	Peyronie's disease	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_604.4	Priapism	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_604.4	Priapism	Genitourinary	HP_0200023	Priapism	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
GU_604.5	Balanoposthitis	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_605	Male sexual dysfuction	Genitourinary	HP_0100639	Erectile dysfunction														True			True				True
GU_605	Male sexual dysfuction	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_605	Male sexual dysfuction	Genitourinary	HP_0000802	Impotence														True			True				True
GU_605	Male sexual dysfuction	Genitourinary	HP_0040307	Male sexual dysfunction							True	True	True	92.68		100.0			True	True				True	True
GU_605.1	Male erectile dysfunction*	Genitourinary	HP_0100639	Erectile dysfunction		True						True		87.18		87.18			True	True			True	True	True
GU_605.1	Male erectile dysfunction*	Genitourinary	HP_0000802	Impotence															True	True				True	True
GU_605.1	Male erectile dysfunction*	Genitourinary	HP_0000119	Abnormality of the genitourinary system															True	True				True	True
GU_605.2	Ejaculatory dysfunction	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_605.2	Ejaculatory dysfunction	Genitourinary	HP_0012877	Retrograde ejaculation				True	True	True	True	True	True		100.0	100.0	True	True	True	True	True			True	True
GU_605.2	Ejaculatory dysfunction	Genitourinary	HP_0012878	Retarded ejaculation							True	True	True			100.0			True	True		True		True	True
GU_605.2	Ejaculatory dysfunction	Genitourinary	HP_0012879	Anejaculation																		True			True
GU_605.2	Ejaculatory dysfunction	Genitourinary	HP_0040307	Male sexual dysfunction								True				100.0								True	True
GU_608	Other disorders of male genital organs	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_608	Other disorders of male genital organs	Genitourinary	HP_0012878	Retarded ejaculation																	True				True
GU_608	Other disorders of male genital organs	Genitourinary	HP_0012879	Anejaculation																	True				True
GU_609	Male infertility	Genitourinary	HP_0011962	Obstructive azoospermia																		True			True
GU_609	Male infertility	Genitourinary	HP_0008669	Abnormal spermatogenesis																		True			True
GU_609	Male infertility	Genitourinary	HP_0003251	Male infertility	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
GU_609	Male infertility	Genitourinary	HP_0011961	Non-obstructive azoospermia																		True			True
GU_609	Male infertility	Genitourinary	HP_0000789	Infertility		True			True			True									True	True	True	True	True
GU_609	Male infertility	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_609	Male infertility	Genitourinary	HP_0000027	Azoospermia																		True			True
GU_609	Male infertility	Genitourinary	HP_0000798	Oligospermia																		True			True
GU_609.1	Azoospermia	Genitourinary	HP_0000027	Azoospermia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True		True	True	True
GU_609.1	Azoospermia	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_609.1	Azoospermia	Genitourinary	HP_0011961	Non-obstructive azoospermia																	True				True
GU_609.1	Azoospermia	Genitourinary	HP_0011962	Obstructive azoospermia																	True				True
GU_609.2	Oligospermia	Genitourinary	HP_0008669	Abnormal spermatogenesis																	True				True
GU_609.2	Oligospermia	Genitourinary	HP_0000798	Oligospermia	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True		True	True	True
GU_609.2	Oligospermia	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_610	Benign mammary dysplasias	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_610.1	Cystic mastopathy	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_610.2	Fibroadenosis of breast	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_610.2	Fibroadenosis of breast	Genitourinary	HP_0010619	Fibroadenoma of the breast	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0							True	True	True
GU_610.3	Fibrosclerosis of breast	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_610.5	Mammary duct ectasia	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_612	Other nonmalignant breast conditions	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_612.1	Inflammatory disease of breast	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_612.21	Galactorrhea	Genitourinary	HP_0100829	Galactorrhea	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
GU_612.21	Galactorrhea	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_612.22	Hypertrophy of breast (Gynecomastia)	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_612.22	Hypertrophy of breast (Gynecomastia)	Genitourinary	HP_0000771	Gynecomastia															True	True	True	True		True	True
GU_612.22	Hypertrophy of breast (Gynecomastia)	Genitourinary	HP_0010313	Breast hypertrophy					True			True		82.54	100.0	100.0	True	True	True	True	True	True		True	True
GU_612.23	Breast hypoplasia	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_612.23	Breast hypoplasia	Genitourinary	HP_0003187	Breast hypoplasia	True	True	True		True			True		100.0	100.0	100.0	True	True	True	True			True	True	True
GU_612.23	Breast hypoplasia	Genitourinary	HP_0100783	Breast aplasia																	True				True
GU_612.5	Mastodynia	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_612.7	Other signs and symptoms in breast	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_612.7	Other signs and symptoms in breast	Genitourinary	HP_0003186	Inverted nipples																		True			True
GU_612.8	Other specified disorders of breast	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_612.8	Other specified disorders of breast	Genitourinary	HP_0003186	Inverted nipples																	True				True
GU_614	Inflammatory diseases of female pelvic organs	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_614.1	Pelvic peritoneal adhesions, female (postoperative) (postinfection)	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_614.1	Pelvic peritoneal adhesions, female (postoperative) (postinfection)	Genitourinary	HP_0033134	Abdominal adhesions																	True	True			True
GU_614.3	Pelvic inflammatory disease (PID)	Genitourinary	HP_0031259	Oophoritis							True	True	True			100.0			True	True	True	True		True	True
GU_614.3	Pelvic inflammatory disease (PID)	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_614.31	Acute inflammatory pelvic disease	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_614.31	Acute inflammatory pelvic disease	Genitourinary	HP_0031259	Oophoritis																	True				True
GU_614.32	Chronic inflammatory pelvic disease	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_614.4	Inflammatory diseases of uterus, except cervix	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_614.4	Inflammatory diseases of uterus, except cervix	Genitourinary	HP_0025636	Endometritis																	True				True
GU_614.5	Inflammatory disease of cervix, vagina, and vulva	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_614.5	Inflammatory disease of cervix, vagina, and vulva	Genitourinary	HP_0025636	Endometritis																		True			True
GU_614.51	Cervicitis and endocervicitis	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_614.51	Cervicitis and endocervicitis	Genitourinary	HP_0030160	Cervicitis															True	True	True	True		True	True
GU_614.52	Vaginitis and vulvovaginitis	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_614.52	Vaginitis and vulvovaginitis	Genitourinary	HP_0030683	Vaginitis														True	True	True	True	True		True	True
GU_614.53	Cyst or abscess of Bartholin's gland	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_614.54	Abscess or ulceration of vulva	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_614.54	Abscess or ulceration of vulva	Genitourinary	HP_0033587	Vulvar abscess										80.0	89.66	89.66			True	True				True	True
GU_614.55	Candidiasis of vulva and vagina	Genitourinary	HP_0030683	Vaginitis																		True			True
GU_614.55	Candidiasis of vulva and vagina	Genitourinary	HP_0002728	Chronic mucocutaneous candidiasis																		True			True
GU_615	Endometriosis	Genitourinary	HP_0030127	Endometriosis	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	True	True	True	True	True	True	True	True	True
GU_615	Endometriosis	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_616	Disorders of uterus, except cervix	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_616.1	Endometrial hyperplasia	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_616.1	Endometrial hyperplasia	Genitourinary	HP_0040298	Hyperplasia of the endometrium										91.3	91.3	91.3	True	True	True	True	True	True		True	True
GU_616.2	Hypertrophy of uterus	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_616.3	Malposition of uterus	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_616.4	Intrauterine synechiae	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_616.4	Intrauterine synechiae	Genitourinary	HP_0030712	Uterine synechiae										81.08	81.08	81.08					True	True			True
GU_617	Noninflammatory disorders of cervix	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_617	Noninflammatory disorders of cervix	Genitourinary	HP_0002745	Oral leukoplakia																	True	True			True
GU_617.1	Incompetence of cervix uteri	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_617.1	Incompetence of cervix uteri	Genitourinary	HP_0030009	Cervical insufficiency										84.21	100.0	84.21	True	True	True	True	True	True		True	True
GU_617.2	Erosion and ectropion of cervix	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_617.2	Erosion and ectropion of cervix	Genitourinary	HP_0030158	Cervical ectropion															True	True		True		True	True
GU_617.3	Stricture and stenosis of cervix	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_618	Noninflammatory disorders of vagina	Genitourinary	HP_0002745	Oral leukoplakia																	True	True			True
GU_618	Noninflammatory disorders of vagina	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_618.1	Stricture and atresia of vagina	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_618.3	Atrophic vaginitis	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_618.3	Atrophic vaginitis	Genitourinary	HP_0030683	Vaginitis																		True			True
GU_619	Noninflammatory disorders of ovary, fallopian tube, and broad ligament	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_619.1	Torsion of ovary	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_619.1	Torsion of ovary	Genitourinary	HP_0012884	Fallopian tube torsion								True				100.0			True	True				True	True
GU_619.1	Torsion of ovary	Genitourinary	HP_0033180	Torsion of appendix of testis															True	True				True	True
GU_619.2	Ovarian cyst	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_619.2	Ovarian cyst	Genitourinary	HP_0000138	Ovarian cyst	True	True	True							100.0	82.76	100.0			True	True	True		True	True	True
GU_619.2	Ovarian cyst	Genitourinary	HP_0012886	Hemorrhagic ovarian cyst																	True				True
GU_619.21	Follicular cyst of ovary	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_619.21	Follicular cyst of ovary	Genitourinary	HP_0000138	Ovarian cyst																	True	True			True
GU_619.21	Follicular cyst of ovary	Genitourinary	HP_0012886	Hemorrhagic ovarian cyst																	True	True			True
GU_619.22	Corpus luteum cyst or hematoma	Genitourinary	HP_0000138	Ovarian cyst												82.76						True			True
GU_619.22	Corpus luteum cyst or hematoma	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_619.22	Corpus luteum cyst or hematoma	Genitourinary	HP_0012886	Hemorrhagic ovarian cyst																		True			True
GU_619.23	Polycystic ovary syndrome	Genitourinary	HP_0000147	Polycystic ovaries				True	True	True					100.0		True	True	True	True	True	True		True	True
GU_620	Noninflammatory disorders of vulva and perineum	Genitourinary	HP_0000057	obsolete Clitoromegaly													True	True	True	True				True	True
GU_620	Noninflammatory disorders of vulva and perineum	Genitourinary	HP_0000065	Labial hypertrophy											91.89		True	True		True				True	True
GU_620	Noninflammatory disorders of vulva and perineum	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_620	Noninflammatory disorders of vulva and perineum	Genitourinary	HP_0008665	Clitoral hypertrophy											92.31		True	True	True	True		True		True	True
GU_620	Noninflammatory disorders of vulva and perineum	Genitourinary	HP_0030419	Bartholin gland carcinoma																		True			True
GU_620	Noninflammatory disorders of vulva and perineum	Genitourinary	HP_0032202	Vulvar intraepithelial neoplasia															True	True				True	True
GU_621	Dysplasia of female genital organs	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_621	Dysplasia of female genital organs	Genitourinary	HP_0003250	Aplasia of the vagina											81.25	81.25									True
GU_621	Dysplasia of female genital organs	Genitourinary	HP_0032202	Vulvar intraepithelial neoplasia					True						93.94				True	True				True	True
GU_621.1	Dysplasia of cervix	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_621.1	Dysplasia of cervix	Genitourinary	HP_0030008	Cervical agenesis										81.25	81.25										True
GU_621.1	Dysplasia of cervix	Genitourinary	HP_0032131	Cervical dysplasia								True				87.18	True	True	True	True	True	True		True	True
GU_621.1	Dysplasia of cervix	Genitourinary	HP_0032242	Cervical intraepithelial neoplasia														True		True	True	True			True
GU_622	Polyp of female genital organs	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_622.1	Polyp of corpus uteri	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_622.2	Mucous polyp of cervix	Genitourinary	HP_0032241	Cervical neoplasm																True					True
GU_622.2	Mucous polyp of cervix	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_622.2	Mucous polyp of cervix	Genitourinary	HP_0030159	Cervical polyp															True	True		True		True	True
GU_623	Pelvic organ prolapse and fistulas	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_623	Pelvic organ prolapse and fistulas	Genitourinary	HP_0031607	Pelvic organ prolapse										84.0							True				True
GU_623.1	Uterine/Uterovaginal prolapse	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_623.1	Uterine/Uterovaginal prolapse	Genitourinary	HP_0000139	Uterine prolapse											82.35	82.35			True	True	True	True		True	True
GU_623.1	Uterine/Uterovaginal prolapse	Genitourinary	HP_0100645	Cystocele							True	True	True			100.0			True	True	True	True		True	True
GU_623.1	Uterine/Uterovaginal prolapse	Genitourinary	HP_0100821	Urethrocele				True	True	True	True	True	True		100.0	100.0	True	True	True	True	True	True		True	True
GU_623.1	Uterine/Uterovaginal prolapse	Genitourinary	HP_0100822	Rectocele				True	True	True	True	True	True		100.0	100.0	True	True	True	True	True	True		True	True
GU_623.5	Pelvic muscle wasting	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_623.5	Pelvic muscle wasting	Genitourinary	HP_0008988	Pelvic girdle muscle atrophy						True			True	85.71	85.71	85.71									True
GU_623.6	Vaginal enterocele, congenital or acquired	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
GU_623.6	Vaginal enterocele, congenital or acquired	Genitourinary	HP_0100790	Hernia														True		True					True
GU_623.6	Vaginal enterocele, congenital or acquired	Genitourinary	HP_0100822	Rectocele														True		True					True
GU_623.8	Fistula involving female genital tract	Genitourinary	HP_0008716	Urethrovaginal fistula															True	True				True	True
GU_623.8	Fistula involving female genital tract	Genitourinary	HP_0001586	Vesicovaginal fistula							True	True	True			100.0			True	True	True	True		True	True
GU_623.8	Fistula involving female genital tract	Genitourinary	HP_0000143	Rectovaginal fistula															True	True	True	True		True	True
GU_623.8	Fistula involving female genital tract	Genitourinary	HP_0000119	Abnormality of the genitourinary system													True	True	True	True				True	True
