phecode1.2_code	phecode1.2_label	phecode1.2_category	hpo_code	hpo_label	stringMatch_hpo-phecode1.2	subStringMatch_hpo-to-phecode1.2	subStringMatch_phecode1.2-to-hpo	stringMatch_hpo-ICD9	subStringMatch_hpo-to-ICD9	subStringMatch_ICD9-to-hpo	stringMatch_hpo-ICD10	subStringMatch_hpo-to-ICD10	subStringMatch_ICD10-to-hpo	SORTA_phecode1.2-to-hpo	SORTA_ICD9-to-hpo	SORTA_ICD10-to-hpo	PheMap_phecode1.2-hpo	sharedUMLSCUI_ICD9-hpo	sharedUMLSCUIplusRel_ICD9-hpo	sharedUMLSCUI_ICD10-hpo	sharedUMLSCUIplusRel_ICD10-hpo	wikiMedMap_hpo-to-ICD9	wikiMedMap_hpo-to-ICD10
381.3	Mastoiditis & related conditions	sense organs	HP_0000388	Otitis media													18.33555365982967						
381.9	Otorrhea	sense organs	HP_0032934	Spontaneous cerebrospinal fluid leak													26.819267043288864						
381.9	Otorrhea	sense organs	HP_0030998	Cerebrospinal fluid rhinorrhoea											80.7								
382	Otalgia	sense organs	HP_0030766	Ear pain	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	74.22162770510431	True	True	True	True	True	True
383	Otosclerosis	sense organs	HP_0000365	Hearing impairment													30.335652453526897						
383	Otosclerosis	sense organs	HP_0000405	Conductive hearing impairment													15.587125649441607						
383	Otosclerosis	sense organs	HP_0000362	Otosclerosis	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	108.19292270121993	True	True	True	True	True	True
384.1	Myringitis	sense organs	HP_0000371	Acute otitis media													18.287122076614054						
384.4	Perforation of tympanic membrane	sense organs	HP_0030766	Ear pain													16.111300693593144						
384.4	Perforation of tympanic membrane	sense organs	HP_0000365	Hearing impairment													24.75390783087917						
385	Other disorders of middle ear and mastoid	sense organs	HP_0009797	Cholesteatoma				True	True	True	True	True	True		100.0	100.0		True	True	True	True	True	True
385	Other disorders of middle ear and mastoid	sense organs	HP_0020123	Tympanosclerosis				True	True	True	True	True	True		100.0	100.0		True	True	True	True	True	True
385.3	Cholesteatoma	sense organs	HP_0009797	Cholesteatoma	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	145.87097173109063	True	True	True	True	True	True
385.5	Tympanosclerosis and middle ear disease related to otitis media	sense organs	HP_0020123	Tympanosclerosis				True	True	True	True	True	True		100.0	100.0		True	True	True	True	True	True
386	Vertiginous syndromes and other disorders of vestibular system	sense organs	HP_0000639	Nystagmus																			True
386	Vertiginous syndromes and other disorders of vestibular system	sense organs	HP_0031972	Presyncope																			True
386	Vertiginous syndromes and other disorders of vestibular system	sense organs	HP_0002321	Vertigo																True	True		True
386	Vertiginous syndromes and other disorders of vestibular system	sense organs	HP_0010532	Paroxysmal vertigo								True				82.93							
386	Vertiginous syndromes and other disorders of vestibular system	sense organs	HP_0002172	Postural instability																			True
386	Vertiginous syndromes and other disorders of vestibular system	sense organs	HP_0001583	Rotary nystagmus																			True
386	Vertiginous syndromes and other disorders of vestibular system	sense organs	HP_0006934	Congenital nystagmus																			True
386.1	Meniere's disease	sense organs	HP_0002321	Vertigo													16.944405557348592						
386.1	Meniere's disease	sense organs	HP_0000365	Hearing impairment													18.269270418083924						
386.1	Meniere's disease	sense organs	HP_0000360	Tinnitus													20.842654075904868						
386.2	Peripheral or central vertigo	sense organs	HP_0006934	Congenital nystagmus																			True
386.2	Peripheral or central vertigo	sense organs	HP_0010532	Paroxysmal vertigo								True				82.93							
386.2	Peripheral or central vertigo	sense organs	HP_0002172	Postural instability																			True
386.2	Peripheral or central vertigo	sense organs	HP_0002321	Vertigo													18.922292926903822						True
386.2	Peripheral or central vertigo	sense organs	HP_0001583	Rotary nystagmus																			True
386.2	Peripheral or central vertigo	sense organs	HP_0000639	Nystagmus																			True
386.21	Central origin vertigo	sense organs	HP_0002172	Postural instability																			True
386.21	Central origin vertigo	sense organs	HP_0000365	Hearing impairment													22.202801809887						
386.21	Central origin vertigo	sense organs	HP_0000639	Nystagmus																			True
386.21	Central origin vertigo	sense organs	HP_0001583	Rotary nystagmus																			True
386.21	Central origin vertigo	sense organs	HP_0006934	Congenital nystagmus																			True
386.21	Central origin vertigo	sense organs	HP_0002321	Vertigo													19.32122896568401						True
386.3	Labyrinthitis	sense organs	HP_0000365	Hearing impairment													18.44663938943064						
386.3	Labyrinthitis	sense organs	HP_0002172	Postural instability																			True
386.3	Labyrinthitis	sense organs	HP_0002321	Vertigo													14.79376986358581						True
386.9	Dizziness and giddiness (Light-headedness and vertigo)	sense organs	HP_0002321	Vertigo													49.66914190270769			True	True	True	True
386.9	Dizziness and giddiness (Light-headedness and vertigo)	sense organs	HP_0002172	Postural instability																		True	True
386.9	Dizziness and giddiness (Light-headedness and vertigo)	sense organs	HP_0031972	Presyncope																		True	True
388	Other disorders of ear	sense organs	HP_0000360	Tinnitus													57.38432515048874						
388	Other disorders of ear	sense organs	HP_0000365	Hearing impairment													18.117824107416435						
389	Hearing loss	sense organs	HP_0008591	Congenital conductive hearing impairment						True			True										
389	Hearing loss	sense organs	HP_0003474	Somatic sensory dysfunction					True			True			85.71	85.71							
389	Hearing loss	sense organs	HP_0010780	Hyperacusis				True	True	True	True	True	True		100.0	100.0		True	True	True	True	True	True
389	Hearing loss	sense organs	HP_0008619	Bilateral sensorineural hearing impairment					True	True		True	True		100.0	100.0		True	True	True	True		
389	Hearing loss	sense organs	HP_0008615	Adult onset sensorineural hearing impairment						True			True										
389	Hearing loss	sense organs	HP_0008610	Infantile sensorineural hearing impairment						True			True										
389	Hearing loss	sense organs	HP_0000410	Mixed hearing impairment				True	True	True				83.33	100.0	83.33		True	True	True	True		
389	Hearing loss	sense organs	HP_0008527	Congenital sensorineural hearing impairment						True			True		80.0	85.25						True	True
389	Hearing loss	sense organs	HP_0000408	Progressive sensorineural hearing impairment						True			True										
389	Hearing loss	sense organs	HP_0000407	Sensorineural hearing impairment				True	True	True	True	True	True		100.0	100.0		True	True	True	True	True	True
389	Hearing loss	sense organs	HP_0008513	Bilateral conductive hearing impairment					True	True		True	True		100.0	100.0		True	True	True	True		
389	Hearing loss	sense organs	HP_0012717	Severe conductive hearing impairment						True			True										
389	Hearing loss	sense organs	HP_0012716	Moderate conductive hearing impairment						True			True										
389	Hearing loss	sense organs	HP_0008598	Mild conductive hearing impairment						True			True										
389	Hearing loss	sense organs	HP_0000365	Hearing impairment													29.574502875439038	True	True	True	True	True	True
389	Hearing loss	sense organs	HP_0040113	Old-aged sensorineural hearing impairment							True	True	True		86.96	100.0		True	True	True	True		True
389	Hearing loss	sense organs	HP_0008629	Pulsatile tinnitus							True	True	True			100.0				True	True	True	True
389	Hearing loss	sense organs	HP_0000360	Tinnitus				True	True	True	True	True	True		100.0	100.0		True	True	True	True	True	True
389	Hearing loss	sense organs	HP_0008542	Low-frequency hearing loss																True	True		
389	Hearing loss	sense organs	HP_0005101	High-frequency hearing impairment																True	True		
389	Hearing loss	sense organs	HP_0000405	Conductive hearing impairment				True	True	True	True	True	True		100.0	100.0		True	True	True	True	True	True
389	Hearing loss	sense organs	HP_0025112	Sound sensitivity																		True	True
389	Hearing loss	sense organs	HP_0008625	Severe sensorineural hearing impairment						True			True										
389.1	Sensorineural hearing loss	sense organs	HP_0000407	Sensorineural hearing impairment	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	25.275926651675864	True	True	True	True	True	True
389.1	Sensorineural hearing loss	sense organs	HP_0000408	Progressive sensorineural hearing impairment			True			True			True										
389.1	Sensorineural hearing loss	sense organs	HP_0000365	Hearing impairment													21.87678450155293						
389.1	Sensorineural hearing loss	sense organs	HP_0008625	Severe sensorineural hearing impairment			True			True			True										
389.1	Sensorineural hearing loss	sense organs	HP_0008527	Congenital sensorineural hearing impairment			True			True			True									True	True
389.1	Sensorineural hearing loss	sense organs	HP_0008610	Infantile sensorineural hearing impairment			True			True			True										
389.1	Sensorineural hearing loss	sense organs	HP_0008619	Bilateral sensorineural hearing impairment			True		True	True		True	True		100.0	100.0		True	True	True	True		
389.1	Sensorineural hearing loss	sense organs	HP_0008615	Adult onset sensorineural hearing impairment			True			True			True										
389.2	Conductive hearing loss	sense organs	HP_0008513	Bilateral conductive hearing impairment			True		True	True		True	True		100.0	100.0		True	True	True	True		
389.2	Conductive hearing loss	sense organs	HP_0008591	Congenital conductive hearing impairment			True			True			True										
389.2	Conductive hearing loss	sense organs	HP_0000405	Conductive hearing impairment	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0		True	True	True	True	True	True
389.2	Conductive hearing loss	sense organs	HP_0012716	Moderate conductive hearing impairment			True			True			True										
389.2	Conductive hearing loss	sense organs	HP_0008598	Mild conductive hearing impairment			True			True			True										
389.2	Conductive hearing loss	sense organs	HP_0012717	Severe conductive hearing impairment			True			True			True										
389.3	Degenerative and vascular disorders of ear	sense organs	HP_0040113	Old-aged sensorineural hearing impairment							True	True	True		86.96	100.0	47.08680299563567	True	True	True	True		True
389.3	Degenerative and vascular disorders of ear	sense organs	HP_0000365	Hearing impairment													29.814115748269128		True		True		
389.4	Tinnitus	sense organs	HP_0008629	Pulsatile tinnitus							True	True	True			100.0				True	True	True	True
389.4	Tinnitus	sense organs	HP_0000360	Tinnitus	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	164.5939086617051	True	True	True	True	True	True
389.5	Disorders of acoustic nerve	sense organs	HP_0025112	Sound sensitivity																		True	True
389.5	Disorders of acoustic nerve	sense organs	HP_0010780	Hyperacusis				True	True	True	True	True	True		100.0	100.0		True	True	True	True	True	True
394	Rheumatic disease of the heart valves	circulatory system	HP_0031599	P mitrale																		True	True
394	Rheumatic disease of the heart valves	circulatory system	HP_0005180	Tricuspid regurgitation								True				83.33						True	True
394	Rheumatic disease of the heart valves	circulatory system	HP_0001659	Aortic regurgitation											80.95	80.95						True	True
394	Rheumatic disease of the heart valves	circulatory system	HP_0011570	Congenital mitral stenosis																		True	True
394	Rheumatic disease of the heart valves	circulatory system	HP_0001653	Mitral regurgitation											80.95	80.95						True	True
394	Rheumatic disease of the heart valves	circulatory system	HP_0001634	Mitral valve prolapse																		True	
394	Rheumatic disease of the heart valves	circulatory system	HP_0011560	Mitral atresia																		True	True
394	Rheumatic disease of the heart valves	circulatory system	HP_0010446	Tricuspid stenosis												81.82				True	True	True	True
394	Rheumatic disease of the heart valves	circulatory system	HP_0001718	Mitral stenosis				True	True	True					100.0							True	True
394	Rheumatic disease of the heart valves	circulatory system	HP_0001650	Aortic valve stenosis																		True	True
394	Rheumatic disease of the heart valves	circulatory system	HP_0001654	Abnormal heart valve morphology													17.844667039727952						
394.1	Mitral valve stenosis and aortic valve stenosis	circulatory system	HP_0011570	Congenital mitral stenosis																		True	
394.1	Mitral valve stenosis and aortic valve stenosis	circulatory system	HP_0001650	Aortic valve stenosis																		True	
394.1	Mitral valve stenosis and aortic valve stenosis	circulatory system	HP_0001718	Mitral stenosis																		True	
394.1	Mitral valve stenosis and aortic valve stenosis	circulatory system	HP_0011560	Mitral atresia																		True	
394.2	Mitral valve disease	circulatory system	HP_0031599	P mitrale																		True	True
394.2	Mitral valve disease	circulatory system	HP_0011560	Mitral atresia																		True	True
394.2	Mitral valve disease	circulatory system	HP_0001653	Mitral regurgitation											80.95	80.95						True	True
394.2	Mitral valve disease	circulatory system	HP_0001718	Mitral stenosis				True	True	True					100.0		85.71553750007389					True	True
394.2	Mitral valve disease	circulatory system	HP_0011570	Congenital mitral stenosis																		True	True
394.2	Mitral valve disease	circulatory system	HP_0001634	Mitral valve prolapse																		True	
394.3	Aortic valve disease	circulatory system	HP_0001659	Aortic regurgitation											80.95	80.95						True	
394.3	Aortic valve disease	circulatory system	HP_0001650	Aortic valve stenosis																		True	True
394.7	Disease of tricuspid valve	circulatory system	HP_0011662	Tricuspid atresia													51.3114526949467						
394.7	Disease of tricuspid valve	circulatory system	HP_0005180	Tricuspid regurgitation								True				83.33	36.814811508709774					True	True
394.7	Disease of tricuspid valve	circulatory system	HP_0001654	Abnormal heart valve morphology													20.009313058145867						
394.7	Disease of tricuspid valve	circulatory system	HP_0010316	Ebstein anomaly of the tricuspid valve													44.78846375426299						
394.7	Disease of tricuspid valve	circulatory system	HP_0010446	Tricuspid stenosis												81.82	27.563578308932733			True	True	True	True
395	Heart valve disorders	circulatory system	HP_0010446	Tricuspid stenosis																			True
395	Heart valve disorders	circulatory system	HP_0001642	Pulmonic stenosis												80.7				True	True	True	True
395	Heart valve disorders	circulatory system	HP_0100584	Endocarditis													18.428412377499143						
395	Heart valve disorders	circulatory system	HP_0006689	Bacterial endocarditis													27.488576322766523						
395	Heart valve disorders	circulatory system	HP_0002960	Autoimmunity																True	True		
395	Heart valve disorders	circulatory system	HP_0001634	Mitral valve prolapse																True	True	True	True
395	Heart valve disorders	circulatory system	HP_0001659	Aortic regurgitation																True	True		True
395	Heart valve disorders	circulatory system	HP_0001653	Mitral regurgitation												80.0				True	True	True	True
395	Heart valve disorders	circulatory system	HP_0011570	Congenital mitral stenosis																			True
395	Heart valve disorders	circulatory system	HP_0001650	Aortic valve stenosis																True	True		True
395	Heart valve disorders	circulatory system	HP_0001718	Mitral stenosis																			True
395	Heart valve disorders	circulatory system	HP_0005180	Tricuspid regurgitation																			True
395	Heart valve disorders	circulatory system	HP_0010444	Pulmonary insufficiency																True	True	True	True
395	Heart valve disorders	circulatory system	HP_0011560	Mitral atresia																			True
395	Heart valve disorders	circulatory system	HP_0002725	Systemic lupus erythematosus												84.75							
395	Heart valve disorders	circulatory system	HP_0031599	P mitrale																		True	True
395.1	Nonrheumatic mitral valve disorders	circulatory system	HP_0031599	P mitrale																		True	True
395.1	Nonrheumatic mitral valve disorders	circulatory system	HP_0011560	Mitral atresia																			True
395.1	Nonrheumatic mitral valve disorders	circulatory system	HP_0001653	Mitral regurgitation												80.0	15.111247221146016			True	True	True	True
395.1	Nonrheumatic mitral valve disorders	circulatory system	HP_0001634	Mitral valve prolapse																True	True	True	True
395.1	Nonrheumatic mitral valve disorders	circulatory system	HP_0001718	Mitral stenosis																			True
395.1	Nonrheumatic mitral valve disorders	circulatory system	HP_0011570	Congenital mitral stenosis																			True
395.2	Nonrheumatic aortic valve disorders	circulatory system	HP_0001650	Aortic valve stenosis																True	True		True
395.2	Nonrheumatic aortic valve disorders	circulatory system	HP_0001659	Aortic regurgitation																True	True		True
395.3	Nonrheumatic tricuspid valve disorders	circulatory system	HP_0010446	Tricuspid stenosis																			True
395.3	Nonrheumatic tricuspid valve disorders	circulatory system	HP_0005180	Tricuspid regurgitation																			True
395.4	Nonrheumatic pulmonary valve disorders	circulatory system	HP_0010444	Pulmonary insufficiency													154.52534848545508			True	True	True	True
395.4	Nonrheumatic pulmonary valve disorders	circulatory system	HP_0001642	Pulmonic stenosis												80.7	19.742256572274968			True	True	True	True
395.4	Nonrheumatic pulmonary valve disorders	circulatory system	HP_0005134	Absence of the pulmonary valve													16.29227176895187						
396	Abnormal heart sounds	circulatory system	HP_0031659	Fourth heart sound																		True	
396	Abnormal heart sounds	circulatory system	HP_0033113	Gallop rhythm																		True	
396	Abnormal heart sounds	circulatory system	HP_0031658	Third heart sound																		True	
396	Abnormal heart sounds	circulatory system	HP_0031667	Holosystolic murmur																		True	True
396	Abnormal heart sounds	circulatory system	HP_0030148	Heart murmur							True	True	True			100.0	96.10369454166236			True	True	True	True
396	Abnormal heart sounds	circulatory system	HP_0031664	Systolic heart murmur																True	True		
396	Abnormal heart sounds	circulatory system	HP_0011675	Arrhythmia																True	True		
396	Abnormal heart sounds	circulatory system	HP_0031657	Abnormal heart sound										100.0	100.0								
401	Hypertension	circulatory system	HP_0100735	Hypertensive crisis							True	True	True			100.0				True	True		
401	Hypertension	circulatory system	HP_0000822	Hypertension	True	True	True							100.0			28.7495258028647	True	True	True	True	True	True
401	Hypertension	circulatory system	HP_0100817	Renovascular hypertension				True	True	True	True	True	True		100.0	100.0				True	True	True	True
401	Hypertension	circulatory system	HP_0000119	Abnormality of the genitourinary system																True	True		
401	Hypertension	circulatory system	HP_0003774	Stage 5 chronic kidney disease																		True	
401	Hypertension	circulatory system	HP_0012622	Chronic kidney disease											81.48	81.48						True	
401	Hypertension	circulatory system	HP_0009741	Nephrosclerosis																True	True	True	True
401	Hypertension	circulatory system	HP_0001635	Congestive heart failure																			True
401	Hypertension	circulatory system	HP_0005162	Abnormal left ventricular function																			True
401	Hypertension	circulatory system	HP_0000083	Renal insufficiency																		True	
401	Hypertension	circulatory system	HP_0032263	Increased blood pressure															True		True	True	True
401	Hypertension	circulatory system	HP_0001708	Right ventricular failure																			True
401.1	Essential hypertension	circulatory system	HP_0032263	Increased blood pressure															True		True	True	True
401.1	Essential hypertension	circulatory system	HP_0000822	Hypertension													28.74232723581417	True	True	True	True	True	True
401.2	Hypertensive heart and/or renal disease	circulatory system	HP_0009741	Nephrosclerosis																True	True	True	True
401.2	Hypertensive heart and/or renal disease	circulatory system	HP_0100817	Renovascular hypertension																		True	
401.2	Hypertensive heart and/or renal disease	circulatory system	HP_0032263	Increased blood pressure															True		True		True
401.2	Hypertensive heart and/or renal disease	circulatory system	HP_0000083	Renal insufficiency																		True	
401.2	Hypertensive heart and/or renal disease	circulatory system	HP_0001708	Right ventricular failure																			True
401.2	Hypertensive heart and/or renal disease	circulatory system	HP_0012622	Chronic kidney disease											81.48	81.48						True	
401.2	Hypertensive heart and/or renal disease	circulatory system	HP_0000822	Hypertension														True	True	True	True		True
401.2	Hypertensive heart and/or renal disease	circulatory system	HP_0003774	Stage 5 chronic kidney disease																		True	
401.2	Hypertensive heart and/or renal disease	circulatory system	HP_0001635	Congestive heart failure																			True
401.2	Hypertensive heart and/or renal disease	circulatory system	HP_0005162	Abnormal left ventricular function																			True
401.21	Hypertensive heart disease	circulatory system	HP_0001708	Right ventricular failure																			True
401.21	Hypertensive heart disease	circulatory system	HP_0001635	Congestive heart failure																			True
401.21	Hypertensive heart disease	circulatory system	HP_0032263	Increased blood pressure															True		True		True
401.21	Hypertensive heart disease	circulatory system	HP_0000822	Hypertension													20.01333279799941	True	True	True	True		True
401.21	Hypertensive heart disease	circulatory system	HP_0005162	Abnormal left ventricular function																			True
401.22	Hypertensive chronic kidney disease	circulatory system	HP_0012622	Chronic kidney disease										81.48	81.48	81.48						True	
401.22	Hypertensive chronic kidney disease	circulatory system	HP_0032263	Increased blood pressure															True		True		True
401.22	Hypertensive chronic kidney disease	circulatory system	HP_0000083	Renal insufficiency																		True	
401.22	Hypertensive chronic kidney disease	circulatory system	HP_0003774	Stage 5 chronic kidney disease																		True	
401.22	Hypertensive chronic kidney disease	circulatory system	HP_0000112	Nephropathy													15.18092840483068						
401.22	Hypertensive chronic kidney disease	circulatory system	HP_0000822	Hypertension														True	True	True	True		True
401.22	Hypertensive chronic kidney disease	circulatory system	HP_0009741	Nephrosclerosis																True	True	True	True
401.22	Hypertensive chronic kidney disease	circulatory system	HP_0100817	Renovascular hypertension																		True	
401.3	Other hypertensive complications	circulatory system	HP_0032263	Increased blood pressure															True		True		True
401.3	Other hypertensive complications	circulatory system	HP_0000119	Abnormality of the genitourinary system																True	True		
401.3	Other hypertensive complications	circulatory system	HP_0000822	Hypertension													17.58538277588291	True	True	True	True		True
401.3	Other hypertensive complications	circulatory system	HP_0100735	Hypertensive crisis							True	True	True			100.0				True	True		
401.3	Other hypertensive complications	circulatory system	HP_0100817	Renovascular hypertension				True	True	True	True	True	True		100.0	100.0	13.893083535455599			True	True		True
402	Elevated blood pressure reading without diagnosis of hypertension	circulatory system	HP_0032263	Increased blood pressure													74.25485668902742						
402	Elevated blood pressure reading without diagnosis of hypertension	circulatory system	HP_0000822	Hypertension													30.95702215649394						
411	Ischemic Heart Disease	circulatory system	HP_0001681	Angina pectoris				True	True	True	True	True	True		100.0	100.0		True	True	True	True	True	True
411	Ischemic Heart Disease	circulatory system	HP_0002621	Atherosclerosis																True	True	True	True
411	Ischemic Heart Disease	circulatory system	HP_0100026	Arteriovenous malformation																			True
411	Ischemic Heart Disease	circulatory system	HP_0001677	Coronary artery atherosclerosis				True	True	True					100.0			True	True	True	True	True	True
411	Ischemic Heart Disease	circulatory system	HP_0006548	Pulmonary arteriovenous malformation																			True
411	Ischemic Heart Disease	circulatory system	HP_0033678	Acute coronary syndrome																			True
411	Ischemic Heart Disease	circulatory system	HP_0005145	Coronary artery stenosis																		True	
411	Ischemic Heart Disease	circulatory system	HP_0002635	Type IV atherosclerotic lesion																True	True		
411	Ischemic Heart Disease	circulatory system	HP_0004929	obsolete Coronary atherosclerosis						True								True	True	True	True		
411	Ischemic Heart Disease	circulatory system	HP_0006698	Dilatation of the ventricular cavity																True	True		
411	Ischemic Heart Disease	circulatory system	HP_0030882	Coronary artery aneurysm							True	True	True			100.0		True	True	True	True	True	True
411	Ischemic Heart Disease	circulatory system	HP_0002634	Arteriosclerosis																	True		True
411	Ischemic Heart Disease	circulatory system	HP_0006702	Coronary artery dissection					True		True	True	True		100.0	100.0		True	True	True	True	True	True
411	Ischemic Heart Disease	circulatory system	HP_0011851	Hemopericardium																			True
411	Ischemic Heart Disease	circulatory system	HP_0001638	Cardiomyopathy												81.08							True
411	Ischemic Heart Disease	circulatory system	HP_0004947	Arteriovenous fistula																		True	
411	Ischemic Heart Disease	circulatory system	HP_0001658	Myocardial infarction					True			True			89.47	89.47				True	True	True	True
411	Ischemic Heart Disease	circulatory system	HP_0025497	Coronary artery spasm																		True	
411.1	Unstable angina (intermediate coronary syndrome)	circulatory system	HP_0001658	Myocardial infarction													16.441855109116606						
411.1	Unstable angina (intermediate coronary syndrome)	circulatory system	HP_0004929	obsolete Coronary atherosclerosis															True		True		
411.1	Unstable angina (intermediate coronary syndrome)	circulatory system	HP_0001677	Coronary artery atherosclerosis															True		True		
411.2	Myocardial infarction	circulatory system	HP_0001677	Coronary artery atherosclerosis															True		True	True	
411.2	Myocardial infarction	circulatory system	HP_0004929	obsolete Coronary atherosclerosis															True		True		
411.2	Myocardial infarction	circulatory system	HP_0002621	Atherosclerosis																		True	
411.2	Myocardial infarction	circulatory system	HP_0005145	Coronary artery stenosis																		True	
411.2	Myocardial infarction	circulatory system	HP_0011851	Hemopericardium																			True
411.2	Myocardial infarction	circulatory system	HP_0001658	Myocardial infarction	True	True	True		True			True		100.0	89.47	89.47	50.18581231663988			True	True	True	True
411.3	Angina pectoris	circulatory system	HP_0025497	Coronary artery spasm													21.567626606622923					True	
411.3	Angina pectoris	circulatory system	HP_0001677	Coronary artery atherosclerosis															True		True		
411.3	Angina pectoris	circulatory system	HP_0004929	obsolete Coronary atherosclerosis															True		True		
411.3	Angina pectoris	circulatory system	HP_0001681	Angina pectoris	True	True	True	True	True	True	True	True	True	100.0	100.0	100.0	46.474339630299404	True	True	True	True	True	True
411.4	Coronary atherosclerosis	circulatory system	HP_0030882	Coronary artery aneurysm							True	True	True			100.0		True	True	True	True	True	True
411.4	Coronary atherosclerosis	circulatory system	HP_0002634	Arteriosclerosis																	True		True
411.4	Coronary atherosclerosis	circulatory system	HP_0002621	Atherosclerosis																True	True	True	True
411.4	Coronary atherosclerosis	circulatory system	HP_0001677	Coronary artery atherosclerosis	True	True	True	True	True	True				100.0	100.0		20.09077483892345	True	True	True	True	True	True
411.4	Coronary atherosclerosis	circulatory system	HP_0004947	Arteriovenous fistula																		True	
411.4	Coronary atherosclerosis	circulatory system	HP_0006698	Dilatation of the ventricular cavity																True	True		
411.4	Coronary atherosclerosis	circulatory system	HP_0100026	Arteriovenous malformation																			True
411.4	Coronary atherosclerosis	circulatory system	HP_0002635	Type IV atherosclerotic lesion																True	True		
411.4	Coronary atherosclerosis	circulatory system	HP_0004929	obsolete Coronary atherosclerosis			True			True								True	True	True	True		
411.4	Coronary atherosclerosis	circulatory system	HP_0006548	Pulmonary arteriovenous malformation																			True
411.4	Coronary atherosclerosis	circulatory system	HP_0006702	Coronary artery dissection					True		True	True	True		100.0	100.0		True	True	True	True	True	True
411.41	Aneurysm and dissection of heart	circulatory system	HP_0001677	Coronary artery atherosclerosis															True		True		
411.41	Aneurysm and dissection of heart	circulatory system	HP_0004383	Hypoplastic left heart													15.943256262106614						
411.41	Aneurysm and dissection of heart	circulatory system	HP_0004929	obsolete Coronary atherosclerosis															True		True		
411.41	Aneurysm and dissection of heart	circulatory system	HP_0004947	Arteriovenous fistula																		True	
411.41	Aneurysm and dissection of heart	circulatory system	HP_0006698	Dilatation of the ventricular cavity																True	True		
411.41	Aneurysm and dissection of heart	circulatory system	HP_0011641	Coronary artery fistula													104.35747437845328						
411.41	Aneurysm and dissection of heart	circulatory system	HP_0006548	Pulmonary arteriovenous malformation																			True
411.41	Aneurysm and dissection of heart	circulatory system	HP_0030882	Coronary artery aneurysm							True	True	True			100.0		True	True	True	True	True	True
411.41	Aneurysm and dissection of heart	circulatory system	HP_0006702	Coronary artery dissection					True		True	True	True		100.0	100.0		True	True	True	True	True	True
411.41	Aneurysm and dissection of heart	circulatory system	HP_0100026	Arteriovenous malformation																			True
411.8	Other chronic ischemic heart disease, unspecified	circulatory system	HP_0002621	Atherosclerosis																		True	
411.8	Other chronic ischemic heart disease, unspecified	circulatory system	HP_0001638	Cardiomyopathy												81.08							True
411.8	Other chronic ischemic heart disease, unspecified	circulatory system	HP_0001677	Coronary artery atherosclerosis													27.245219634791614		True		True	True	
411.8	Other chronic ischemic heart disease, unspecified	circulatory system	HP_0005145	Coronary artery stenosis																		True	
411.8	Other chronic ischemic heart disease, unspecified	circulatory system	HP_0004929	obsolete Coronary atherosclerosis															True		True		
411.9	Other acute and subacute forms of ischemic heart disease	circulatory system	HP_0025497	Coronary artery spasm													14.233339470163688						
411.9	Other acute and subacute forms of ischemic heart disease	circulatory system	HP_0004929	obsolete Coronary atherosclerosis															True		True		
411.9	Other acute and subacute forms of ischemic heart disease	circulatory system	HP_0033678	Acute coronary syndrome																			True
411.9	Other acute and subacute forms of ischemic heart disease	circulatory system	HP_0001677	Coronary artery atherosclerosis															True		True		
414	Other forms of chronic heart disease	circulatory system	HP_0002621	Atherosclerosis																		True	
414	Other forms of chronic heart disease	circulatory system	HP_0005145	Coronary artery stenosis																		True	
414	Other forms of chronic heart disease	circulatory system	HP_0001639	Hypertrophic cardiomyopathy																	True		
414	Other forms of chronic heart disease	circulatory system	HP_0001723	Restrictive cardiomyopathy																	True		
414	Other forms of chronic heart disease	circulatory system	HP_0001638	Cardiomyopathy											81.25	81.25	36.8236421181965			True	True		
414	Other forms of chronic heart disease	circulatory system	HP_0001644	Dilated cardiomyopathy																	True		
414	Other forms of chronic heart disease	circulatory system	HP_0001626	Abnormality of the cardiovascular system														True	True				
414	Other forms of chronic heart disease	circulatory system	HP_0004929	obsolete Coronary atherosclerosis																	True		
414	Other forms of chronic heart disease	circulatory system	HP_0001677	Coronary artery atherosclerosis																	True	True	
414.2	ASCVD	circulatory system	HP_0005145	Coronary artery stenosis																		True	
414.2	ASCVD	circulatory system	HP_0002621	Atherosclerosis																		True	
414.2	ASCVD	circulatory system	HP_0001626	Abnormality of the cardiovascular system														True	True				
414.2	ASCVD	circulatory system	HP_0001677	Coronary artery atherosclerosis																		True	
415	Pulmonary heart disease	circulatory system	HP_0002204	Pulmonary embolism					True		True	True	True		80.0	100.0	41.76096937640812			True	True	True	True
415	Pulmonary heart disease	circulatory system	HP_0004947	Arteriovenous fistula																		True	True
415	Pulmonary heart disease	circulatory system	HP_0004937	Pulmonary artery aneurysm					True			True			100.0	100.0		True	True	True	True		
415	Pulmonary heart disease	circulatory system	HP_0032008	Pulmonary fat embolism									True		81.82								
415	Pulmonary heart disease	circulatory system	HP_0033426	Pulmonary air embolism									True										
415	Pulmonary heart disease	circulatory system	HP_0001648	Cor pulmonale					True						83.87		17.60038382207385			True	True	True	True
