phecodeX_code	phecodeX_label	phecodeX_simpleLabel	phecodeX_category	hpo_code	hpo_label	SORTA_score
386.43	Constriction of visual field	constriction of visual field	Eye	HP_0001133	Constriction of peripheral visual field	100.0
386.5	Color vision deficiencies	color vision deficiencies	Eye	HP_0000551	Color vision defect	80.0
386.6	Night blindness	night blindness	Eye	HP_0000662	Nyctalopia	100.0
387.1	Hypermetropia	hypermetropia	Eye	HP_0000540	Hypermetropia	100.0
387.2	Myopia	myopia	Eye	HP_0000545	Myopia	100.0
387.3	Astigmatism	astigmatism	Eye	HP_0000483	Astigmatism	100.0
387.31	Irregular astigmatism	irregular astigmatism	Eye	HP_0031792	Irregular astigmatism	100.0
387.5	Anisometropia	anisometropia	Eye	HP_0012803	Anisometropia	100.0
388.1	Blindness of both eyes	blindness of both eyes	Eye	HP_0000618	Blindness	80.0
389.1	Ocular pain	ocular pain	Eye	HP_0200026	Ocular pain	100.0
389.2	Leucocoria	leucocoria	Eye	HP_0000555	Leukocoria	81.82
390.1	Otitis externa	otitis externa	Hearing	HP_0410017	Otitis externa	100.0
390.2	Exostosis of external auditory canal	exostosis of external auditory canal	Hearing	HP_0004459	Exostosis of the external auditory canal	100.0
390.4	Impacted cerumen	impacted cerumen	Hearing	HP_0030788	Impacted cerumen	100.0
391.1	Otitis media	otitis media	Hearing	HP_0000388	Otitis media	100.0
391.11	Acute otitis media	acute otitis media	Hearing	HP_0000371	Acute otitis media	100.0
391.12	Chronic otitis media	chronic otitis media	Hearing	HP_0000389	Chronic otitis media	100.0
391.22	Obstruction of Eustachian tube	obstruction of eustachian tube	Hearing	HP_0040269	Blocked Eustachian tube	100.0
391.4	Tympanosclerosis	tympanosclerosis	Hearing	HP_0020123	Tympanosclerosis	100.0
391.5	Abnormalities of ear ossicles	abnormalities of ear ossicles	Hearing	HP_0004452	Abnormality of the middle ear ossicles	85.71
391.8	Otosclerosis	otosclerosis	Hearing	HP_0000362	Otosclerosis	100.0
392	Otalgia [ear pain]	otalgia ear pain	Hearing	HP_0030766	Ear pain	100.0
394.2	Vertigo	vertigo	Hearing	HP_0002321	Vertigo	100.0
394.21	Paroxysmal vertigo	paroxysmal vertigo	Hearing	HP_0010532	Paroxysmal vertigo	100.0
396	Hearing impairment	hearing impairment	Hearing	HP_0000365	Hearing impairment	100.0
396.1	Conductive hearing loss	conductive hearing loss	Hearing	HP_0000405	Conductive hearing impairment	100.0
396.11	Conductive hearing loss, bilateral	conductive hearing loss bilateral	Hearing	HP_0008513	Bilateral conductive hearing impairment	100.0
396.2	Sensorineural hearing loss	sensorineural hearing loss	Hearing	HP_0000407	Sensorineural hearing impairment	100.0
396.21	Sensorineural hearing loss, bilateral	sensorineural hearing loss bilateral	Hearing	HP_0008619	Bilateral sensorineural hearing impairment	100.0
396.22	Presbycusis	presbycusis	Hearing	HP_0040113	Old-aged sensorineural hearing impairment	100.0
396.3	Mixed conductive and sensorineural hearing loss	mixed conductive and sensorineural hearing loss	Hearing	HP_0008527	Congenital sensorineural hearing impairment	80.0
397	Other hearing abnormality	other hearing abnormality	Hearing	HP_0000364	Hearing abnormality	100.0
397.1	Tinnitus	tinnitus	Hearing	HP_0000360	Tinnitus	100.0
397.11	Pulsatile tinnitus*	pulsatile tinnitus	Hearing	HP_0008629	Pulsatile tinnitus	100.0
397.3	Hyperacusis	hyperacusis	Hearing	HP_0010780	Hyperacusis	100.0
401	Hypertension	hypertension	Cardio	HP_0000822	Hypertension	100.0
401.3	Hypertensive chronic kidney disease	hypertensive chronic kidney disease	Cardio	HP_0012622	Chronic kidney disease	81.48
401.61	Renovascular hypertension	renovascular hypertension	Cardio	HP_0100817	Renovascular hypertension	100.0
401.7	Hypertensive crisis*	hypertensive crisis	Cardio	HP_0100735	Hypertensive crisis	100.0
403	Angina pectoris	angina pectoris	Cardio	HP_0001681	Angina pectoris	100.0
403.1	Coronary artery spasm [Coronary vasospasm]	coronary artery spasm coronary vasospasm	Cardio	HP_0025497	Coronary artery spasm	92.13
404.1	Myocardial infarction [Heart attack]	myocardial infarction heart attack	Cardio	HP_0001658	Myocardial infarction	100.0
404.11	Acute myocardial infarction	acute myocardial infarction	Cardio	HP_0001658	Myocardial infarction	87.18
406	Chronic pulmonary heart disease	chronic pulmonary heart disease	Cardio	HP_0006510	Chronic pulmonary obstruction	80.0
406.1	Pulmonary hypertension	pulmonary hypertension	Cardio	HP_0030950	Pulmonary venous hypertension	86.96
406.11	Primary pulmonary hypertension	primary pulmonary hypertension	Cardio	HP_0002092	Pulmonary arterial hypertension	83.64
406.13	Secondary pulmonary arterial hypertension*	secondary pulmonary arterial hypertension	Cardio	HP_0002092	Pulmonary arterial hypertension	84.38
410.1	Pericarditis	pericarditis	Cardio	HP_0001701	Pericarditis	100.0
410.2	Endocarditis	endocarditis	Cardio	HP_0100584	Endocarditis	100.0
410.3	Myocarditis	myocarditis	Cardio	HP_0012819	Myocarditis	100.0
411.1	Hemopericardium NEC	hemopericardium nec	Cardio	HP_0011851	Hemopericardium	88.89
411.3	Cardiac tamponade	cardiac tamponade	Cardio	HP_0033415	Cardiac tamponade	100.0
413.11	Mitral valve insufficiency	mitral valve insufficiency	Cardio	HP_0001653	Mitral regurgitation	100.0
413.12	Mitral valve prolapse*	mitral valve prolapse	Cardio	HP_0001634	Mitral valve prolapse	100.0
413.13	Mitral valve stenosis	mitral valve stenosis	Cardio	HP_0001718	Mitral stenosis	100.0
413.21	Aortic stenosis	aortic stenosis	Cardio	HP_0001650	Aortic valve stenosis	100.0
413.22	Aortic insufficiency	aortic insufficiency	Cardio	HP_0001659	Aortic regurgitation	100.0
413.31	Tricuspid value stenosis*	tricuspid value stenosis	Cardio	HP_0010446	Tricuspid stenosis	87.8
413.32	Tricuspid value insufficiency*	tricuspid value insufficiency	Cardio	HP_0005180	Tricuspid regurgitation	88.89
413.41	Pulmonary valve stenosis*	pulmonary valve stenosis	Cardio	HP_0001642	Pulmonic stenosis	100.0
413.42	Pulmonary valve insufficiency*	pulmonary valve insufficiency	Cardio	HP_0010444	Pulmonary insufficiency	94.12
414	Cardiomyopathy	cardiomyopathy	Cardio	HP_0001638	Cardiomyopathy	100.0
414.1	Hypertrophic cardiomyopathy	hypertrophic cardiomyopathy	Cardio	HP_0001639	Hypertrophic cardiomyopathy	100.0
414.11	Obstructive hypertrophic cardiomyopathy	obstructive hypertrophic cardiomyopathy	Cardio	HP_0001639	Hypertrophic cardiomyopathy	85.25
414.2	Dilated cardiomyopathy*	dilated cardiomyopathy	Cardio	HP_0001644	Dilated cardiomyopathy	100.0
414.3	Alcoholic cardiomyopathy	alcoholic cardiomyopathy	Cardio	HP_0200127	Atrial cardiomyopathy	80.0
414.5	Ischemic cardiomyopathy*	ischemic cardiomyopathy	Cardio	HP_0001638	Cardiomyopathy	81.08
414.7	Endocardial fibroelastosis	endocardial fibroelastosis	Cardio	HP_0001706	Endocardial fibroelastosis	100.0
414.8	Restrictive cardiomyopathy*	restrictive cardiomyopathy	Cardio	HP_0001723	Restrictive cardiomyopathy	100.0
416.1	Paroxysmal tachycardia	paroxysmal tachycardia	Cardio	HP_0006688	Paroxysmal tachycardia	100.0
416.11	Supraventricular tachycardia	supraventricular tachycardia	Cardio	HP_0004755	Supraventricular tachycardia	100.0
416.12	Ventricular tachycardia	ventricular tachycardia	Cardio	HP_0004756	Ventricular tachycardia	100.0
416.2	Atrial fibrillation and flutter	atrial fibrillation and flutter	Cardio	HP_0004749	Atrial flutter	81.08
416.21	Atrial fibrillation	atrial fibrillation	Cardio	HP_0005110	Atrial fibrillation	100.0
416.211	Paroxysmal atrial fibrillation*	paroxysmal atrial fibrillation	Cardio	HP_0004757	Paroxysmal atrial fibrillation	100.0
416.214	Permanent atrial fibrillation*	permanent atrial fibrillation	Cardio	HP_0004754	Permanent atrial fibrillation	100.0
416.22	Atrial flutter	atrial flutter	Cardio	HP_0004749	Atrial flutter	100.0
416.221	Typical atrial flutter*	typical atrial flutter	Cardio	HP_0031671	Typical atrial flutter	100.0
416.222	Atypical atrial flutter*	atypical atrial flutter	Cardio	HP_0004749	Atrial flutter	85.71
416.3	Ventricular fibrillation and flutter	ventricular fibrillation and flutter	Cardio	HP_0011841	Ventricular flutter	85.11
416.31	Ventricular fibrillation	ventricular fibrillation	Cardio	HP_0001663	Ventricular fibrillation	100.0
416.32	Ventricular flutter	ventricular flutter	Cardio	HP_0011841	Ventricular flutter	100.0
416.4	Heart block	heart block	Cardio	HP_0012722	Heart block	100.0
416.41	Atrioventricular block	atrioventricular block	Cardio	HP_0001678	Atrioventricular block	100.0
416.42	Left bundle branch block	left bundle branch block	Cardio	HP_0011713	Left bundle branch block	100.0
416.43	Right bundle branch block	right bundle branch block	Cardio	HP_0011712	Right bundle branch block	100.0
416.51	Atrial premature depolarization [Supraventricular premature beats]	atrial premature depolarization supraventricular premature beats	Cardio	HP_0006699	Premature atrial contractions	84.68
416.6	Long QT syndrome	long qt syndrome	Cardio	HP_0001657	Prolonged QT interval	100.0
416.71	Sick sinus syndrome*	sick sinus syndrome	Cardio	HP_0011704	Sick sinus syndrome	100.0
417.1	Palpitations	palpitations	Cardio	HP_0001962	Palpitations	100.0
417.2	Tachycardia	tachycardia	Cardio	HP_0001649	Tachycardia	100.0
417.3	Bradycardia*	bradycardia	Cardio	HP_0001662	Bradycardia	100.0
418.1	Abnormal electrocardiogram [ECG] [EKG]	abnormal electrocardiogram ecg ekg	Cardio	HP_0003115	Abnormal EKG	86.21
420	Cardiac arrest	cardiac arrest	Cardio	HP_0001695	Cardiac arrest	100.0
423	Abnormal cardiac sounds	abnormal cardiac sounds	Cardio	HP_0001627	Abnormal heart morphology	83.33
423.1	Cardiac murmurs	cardiac murmurs	Cardio	HP_0030148	Heart murmur	100.0
424	Heart failure	heart failure	Cardio	HP_0001635	Congestive heart failure	100.0
424.1	Left heart failure	left heart failure	Cardio	HP_0005162	Abnormal left ventricular function	87.8
424.5	Right heart failure*	right heart failure	Cardio	HP_0001708	Right ventricular failure	88.37
425	Cardiomegaly	cardiomegaly	Cardio	HP_0001640	Cardiomegaly	100.0
430.1	Nontraumatic subarachnoid hemorrhage	nontraumatic subarachnoid hemorrhage	Cardio	HP_0002138	Subarachnoid hemorrhage	80.7
430.2	Nontraumatic intracerebral hemorrhage	nontraumatic intracerebral hemorrhage	Cardio	HP_0001342	Cerebral hemorrhage	80.0
431	Stroke and transient cerebral ischemic attacks	stroke and transient cerebral ischemic attacks	Cardio	HP_0002326	Transient ischemic attack	83.78
431.1	Stroke	stroke	Cardio	HP_0001297	Stroke	100.0
431.12	Hemorrhagic stroke	hemorrhagic stroke	Cardio	HP_0004968	Recurrent cerebral hemorrhage	82.93
431.2	Transient cerebral ischemic attacks	transient cerebral ischemic attacks	Cardio	HP_0002326	Transient ischemic attack	87.27
433.1	Occlusion and stenosis of cerebral arteries	occlusion and stenosis of cerebral arteries	Cardio	HP_0012492	Cerebral artery stenosis	86.27
433.21	Carotid artery stenosis	carotid artery stenosis	Cardio	HP_0100546	Carotid artery stenosis	100.0
436	Atherosclerosis [ASCVD]	atherosclerosis ascvd	Cardio	HP_0002621	Atherosclerosis	83.33
436.1	Atherosclerosis of renal artery	atherosclerosis of renal artery	Cardio	HP_0031684	Renal artery atherosclerosis	100.0
436.2	Atherosclerosis of the extremities	atherosclerosis of the extremities	Cardio	HP_0002621	Atherosclerosis	81.08
436.3	Atherosclerosis of aorta	atherosclerosis of aorta	Cardio	HP_0012397	Aortic atherosclerotic lesion	100.0
436.5	Cerebral atherosclerosis	cerebral atherosclerosis	Cardio	HP_0007201	Cerebral artery atherosclerosis	86.27
438.1	Aortic aneurysm and ectasia	aortic aneurysm and ectasia	Cardio	HP_0004942	Aortic aneurysm	80.0
438.11	Abdominal aortic aneurysm	abdominal aortic aneurysm	Cardio	HP_0005112	Abdominal aortic aneurysm	100.0
438.12	Thoracic aneurysm	thoracic aneurysm	Cardio	HP_0012727	Thoracic aortic aneurysm	82.05
438.13	Thoracoabdominal aortic aneurysm	thoracoabdominal aortic aneurysm	Cardio	HP_0005112	Abdominal aortic aneurysm	83.64
438.4	Arterial dissection	arterial dissection	Cardio	HP_0005294	Arterial dissection	100.0
438.41	Aortic dissection	aortic dissection	Cardio	HP_0002647	Aortic dissection	100.0
438.42	Carotid artery dissection	carotid artery dissection	Cardio	HP_0012158	Carotid artery dissection	100.0
438.43	Coronary artery dissection	coronary artery dissection	Cardio	HP_0006702	Coronary artery dissection	100.0
438.6	Cerebral aneurysm	cerebral aneurysm	Cardio	HP_0007029	Cerebral berry aneurysm	84.21
438.8	Rupture of artery	rupture of artery	Cardio	HP_0025019	Arterial rupture	100.0
438.9	Aneurysm of pulmonary artery	aneurysm of pulmonary artery	Cardio	HP_0004937	Pulmonary artery aneurysm	100.0
439	Hemorrhoids	hemorrhoids	Cardio	HP_0032551	Hemorrhoids	100.0
440	Embolism and thrombosis	embolism and thrombosis	Cardio	HP_0001907	Thromboembolism	82.76
440.1	Venous thromboembolism	venous thromboembolism	Cardio	HP_0001907	Thromboembolism	81.25
440.11	Deep vein thrombosis [DVT]	deep vein thrombosis dvt	Cardio	HP_0002625	Deep venous thrombosis	90.91
440.12	Portal vein thrombosis	portal vein thrombosis	Cardio	HP_0030242	Portal vein thrombosis	100.0
440.14	Budd-Chiari syndrome	budd-chiari syndrome	Cardio	HP_0002639	Budd-Chiari syndrome	100.0
440.15	Cerebral venous sinus thrombosis	cerebral venous sinus thrombosis	Cardio	HP_0005305	Cerebral venous thrombosis	90.2
440.2	Arterial embolism and thrombosis	arterial embolism and thrombosis	Cardio	HP_0004420	Arterial thrombosis	85.0
440.3	Pulmonary embolism	pulmonary embolism	Cardio	HP_0002204	Pulmonary embolism	100.0
440.4	Septic embolism	septic embolism	Cardio	HP_0033553	Septic embolism	100.0
441	Arteriovenous malformation	arteriovenous malformation	Cardio	HP_0100026	Arteriovenous malformation	100.0
441.1	Arteriovenous fistula	arteriovenous fistula	Cardio	HP_0004947	Arteriovenous fistula	100.0
441.2	Pulmonary arteriovenous malformation	pulmonary arteriovenous malformation	Cardio	HP_0006548	Pulmonary arteriovenous malformation	100.0
443.2	Celiac artery compression syndrome	celiac artery compression syndrome	Cardio	HP_0012327	Celiac artery compression	85.19
443.3	Arterial fibromuscular dysplasia*	arterial fibromuscular dysplasia	Cardio	HP_0005313	Arterial fibromuscular dysplasia	100.0
444	Venous insufficiency	venous insufficiency	Cardio	HP_0005293	Venous insufficiency	100.0
444.1	Varicose veins	varicose veins	Cardio	HP_0002619	Varicose veins	100.0
444.12	Gastric varices*	gastric varices	Cardio	HP_0030169	Gastric varix	85.71
444.13	Esophageal varix	esophageal varix	Cardio	HP_0002040	Esophageal varix	100.0
446	Hypotension	hypotension	Cardio	HP_0002615	Hypotension	100.0
446.2	Orthostatic hypotension	orthostatic hypotension	Cardio	HP_0001278	Orthostatic hypotension	100.0
448.2	Erythromelalgia	erythromelalgia	Cardio	HP_0032147	Erythromelalgia	100.0
452	Hemorrhage, NOS	hemorrhage	Cardio	HP_0002239	Gastrointestinal hemorrhage	86.96
460	Acute respiratory infection	acute respiratory infection	Resp	HP_0011948	Recurrent acute respiratory tract infection	88.89
460.1	Acute upper respiratory infection	acute upper respiratory infection	Resp	HP_0002788	Recurrent upper respiratory tract infections	88.52
460.2	Acute lower respiratory infection	acute lower respiratory infection	Resp	HP_0002783	Recurrent lower respiratory tract infections	88.52
462	Sinusitis	sinusitis	Resp	HP_0000246	Sinusitis	100.0
462.1	Acute sinusitis	acute sinusitis	Resp	HP_0000255	Acute sinusitis	100.0
462.11	Acute recurrent sinusitis*	acute recurrent sinusitis	Resp	HP_0011108	Recurrent sinusitis	83.87
462.2	Chronic sinusitis	chronic sinusitis	Resp	HP_0011109	Chronic sinusitis	100.0
463.1	Chronic rhinitis	chronic rhinitis	Resp	HP_0002257	Chronic rhinitis	100.0
463.2	Allergic rhinitis	allergic rhinitis	Resp	HP_0003193	Allergic rhinitis	100.0
463.21	Seasonal allergic rhinitis	seasonal allergic rhinitis	Resp	HP_0003193	Allergic rhinitis	81.08
465	Pharyngitis	pharyngitis	Resp	HP_0025439	Pharyngitis	100.0
468	Pneumonia	pneumonia	Resp	HP_0002090	Pneumonia	100.0
468.1	Viral pneumonia	viral pneumonia	Resp	HP_0033214	Recurrent viral pneumonia	82.05
468.51	Pulmonary aspergillosis	pulmonary aspergillosis	Resp	HP_0020103	Invasive pulmonary aspergillosis	88.46
469	Bronchitis	bronchitis	Resp	HP_0012387	Bronchitis	100.0
469.1	Acute bronchitis	acute bronchitis	Resp	HP_0012388	Acute bronchitis	100.0
469.2	Chronic bronchitis	chronic bronchitis	Resp	HP_0004469	Chronic bronchitis	100.0
470	Acute bronchiolitis	acute bronchiolitis	Resp	HP_0011950	Bronchiolitis	80.0
471.2	Deviated nasal septum	deviated nasal septum	Resp	HP_0004411	Deviated nasal septum	100.0
471.5	Nasal polyps	nasal polyps	Resp	HP_0100582	Nasal polyposis	100.0
472.1	Paralysis of vocal cords and larynx	paralysis of vocal cords and larynx	Resp	HP_0001605	Vocal cord paralysis	85.11
472.2	Polyp of vocal cord and larynx	polyp of vocal cord and larynx	Resp	HP_0032041	Vocal cord polyp	82.93
472.3	Edema of larynx	edema of larynx	Resp	HP_0012027	Laryngeal edema	84.62
472.4	Laryngeal spasm	laryngeal spasm	Resp	HP_0025425	Laryngospasm	84.62
472.5	Stenosis of larynx	stenosis of larynx	Resp	HP_0001602	Laryngeal stenosis	86.67
474	Chronic obstructive pulmonary disease [COPD]	chronic obstructive pulmonary disease copd	Resp	HP_0006510	Chronic pulmonary obstruction	100.0
474.1	Emphysema	emphysema	Resp	HP_0002097	Emphysema	100.0
474.13	Centrilobular emphysema*	centrilobular emphysema	Resp	HP_0032966	Centrilobular emphysema	100.0
475	Asthma	asthma	Resp	HP_0002099	Asthma	100.0
476	Bronchiectasis	bronchiectasis	Resp	HP_0002110	Bronchiectasis	100.0
477.2	Hypersensitivity pneumonitis	hypersensitivity pneumonitis	Resp	HP_0006516	Hypersensitivity pneumonitis	100.0
478	Aspiration pneumonia	aspiration pneumonia	Resp	HP_0011951	Aspiration pneumonia	100.0
479.1	Acute respiratory distress syndrome [ARDS]*	acute respiratory distress syndrome ards	Resp	HP_0033677	Acute respiratory distress syndrome	100.0
479.3	Respiratory failure	respiratory failure	Resp	HP_0002878	Respiratory failure	100.0
479.31	Acute respiratory failure	acute respiratory failure	Resp	HP_0002878	Respiratory failure	88.37
479.6	Pulmonary collapse [Atelectasis]	pulmonary collapse atelectasis	Resp	HP_0100750	Atelectasis	84.0
480	Pulmonary edema	pulmonary edema	Resp	HP_0100598	Pulmonary edema	100.0
480.1	Acute pulmonary edema	acute pulmonary edema	Resp	HP_0100598	Pulmonary edema	86.49
480.2	Chronic pulmonary edema	chronic pulmonary edema	Resp	HP_0100598	Pulmonary edema	80.0
481	Interstitial pulmonary diseases	interstitial pulmonary diseases	Resp	HP_0006530	Abnormal pulmonary interstitial morphology	100.0
481.2	Alveolar proteinosis	alveolar proteinosis	Resp	HP_0006517	Intraalveolar phospholipid accumulation	100.0
481.4	Pulmonary fibrosis	pulmonary fibrosis	Resp	HP_0002206	Pulmonary fibrosis	100.0
481.42	Idiopathic pulmonary fibrosis	idiopathic pulmonary fibrosis	Resp	HP_0002206	Pulmonary fibrosis	80.0
481.43	Interstitial pneumonitis	interstitial pneumonitis	Resp	HP_0006515	Interstitial pneumonitis	100.0
481.45	Cryptogenic organizing pneumonia	cryptogenic organizing pneumonia	Resp	HP_0011945	Bronchiolitis obliterans organizing pneumonia	100.0
481.46	Desquamative interstitial pneumonia	desquamative interstitial pneumonia	Resp	HP_0005942	Desquamative interstitial pneumonitis	92.86
481.6	Lymphoid interstitial pneumonia	lymphoid interstitial pneumonia	Resp	HP_0006527	Lymphocytic interstitial pneumonia	100.0
482.11	Abscess of lung	abscess of lung	Resp	HP_0025044	Lung abscess	100.0
482.2	Pyothorax (empyema)	pyothorax empyema	Resp	HP_0011919	Pleural empyema	81.82
483	Pleural effusion	pleural effusion	Resp	HP_0002202	Pleural effusion	100.0
484.1	Spontaneous pneumothorax	spontaneous pneumothorax	Resp	HP_0002108	Spontaneous pneumothorax	100.0
485	Chronic respiratory failure	chronic respiratory failure	Resp	HP_0002878	Respiratory failure	82.61
486.21	Bronchospasm	bronchospasm	Resp	HP_0025428	Bronchospasm	100.0
486.5	Abnormal sputum	abnormal sputum	Resp	HP_0032016	Abnormal sputum	100.0
487.1	Epistaxis	epistaxis	Resp	HP_0000421	Epistaxis	100.0
487.3	Hemoptysis	hemoptysis	Resp	HP_0002105	Hemoptysis	100.0
488	Abnormalities of breathing	abnormalities of breathing	Resp	HP_0002094	Dyspnea	100.0
488.1	Dyspnea [Shortness of breath]	dyspnea shortness of breath	Resp	HP_0002094	Dyspnea	100.0
488.11	Orthopnea	orthopnea	Resp	HP_0012764	Orthopnea	100.0
488.2	Hyperventilation	hyperventilation	Resp	HP_0002883	Hyperventilation	100.0
488.3	Periodic breathing [Cheyne-Stokes]	periodic breathing cheyne-stokes	Resp	HP_0012196	Cheyne-Stokes respiration	88.14
488.4	Tachypnea	tachypnea	Resp	HP_0002789	Tachypnea	100.0
488.5	Stridor	stridor	Resp	HP_0010307	Stridor	100.0
488.6	Wheezing	wheezing	Resp	HP_0030828	Wheezing	100.0
488.9	Snoring*	snoring	Resp	HP_0025267	Snoring	100.0
491	Pleurisy	pleurisy	Resp	HP_0002102	Pleuritis	100.0
492	Tracheoesophageal fistula	tracheoesophageal fistula	Resp	HP_0002575	Tracheoesophageal fistula	100.0
494.1	Dysphonia	dysphonia	Resp	HP_0001618	Dysphonia	100.0
494.2	Aphonia	aphonia	Resp	HP_0001686	Loss of voice	100.0
495.1	Solitary pulmonary nodule	solitary pulmonary nodule	Resp	HP_0033609	Solid pulmonary nodule	85.11
496	Abnormal results of pulmonary function studies	abnormal results of pulmonary function studies	Resp	HP_0030878	Abnormality on pulmonary function testing	82.86
497	Respiratory arrest	respiratory arrest	Resp	HP_0005943	Respiratory arrest	100.0
498.1	Hypoxemia	hypoxemia	Resp	HP_0012418	Hypoxemia	100.0
498.2	Cyanosis	cyanosis	Resp	HP_0000961	Cyanosis	100.0
500.1	Anodontia	anodontia	GI	HP_0000674	Anodontia	100.0
500.3	Supernumerary teeth	supernumerary teeth	GI	HP_0011069	Supernumerary tooth	100.0
500.41	Impacted teeth*	impacted teeth	GI	HP_0001571	Multiple impacted teeth	100.0
501	Dental caries	dental caries	GI	HP_0000670	Carious teeth	100.0
502.7	Atrophy of edentulous alveolar ridge	atrophy of edentulous alveolar ridge	GI	HP_0006308	Atrophy of alveolar ridges	84.62
503.5	Periapical abscess	periapical abscess	GI	HP_0030758	Periapical tooth abscess	83.33
504	Periodontal diseases	periodontal diseases	GI	HP_0000166	Severe periodontitis	85.0
504.1	Gingivitis	gingivitis	GI	HP_0000230	Gingivitis	100.0
504.2	Gingival recession	gingival recession	GI	HP_0030816	Gingival recession	100.0
504.3	Periodontitis	periodontitis	GI	HP_0000704	Periodontitis	100.0
504.4	Gingival enlargement*	gingival enlargement	GI	HP_0000212	Gingival overgrowth	100.0
506.3	Sialoadenitis	sialoadenitis	GI	HP_0031281	Sialadenitis	84.21
506.51	Dry mouth*	dry mouth	GI	HP_0000217	Xerostomia	100.0
507	Lesions of mouth	lesions of mouth	GI	HP_0012290	Mouth neoplasm	100.0
507.1	Stomatitis	stomatitis	GI	HP_0010280	Stomatitis	100.0
507.11	Recurrent oral aphthae [Recurrent aphthous stomatitis]	recurrent oral aphthae recurrent aphthous stomatitis	GI	HP_0011107	Recurrent aphthous stomatitis	100.0
507.3	Oral leukoplakia	oral leukoplakia	GI	HP_0002745	Oral leukoplakia	100.0
507.31	Hairy leukoplakia*	hairy leukoplakia	GI	HP_0025126	Oral hairy leukoplakia	87.8
509.1	Glossitis	glossitis	GI	HP_0000206	Glossitis	100.0
509.2	Geographic tongue	geographic tongue	GI	HP_0025252	Geographic tongue	100.0
509.3	Hypertrophy of tongue papillae	hypertrophy of tongue papillae	GI	HP_0000158	Macroglossia	81.82
509.5	Plicated tongue	plicated tongue	GI	HP_0000221	Furrowed tongue	100.0
510.2	Esophagitis	esophagitis	GI	HP_0100633	Esophagitis	100.0
510.6	Diverticulum of esophagus	diverticulum of esophagus	GI	HP_0100628	Esophageal diverticulum	93.02
510.8	Barrett's esophagus	barretts esophagus	GI	HP_0100580	Barrett esophagus	100.0
511	Gastro-esophageal reflux disease	gastro-esophageal reflux disease	GI	HP_0002020	Gastroesophageal reflux	94.74
512	Dysphagia	dysphagia	GI	HP_0002015	Dysphagia	100.0
512.1	Dysphagia, oropharyngeal phase	dysphagia oropharyngeal phase	GI	HP_0200136	Oral-pharyngeal dysphagia	87.5
513	Peptic ulcer	peptic ulcer	GI	HP_0004398	Peptic ulcer	100.0
513.1	Esophageal ulcer	esophageal ulcer	GI	HP_0004791	Esophageal ulceration	100.0
513.2	Gastric ulcer	gastric ulcer	GI	HP_0002592	Gastric ulcer	100.0
513.3	Duodenal ulcer	duodenal ulcer	GI	HP_0002588	Duodenal ulcer	100.0
514	Gastrointestinal obstruction	gastrointestinal obstruction	GI	HP_0004796	Gastrointestinal obstruction	100.0
514.2	Intestinal obstruction	intestinal obstruction	GI	HP_0005214	Intestinal obstruction	100.0
514.3	Ileus	ileus	GI	HP_0002595	Ileus	100.0
514.31	Paralytic ileus	paralytic ileus	GI	HP_0002590	Paralytic ileus	100.0
516.1	Pyloric stenosis	pyloric stenosis	GI	HP_0002021	Pyloric stenosis	100.0
516.4	Gastroparesis	gastroparesis	GI	HP_0002578	Gastroparesis	100.0
516.6	Achlorhydria	achlorhydria	GI	HP_0032448	Achlorhydria	100.0
517	Gastrointestinal angiodysplasia	gastrointestinal angiodysplasia	GI	HP_0000471	Gastrointestinal angiodysplasia	100.0
520	Hernia	hernia	GI	HP_0100790	Hernia	100.0
520.1	Hernia of the abdominal wall	hernia of the abdominal wall	GI	HP_0004299	Hernia of the abdominal wall	100.0
520.11	Inguinal hernia	inguinal hernia	GI	HP_0000023	Inguinal hernia	100.0
520.12	Femoral hernia	femoral hernia	GI	HP_0100541	Femoral hernia	100.0
520.13	Umbilical hernia	umbilical hernia	GI	HP_0001537	Umbilical hernia	100.0
520.14	Ventral hernia	ventral hernia	GI	HP_0002933	Ventral hernia	100.0
520.15	Incisional hernia	incisional hernia	GI	HP_0004872	Incisional hernia	100.0
522	Gastrointestinal inflammation	gastrointestinal inflammation	GI	HP_0004386	Gastrointestinal inflammation	100.0
522.11	Crohn's disease	crohns disease	GI	HP_0100280	Crohn's disease	100.0
522.12	Ulcerative colitis	ulcerative colitis	GI	HP_0100279	Ulcerative colitis	100.0
522.6	Eosinophilic gastroenteritis and colitis	eosinophilic gastroenteritis and colitis	GI	HP_0032064	Gastrointestinal eosinophilia	86.79
522.61	Eosinophilic esophagitis	eosinophilic esophagitis	GI	HP_0410151	Eosinophilic infiltration of the esophagus	100.0
522.62	Eosinophilic gastroenteritis	eosinophilic gastroenteritis	GI	HP_0032064	Gastrointestinal eosinophilia	100.0
522.63	Eosinophilic colitis	eosinophilic colitis	GI	HP_0031813	Colonic eosinophilia	100.0
522.8	Duodenitis	duodenitis	GI	HP_0033117	Duodenitis	100.0
522.9	Gastritis	gastritis	GI	HP_0005263	Gastritis	100.0
522.91	Atrophic gastritis	atrophic gastritis	GI	HP_0002582	Atrophic gastritis	80.0
523.2	Diverticula of colon	diverticula of colon	GI	HP_0002253	Colonic diverticula	100.0
523.3	Gastric diverticulum	gastric diverticulum	GI	HP_0100808	Gastric diverticulum	100.0
