ICD10_code	ICD10_label	ICD10_simpleLabel	hpo_code	hpo_label	SORTA_score	phecode1.2_codeList	phecodeX_codeList
M24.53	Contracture, wrist	contracture wrist	HP_0001239	Wrist flexion contracture	100.0	['739']	['719', '719.9', '719.92']
M24.531	Contracture, right wrist	contracture right wrist	HP_0001239	Wrist flexion contracture	85.0	['739']	['719', '719.9', '719.92']
M24.532	Contracture, left wrist	contracture left wrist	HP_0001239	Wrist flexion contracture	87.18	['739']	['719', '719.9', '719.92']
M24.539	Contracture, unspecified wrist	contracturewrist	HP_0001239	Wrist flexion contracture	88.24	['739']	['719', '719.9', '719.92']
M24.54	Contracture, hand	contracture hand	HP_0009473	Joint contracture of the hand	100.0	['739']	['719', '719.9', '719.92']
M24.541	Contracture, right hand	contracture right hand	HP_0009473	Joint contracture of the hand	84.21	['739']	['719', '719.9', '719.92']
M24.542	Contracture, left hand	contracture left hand	HP_0009473	Joint contracture of the hand	86.49	['739']	['719', '719.9', '719.92']
M24.549	Contracture, unspecified hand	contracturehand	HP_0009473	Joint contracture of the hand	87.5	['739']	['719', '719.9', '719.92']
M24.55	Contracture, hip	contracture hip	HP_0003273	Hip contracture	100.0	['739']	['719', '719.9', '719.92']
M24.551	Contracture, right hip	contracture right hip	HP_0003273	Hip contracture	83.33	['739']	['719', '719.9', '719.92']
M24.552	Contracture, left hip	contracture left hip	HP_0003273	Hip contracture	85.71	['739']	['719', '719.9', '719.92']
M24.559	Contracture, unspecified hip	contracturehip	HP_0003273	Hip contracture	86.67	['739']	['719', '719.9', '719.92']
M24.56	Contracture, knee	contracture knee	HP_0006380	Knee flexion contracture	100.0	['739']	['719', '719.9', '719.92']
M24.561	Contracture, right knee	contracture right knee	HP_0006380	Knee flexion contracture	84.21	['739']	['719', '719.9', '719.92']
M24.562	Contracture, left knee	contracture left knee	HP_0006380	Knee flexion contracture	86.49	['739']	['719', '719.9', '719.92']
M24.569	Contracture, unspecified knee	contractureknee	HP_0006380	Knee flexion contracture	83.87	['739']	['719', '719.9', '719.92']
M24.57	Contracture, ankle and foot	contracture ankle and foot	HP_0006466	Ankle flexion contracture	86.49	['739']	['719', '719.9', '719.92']
M24.571	Contracture, right ankle	contracture right ankle	HP_0006466	Ankle flexion contracture	84.21	['739']	['719', '719.9', '719.92']
M24.572	Contracture, left ankle	contracture left ankle	HP_0006466	Ankle flexion contracture	86.49	['739']	['719', '719.9', '719.92']
M24.573	Contracture, unspecified ankle	contractureankle	HP_0006466	Ankle flexion contracture	87.5	['739']	['719', '719.9', '719.92']
M24.59	Contracture, other specified joint	contracture other specified joint	HP_0001371	Flexion contracture	80.95		['719', '719.9', '719.92']
M24.62	Ankylosis, elbow	ankylosis elbow	HP_0003070	Elbow ankylosis	100.0	['741', '741.1']	['712', '712.4']
M24.621	Ankylosis, right elbow	ankylosis right elbow	HP_0003070	Elbow ankylosis	83.33	['741', '741.1']	['712', '712.4']
M24.622	Ankylosis, left elbow	ankylosis left elbow	HP_0003070	Elbow ankylosis	85.71	['741', '741.1']	['712', '712.4']
M24.629	Ankylosis, unspecified elbow	ankylosiselbow	HP_0003070	Elbow ankylosis	86.67	['741', '741.1']	['712', '712.4']
M24.65	Ankylosis, hip	ankylosis hip	HP_0031013	Ankylosis	81.82	['741', '741.1']	['712', '712.4']
M24.7	Protrusio acetabuli	protrusio acetabuli	HP_0003179	Protrusio acetabuli	100.0	['742']	['710', '710.2', '710.23']
M25.0	Hemarthrosis	hemarthrosis	HP_0005261	Joint hemorrhage	100.0	['741', '741.5']	['713', '713.1']
M25.02	Hemarthrosis, elbow	hemarthrosis elbow	HP_0005261	Joint hemorrhage	80.0	['741', '741.5']	['713', '713.1']
M25.03	Hemarthrosis, wrist	hemarthrosis wrist	HP_0005261	Joint hemorrhage	80.0	['741', '741.5']	['713', '713.1']
M25.04	Hemarthrosis, hand	hemarthrosis hand	HP_0005261	Joint hemorrhage	82.76	['741', '741.5']	['713', '713.1']
M25.05	Hemarthrosis, hip	hemarthrosis hip	HP_0005261	Joint hemorrhage	85.71	['741', '741.5']	['713', '713.1']
M25.06	Hemarthrosis, knee	hemarthrosis knee	HP_0005261	Joint hemorrhage	82.76	['741', '741.5']	['713', '713.1']
M25.3	Other instability of joint	other instability of joint	HP_0001388	Joint laxity	100.0	['742', '742.9']	['712', '712.6']
M25.34	Other instability, hand	other instability hand	HP_0003698	Difficulty standing	81.48	['742', '742.9']	['712', '712.6']
M25.4	Effusion of joint	effusion of joint	HP_0032063	Ankle joint effusion	82.76	['741', '741.4']	['713', '713.2']
M25.5	Pain in joint	pain in joint	HP_0002829	Arthralgia	100.0	['745']	['713', '713.3']
M25.50	Pain in unspecified joint	pain injoint	HP_0002829	Arthralgia	83.33	['745']	['713', '713.3']
M25.51	Pain in shoulder	pain in shoulder	HP_0030834	Shoulder pain	100.0	['745']	['713', '713.3', '713.31']
M25.511	Pain in right shoulder	pain in right shoulder	HP_0030834	Shoulder pain	82.35	['745']	['713', '713.3', '713.31']
M25.512	Pain in left shoulder	pain in left shoulder	HP_0030834	Shoulder pain	84.85	['745']	['713', '713.3', '713.31']
M25.52	Pain in elbow	pain in elbow	HP_0030835	Elbow pain	100.0	['745']	['713', '713.3', '713.32']
M25.522	Pain in left elbow	pain in left elbow	HP_0030835	Elbow pain	81.48	['745']	['713', '713.3', '713.32']
M25.529	Pain in unspecified elbow	pain inelbow	HP_0030835	Elbow pain	83.33	['745']	['713', '713.3', '713.32']
M25.53	Pain in wrist	pain in wrist	HP_0030836	Wrist pain	100.0	['745']	['713', '713.3', '713.34']
M25.532	Pain in left wrist	pain in left wrist	HP_0030836	Wrist pain	81.48	['745']	['713', '713.3', '713.34']
M25.539	Pain in unspecified wrist	pain inwrist	HP_0030836	Wrist pain	83.33	['745']	['713', '713.3', '713.34']
M25.54	Pain in joints of hand	pain in joints of hand	HP_0002829	Arthralgia	81.48	['745']	['713', '713.3', '713.35']
M25.55	Pain in hip	pain in hip	HP_0030838	Hip pain	100.0	['745']	['713', '713.3', '713.36']
M25.559	Pain in unspecified hip	pain inhip	HP_0030838	Hip pain	80.0	['745']	['713', '713.3', '713.36']
M25.56	Pain in knee	pain in knee	HP_0030839	Knee pain	100.0	['745']	['713', '713.3', '713.37']
M25.562	Pain in left knee	pain in left knee	HP_0030839	Knee pain	80.0	['745']	['713', '713.3', '713.37']
M26.01	Maxillary hyperplasia	maxillary hyperplasia	HP_0430028	Hyperplasia of the maxilla	100.0	['526', '526.3']	['733', '733.1', '733.11']
M26.02	Maxillary hypoplasia	maxillary hypoplasia	HP_0000327	Hypoplasia of the maxilla	100.0	['526', '526.3']	['733', '733.1', '733.12']
M26.03	Mandibular hyperplasia	mandibular hyperplasia	HP_0000303	Mandibular prognathia	100.0	['526', '526.3']	['733', '733.1', '733.13']
M26.04	Mandibular hypoplasia	mandibular hypoplasia	HP_0000347	Micrognathia	100.0	['526', '526.3']	['733', '733.1', '733.14']
M26.11	Maxillary asymmetry	maxillary asymmetry	HP_0010755	Asymmetry of the maxilla	89.47	['526', '526.3']	['733', '733.7']
M26.12	Other jaw asymmetry	other jaw asymmetry	HP_0009940	Asymmetry of the mandible	82.35	['526', '526.3']	['733', '733.7']
M26.4	Malocclusion, unspecified	malocclusion	HP_0000689	Dental malocclusion	100.0	['524', '524.3']	['733', '733.2']
M26.6	Temporomandibular joint disorders	temporomandibular joint disorders	HP_0012478	Temporomandibular joint ankylosis	81.97	['526', '526.4']	['733', '733.6']
M26.60	Temporomandibular joint disorder, unspecified	temporomandibular joint disorder	HP_0012478	Temporomandibular joint ankylosis	81.97	['526', '526.4', '526.41']	['733', '733.6']
M26.601	Right temporomandibular joint disorder, unspecified	right temporomandibular joint disorder	HP_0012478	Temporomandibular joint ankylosis	83.58	['526', '526.4', '526.41']	['733', '733.6']
M26.61	Adhesions and ankylosis of temporomandibular joint	adhesions and ankylosis of temporomandibular joint	HP_0012478	Temporomandibular joint ankylosis	91.67	['526', '526.4', '526.42']	['733', '733.6', '733.61']
M26.611	Adhesions and ankylosis of right temporomandibular joint	adhesions and ankylosis of right temporomandibular joint	HP_0012478	Temporomandibular joint ankylosis	84.62	['526', '526.4', '526.42']	['733', '733.6', '733.61']
M26.612	Adhesions and ankylosis of left temporomandibular joint	adhesions and ankylosis of left temporomandibular joint	HP_0012478	Temporomandibular joint ankylosis	85.71	['526', '526.4', '526.42']	['733', '733.6', '733.61']
M26.613	Adhesions and ankylosis of bilateral temporomandibular joint	adhesions and ankylosis of bilateral temporomandibular joint	HP_0012478	Temporomandibular joint ankylosis	82.5	['526', '526.4', '526.42']	['733', '733.6', '733.61']
M26.619	Adhesions and ankylosis of temporomandibular joint, unspecified side	adhesions and ankylosis of temporomandibular jointside	HP_0012478	Temporomandibular joint ankylosis	85.33	['526', '526.4', '526.42']	['733', '733.6', '733.61']
M26.62	Arthralgia of temporomandibular joint	arthralgia of temporomandibular joint	HP_0040312	Temporomandibular arthritis	85.29	['526', '526.4', '526.42']	['733', '733.6', '733.62']
M26.621	Arthralgia of right temporomandibular joint	arthralgia of right temporomandibular joint	HP_0040312	Temporomandibular arthritis	81.08	['526', '526.4', '526.42']	['733', '733.6', '733.62']
M26.64	Arthritis of temporomandibular joint	arthritis of temporomandibular joint	HP_0040312	Temporomandibular arthritis	100.0		['733', '733.6']
M26.641	Arthritis of right temporomandibular joint	arthritis of right temporomandibular joint	HP_0040312	Temporomandibular arthritis	91.67		['733', '733.6']
M26.642	Arthritis of left temporomandibular joint	arthritis of left temporomandibular joint	HP_0040312	Temporomandibular arthritis	92.96		['733', '733.6']
M26.643	Arthritis of bilateral temporomandibular joint	arthritis of bilateral temporomandibular joint	HP_0040312	Temporomandibular arthritis	89.19		['733', '733.6']
M26.649	Arthritis of unspecified temporomandibular joint	arthritis oftemporomandibular joint	HP_0040312	Temporomandibular arthritis	94.12		['733', '733.6']
M26.65	Arthropathy of temporomandibular joint	arthropathy of temporomandibular joint	HP_0040312	Temporomandibular arthritis	86.96		['733', '733.6']
M26.651	Arthropathy of right temporomandibular joint	arthropathy of right temporomandibular joint	HP_0040312	Temporomandibular arthritis	82.67		['733', '733.6']
M26.652	Arthropathy of left temporomandibular joint	arthropathy of left temporomandibular joint	HP_0040312	Temporomandibular arthritis	81.08		['733', '733.6']
M26.659	Arthropathy of unspecified temporomandibular joint	arthropathy oftemporomandibular joint	HP_0040312	Temporomandibular arthritis	81.69		['733', '733.6']
M26.71	Alveolar maxillary hyperplasia	alveolar maxillary hyperplasia	HP_0430028	Hyperplasia of the maxilla	83.02	['524']	['733', '733.1', '733.11']
M26.72	Alveolar mandibular hyperplasia	alveolar mandibular hyperplasia	HP_0000303	Mandibular prognathia	83.64	['524']	['733', '733.1', '733.13']
M26.73	Alveolar maxillary hypoplasia	alveolar maxillary hypoplasia	HP_0000327	Hypoplasia of the maxilla	82.35	['524']	['733', '733.1', '733.12']
M26.74	Alveolar mandibular hypoplasia	alveolar mandibular hypoplasia	HP_0000347	Micrognathia	83.02	['524']	['733', '733.1', '733.14']
M31.3	Wegener's granulomatosis	wegeners granulomatosis	HP_0002955	Granulomatosis	82.35	['446', '446.4']	['181', '704', '704.2']
M32	Systemic lupus erythematosus (SLE)	systemic lupus erythematosus sle	HP_0002725	Systemic lupus erythematosus	100.0	['695', '695.4', '695.42']	['181', '700', '700.1', '700.11']
M32.0	Drug-induced systemic lupus erythematosus	drug-induced systemic lupus erythematosus	HP_0002725	Systemic lupus erythematosus	81.97	['695', '695.4', '695.42']	['181', '700', '700.1', '700.13']
M32.11	Endocarditis in systemic lupus erythematosus	endocarditis in systemic lupus erythematosus	HP_0002725	Systemic lupus erythematosus	84.75	['395']	['181', '410', '410.2', '700', '700.1', '700.11']
M32.12	Pericarditis in systemic lupus erythematosus	pericarditis in systemic lupus erythematosus	HP_0002725	Systemic lupus erythematosus	84.75	['420', '420.2', '420.21', '695', '695.4', '695.42']	['181', '410', '410.1', '700', '700.1', '700.11']
M32.13	Lung involvement in systemic lupus erythematosus	lung involvement in systemic lupus erythematosus	HP_0002725	Systemic lupus erythematosus	80.65	['510', '695', '695.4', '695.42']	['181', '700', '700.1', '700.11']
M32.8	Other forms of systemic lupus erythematosus	other forms of systemic lupus erythematosus	HP_0002725	Systemic lupus erythematosus	90.91	['695', '695.4', '695.42']	['181', '700', '700.1', '700.11']
M32.9	Systemic lupus erythematosus, unspecified	systemic lupus erythematosus	HP_0002725	Systemic lupus erythematosus	100.0	['695', '695.4', '695.42']	['181', '700', '700.1', '700.11']
M34.0	Progressive systemic sclerosis	progressive systemic sclerosis	HP_0100324	Scleroderma	83.02	['709', '709.3']	['700', '700.3']
M35.4	Diffuse (eosinophilic) fasciitis	diffuse eosinophilic fasciitis	HP_0045029	Eosinophilic fasciitis	85.11	['772']	['700', '700.9']
M40.20	Unspecified kyphosis	kyphosis	HP_0002808	Kyphosis	100.0	['737', '737.1']	['714', '714.1']
M40.202	Unspecified kyphosis, cervical region	kyphosis cervical region	HP_0002947	Cervical kyphosis	81.08	['737', '737.1']	['714', '714.1']
M40.204	Unspecified kyphosis, thoracic region	kyphosis thoracic region	HP_0002942	Thoracic kyphosis	81.08	['737', '737.1']	['714', '714.1']
M40.205	Unspecified kyphosis, thoracolumbar region	kyphosis thoracolumbar region	HP_0005619	Thoracolumbar kyphosis	86.27	['737', '737.1']	['714', '714.1']
M40.29	Other kyphosis	other kyphosis	HP_0002808	Kyphosis	100.0	['737', '737.1']	['714', '714.1']
M40.292	Other kyphosis, cervical region	other kyphosis cervical region	HP_0002947	Cervical kyphosis	81.08	['737', '737.1']	['714', '714.1']
M40.294	Other kyphosis, thoracic region	other kyphosis thoracic region	HP_0002942	Thoracic kyphosis	81.08	['737', '737.1']	['714', '714.1']
M40.295	Other kyphosis, thoracolumbar region	other kyphosis thoracolumbar region	HP_0005619	Thoracolumbar kyphosis	86.27	['737', '737.1']	['714', '714.1']
M40.5	Lordosis, unspecified	lordosis	HP_0003307	Hyperlordosis	100.0	['737', '737.2']	['714', '714.2']
M41	Scoliosis	scoliosis	HP_0002650	Scoliosis	100.0	['737', '737.3']	['714', '714.3']
M41.3	Thoracogenic scoliosis	thoracogenic scoliosis	HP_0002943	Thoracic scoliosis	83.33	['737', '737.3']	['714', '714.3', '714.32']
M41.9	Scoliosis, unspecified	scoliosis	HP_0002650	Scoliosis	100.0	['737', '737.3']	['714', '714.3']
M42	Spinal osteochondrosis	spinal osteochondrosis	HP_0040188	Osteochondrosis	81.08		['714', '714.4']
M42.0	Juvenile osteochondrosis of spine	juvenile osteochondrosis of spine	HP_0010891	Morbus Scheuermann	100.0	['732', '732.1']	['714', '714.4']
M42.00	Juvenile osteochondrosis of spine, site unspecified	juvenile osteochondrosis of spine site	HP_0010891	Morbus Scheuermann	92.06	['732', '732.1']	['714', '714.4']
M42.02	Juvenile osteochondrosis of spine, cervical region	juvenile osteochondrosis of spine cervical region	HP_0010891	Morbus Scheuermann	80.56	['732', '732.1']	['714', '714.4']
M42.04	Juvenile osteochondrosis of spine, thoracic region	juvenile osteochondrosis of spine thoracic region	HP_0010891	Morbus Scheuermann	80.56	['732', '732.1']	['714', '714.4']
M42.06	Juvenile osteochondrosis of spine, lumbar region	juvenile osteochondrosis of spine lumbar region	HP_0010891	Morbus Scheuermann	80.56	['732', '732.1']	['714', '714.4']
M42.9	Spinal osteochondrosis, unspecified	spinal osteochondrosis	HP_0040188	Osteochondrosis	81.08	['732']	['714', '714.4']
M43.0	Spondylolysis	spondylolysis	HP_0003304	Spondylolysis	100.0	['738', '738.4']	['715', '715.2']
M43.00	Spondylolysis, site unspecified	spondylolysis site	HP_0003304	Spondylolysis	83.87	['738', '738.4']	['715', '715.2']
M43.1	Spondylolisthesis	spondylolisthesis	HP_0003302	Spondylolisthesis	100.0	['752', '752.1', '754']	['715', '715.3']
M43.10	Spondylolisthesis, site unspecified	spondylolisthesis site	HP_0003302	Spondylolisthesis	87.18	['738', '738.4']	['715', '715.3']
M43.22	Fusion of spine, cervical region	fusion of spine cervical region	HP_0002949	Fused cervical vertebrae	85.11	['724', '724.9']	['714', '714.7']
M43.4	Other recurrent atlantoaxial dislocation	other recurrent atlantoaxial dislocation	HP_0003414	Atlantoaxial dislocation	83.72	['742', '742.2']	['712', '712.6', '712.63', 'T830']
M43.6	Torticollis	torticollis	HP_0000473	Torticollis	100.0	['723', '723.1']	['324', '324.3', '324.34']
M47	Spondylosis	spondylosis	HP_0003304	Spondylolysis	83.33	['721']	['715', '715.1']
M47.8	Other spondylosis	other spondylosis	HP_0003304	Spondylolysis	83.33	['721', '721.1']	['715', '715.1']
M47.89	Other spondylosis	other spondylosis	HP_0003304	Spondylolysis	83.33	['721', '721.1']	['715', '715.1']
M47.892	Other spondylosis, cervical region	other spondylosis cervical region	HP_0008480	Cervical spondylosis	83.72	['721', '721.1']	['715', '715.1']
M47.9	Spondylosis, unspecified	spondylosis	HP_0003304	Spondylolysis	83.33	['721', '721.1']	['715', '715.1']
M48.0	Spinal stenosis	spinal stenosis	HP_0003416	Spinal canal stenosis	100.0	['720']	['715', '715.4']
M48.00	Spinal stenosis, site unspecified	spinal stenosis site	HP_0003416	Spinal canal stenosis	85.71	['720']	['715', '715.4']
M48.06	Spinal stenosis, lumbar region	spinal stenosis lumbar region	HP_0004610	Lumbar spinal canal stenosis	86.27	['720', '720.1']	['715', '715.4']
M48.4	Fatigue fracture of vertebra	fatigue fracture of vertebra	HP_0041166	Fractured vertebra	82.93	['743', '743.4']	['726', '726.4']
M51.4	Schmorl's nodes	schmorls nodes	HP_0030041	Schmorl's node	100.0	['722', '722.3']	['716', '716.1']
M53.2	Spinal instabilities	spinal instabilities	HP_0005881	Spinal instability	100.0	['742', '742.9']	['712', '712.6', '712.63']
M53.2X	Spinal instabilities	spinal instabilities	HP_0005881	Spinal instability	100.0	['742', '742.9']	['712', '712.6', '712.63']
M53.2X9	Spinal instabilities, site unspecified	spinal instabilities site	HP_0005881	Spinal instability	85.71	['742', '742.9']	['712', '712.6', '712.63']
M54.3	Sciatica	sciatica	HP_0011868	Sciatica	100.0	['764']	['718', '718.5']
M54.5	Low back pain	low back pain	HP_0003419	Low back pain	100.0	['760']	['718', '718.4']
M54.6	Pain in thoracic spine	pain in thoracic spine	HP_0100749	Chest pain	80.0	['760']	['718', '718.3']
M54.81	Occipital neuralgia	occipital neuralgia	HP_0012318	Occipital neuralgia	100.0	['723']	['717', '717.3']
M60	Myositis	myositis	HP_0100614	Myositis	100.0	['359', '359.2', '770']	['700', '700.4', '700.41']
M60.8	Other myositis	other myositis	HP_0100614	Myositis	100.0	['770']	['700', '700.4', '700.41']
M60.9	Myositis, unspecified	myositis	HP_0100614	Myositis	100.0	['770']	['700', '700.4', '700.41']
M61	Calcification and ossification of muscle	calcification and ossification of muscle	HP_0100249	Calcification of muscles	81.25	['728', '728.1']	['719']
M61.4	Other calcification of muscle	other calcification of muscle	HP_0100249	Calcification of muscles	100.0	['728', '728.1']	['719', '719.2']
M61.40	Other calcification of muscle, unspecified site	other calcification of musclesite	HP_0100249	Calcification of muscles	80.0	['728', '728.1']	['719', '719.2']
M61.44	Other calcification of muscle, hand	other calcification of muscle hand	HP_0100249	Calcification of muscles	83.87	['728', '728.1']	['719', '719.2']
M61.45	Other calcification of muscle, thigh	other calcification of muscle thigh	HP_0100249	Calcification of muscles	81.25	['728', '728.1']	['719', '719.2']
M61.48	Other calcification of muscle, other site	other calcification of muscle other site	HP_0100249	Calcification of muscles	83.87	['728', '728.1']	['719', '719.2']
M61.9	Calcification and ossification of muscle, unspecified	calcification and ossification of muscle	HP_0100249	Calcification of muscles	81.25	['728', '728.1']	['719', '719.2']
M62.44	Contracture of muscle, hand	contracture of muscle hand	HP_0009473	Joint contracture of the hand	84.21	['772', '772.2']	['719', '719.9', '719.93']
M62.81	Muscle weakness (generalized)	muscle weakness generalized	HP_0003324	Generalized muscle weakness	100.0	['772', '772.3']	['807', '807.2']
M62.82	Rhabdomyolysis	rhabdomyolysis	HP_0003201	Rhabdomyolysis	100.0	['772', '772.4']	['719', '719.8']
M62.83	Muscle spasm	muscle spasm	HP_0002487	Hyperkinetic movements	100.0	['772', '772.2']	['719', '719.1', '719.11']
M62.830	Muscle spasm of back	muscle spasm of back	HP_0002487	Hyperkinetic movements	82.76	['724', '724.8']	['719', '719.1', '719.11']
M62.831	Muscle spasm of calf	muscle spasm of calf	HP_0002487	Hyperkinetic movements	82.76	['772', '772.2']	['719', '719.1', '719.11']
M62.838	Other muscle spasm	other muscle spasm	HP_0002487	Hyperkinetic movements	100.0	['772', '772.2']	['719', '719.1', '719.11']
M65.3	Trigger finger	trigger finger	HP_0012276	Digital flexor tenosynovitis	100.0	['727', '727.1']	['721', '721.1', '721.11']
M65.30	Trigger finger, unspecified finger	trigger fingerfinger	HP_0012276	Digital flexor tenosynovitis	82.35	['727', '727.1']	['721', '721.1', '721.11']
M65.349	Trigger finger, unspecified ring finger	trigger fingerring finger	HP_0012276	Digital flexor tenosynovitis	81.08	['727', '727.1']	['721', '721.1', '721.11']
M67.43	Ganglion, wrist	ganglion wrist	HP_0020076	Wrist ganglion	100.0	['727', '727.4']	['721', '721.2']
M67.431	Ganglion, right wrist	ganglion right wrist	HP_0020076	Wrist ganglion	83.33	['727', '727.4']	['721', '721.2']
M67.432	Ganglion, left wrist	ganglion left wrist	HP_0020076	Wrist ganglion	85.71	['727', '727.4']	['721', '721.2']
M67.439	Ganglion, unspecified wrist	ganglionwrist	HP_0020076	Wrist ganglion	89.66	['727', '727.4']	['721', '721.2']
M70.7	Other bursitis of hip	other bursitis of hip	HP_0025232	Bursitis	80.0	['726', '726.1']	['721', '721.5']
M71.2	Synovial cyst of popliteal space [Baker]	synovial cyst of popliteal space baker	HP_0032072	Popliteal synovial cyst	81.97	['727', '727.5']	['721', '721.6']
M72.1	Knuckle pads	knuckle pads	HP_0032541	Knuckle pad	100.0	['728']	['722']
M75.4	Impingement syndrome of shoulder	impingement syndrome of shoulder	HP_0030881	Shoulder impingement	80.0	['726']	['723', '723.6']
M76.6	Achilles tendinitis	achilles tendinitis	HP_0025273	Achilles tendonitis	84.62	['726', '726.3']	['723', '723.5', '723.51']
M79.1	Myalgia	myalgia	HP_0003326	Myalgia	100.0	['770']	['724', '724.1']
M79.3	Panniculitis, unspecified	panniculitis	HP_0012490	Panniculitis	100.0	['729', '729.3']	['724', '724.4']
M79.60	Pain in limb, unspecified	pain in limb	HP_0009763	Limb pain	100.0	['773']	['809', '809.3']
M79.606	Pain in leg, unspecified	pain in leg	HP_0012514	Lower limb pain	100.0	['773']	['809', '809.3', '809.32']
M79.609	Pain in unspecified limb	pain inlimb	HP_0009763	Limb pain	81.82	['773']	['809', '809.3']
M79.64	Pain in hand and fingers	pain in hand and fingers	HP_0030837	Finger pain	82.76	['745', '773']	['809', '809.3', '809.33']
M79.642	Pain in left hand	pain in left hand	HP_0046505	Hand pain	80.0	['773']	['809', '809.3', '809.33']
M79.643	Pain in unspecified hand	pain inhand	HP_0046505	Hand pain	81.82	['773']	['809', '809.3', '809.33']
M79.644	Pain in right finger(s)	pain in right fingers	HP_0030837	Finger pain	80.0	['773']	['809', '809.3', '809.33']
M79.645	Pain in left finger(s)	pain in left fingers	HP_0030837	Finger pain	82.76	['773']	['809', '809.3', '809.33']
M79.67	Pain in foot and toes	pain in foot and toes	HP_0025238	Foot pain	83.33	['773']	['809', '809.3', '809.34']
M79.672	Pain in left foot	pain in left foot	HP_0025238	Foot pain	80.0	['773']	['809', '809.3', '809.34']
M79.673	Pain in unspecified foot	pain infoot	HP_0025238	Foot pain	81.82	['773']	['809', '809.3', '809.34']
M81.6	Localized osteoporosis [Lequesne]	localized osteoporosis lequesne	HP_0040161	Localized osteoporosis	81.82	['743', '743.1', '743.11']	['726', '726.1']
M83	Adult osteomalacia	adult osteomalacia	HP_0002749	Osteomalacia	81.25	['261', '261.4', '261.41']	['726', '726.5']
M83.1	Senile osteomalacia	senile osteomalacia	HP_0002749	Osteomalacia	81.25	['261', '261.4', '261.41']	['726', '726.5']
M83.8	Other adult osteomalacia	other adult osteomalacia	HP_0002749	Osteomalacia	81.25	['261', '261.4', '261.41']	['726', '726.5']
M83.9	Adult osteomalacia, unspecified	adult osteomalacia	HP_0002749	Osteomalacia	81.25	['261', '261.4', '261.41']	['726', '726.5']
M84.31	Stress fracture, shoulder	stress fracture shoulder	HP_0041217	Fractured shoulder	82.93	['743', '743.4']	['726', '726.4']
M84.32	Stress fracture, humerus	stress fracture humerus	HP_0041055	Fractured humerus	81.08	['743', '743.4']	['726', '726.4']
M84.40	Pathological fracture, unspecified site	pathological fracturesite	HP_0002756	Pathologic fracture	84.21	['743', '743.2']	['726', '726.2']
M84.42	Pathological fracture, humerus	pathological fracture humerus	HP_0002756	Pathologic fracture	82.93	['743', '743.2']	['726', '726.2']
M84.443	Pathological fracture, unspecified hand	pathological fracturehand	HP_0002756	Pathologic fracture	82.05	['743', '743.2']	['726', '726.2']
M84.446	Pathological fracture, unspecified finger(s)	pathological fracturefingers	HP_0002756	Pathologic fracture	82.05	['743', '743.2']	['726', '726.2']
M84.453	Pathological fracture, unspecified femur	pathological fracturefemur	HP_0002756	Pathologic fracture	85.0	['743', '743.2']	['726', '726.2']
M84.454	Pathological fracture, pelvis	pathological fracture pelvis	HP_0002756	Pathologic fracture	85.0	['743', '743.2']	['726', '726.2']
M84.459	Pathological fracture, hip, unspecified	pathological fracture hip	HP_0002756	Pathologic fracture	89.47	['743', '743.2']	['726', '726.2']
M84.473	Pathological fracture, unspecified ankle	pathological fractureankle	HP_0002756	Pathologic fracture	82.05	['743', '743.2']	['726', '726.2']
M84.476	Pathological fracture, unspecified foot	pathological fracturefoot	HP_0002756	Pathologic fracture	82.05	['743', '743.2']	['726', '726.2']
M84.479	Pathological fracture, unspecified toe(s)	pathological fracturetoes	HP_0002756	Pathologic fracture	86.49	['743', '743.2']	['726', '726.2']
M84.48	Pathological fracture, other site	pathological fracture other site	HP_0002756	Pathologic fracture	87.18	['743', '743.2']	['726', '726.2']
M84.6	Pathological fracture in other disease	pathological fracture in other disease	HP_0002756	Pathologic fracture	82.93	['743', '743.2']	['726', '726.2']
M84.75	Atypical femoral fracture	atypical femoral fracture	HP_0031846	Femur fracture	84.85	['743', '743.2']	['726', '726.2']
M84.750	Atypical femoral fracture, unspecified	atypical femoral fracture	HP_0031846	Femur fracture	84.85	['743', '743.2']	['726', '726.2']
M85.0	Fibrous dysplasia (monostotic)	fibrous dysplasia monostotic	HP_0010736	Monostotic fibrous dysplasia	100.0	['733', '733.2']	['727', '727.5']
M85.00	Fibrous dysplasia (monostotic), unspecified site	fibrous dysplasia monostoticsite	HP_0010736	Monostotic fibrous dysplasia	91.23	['733', '733.2']	['727', '727.5']
M85.01	Fibrous dysplasia (monostotic), shoulder	fibrous dysplasia monostotic shoulder	HP_0010736	Monostotic fibrous dysplasia	85.25	['733', '733.2']	['727', '727.5']
M85.019	Fibrous dysplasia (monostotic), unspecified shoulder	fibrous dysplasia monostoticshoulder	HP_0010736	Monostotic fibrous dysplasia	83.33	['733', '733.2']	['727', '727.5']
M85.02	Fibrous dysplasia (monostotic), upper arm	fibrous dysplasia monostotic upper arm	HP_0010736	Monostotic fibrous dysplasia	83.87	['733', '733.2']	['727', '727.5']
M85.029	Fibrous dysplasia (monostotic), unspecified upper arm	fibrous dysplasia monostoticupper arm	HP_0010736	Monostotic fibrous dysplasia	81.97	['733', '733.2']	['727', '727.5']
M85.03	Fibrous dysplasia (monostotic), forearm	fibrous dysplasia monostotic forearm	HP_0010736	Monostotic fibrous dysplasia	86.67	['733', '733.2']	['727', '727.5']
