phecodeX_code	phecodeX_label	phecodeX_simpleLabel	phecodeX_category	hpo_code	hpo_label	hpo_simpleLabel	hpo_original
468	Pneumonia	pneumonia	Resp	HP_0002090	Pneumonia	pneumonia	True
726.6	Osteolysis*	osteolysis	Musc/Skel	HP_0002797	Osteolysis	osteolysis	True
726.6	Osteolysis*	osteolysis	Musc/Skel	HP_0034047	Rib osteolysis	rib osteolysis	True
726.5	Osteomalacia	osteomalacia	Musc/Skel	HP_0002749	Osteomalacia	osteomalacia	True
719.92	Contracture of joint	contracture of joint	Musc/Skel	HP_0002987	Contracture of elbow joint	contracture of elbow joint	False
719.92	Contracture of joint	contracture of joint	Musc/Skel	HP_0009473	Joint contracture of the hand	joint contracture of the hand	True
462.2	Chronic sinusitis	chronic sinusitis	Resp	HP_0011109	Chronic sinusitis	chronic sinusitis	True
756.1	Branchial anomaly	branchial anomaly	Cong	HP_0009794	Branchial anomaly	branchial anomaly	True
346.6	Cerebral edema	cerebral edema	Neuro	HP_0002181	Cerebral edema	cerebral edema	True
460	Acute respiratory infection	acute respiratory infection	Resp	HP_0011948	Acute respiratory tract infection	acute respiratory tract infection	False
778.3	Patent ductus arteriosus	patent ductus arteriosus	Cong	HP_0001643	Patent ductus arteriosus	patent ductus arteriosus	True
344.1	Hydrocephalus	hydrocephalus	Neuro	HP_0000238	Hydrocephalus	hydrocephalus	True
765.1	Meckel diverticulum	meckel diverticulum	Cong	HP_0002245	Meckel diverticulum	meckel diverticulum	True
715.4	Spinal stenosis	spinal stenosis	Musc/Skel	HP_0003416	Spinal canal stenosis	spinal canal stenosis	True
715.4	Spinal stenosis	spinal stenosis	Musc/Skel	HP_0003416	Spinal stenosis	spinal stenosis	False
715.4	Spinal stenosis	spinal stenosis	Musc/Skel	HP_0004610	Lumbar spinal stenosis	lumbar spinal stenosis	False
715.3	Spondylolisthesis	spondylolisthesis	Musc/Skel	HP_0003302	Spondylolisthesis	spondylolisthesis	True
715.2	Spondylolysis	spondylolysis	Musc/Skel	HP_0003304	Spondylolysis	spondylolysis	True
469.1	Acute bronchitis	acute bronchitis	Resp	HP_0012388	Acute bronchitis	acute bronchitis	True
721.11	Trigger finger	trigger finger	Musc/Skel	HP_0012276	Trigger finger	trigger finger	False
344.11	Communicating hydrocephalus	communicating hydrocephalus	Neuro	HP_0001334	Communicating hydrocephalus	communicating hydrocephalus	True
122.21	Follicular lymphoma	follicular lymphoma	Neoplasms	HP_0033125	Follicular lymphoma	follicular lymphoma	True
343.5	Horner's syndrome*	horners syndrome	Neuro	HP_0002277	Horner's syndrome	horners syndrome	False
343.11	Carotid sinus syncope	carotid sinus syncope	Neuro	HP_0012669	Carotid sinus syncope	carotid sinus syncope	True
124.6	Myelodysplastic syndrome	myelodysplastic syndrome	Neoplasms	HP_0002863	Myelodysplastic syndrome	myelodysplastic syndrome	False
786.2	Pectus carinatum	pectus carinatum	Cong	HP_0000768	Pectus carinatum	pectus carinatum	True
786.1	Pectus excavatum	pectus excavatum	Cong	HP_0000767	Pectus excavatum	pectus excavatum	True
786	Pectus deformity	pectus deformity	Cong	HP_0000766	Pectus deformity	pectus deformity	False
785.6	Bowing of the long bones	bowing of the long bones	Cong	HP_0006487	Bowing of the long bones	bowing of the long bones	True
785.12	Syndactyly	syndactyly	Cong	HP_0001159	Syndactyly	syndactyly	True
785.12	Syndactyly	syndactyly	Cong	HP_0001770	Toe syndactyly	toe syndactyly	True
785.11	Polydactyly	polydactyly	Cong	HP_0001161	Hand polydactyly	hand polydactyly	True
785.11	Polydactyly	polydactyly	Cong	HP_0010442	Polydactyly	polydactyly	True
785.11	Polydactyly	polydactyly	Cong	HP_0001829	Foot polydactyly	foot polydactyly	True
341.22	Spastic hemiplegia	spastic hemiplegia	Neuro	HP_0011099	Spastic hemiplegia	spastic hemiplegia	False
784.13	Congenital talipes calcaneovalgus	congenital talipes calcaneovalgus	Cong	HP_0005850	Congenital talipes calcaneovalgus	congenital talipes calcaneovalgus	True
785.1	Abnormal digit morphology	abnormal digit morphology	Cong	HP_0011297	Abnormal digit morphology	abnormal digit morphology	True
784.1	Talipes	talipes	Cong	HP_0001883	Talipes	talipes	True
832.2	Myoglobinuria	myoglobinuria	Signs/Symptoms	HP_0002913	Myoglobinuria	myoglobinuria	True
375.1	Glaucoma	glaucoma	Eye	HP_0000501	Glaucoma	glaucoma	True
795.1	Asplenia*	asplenia	Cong	HP_0001746	Asplenia	asplenia	True
546.31	Hepatosplenomegaly*	hepatosplenomegaly	GI	HP_0001433	Hepatosplenomegaly	hepatosplenomegaly	True
341.12	Athetoid cerebral palsy	athetoid cerebral palsy	Neuro	HP_0011445	Athetoid cerebral palsy	athetoid cerebral palsy	True
416.221	Typical atrial flutter*	typical atrial flutter	Cardio	HP_0031671	Typical atrial flutter	typical atrial flutter	True
416.221	Typical atrial flutter*	typical atrial flutter	Cardio	HP_0031672	Reverse typical atrial flutter	reverse typical atrial flutter	True
339.4	Periodic paralysis	periodic paralysis	Neuro	HP_0003768	Periodic paralysis	periodic paralysis	True
873	Retinopathy of prematurity	retinopathy of prematurity	Neonate	HP_0500049	Retinopathy of prematurity	retinopathy of prematurity	True
873	Retinopathy of prematurity	retinopathy of prematurity	Neonate	HP_0500050	Retinopathy of prematurity stage 1	retinopathy of prematurity stage 1	True
873	Retinopathy of prematurity	retinopathy of prematurity	Neonate	HP_0500051	Retinopathy of prematurity stage 2	retinopathy of prematurity stage 2	True
873	Retinopathy of prematurity	retinopathy of prematurity	Neonate	HP_0500052	Retinopathy of prematurity stage 3	retinopathy of prematurity stage 3	True
873	Retinopathy of prematurity	retinopathy of prematurity	Neonate	HP_0500053	Retinopathy of prematurity stage 4	retinopathy of prematurity stage 4	True
873	Retinopathy of prematurity	retinopathy of prematurity	Neonate	HP_0500054	Retinopathy of prematurity stage 4a	retinopathy of prematurity stage 4a	True
873	Retinopathy of prematurity	retinopathy of prematurity	Neonate	HP_0500055	Retinopathy of prematurity stage 4b	retinopathy of prematurity stage 4b	True
873	Retinopathy of prematurity	retinopathy of prematurity	Neonate	HP_0500056	Retinopathy of prematurity stage 5	retinopathy of prematurity stage 5	True
873	Retinopathy of prematurity	retinopathy of prematurity	Neonate	HP_0500057	Retinopathy of prematurity stage 5a	retinopathy of prematurity stage 5a	True
873	Retinopathy of prematurity	retinopathy of prematurity	Neonate	HP_0500058	Retinopathy of prematurity stage 5b	retinopathy of prematurity stage 5b	True
873	Retinopathy of prematurity	retinopathy of prematurity	Neonate	HP_0500059	Retinopathy of prematurity zone I	retinopathy of prematurity zone i	True
873	Retinopathy of prematurity	retinopathy of prematurity	Neonate	HP_0500060	Retinopathy of prematurity zone II	retinopathy of prematurity zone ii	True
873	Retinopathy of prematurity	retinopathy of prematurity	Neonate	HP_0500061	Retinopathy of prematurity zone III	retinopathy of prematurity zone iii	True
873	Retinopathy of prematurity	retinopathy of prematurity	Neonate	HP_0500062	Retinopathy of prematurity plus	retinopathy of prematurity plus	True
873	Retinopathy of prematurity	retinopathy of prematurity	Neonate	HP_0500063	Retinopathy of prematurity pre-plus	retinopathy of prematurity pre-plus	True
873	Retinopathy of prematurity	retinopathy of prematurity	Neonate	HP_0500064	Retinopathy of prematurity threshold	retinopathy of prematurity threshold	True
809	Pain	pain	Signs/Symptoms	HP_0012531	Pain	pain	True
339.1	Muscular dystrophy	muscular dystrophy	Neuro	HP_0003560	Muscular dystrophy	muscular dystrophy	True
724.1	Myalgia	myalgia	Musc/Skel	HP_0003326	Myalgia	myalgia	True
753.23	Congenital cataract	congenital cataract	Cong	HP_0000519	Cataract, congenital	cataract congenital	False
753.23	Congenital cataract	congenital cataract	Cong	HP_0000519	Congenital cataract	congenital cataract	False
758.23	Craniosynostosis*	craniosynostosis	Cong	HP_0001363	Craniosynostosis	craniosynostosis	True
758.3	Craniofacial dysostosis*	craniofacial dysostosis	Cong	HP_0004439	Craniofacial dysostosis	craniofacial dysostosis	True
758.3	Craniofacial dysostosis*	craniofacial dysostosis	Cong	HP_0008497	Congenital craniofacial dysostosis	congenital craniofacial dysostosis	True
758.22	Plagiocephaly*	plagiocephaly	Cong	HP_0001357	Plagiocephaly	plagiocephaly	True
758.21	Dolichocephaly*	dolichocephaly	Cong	HP_0000268	Dolichocephaly	dolichocephaly	True
757.2	Cleft lip	cleft lip	Cong	HP_0410030	Cleft lip	cleft lip	True
755.11	Microtia	microtia	Cong	HP_0008551	Microtia	microtia	True
755.2	Macrotia	macrotia	Cong	HP_0000400	Macrotia	macrotia	True
753.1	Aplasia/Hypoplasia affecting the eye	aplasiahypoplasia affecting the eye	Cong	HP_0008056	Aplasia/Hypoplasia affecting the eye	aplasiahypoplasia affecting the eye	True
783.1	Congenital dislocation of hip	congenital dislocation of hip	Cong	HP_0001374	Congenital dislocation of the hip	congenital dislocation of the hip	False
872.4	Delayed separation of umbilical cord	delayed separation of umbilical cord	Neonate	HP_0032434	Delayed separation of umbilical cord	delayed separation of umbilical cord	False
813	Clubbing of fingers	clubbing of fingers	Signs/Symptoms	HP_0001217	Clubbing of fingers and toes	clubbing of fingers and toes	False
813	Clubbing of fingers	clubbing of fingers	Signs/Symptoms	HP_0100759	Clubbing of fingers	clubbing of fingers	True
T828	Multiple fractures	multiple fractures	Trauma	HP_0002757	Multiple fractures	multiple fractures	False
T828	Multiple fractures	multiple fractures	Trauma	HP_0006640	Multiple rib fractures	multiple rib fractures	True
T830.6	Dislocation of hip	dislocation of hip	Trauma	HP_0002827	Dislocation of hip	dislocation of hip	False
T881	Blister	blister	Trauma	HP_0008066	Blister	blister	False
342.2	Quadriplegia	quadriplegia	Neuro	HP_0002445	Quadriplegia	quadriplegia	False
334.25	Facial myokymia*	facial myokymia	Neuro	HP_0000317	Facial myokymia	facial myokymia	True
T910.2	Hypothermia	hypothermia	Trauma	HP_0002045	Hypothermia	hypothermia	True
333.8	Sleep disturbances	sleep disturbances	Neuro	HP_0002360	Sleep disturbances	sleep disturbances	False
161.22	Hemolytic-uremic syndrome	hemolytic-uremic syndrome	Blood	HP_0005575	Hemolytic-uremic syndrome	hemolytic-uremic syndrome	True
236.1	Obesity	obesity	Metab	HP_0001513	Obesity	obesity	True
247.52	Hypercalcemia	hypercalcemia	Metab	HP_0003072	Hypercalcemia	hypercalcemia	True
976.1	Malignant hyperthermia	malignant hyperthermia	Rx	HP_0002047	Malignant hyperthermia	malignant hyperthermia	True
397.1	Tinnitus	tinnitus	Hearing	HP_0000360	Tinnitus	tinnitus	True
840.17	Milk allergy	milk allergy	Signs/Symptoms	HP_0100327	Cow milk allergy	cow milk allergy	True
840.17	Milk allergy	milk allergy	Signs/Symptoms	HP_0100327	Milk allergy	milk allergy	False
840.1	Food allergy	food allergy	Signs/Symptoms	HP_0500093	Food allergy	food allergy	True
840.2	Allergy to insects	allergy to insects	Signs/Symptoms	HP_0410335	Allergy to insects	allergy to insects	False
840.12	Seafood allergy	seafood allergy	Signs/Symptoms	HP_0410333	Seafood allergy	seafood allergy	True
840.12	Seafood allergy	seafood allergy	Signs/Symptoms	HP_0410333	Allergy to seafood	allergy to seafood	False
471.2	Deviated nasal septum	deviated nasal septum	Resp	HP_0004411	Deviated nasal septum	deviated nasal septum	True
840.18	Egg allergy	egg allergy	Signs/Symptoms	HP_0410328	Egg allergy	egg allergy	True
341.1	Cerebral palsy	cerebral palsy	Neuro	HP_0100021	Cerebral palsy	cerebral palsy	True
308.3	Emotional lability	emotional lability	Mental	HP_0000712	Emotional lability	emotional lability	True
308.1	Irritability	irritability	Mental	HP_0000737	Irritability	irritability	True
333.2	Insomnia	insomnia	Neuro	HP_0100785	Insomnia	insomnia	True
830	Proteinuria	proteinuria	Signs/Symptoms	HP_0000093	Proteinuria	proteinuria	True
830	Proteinuria	proteinuria	Signs/Symptoms	HP_0012595	Mild proteinuria	mild proteinuria	True
333.11	Obstructive sleep apnea	obstructive sleep apnea	Neuro	HP_0002870	Obstructive sleep apnea	obstructive sleep apnea	True
891.4	Delayed milestones	delayed milestones	Dev	HP_0001263	Delayed milestones	delayed milestones	False
891.4	Delayed milestones	delayed milestones	Dev	HP_0001270	Delayed motor milestones	delayed motor milestones	False
890.3	Short stature	short stature	Dev	HP_0004322	Short stature	short stature	True
890.3	Short stature	short stature	Dev	HP_0003502	Mild short stature	mild short stature	True
890.3	Short stature	short stature	Dev	HP_0003502	short stature, mild	short stature mild	False
440.12	Portal vein thrombosis	portal vein thrombosis	Cardio	HP_0030242	Portal vein thrombosis	portal vein thrombosis	True
380.11	Optic neuritis	optic neuritis	Eye	HP_0100653	Optic neuritis	optic neuritis	True
202.2	Type 2 diabetes	type 2 diabetes	Endo	HP_0005978	Type 2 diabetes	type 2 diabetes	False
525.31	Lactose intolerance*	lactose intolerance	GI	HP_0004789	Lactose intolerance	lactose intolerance	True
232.27	Vitamin B12 deficiency	vitamin b12 deficiency	Metab	HP_0100502	Vitamin B12 deficiency	vitamin b12 deficiency	True
214.11	Premature menopause	premature menopause	Endo	HP_0008209	Premature menopause	premature menopause	False
333.12	Central sleep apnea	central sleep apnea	Neuro	HP_0010536	Central sleep apnea	central sleep apnea	True
440.3	Pulmonary embolism	pulmonary embolism	Cardio	HP_0002204	Pulmonary embolism	pulmonary embolism	True
440.3	Pulmonary embolism	pulmonary embolism	Cardio	HP_0032008	Pulmonary fat embolism	pulmonary fat embolism	True
440.3	Pulmonary embolism	pulmonary embolism	Cardio	HP_0033426	Pulmonary air embolism	pulmonary air embolism	True
440.3	Pulmonary embolism	pulmonary embolism	Cardio	HP_0033639	Septic pulmonary embolism	septic pulmonary embolism	True
477.2	Hypersensitivity pneumonitis	hypersensitivity pneumonitis	Resp	HP_0006516	Hypersensitivity pneumonitis	hypersensitivity pneumonitis	True
901.1	Ectopic pregnancy	ectopic pregnancy	Preg	HP_0031456	Ectopic pregnancy	ectopic pregnancy	True
162	Aplastic anemia	aplastic anemia	Blood	HP_0001915	Aplastic anemia	aplastic anemia	True
162	Aplastic anemia	aplastic anemia	Blood	HP_0001915	Aplastic anaemia	aplastic anemia	False
239.1	Hypercholesterolemia	hypercholesterolemia	Metab	HP_0003124	Hypercholesterolemia	hypercholesterolemia	True
247.72	Iron deficiency	iron deficiency	Metab	HP_0001891	Iron deficiency anemia	iron deficiency anemia	True
247.72	Iron deficiency	iron deficiency	Metab	HP_0001891	Iron deficiency anaemia	iron deficiency anemia	False
331.8	Headache NOS	headache	Neuro	HP_0002315	Headache	headache	True
171.3	Plasmacytosis	plasmacytosis	Blood	HP_0030150	Plasmacytosis	plasmacytosis	True
441	Arteriovenous malformation	arteriovenous malformation	Cardio	HP_0002390	Spinal arteriovenous malformation	spinal arteriovenous malformation	True
441	Arteriovenous malformation	arteriovenous malformation	Cardio	HP_0100026	Arteriovenous malformation	arteriovenous malformation	True
441	Arteriovenous malformation	arteriovenous malformation	Cardio	HP_0002408	Cerebral arteriovenous malformation	cerebral arteriovenous malformation	True
441	Arteriovenous malformation	arteriovenous malformation	Cardio	HP_0002629	GI arteriovenous malformation	gi arteriovenous malformation	False
441	Arteriovenous malformation	arteriovenous malformation	Cardio	HP_0006548	Pulmonary arteriovenous malformation	pulmonary arteriovenous malformation	True
441	Arteriovenous malformation	arteriovenous malformation	Cardio	HP_0006574	Hepatic arteriovenous malformation	hepatic arteriovenous malformation	True
441	Arteriovenous malformation	arteriovenous malformation	Cardio	HP_0006574	Liver arteriovenous malformation	liver arteriovenous malformation	False
441	Arteriovenous malformation	arteriovenous malformation	Cardio	HP_0031254	Thalamic arteriovenous malformation	thalamic arteriovenous malformation	True
441	Arteriovenous malformation	arteriovenous malformation	Cardio	HP_0031256	Optic nerve arteriovenous malformation	optic nerve arteriovenous malformation	True
441	Arteriovenous malformation	arteriovenous malformation	Cardio	HP_0031341	Gastric arteriovenous malformation	gastric arteriovenous malformation	True
441	Arteriovenous malformation	arteriovenous malformation	Cardio	HP_0031342	Duodenal arteriovenous malformation	duodenal arteriovenous malformation	True
441	Arteriovenous malformation	arteriovenous malformation	Cardio	HP_0031343	Jejunal arteriovenous malformation	jejunal arteriovenous malformation	True
441	Arteriovenous malformation	arteriovenous malformation	Cardio	HP_0031344	Pelvic arteriovenous malformation	pelvic arteriovenous malformation	True
441	Arteriovenous malformation	arteriovenous malformation	Cardio	HP_0031345	Colonic arteriovenous malformation	colonic arteriovenous malformation	True
441	Arteriovenous malformation	arteriovenous malformation	Cardio	HP_0031346	Rectal arteriovenous malformation	rectal arteriovenous malformation	True
441	Arteriovenous malformation	arteriovenous malformation	Cardio	HP_0031347	Uterine arteriovenous malformation	uterine arteriovenous malformation	True
441	Arteriovenous malformation	arteriovenous malformation	Cardio	HP_0031488	Arteriovenous malformation of the lip	arteriovenous malformation of the lip	True
396.1	Conductive hearing loss	conductive hearing loss	Hearing	HP_0000405	Conductive hearing loss	conductive hearing loss	False
396.1	Conductive hearing loss	conductive hearing loss	Hearing	HP_0000405	Hearing loss, conductive	hearing loss conductive	False
396.1	Conductive hearing loss	conductive hearing loss	Hearing	HP_0008513	Bilateral conductive hearing loss	bilateral conductive hearing loss	False
396.1	Conductive hearing loss	conductive hearing loss	Hearing	HP_0008591	Congenital conductive hearing loss	congenital conductive hearing loss	False
396.1	Conductive hearing loss	conductive hearing loss	Hearing	HP_0008598	Conductive hearing loss, mild	conductive hearing loss mild	False
396.1	Conductive hearing loss	conductive hearing loss	Hearing	HP_0012716	Conductive hearing loss, moderate	conductive hearing loss moderate	False
396.1	Conductive hearing loss	conductive hearing loss	Hearing	HP_0012717	Conductive hearing loss, severe	conductive hearing loss severe	False
403	Angina pectoris	angina pectoris	Cardio	HP_0001681	Angina pectoris	angina pectoris	True
333.1	Sleep apnea	sleep apnea	Neuro	HP_0010535	Sleep apnea	sleep apnea	True
401.61	Renovascular hypertension	renovascular hypertension	Cardio	HP_0100817	Renovascular hypertension	renovascular hypertension	True
441.1	Arteriovenous fistula	arteriovenous fistula	Cardio	HP_0004947	Arteriovenous fistula	arteriovenous fistula	True
441.1	Arteriovenous fistula	arteriovenous fistula	Cardio	HP_0031563	Coronary arteriovenous fistula	coronary arteriovenous fistula	True
550.2	Cholecystitis	cholecystitis	GI	HP_0001082	Cholecystitis	cholecystitis	True
550.3	Gallbladder perforation	gallbladder perforation	GI	HP_0030154	Gallbladder perforation	gallbladder perforation	True
907.7	Placental infarction*	placental infarction	Preg	HP_0011416	Placental infarction	placental infarction	True
597.4	Urethral diverticulum	urethral diverticulum	Genitourinary	HP_0008722	Urethral diverticulum	urethral diverticulum	True
329.6	Transient global amnesia	transient global amnesia	Neuro	HP_0010534	Transient global amnesia	transient global amnesia	True
904.3	Antepartum hemorrhage	antepartum hemorrhage	Preg	HP_0025328	Antepartum hemorrhage	antepartum hemorrhage	True
904.3	Antepartum hemorrhage	antepartum hemorrhage	Preg	HP_0025328	Antepartum haemorrhage	antepartum hemorrhage	False
905	Premature rupture of membranes	premature rupture of membranes	Preg	HP_0001788	Premature rupture of membranes	premature rupture of membranes	True
121.12	Acute myeloid leukemia	acute myeloid leukemia	Neoplasms	HP_0004808	Acute myeloid leukemia	acute myeloid leukemia	True
121.12	Acute myeloid leukemia	acute myeloid leukemia	Neoplasms	HP_0004808	Acute myeloid leukaemia	acute myeloid leukemia	False
665	Psoriasis	psoriasis	Derm	HP_0003765	Psoriasis	psoriasis	False
685.5	Anhidrosis	anhidrosis	Derm	HP_0000970	Anhidrosis	anhidrosis	True
753.4	Coloboma	coloboma	Cong	HP_0000589	Coloboma	coloboma	True
371.31	Age-related nuclear cataract	age-related nuclear cataract	Eye	HP_0011142	Age-related nuclear cataract	age-related nuclear cataract	True
416.211	Paroxysmal atrial fibrillation*	paroxysmal atrial fibrillation	Cardio	HP_0004757	Paroxysmal atrial fibrillation	paroxysmal atrial fibrillation	True
416.211	Paroxysmal atrial fibrillation*	paroxysmal atrial fibrillation	Cardio	HP_0004757	Atrial fibrillation, paroxysmal	atrial fibrillation paroxysmal	False
832.9	Hypercalciuria*	hypercalciuria	Signs/Symptoms	HP_0002150	Hypercalciuria	hypercalciuria	True
353.1	Hallucinations	hallucinations	Neuro	HP_0000738	Hallucinations	hallucinations	True
353.1	Hallucinations	hallucinations	Neuro	HP_0006803	Vivid hallucinations	vivid hallucinations	True
353.1	Hallucinations	hallucinations	Neuro	HP_0011160	Taste hallucinations	taste hallucinations	False
832.6	Pyuria*	pyuria	Signs/Symptoms	HP_0012085	Pyuria	pyuria	True
832.7	Hypocitraturia*	hypocitraturia	Signs/Symptoms	HP_0012405	Hypocitraturia	hypocitraturia	True
232.1	Vitamin A deficiency	vitamin a deficiency	Metab	HP_0004905	Vitamin A deficiency	vitamin a deficiency	False
462	Sinusitis	sinusitis	Resp	HP_0000246	Sinusitis	sinusitis	True
015.2	Clostridium difficile	clostridium difficile	ID	HP_0032167	Clostridium difficile enteritis	clostridium difficile enteritis	True
015.2	Clostridium difficile	clostridium difficile	ID	HP_0032168	Clostridium difficile colitis	clostridium difficile colitis	True
052.4	Infectious mononucleosis	infectious mononucleosis	ID	HP_0031693	Fulminant infectious mononucleosis	fulminant infectious mononucleosis	False
055.1	Molluscum contagiosum	molluscum contagiosum	ID	HP_0032163	Molluscum contagiosum	molluscum contagiosum	True
204.1	Impaired fasting glucose	impaired fasting glucose	Endo	HP_0025691	Impaired fasting glucose	impaired fasting glucose	True
209.21	Diabetes insipidus	diabetes insipidus	Endo	HP_0000863	Central diabetes insipidus	central diabetes insipidus	True
209.21	Diabetes insipidus	diabetes insipidus	Endo	HP_0000873	Diabetes insipidus	diabetes insipidus	True
396.2	Sensorineural hearing loss	sensorineural hearing loss	Hearing	HP_0000407	Hearing loss, sensorineural	hearing loss sensorineural	False
396.2	Sensorineural hearing loss	sensorineural hearing loss	Hearing	HP_0000407	Sensorineural hearing loss	sensorineural hearing loss	False
396.2	Sensorineural hearing loss	sensorineural hearing loss	Hearing	HP_0000408	Hearing loss, progressive sensorineural	hearing loss progressive sensorineural	False
396.2	Sensorineural hearing loss	sensorineural hearing loss	Hearing	HP_0000408	Hearing loss, sensorineural, progressive	hearing loss sensorineural progressive	False
396.2	Sensorineural hearing loss	sensorineural hearing loss	Hearing	HP_0000408	Sensorineural hearing loss, progressive	sensorineural hearing loss progressive	False
396.2	Sensorineural hearing loss	sensorineural hearing loss	Hearing	HP_0008527	Congenital sensorineural hearing loss	congenital sensorineural hearing loss	False
396.2	Sensorineural hearing loss	sensorineural hearing loss	Hearing	HP_0008527	Hearing loss, congenital sensorineural	hearing loss congenital sensorineural	False
396.2	Sensorineural hearing loss	sensorineural hearing loss	Hearing	HP_0008610	Infantile sensorineural hearing loss	infantile sensorineural hearing loss	False
396.2	Sensorineural hearing loss	sensorineural hearing loss	Hearing	HP_0008615	Late sensorineural hearing loss	late sensorineural hearing loss	False
396.2	Sensorineural hearing loss	sensorineural hearing loss	Hearing	HP_0008619	Bilateral sensorineural hearing loss	bilateral sensorineural hearing loss	False
396.2	Sensorineural hearing loss	sensorineural hearing loss	Hearing	HP_0008619	Hearing loss, sensorineural, bilateral	hearing loss sensorineural bilateral	False
396.2	Sensorineural hearing loss	sensorineural hearing loss	Hearing	HP_0008625	Severe sensorineural hearing loss	severe sensorineural hearing loss	False
396	Hearing impairment	hearing impairment	Hearing	HP_0000365	Hearing impairment	hearing impairment	True
396	Hearing impairment	hearing impairment	Hearing	HP_0000410	Mixed hearing impairment	mixed hearing impairment	True
396	Hearing impairment	hearing impairment	Hearing	HP_0012712	Mild hearing impairment	mild hearing impairment	True
396	Hearing impairment	hearing impairment	Hearing	HP_0012714	Severe hearing impairment	severe hearing impairment	True
629	Female infertility	female infertility	Genitourinary	HP_0008222	Female infertility	female infertility	True
594.11	Urinary hesitancy	urinary hesitancy	Genitourinary	HP_0000019	Urinary hesitancy	urinary hesitancy	True
594.32	Stress incontinence	stress incontinence	Genitourinary	HP_0010992	Stress urinary incontinence	stress urinary incontinence	True
504.2	Gingival recession	gingival recession	GI	HP_0030816	Gingival recession	gingival recession	True
367.6	Episcleritis	episcleritis	Eye	HP_0100534	Episcleritis	episcleritis	True
361.8	Blepharophimosis	blepharophimosis	Eye	HP_0000581	Blepharophimosis	blepharophimosis	True
520.11	Inguinal hernia	inguinal hernia	GI	HP_0000023	Inguinal hernia	inguinal hernia	True
520.12	Femoral hernia	femoral hernia	GI	HP_0100541	Femoral hernia	femoral hernia	True
674.21	Cafe au lait spots*	cafe au lait spots	Derm	HP_0000957	Cafe au lait spots	cafe au lait spots	False
528.2	Vomiting	vomiting	GI	HP_0002013	Vomiting	vomiting	True
609.1	Azoospermia	azoospermia	Genitourinary	HP_0000027	Azoospermia	azoospermia	True
618.11	Cystocele	cystocele	Genitourinary	HP_0100645	Cystocele	cystocele	True
446.2	Orthostatic hypotension	orthostatic hypotension	Cardio	HP_0001278	Orthostatic hypotension	orthostatic hypotension	True
444.1	Varicose veins	varicose veins	Cardio	HP_0002619	Varicose veins	varicose veins	True
413.41	Pulmonary valve stenosis*	pulmonary valve stenosis	Cardio	HP_0001642	Pulmonary valve stenosis	pulmonary valve stenosis	False
413.21	Aortic stenosis	aortic stenosis	Cardio	HP_0001650	Aortic valve stenosis	aortic valve stenosis	True
413.21	Aortic stenosis	aortic stenosis	Cardio	HP_0001650	Aortic stenosis	aortic stenosis	False
413.22	Aortic insufficiency	aortic insufficiency	Cardio	HP_0001659	Aortic insufficiency	aortic insufficiency	False
413.11	Mitral valve insufficiency	mitral valve insufficiency	Cardio	HP_0001653	Mitral valve insufficiency	mitral valve insufficiency	False
413.12	Mitral valve prolapse*	mitral valve prolapse	Cardio	HP_0001634	Mitral valve prolapse	mitral valve prolapse	True
413.13	Mitral valve stenosis	mitral valve stenosis	Cardio	HP_0001718	Mitral valve stenosis	mitral valve stenosis	False
448.2	Erythromelalgia	erythromelalgia	Cardio	HP_0032147	Erythromelalgia	erythromelalgia	True
334.23	Facial weakness	facial weakness	Neuro	HP_0030319	Facial muscle weakness	facial muscle weakness	False
334.23	Facial weakness	facial weakness	Neuro	HP_0030319	Facial weakness	facial weakness	False
683.2	Nail dystrophy*	nail dystrophy	Derm	HP_0008404	Nail dystrophy	nail dystrophy	True
594.33	Nocturnal enuresis	nocturnal enuresis	Genitourinary	HP_0010677	Nocturnal enuresis	nocturnal enuresis	False
384.4	Tonic pupil	tonic pupil	Eye	HP_0012074	Tonic pupil	tonic pupil	True
360.11	Hordeolum externum	hordeolum externum	Eye	HP_0010607	Hordeolum externum	hordeolum externum	True
369.52	Lattice corneal dystrophy	lattice corneal dystrophy	Eye	HP_0001149	Lattice corneal dystrophy	lattice corneal dystrophy	True
369.53	Granular corneal dystrophy	granular corneal dystrophy	Eye	HP_0007802	Granular corneal dystrophy	granular corneal dystrophy	True
840.4	Latex allergy	latex allergy	Signs/Symptoms	HP_0500094	Latex allergy	latex allergy	True
381.4	Exotropia	exotropia	Eye	HP_0000577	Exotropia	exotropia	True
381.41	Alternating exotropia	alternating exotropia	Eye	HP_0031717	Alternating exotropia	alternating exotropia	True
361.12	Mechanical entropion	mechanical entropion	Eye	HP_0031738	Mechanical entropion	mechanical entropion	True
331.6	Migraine	migraine	Neuro	HP_0002076	Migraine	migraine	True
331.61	Migraine with aura	migraine with aura	Neuro	HP_0002077	Migraine with aura	migraine with aura	True
331.32	Hypnic headache	hypnic headache	Neuro	HP_0012459	Hypnic headache	hypnic headache	True
331.33	Thunderclap headache	thunderclap headache	Neuro	HP_0030907	Thunderclap headache	thunderclap headache	True
754.11	Congenital ptosis	congenital ptosis	Cong	HP_0007970	Congenital ptosis	congenital ptosis	True
755.1	Aplasia/Hypoplasia of the external ear	aplasiahypoplasia of the external ear	Cong	HP_0008772	Aplasia/Hypoplasia of the external ear	aplasiahypoplasia of the external ear	True
