hpo_code	hpo_label	hpo_simpleLabel	hpo_original	phecodeX_code	phecodeX_label	phecodeX_simpleLabel	phecodeX_category
HP_0003131	Cystinuria	cystinuria	True	240.42	Cystinuria*	cystinuria	Metab
HP_0003150	Glutaric aciduria	glutaric aciduria	True	240.34	Glutaric aciduria type II*	glutaric aciduria type ii	Metab
HP_0003159	Hyperoxaluria	hyperoxaluria	True	832.8	Hyperoxaluria*	hyperoxaluria	Signs/Symptoms
HP_0003179	Protrusio acetabuli	protrusio acetabuli	True	710.23	Protrusio acetabuli	protrusio acetabuli	Musc/Skel
HP_0003187	Breast hypoplasia	breast hypoplasia	True	612.3	Breast hypoplasia	breast hypoplasia	Genitourinary
HP_0003193	Allergic rhinitis	allergic rhinitis	True	463.2	Allergic rhinitis	allergic rhinitis	Resp
HP_0012393	Allergy	allergy	True	840	Allergy	allergy	Signs/Symptoms
HP_0003201	Rhabdomyolysis	rhabdomyolysis	True	719.8	Rhabdomyolysis	rhabdomyolysis	Musc/Skel
HP_0003202	Muscular atrophy	muscular atrophy	False	323.2	Spinal muscular atrophy	spinal muscular atrophy	Neuro
HP_0003231	Tyrosinemia	tyrosinemia	False	240.121	Tyrosinemia*	tyrosinemia	Metab
HP_0003251	Male infertility	male infertility	True	609	Male infertility	male infertility	Genitourinary
HP_0003279	Coxa magna	coxa magna	True	725.21	Coxa magna*	coxa magna	Musc/Skel
HP_0003298	Spina bifida occulta	spina bifida occulta	True	751.11	Spina bifida occulta	spina bifida occulta	Cong
HP_0003302	Spondylolisthesis	spondylolisthesis	True	715.3	Spondylolisthesis	spondylolisthesis	Musc/Skel
HP_0003304	Spondylolysis	spondylolysis	True	715.2	Spondylolysis	spondylolysis	Musc/Skel
HP_0003324	Generalized muscle weakness	generalized muscle weakness	True	807.21	Muscle weakness (generalized)	muscle weakness generalized	Signs/Symptoms
HP_0003324	Generalised muscle weakness	generalized muscle weakness	False	807.21	Muscle weakness (generalized)	muscle weakness generalized	Signs/Symptoms
HP_0003324	Generalised weakness	generalized weakness	False	807.21	Muscle weakness (generalized)	muscle weakness generalized	Signs/Symptoms
HP_0003324	Generalized weakness	generalized weakness	False	807.21	Muscle weakness (generalized)	muscle weakness generalized	Signs/Symptoms
HP_0003324	Muscle weakness, generalised	muscle weakness generalized	False	807.21	Muscle weakness (generalized)	muscle weakness generalized	Signs/Symptoms
HP_0003324	Muscle weakness, generalized	muscle weakness generalized	False	807.21	Muscle weakness (generalized)	muscle weakness generalized	Signs/Symptoms
HP_0003326	Myalgia	myalgia	True	724.1	Myalgia	myalgia	Musc/Skel
HP_0003394	Muscle spasm	muscle spasm	True	719.11	Spasm of muscle	spasm of muscle	Musc/Skel
HP_0003416	Spinal stenosis	spinal stenosis	False	715.4	Spinal stenosis	spinal stenosis	Musc/Skel
HP_0003418	Back pain	back pain	True	718	Back pain	back pain	Musc/Skel
HP_0003418	Back pain	back pain	True	718.3	Mid back pain	mid back pain	Musc/Skel
HP_0003418	Back pain	back pain	True	718.4	Low back pain	low back pain	Musc/Skel
HP_0003419	Low back pain	low back pain	True	718.4	Low back pain	low back pain	Musc/Skel
HP_0003535	3-Methylglutaconic aciduria	3-methylglutaconic aciduria	True	240.23	3-methylglutaconic aciduria*	3-methylglutaconic aciduria	Metab
HP_0003560	Muscular dystrophy	muscular dystrophy	True	339.1	Muscular dystrophy	muscular dystrophy	Neuro
HP_0003571	Propionic acidemia	propionic acidemia	True	240.25	Propionic acidemia*	propionic acidemia	Metab
HP_0003614	Trimethylaminuria	trimethylaminuria	True	240.71	Trimethylaminuria*	trimethylaminuria	Metab
HP_0003641	Hemoglobinuria	hemoglobinuria	True	832.4	Hemoglobinuria	hemoglobinuria	Signs/Symptoms
HP_0003765	Psoriasis	psoriasis	False	665	Psoriasis	psoriasis	Derm
HP_0003768	Periodic paralysis	periodic paralysis	True	339.4	Periodic paralysis	periodic paralysis	Neuro
HP_0012622	Chronic kidney disease	chronic kidney disease	True	164.61	Anemia in chronic kidney disease	anemia in chronic kidney disease	Blood
HP_0012622	Chronic kidney disease	chronic kidney disease	True	583	Chronic kidney disease	chronic kidney disease	Genitourinary
HP_0003834	Shoulder dislocation	shoulder dislocation	True	T830.2	Dislocation of shoulder	dislocation of shoulder	Trauma
HP_0008207	Adrenocortical insufficiency	adrenocortical insufficiency	False	211.2	Adrenocortical insufficiency	adrenocortical insufficiency	Endo
HP_0008207	Adrenocortical insufficiency	adrenocortical insufficiency	False	211.21	Primary adrenocortical insufficiency	primary adrenocortical insufficiency	Endo
HP_0008207	Adrenocortical insufficiency	adrenocortical insufficiency	False	211.22	Drug-induced adrenocortical insufficiency*	drug-induced adrenocortical insufficiency	Endo
HP_0004326	Cachexia	cachexia	True	230.4	Cachexia	cachexia	Metab
HP_0004383	Hypoplastic left heart	hypoplastic left heart	True	780.52	Hypoplastic left heart syndrome	hypoplastic left heart syndrome	Cong
HP_0004411	Deviated nasal septum	deviated nasal septum	True	471.2	Deviated nasal septum	deviated nasal septum	Resp
HP_0004415	Pulmonary artery stenosis	pulmonary artery stenosis	True	778.52	Stenosis of pulmonary artery*	stenosis of pulmonary artery	Cong
HP_0100774	Bone Hypertrophy	bone hypertrophy	False	727.6	Hypertrophy of bone*	hypertrophy of bone	Musc/Skel
HP_0004439	Craniofacial dysostosis	craniofacial dysostosis	True	758.3	Craniofacial dysostosis*	craniofacial dysostosis	Cong
HP_0004469	Chronic bronchitis	chronic bronchitis	True	469.2	Chronic bronchitis	chronic bronchitis	Resp
HP_0004602	Klippel-Feil syndrome	klippel-feil syndrome	False	787.1	Klippel-Feil syndrome	klippel-feil syndrome	Cong
HP_0004749	Atrial flutter	atrial flutter	True	416.22	Atrial flutter	atrial flutter	Cardio
HP_0004756	Ventricular tachycardia	ventricular tachycardia	True	416.12	Ventricular tachycardia	ventricular tachycardia	Cardio
HP_0004754	Permanent atrial fibrillation	permanent atrial fibrillation	True	416.214	Permanent atrial fibrillation*	permanent atrial fibrillation	Cardio
HP_0005110	Atrial fibrillation	atrial fibrillation	True	416.213	Chronic atrial fibrillation*	chronic atrial fibrillation	Cardio
HP_0005110	Atrial fibrillation	atrial fibrillation	True	416.21	Atrial fibrillation	atrial fibrillation	Cardio
HP_0004755	Supraventricular tachycardia	supraventricular tachycardia	True	416.11	Supraventricular tachycardia	supraventricular tachycardia	Cardio
HP_0004757	Paroxysmal atrial fibrillation	paroxysmal atrial fibrillation	True	416.211	Paroxysmal atrial fibrillation*	paroxysmal atrial fibrillation	Cardio
HP_0004757	Atrial fibrillation, paroxysmal	atrial fibrillation paroxysmal	False	416.211	Paroxysmal atrial fibrillation*	paroxysmal atrial fibrillation	Cardio
HP_0012115	Hepatitis	hepatitis	True	540	Hepatitis	hepatitis	GI
HP_0012115	Hepatitis	hepatitis	True	054.1	Hepatitis A	hepatitis a	ID
HP_0012115	Hepatitis	hepatitis	True	054.2	Hepatitis B	hepatitis b	ID
HP_0012115	Hepatitis	hepatitis	True	054.3	Hepatitis C	hepatitis c	ID
HP_0012115	Hepatitis	hepatitis	True	054.5	Hepatitis E	hepatitis e	ID
HP_0004789	Lactose intolerance	lactose intolerance	True	525.31	Lactose intolerance*	lactose intolerance	GI
HP_0004796	Gastrointestinal obstruction	gastrointestinal obstruction	True	514	Gastrointestinal obstruction	gastrointestinal obstruction	GI
HP_0004808	Acute myeloid leukemia	acute myeloid leukemia	True	121.12	Acute myeloid leukemia	acute myeloid leukemia	Neoplasms
HP_0004808	Acute myeloid leukaemia	acute myeloid leukemia	False	121.12	Acute myeloid leukemia	acute myeloid leukemia	Neoplasms
HP_0004810	Congenital dyserythropoietic anaemia	congenital dyserythropoietic anemia	False	162.7	Congenital dyserythropoietic anemia*	congenital dyserythropoietic anemia	Blood
HP_0004810	Congenital dyserythropoietic anemia	congenital dyserythropoietic anemia	False	162.7	Congenital dyserythropoietic anemia*	congenital dyserythropoietic anemia	Blood
HP_0006721	Acute lymphoid leukaemia	acute lymphoid leukemia	False	121.11	Acute lymphoid leukemia	acute lymphoid leukemia	Neoplasms
HP_0006721	Acute lymphoid leukemia	acute lymphoid leukemia	False	121.11	Acute lymphoid leukemia	acute lymphoid leukemia	Neoplasms
HP_0012324	Myeloid leukemia	myeloid leukemia	True	121.12	Acute myeloid leukemia	acute myeloid leukemia	Neoplasms
HP_0012324	Myeloid leukaemia	myeloid leukemia	False	121.12	Acute myeloid leukemia	acute myeloid leukemia	Neoplasms
HP_0004872	Incisional hernia	incisional hernia	True	520.15	Incisional hernia	incisional hernia	GI
HP_0004905	Vitamin A deficiency	vitamin a deficiency	False	232.1	Vitamin A deficiency	vitamin a deficiency	Metab
HP_0040270	Impaired glucose tolerance	impaired glucose tolerance	True	204.2	Impaired glucose tolerance (oral)	impaired glucose tolerance oral	Endo
HP_0004935	Pulmonary atresia	pulmonary atresia	False	779.11	Pulmonary valve atresia	pulmonary valve atresia	Cong
HP_0004937	Pulmonary artery aneurysm	pulmonary artery aneurysm	True	438.9	Aneurysm of pulmonary artery	aneurysm of pulmonary artery	Cardio
HP_0005294	Arterial dissection	arterial dissection	True	438.4	Arterial dissection	arterial dissection	Cardio
HP_0004976	Knee dislocation	knee dislocation	True	T830.7	Dislocation of knee	dislocation of knee	Trauma
HP_0031869	Recurrent joint dislocation	recurrent joint dislocation	True	712.61	Recurrent dislocation of joint	recurrent dislocation of joint	Musc/Skel
HP_0005112	Abdominal aortic aneurysm	abdominal aortic aneurysm	True	438.11	Abdominal aortic aneurysm	abdominal aortic aneurysm	Cardio
HP_0010772	Anomalous pulmonary venous return	anomalous pulmonary venous return	True	781.41	Anomalous pulmonary venous return	anomalous pulmonary venous return	Cong
HP_0011713	Left bundle branch block	left bundle branch block	True	416.42	Left bundle branch block	left bundle branch block	Cardio
HP_0005180	Tricuspid insufficiency	tricuspid insufficiency	False	413.32	Tricuspid value insufficiency*	tricuspid value insufficiency	Cardio
HP_0005186	Synovial hypertrophy	synovial hypertrophy	True	721.7	Synovial hypertrophy*	synovial hypertrophy	Musc/Skel
HP_0100668	Intestinal duplication	intestinal duplication	True	765.5	Intestinal duplication*	intestinal duplication	Cong
HP_0005912	Biliary atresia	biliary atresia	True	766.1	Biliary atresia	biliary atresia	Cong
HP_0005261	Hemarthrosis	hemarthrosis	False	713.1	Hemarthrosis	hemarthrosis	Musc/Skel
HP_0005301	Persistent left superior vena cava	persistent left superior vena cava	True	781.42	Persistent left superior vena cava*	persistent left superior vena cava	Cong
HP_0005305	Cerebral venous thrombosis	cerebral venous thrombosis	True	440.15	Cerebral venous sinus thrombosis	cerebral venous sinus thrombosis	Cardio
HP_0005313	Arterial fibromuscular dysplasia	arterial fibromuscular dysplasia	True	443.3	Arterial fibromuscular dysplasia*	arterial fibromuscular dysplasia	Cardio
HP_0005321	Mandibulofacial dysostosis	mandibulofacial dysostosis	True	758.31	Mandibulofacial dysostosis*	mandibulofacial dysostosis	Cong
HP_0010307	Stridor	stridor	True	488.5	Stridor	stridor	Resp
HP_0005558	Chronic leukemia	chronic leukemia	True	121.2	Chronic leukemia	chronic leukemia	Neoplasms
HP_0005558	Chronic leukemia	chronic leukemia	True	121.22	Chronic myloid leukemia	chronic myloid leukemia	Neoplasms
HP_0005558	Chronic leukaemia	chronic leukemia	False	121.2	Chronic leukemia	chronic leukemia	Neoplasms
HP_0005558	Chronic leukaemia	chronic leukemia	False	121.22	Chronic myloid leukemia	chronic myloid leukemia	Neoplasms
HP_0012190	T-cell lymphoma	t-cell lymphoma	True	122.24	T-cell lymphoma	t-cell lymphoma	Neoplasms
HP_0005521	Disseminated intravascular coagulation	disseminated intravascular coagulation	True	860.11	Disseminated intravascular coagulation of newborn	disseminated intravascular coagulation of newborn	Neonate
HP_0005526	Lymphoid leukemia	lymphoid leukemia	True	121.21	Chronic lymphoid leukemia	chronic lymphoid leukemia	Neoplasms
HP_0005526	Lymphoid leukemia	lymphoid leukemia	True	121.11	Acute lymphoid leukemia	acute lymphoid leukemia	Neoplasms
HP_0005526	Lymphoid leukaemia	lymphoid leukemia	False	121.21	Chronic lymphoid leukemia	chronic lymphoid leukemia	Neoplasms
HP_0005526	Lymphoid leukaemia	lymphoid leukemia	False	121.11	Acute lymphoid leukemia	acute lymphoid leukemia	Neoplasms
HP_0005547	Myeloproliferative disorder	myeloproliferative disorder	True	124	Myeloproliferative disorder	myeloproliferative disorder	Neoplasms
HP_0005541	Congenital agranulocytosis	congenital agranulocytosis	True	170.11	Congenital agranulocytosis	congenital agranulocytosis	Blood
HP_0005575	Hemolytic-uremic syndrome	hemolytic-uremic syndrome	True	161.22	Hemolytic-uremic syndrome	hemolytic-uremic syndrome	Blood
HP_0005681	Juvenile rheumatoid arthritis	juvenile rheumatoid arthritis	True	705.2	Juvenile rheumatoid arthritis [JRA/JIA]	juvenile rheumatoid arthritis jrajia	Musc/Skel
HP_0005681	Rheumatoid arthritis, juvenile	rheumatoid arthritis juvenile	False	705.2	Juvenile rheumatoid arthritis [JRA/JIA]	juvenile rheumatoid arthritis jrajia	Musc/Skel
HP_0005850	Congenital talipes calcaneovalgus	congenital talipes calcaneovalgus	True	784.13	Congenital talipes calcaneovalgus	congenital talipes calcaneovalgus	Cong
HP_0005943	Respiratory arrest	respiratory arrest	True	497	Respiratory arrest	respiratory arrest	Resp
HP_0005950	Laryngeal web	laryngeal web	True	777.11	Laryngeal web	laryngeal web	Cong
HP_0005978	Type 2 diabetes	type 2 diabetes	False	202.2	Type 2 diabetes	type 2 diabetes	Endo
HP_0005987	Multinodular goiter	multinodular goiter	True	200.23	Multinodular goiter	multinodular goiter	Endo
HP_0005987	Multinodular goitre	multinodular goiter	False	200.23	Multinodular goiter	multinodular goiter	Endo
HP_0006280	Chronic pancreatitis	chronic pancreatitis	True	554.12	Chronic pancreatitis	chronic pancreatitis	GI
HP_0011069	Supernumerary teeth	supernumerary teeth	False	500.3	Supernumerary teeth	supernumerary teeth	GI
HP_0006510	Chronic obstructive pulmonary disease	chronic obstructive pulmonary disease	False	474	Chronic obstructive pulmonary disease [COPD]	chronic obstructive pulmonary disease copd	Resp
HP_0006515	Interstitial pneumonitis	interstitial pneumonitis	True	481.43	Interstitial pneumonitis	interstitial pneumonitis	Resp
HP_0006516	Hypersensitivity pneumonitis	hypersensitivity pneumonitis	True	477.2	Hypersensitivity pneumonitis	hypersensitivity pneumonitis	Resp
HP_0006517	Alveolar proteinosis	alveolar proteinosis	False	481.2	Alveolar proteinosis	alveolar proteinosis	Resp
HP_0006527	Lymphoid interstitial pneumonia	lymphoid interstitial pneumonia	False	481.6	Lymphoid interstitial pneumonia	lymphoid interstitial pneumonia	Resp
HP_0006548	Pulmonary arteriovenous malformation	pulmonary arteriovenous malformation	True	441.2	Pulmonary arteriovenous malformation	pulmonary arteriovenous malformation	Cardio
HP_0006688	Paroxysmal tachycardia	paroxysmal tachycardia	True	416.1	Paroxysmal tachycardia	paroxysmal tachycardia	Cardio
HP_0100584	Endocarditis	endocarditis	True	410.2	Endocarditis	endocarditis	Cardio
HP_0006702	Coronary artery dissection	coronary artery dissection	True	438.43	Coronary artery dissection	coronary artery dissection	Cardio
HP_0100833	Neoplasm of the small intestine	neoplasm of the small intestine	True	101.3	Malignant neoplasm of the small intestine	malignant neoplasm of the small intestine	Neoplasms
HP_0100833	Neoplasm of the small intestine	neoplasm of the small intestine	True	136.3	Benign neoplasm of the small intestine	benign neoplasm of the small intestine	Neoplasms
HP_0006723	Intestinal carcinoid	intestinal carcinoid	True	114.41	Intestinal carcinoid	intestinal carcinoid	Neoplasms
HP_0006739	Squamous cell carcinoma of the skin	squamous cell carcinoma of the skin	True	103.22	Squamous cell carcinoma of the skin	squamous cell carcinoma of the skin	Neoplasms
HP_0006775	Multiple myeloma	multiple myeloma	True	123.1	Multiple myeloma	multiple myeloma	Neoplasms
HP_0006824	Cranial nerve palsies	cranial nerve palsies	False	334.9	Multiple cranial nerve palsies	multiple cranial nerve palsies	Neuro
HP_0007269	Spinal muscular atrophy	spinal muscular atrophy	True	323.2	Spinal muscular atrophy	spinal muscular atrophy	Neuro
HP_0006980	Progressive leukoencephalopathy	progressive leukoencephalopathy	True	322.2	Progressive multifocal leukoencephalopathy	progressive multifocal leukoencephalopathy	Neuro
HP_0006980	Leukoencephalopathy, progressive	leukoencephalopathy progressive	False	322.2	Progressive multifocal leukoencephalopathy	progressive multifocal leukoencephalopathy	Neuro
HP_0007011	Trochlear nerve palsy	trochlear nerve palsy	False	334.42	Fourth [trochlear] nerve palsy	fourth trochlear nerve palsy	Neuro
HP_0100786	Hypersomnia	hypersomnia	True	333.3	Hypersomnia	hypersomnia	Neuro
HP_0030319	Facial weakness	facial weakness	False	334.23	Facial weakness	facial weakness	Neuro
HP_0007302	Bipolar disorder	bipolar disorder	False	286.1	Bipolar disorder	bipolar disorder	Mental
HP_0007313	Cerebral degeneration	cerebral degeneration	True	328.3	Cerebral degeneration	cerebral degeneration	Neuro
HP_0007354	Amyotrophic lateral sclerosis	amyotrophic lateral sclerosis	True	323.31	Amyotrophic lateral sclerosis [ALS]	amyotrophic lateral sclerosis als	Neuro
HP_0007417	Discoid lupus erythematosus	discoid lupus erythematosus	False	360.54	Discoid lupus erythematosus of eyelid	discoid lupus erythematosus of eyelid	Eye
HP_0007430	Generalized edema	generalized edema	True	812.1	Generalized edema*	generalized edema	Signs/Symptoms
HP_0007431	Congenital ichthyosiform erythroderma	congenital ichthyosiform erythroderma	True	790.14	Congenital bullous ichthyosiform erythroderma*	congenital bullous ichthyosiform erythroderma	Cong
HP_0007431	Congenital ichthyosis	congenital ichthyosis	False	790.1	Congenital ichthyosis	congenital ichthyosis	Cong
HP_0007431	Ichthyosis, congenital	ichthyosis congenital	False	790.1	Congenital ichthyosis	congenital ichthyosis	Cong
HP_0007475	Congenital bullous ichthyosiform erythroderma	congenital bullous ichthyosiform erythroderma	True	790.14	Congenital bullous ichthyosiform erythroderma*	congenital bullous ichthyosiform erythroderma	Cong
HP_0007475	Bullous congenital ichthyosiform erythroderma	bullous congenital ichthyosiform erythroderma	False	790.14	Congenital bullous ichthyosiform erythroderma*	congenital bullous ichthyosiform erythroderma	Cong
HP_0012032	Lipoma	lipoma	True	139.5	Lipoma	lipoma	Neoplasms
HP_0100018	Nuclear cataract	nuclear cataract	True	371.3	Nuclear cataract	nuclear cataract	Eye
HP_0007769	Peripheral retinal degeneration	peripheral retinal degeneration	True	374.6	Peripheral retinal degeneration	peripheral retinal degeneration	Eye
HP_0007707	Congenital aphakia	congenital aphakia	True	753.21	Congenital aphakia	congenital aphakia	Cong
HP_0030666	Retinal neovascularization	retinal neovascularization	True	374.33	Retinal neovascularization	retinal neovascularization	Eye
HP_0007787	Posterior subcapsular cataract	posterior subcapsular cataract	True	371.22	Posterior subcapsular polar cataract	posterior subcapsular polar cataract	Eye
HP_0007802	Granular corneal dystrophy	granular corneal dystrophy	True	369.53	Granular corneal dystrophy	granular corneal dystrophy	Eye
HP_0012804	Corneal ulcer	corneal ulcer	False	367.21	Corneal ulcer	corneal ulcer	Eye
HP_0007879	Allergic conjunctivitis	allergic conjunctivitis	True	367.12	Allergic [atopic] conjunctivitis	allergic atopic conjunctivitis	Eye
HP_0007898	Exudative retinopathy	exudative retinopathy	True	374.31	Exudative retinopathy	exudative retinopathy	Eye
HP_0007902	Vitreous hemorrhage	vitreous hemorrhage	True	377.5	Vitreous hemorrhage	vitreous hemorrhage	Eye
HP_0007902	Vitreous haemorrhage	vitreous hemorrhage	False	377.5	Vitreous hemorrhage	vitreous hemorrhage	Eye
HP_0007906	Ocular hypertension	ocular hypertension	True	375.6	Ocular hypertension	ocular hypertension	Eye
HP_0007970	Congenital ptosis	congenital ptosis	True	754.11	Congenital ptosis	congenital ptosis	Cong
HP_0011499	Mydriasis	mydriasis	True	384.3	Mydriasis	mydriasis	Eye
HP_0008028	Cystoid macular degeneration	cystoid macular degeneration	True	374.53	Cystoid macular degeneration	cystoid macular degeneration	Eye
HP_0025188	Retinal vasculitis	retinal vasculitis	True	374.34	Retinal vasculitis	retinal vasculitis	Eye
HP_0008066	Blister	blister	False	T881	Blister	blister	Trauma
HP_0008200	Primary hyperparathyroidism	primary hyperparathyroidism	True	208.21	Primary hyperparathyroidism	primary hyperparathyroidism	Endo
HP_0008209	Premature menopause	premature menopause	False	214.11	Premature menopause	premature menopause	Endo
HP_0008222	Female infertility	female infertility	True	629	Female infertility	female infertility	Genitourinary
HP_0008419	Degenerative disc disease	degenerative disk disease	False	716.2	Degenerative disc disease	degenerative disk disease	Musc/Skel
HP_0008513	Bilateral conductive hearing loss	bilateral conductive hearing loss	False	396.11	Conductive hearing loss, bilateral	conductive hearing loss bilateral	Hearing
HP_0008551	Microtia	microtia	True	755.11	Microtia	microtia	Cong
HP_0008772	Aplasia/Hypoplasia of the external ear	aplasiahypoplasia of the external ear	True	755.1	Aplasia/Hypoplasia of the external ear	aplasiahypoplasia of the external ear	Cong
HP_0008619	Bilateral sensorineural hearing loss	bilateral sensorineural hearing loss	False	396.21	Sensorineural hearing loss, bilateral	sensorineural hearing loss bilateral	Hearing
HP_0008619	Hearing loss, sensorineural, bilateral	hearing loss sensorineural bilateral	False	396.21	Sensorineural hearing loss, bilateral	sensorineural hearing loss bilateral	Hearing
HP_0008629	Pulsatile tinnitus	pulsatile tinnitus	True	397.11	Pulsatile tinnitus*	pulsatile tinnitus	Hearing
HP_0008676	Congenital megaureter	congenital megaureter	True	774.3	Congenital megaureter*	congenital megaureter	Cong
HP_0008711	Benign prostatic hyperplasia	benign prostatic hyperplasia	True	600	Benign prostatic hyperplasia	benign prostatic hyperplasia	Genitourinary
HP_0010480	Urethral fistula	urethral fistula	True	597.3	Urethral fistula	urethral fistula	Genitourinary
HP_0008722	Urethral diverticulum	urethral diverticulum	True	597.4	Urethral diverticulum	urethral diverticulum	Genitourinary
HP_0008749	Laryngeal hypoplasia	laryngeal hypoplasia	True	777.13	Laryngeal hypoplasia*	laryngeal hypoplasia	Cong
HP_0008765	Auditory hallucinations	auditory hallucinations	True	353.11	Auditory hallucinations*	auditory hallucinations	Neuro
HP_0008771	Aplasia/Hypoplasia of the ear	aplasiahypoplasia of the ear	True	755.1	Aplasia/Hypoplasia of the external ear	aplasiahypoplasia of the external ear	Cong
HP_0008780	Congenital bilateral hip dislocation	congenital bilateral hip dislocation	True	783.11	Congenital dislocation of hip, bilateral	congenital dislocation of hip bilateral	Cong
HP_0009071	Inflammatory myopathy	inflammatory myopathy	True	700.4	Inflammatory myopathy	inflammatory myopathy	Musc/Skel
HP_0009710	Chilblains	chilblains	True	677	Chilblains	chilblains	Derm
HP_0100544	Neoplasm of the heart	neoplasm of the heart	True	102.51	Malignant neoplasm of the heart	malignant neoplasm of the heart	Neoplasms
HP_0100544	Neoplasm of the heart	neoplasm of the heart	True	137.51	Benign neoplasm of the heart	benign neoplasm of the heart	Neoplasms
HP_0009763	Limb pain	limb pain	True	809.3	Pain in limb	pain in limb	Signs/Symptoms
HP_0009794	Branchial anomaly	branchial anomaly	True	756.1	Branchial anomaly	branchial anomaly	Cong
HP_0009800	gestational diabetes	gestational diabetes	False	909.1	Gestational diabetes mellitus*	gestational diabetes mellitus	Preg
HP_0009806	Nephrogenic diabetes insipidus	nephrogenic diabetes insipidus	True	588.12	Nephrogenic diabetes insipidus	nephrogenic diabetes insipidus	Genitourinary
HP_0009916	Anisocoria	anisocoria	True	384.1	Anisocoria	anisocoria	Eye
HP_0009926	Epiphora	epiphora	True	363.5	Epiphora	epiphora	Eye
HP_0010280	Stomatitis	stomatitis	True	507.1	Stomatitis	stomatitis	GI
HP_0010296	Ankyloglossia	ankyloglossia	True	759.1	Ankyloglossia	ankyloglossia	Cong
HP_0010316	Ebstein anomaly of the tricuspid valve	ebstein anomaly of the tricuspid valve	True	779.22	Ebstein anomaly of the tricuspid valve	ebstein anomaly of the tricuspid valve	Cong
HP_0010444	Pulmonary insufficiency	pulmonary insufficiency	True	413.42	Pulmonary valve insufficiency*	pulmonary valve insufficiency	Cardio
HP_0010446	Tricuspid stenosis	tricuspid stenosis	True	413.31	Tricuspid value stenosis*	tricuspid value stenosis	Cardio
HP_0100819	Intestinal fistula	intestinal fistula	True	532.1	Intestinal fistula	intestinal fistula	GI
HP_0010478	Abnormality of the urachus	abnormality of the urachus	True	775.4	Abnormality of the urachus	abnormality of the urachus	Cong
HP_0010532	Paroxysmal vertigo	paroxysmal vertigo	True	394.21	Paroxysmal vertigo	paroxysmal vertigo	Hearing
HP_0010534	Transient global amnesia	transient global amnesia	True	329.6	Transient global amnesia	transient global amnesia	Neuro
HP_0010536	Central sleep apnea	central sleep apnea	True	333.12	Central sleep apnea	central sleep apnea	Neuro
HP_0010605	Chalazion	chalazion	True	360.2	Chalazion	chalazion	Eye
HP_0010606	Hordeolum	hordeolum	True	360.1	Hordeolum	hordeolum	Eye
HP_0010607	Hordeolum externum	hordeolum externum	True	360.11	Hordeolum externum	hordeolum externum	Eye
HP_0010608	Hordeolum internum	hordeolum internum	True	360.12	Hordeolum internum	hordeolum internum	Eye
HP_0010619	Breast fibroadenosis	breast fibroadenosis	False	610.2	Fibroadenosis of breast	fibroadenosis of breast	Genitourinary
HP_0010619	Fibroadenosis of breast	fibroadenosis of breast	False	610.2	Fibroadenosis of breast	fibroadenosis of breast	Genitourinary
HP_0010677	Nocturnal enuresis	nocturnal enuresis	False	594.33	Nocturnal enuresis	nocturnal enuresis	Genitourinary
HP_0010735	Polyostotic fibrous dysplasia	polyostotic fibrous dysplasia	True	788.5	Polyostotic fibrous dysplasia	polyostotic fibrous dysplasia	Cong
HP_0010749	Blepharochalasis	blepharochalasis	True	361.4	Blepharochalasis	blepharochalasis	Eye
HP_0100540	Eyelid edema	eyelid edema	False	362.7	Edema of eyelid	edema of eyelid	Eye
HP_0010769	Pilonidal cyst	pilonidal cyst	False	660.7	Pilonidal cyst	pilonidal cyst	Derm
HP_0010774	Cor triatriatum	cor triatriatum	True	780.6	Cor triatriatum	cor triatriatum	Cong
HP_0010775	Vascular ring of aorta	vascular ring of aorta	False	778.46	Vascular ring of aorta*	vascular ring of aorta	Cong
HP_0010780	Hyperacusis	hyperacusis	True	397.3	Hyperacusis	hyperacusis	Hearing
HP_0010828	Hemifacial spasm	hemifacial spasm	True	334.24	Clonic hemifacial spasm*	clonic hemifacial spasm	Neuro
HP_0010882	Pulmonary valve atresia	pulmonary valve atresia	True	779.11	Pulmonary valve atresia	pulmonary valve atresia	Cong
HP_0010885	Osteonecrosis	osteonecrosis	False	727.1	Osteonecrosis	osteonecrosis	Musc/Skel
HP_0010886	Osteochondritis dissecans	osteochondritis dissecans	True	728.2	Osteochondritis dissecans	osteochondritis dissecans	Musc/Skel
HP_0040188	Osteochondrosis	osteochondrosis	True	714.4	Spinal osteochondrosis	spinal osteochondrosis	Musc/Skel
HP_0010906	Histidinemia	histidinemia	False	240.141	Histidinemia*	histidinemia	Metab
HP_0010923	Anterior subcapsular cataract	anterior subcapsular cataract	True	371.21	Anterior subcapsular polar cataract	anterior subcapsular polar cataract	Eye
HP_0010954	Hypoplastic right heart	hypoplastic right heart	True	780.51	Hypoplastic right heart syndrome	hypoplastic right heart syndrome	Cong
HP_0010954	Hypoplastic right heart syndrome	hypoplastic right heart syndrome	False	780.51	Hypoplastic right heart syndrome	hypoplastic right heart syndrome	Cong
HP_0011002	Osteopetrosis	osteopetrosis	True	788.4	Osteopetrosis	osteopetrosis	Cong
HP_0011097	Epileptic spasms	epileptic spasms	False	330.13	Epileptic spasms	epileptic spasms	Neuro
HP_0011099	Spastic hemiplegia	spastic hemiplegia	False	341.22	Spastic hemiplegia	spastic hemiplegia	Neuro
HP_0011106	Hypovolemia	hypovolemia	True	256.72	Hypovolemia	hypovolemia	Metab
