hpo_code	hpo_label	hpo_simpleLabel	hpo_original	ICD10_code	ICD10_label	ICD10_simpleLabel	phecode1.2_codeList	phecodeX_codeList
HP_0006688	Paroxysmal tachycardia	paroxysmal tachycardia	True	I47	Paroxysmal tachycardia	paroxysmal tachycardia	['427', '427.1']	['416', '416.1']
HP_0006688	Paroxysmal tachycardia	paroxysmal tachycardia	True	I47.9	Paroxysmal tachycardia, unspecified	paroxysmal tachycardia	['427', '427.1']	['416', '416.1']
HP_0006702	Coronary artery dissection	coronary artery dissection	True	I25.42	Coronary artery dissection	coronary artery dissection	['411', '411.4', '411.41']	['438', '438.4', '438.43']
HP_0006739	Squamous skin carcinoma	squamous skin carcinoma	False	C44.92	Squamous cell carcinoma of skin, unspecified	squamous cell carcinoma of skin	['172', '172.2', '172.22']	['103', '103.2', '103.22']
HP_0006775	Multiple myeloma	multiple myeloma	True	C90.0	Multiple myeloma	multiple myeloma	['204', '204.4']	['120', '120.1', '123', '123.1']
HP_0008760	Violent behavior	violent behavior	True	R45.6	Violent behavior	violent behavior	['300']	['308', '308.9']
HP_0008760	Violent behaviour	violent behavior	False	R45.6	Violent behavior	violent behavior	['300']	['308', '308.9']
HP_0006934	Congenital nystagmus	congenital nystagmus	True	H55.01	Congenital nystagmus	congenital nystagmus	['378', '378.2']	['383', '383.1']
HP_0007269	Spinal muscular atrophy	spinal muscular atrophy	True	G12.9	Spinal muscular atrophy, unspecified	spinal muscular atrophy	['334', '334.2']	['323', '323.2']
HP_0006965	Acute necrotizing encephalopathy	acute necrotizing encephalopathy	True	G04.3	Acute necrotizing hemorrhagic encephalopathy	acute necrotizing hemorrhagic encephalopathy	['323']	['321', '321.1']
HP_0006965	Acute necrotizing encephalopathy	acute necrotizing encephalopathy	True	G04.30	Acute necrotizing hemorrhagic encephalopathy, unspecified	acute necrotizing hemorrhagic encephalopathy	['323']	['321', '321.1']
HP_0006980	Progressive leukoencephalopathy	progressive leukoencephalopathy	True	A81.2	Progressive multifocal leukoencephalopathy	progressive multifocal leukoencephalopathy	['324']	['069', '089', '089.2', '322', '322.2']
HP_0006980	Progressive leukoencephalopathy	progressive leukoencephalopathy	True	I67.3	Progressive vascular leukoencephalopathy	progressive vascular leukoencephalopathy	['324']	['322', '322.2']
HP_0006980	Leukoencephalopathy, progressive	leukoencephalopathy progressive	False	A81.2	Progressive multifocal leukoencephalopathy	progressive multifocal leukoencephalopathy	['324']	['069', '089', '089.2', '322', '322.2']
HP_0006980	Leukoencephalopathy, progressive	leukoencephalopathy progressive	False	I67.3	Progressive vascular leukoencephalopathy	progressive vascular leukoencephalopathy	['324']	['322', '322.2']
HP_0007011	Trochlear nerve palsy	trochlear nerve palsy	False	H49.1	Fourth [trochlear] nerve palsy	fourth trochlear nerve palsy	['378', '378.5']	['334', '334.4', '334.42', '381', '381.1']
HP_0100786	Hypersomnia	hypersomnia	True	G47.1	Hypersomnia	hypersomnia	['327', '327.1']	['333', '333.3']
HP_0100786	Hypersomnia	hypersomnia	True	G47.10	Hypersomnia, unspecified	hypersomnia	['327', '327.1']	['333', '333.3']
HP_0030319	Facial weakness	facial weakness	False	R29.810	Facial weakness	facial weakness	['772', '772.6']	['334', '334.2', '334.23']
HP_0007302	Bipolar disorder	bipolar disorder	False	F31	Bipolar disorder	bipolar disorder	['296', '296.1']	['286', '286.1']
HP_0007302	Bipolar disorder	bipolar disorder	False	F31.81	Bipolar II disorder	bipolar ii disorder	['296', '296.1']	['286', '286.1']
HP_0007302	Bipolar disorder	bipolar disorder	False	F31.89	Other bipolar disorder	other bipolar disorder	['296', '296.1']	['286', '286.1']
HP_0007302	Bipolar disorder	bipolar disorder	False	F31.9	Bipolar disorder, unspecified	bipolar disorder	['296', '296.1']	['286', '286.1']
HP_0007330	Frontal encephalocele	frontal encephalocele	True	Q01.0	Frontal encephalocele	frontal encephalocele	['752', '752.1']	['751', '751.3']
HP_0007354	Amyotrophic lateral sclerosis	amyotrophic lateral sclerosis	True	G12.21	Amyotrophic lateral sclerosis	amyotrophic lateral sclerosis	['334', '334.2', '334.21']	['323', '323.3', '323.31']
HP_0007417	Discoid lupus erythematosus	discoid lupus erythematosus	False	H01.12	Discoid lupus erythematosus of eyelid	discoid lupus erythematosus of eyelid	['695', '695.4']	['360', '360.5', '360.54', '700', '700.1', '700.12']
HP_0007417	Discoid lupus erythematosus	discoid lupus erythematosus	False	H01.129	Discoid lupus erythematosus of unspecified eye, unspecified eyelid	discoid lupus erythematosus ofeyeeyelid	['695', '695.4']	['360', '360.5', '360.54', '700', '700.1', '700.12']
HP_0007417	Discoid lupus erythematosus	discoid lupus erythematosus	False	L93.0	Discoid lupus erythematosus	discoid lupus erythematosus	['695', '695.4', '695.41']	['700', '700.1', '700.12']
HP_0007430	Generalized edema	generalized edema	True	R60.1	Generalized edema	generalized edema	['782', '782.3']	['812', '812.1']
HP_0007431	Congenital ichthyosiform erythroderma	congenital ichthyosiform erythroderma	True	Q80.3	Congenital bullous ichthyosiform erythroderma	congenital bullous ichthyosiform erythroderma	['691', '691.1']	['790', '790.1', '790.14']
HP_0007431	Congenital ichthyosis	congenital ichthyosis	False	Q80	Congenital ichthyosis	congenital ichthyosis	['691', '691.1']	['790', '790.1']
HP_0007431	Congenital ichthyosis	congenital ichthyosis	False	Q80.8	Other congenital ichthyosis	other congenital ichthyosis	['691', '691.1']	['790', '790.1']
HP_0007431	Congenital ichthyosis	congenital ichthyosis	False	Q80.9	Congenital ichthyosis, unspecified	congenital ichthyosis	['691', '691.1']	['790', '790.1']
HP_0007431	Ichthyosis, congenital	ichthyosis congenital	False	Q80	Congenital ichthyosis	congenital ichthyosis	['691', '691.1']	['790', '790.1']
HP_0007431	Ichthyosis, congenital	ichthyosis congenital	False	Q80.8	Other congenital ichthyosis	other congenital ichthyosis	['691', '691.1']	['790', '790.1']
HP_0007431	Ichthyosis, congenital	ichthyosis congenital	False	Q80.9	Congenital ichthyosis, unspecified	congenital ichthyosis	['691', '691.1']	['790', '790.1']
HP_0007475	Congenital bullous ichthyosiform erythroderma	congenital bullous ichthyosiform erythroderma	True	Q80.3	Congenital bullous ichthyosiform erythroderma	congenital bullous ichthyosiform erythroderma	['691', '691.1']	['790', '790.1', '790.14']
HP_0007475	Bullous congenital ichthyosiform erythroderma	bullous congenital ichthyosiform erythroderma	False	Q80.3	Congenital bullous ichthyosiform erythroderma	congenital bullous ichthyosiform erythroderma	['691', '691.1']	['790', '790.1', '790.14']
HP_0007476	Anhidrotic ectodermal dysplasia	anhidrotic ectodermal dysplasia	True	Q82.4	Ectodermal dysplasia (anhidrotic)	ectodermal dysplasia anhidrotic	['691']	['790', '790.2']
HP_0007642	Congenital night blindness	congenital night blindness	False	H53.63	Congenital night blindness	congenital night blindness	['368']	['386', '386.6']
HP_0007650	Progressive ophthalmoplegia	progressive ophthalmoplegia	True	H49.4	Progressive external ophthalmoplegia	progressive external ophthalmoplegia	['378']	['381', '381.1', '381.11']
HP_0007769	Peripheral retinal degeneration	peripheral retinal degeneration	True	H35.4	Peripheral retinal degeneration	peripheral retinal degeneration	['362', '362.6']	['374', '374.6']
HP_0007769	Peripheral retinal degeneration	peripheral retinal degeneration	True	H35.40	Unspecified peripheral retinal degeneration	peripheral retinal degeneration	['362', '362.6']	['374', '374.6']
HP_0007678	Nasolacrimal duct stenosis	nasolacrimal duct stenosis	False	H04.55	Acquired stenosis of nasolacrimal duct	acquired stenosis of nasolacrimal duct	['375']	['363', '363.7']
HP_0007705	Corneal degeneration	corneal degeneration	True	H18.4	Corneal degeneration	corneal degeneration	['364', '364.4']	['369', '369.4']
HP_0007705	Corneal degeneration	corneal degeneration	True	H18.40	Unspecified corneal degeneration	corneal degeneration	['364', '364.4']	['369', '369.4']
HP_0007705	Corneal degeneration	corneal degeneration	True	H18.45	Nodular corneal degeneration	nodular corneal degeneration	['364', '364.4']	['369', '369.4']
HP_0007705	Corneal degeneration	corneal degeneration	True	H18.49	Other corneal degeneration	other corneal degeneration	['364', '364.4']	['369', '369.4']
HP_0007707	Congenital aphakia	congenital aphakia	True	Q12.3	Congenital aphakia	congenital aphakia	['753', '753.1']	['753', '753.2', '753.21']
HP_0007754	Macular dystrophy	macular dystrophy	True	H18.55	Macular corneal dystrophy	macular corneal dystrophy	['364', '364.5']	['369', '369.5']
HP_0007755	Juvenile epithelial corneal dystrophy	juvenile epithelial corneal dystrophy	True	H18.52	Epithelial (juvenile) corneal dystrophy	epithelial juvenile corneal dystrophy	['364', '364.5']	['369', '369.5', '369.54']
HP_0007755	Juvenile epithelial corneal dystrophy	juvenile epithelial corneal dystrophy	True	H18.521	Epithelial (juvenile) corneal dystrophy, right eye	epithelial juvenile corneal dystrophy right eye		['369', '369.5', '369.54']
HP_0007755	Juvenile epithelial corneal dystrophy	juvenile epithelial corneal dystrophy	True	H18.522	Epithelial (juvenile) corneal dystrophy, left eye	epithelial juvenile corneal dystrophy left eye		['369', '369.5', '369.54']
HP_0007755	Juvenile epithelial corneal dystrophy	juvenile epithelial corneal dystrophy	True	H18.523	Epithelial (juvenile) corneal dystrophy, bilateral	epithelial juvenile corneal dystrophy bilateral		['369', '369.5', '369.54']
HP_0007773	Vitreoretinal degeneration	vitreoretinal degeneration	False	H35.46	Secondary vitreoretinal degeneration	secondary vitreoretinal degeneration	['362', '362.6']	['374', '374.6']
HP_0030666	Retinal neovascularization	retinal neovascularization	True	H35.05	Retinal neovascularization, unspecified	retinal neovascularization	['362', '362.4']	['374', '374.3', '374.33']
HP_0007802	Granular corneal dystrophy	granular corneal dystrophy	True	H18.53	Granular corneal dystrophy	granular corneal dystrophy	['364', '364.5']	['369', '369.5', '369.53']
HP_0007802	Granular corneal dystrophy	granular corneal dystrophy	True	H18.531	Granular corneal dystrophy, right eye	granular corneal dystrophy right eye		['369', '369.5', '369.53']
HP_0007802	Granular corneal dystrophy	granular corneal dystrophy	True	H18.532	Granular corneal dystrophy, left eye	granular corneal dystrophy left eye		['369', '369.5', '369.53']
HP_0007802	Granular corneal dystrophy	granular corneal dystrophy	True	H18.533	Granular corneal dystrophy, bilateral	granular corneal dystrophy bilateral		['369', '369.5', '369.53']
HP_0012804	Corneal ulcer	corneal ulcer	False	H16.0	Corneal ulcer	corneal ulcer	['370', '370.1']	['367', '367.2', '367.21']
HP_0012804	Corneal ulcer	corneal ulcer	False	H16.00	Unspecified corneal ulcer	corneal ulcer	['370', '370.1']	['367', '367.2', '367.21']
HP_0012804	Corneal ulcer	corneal ulcer	False	H16.02	Ring corneal ulcer	ring corneal ulcer	['370', '370.1']	['367', '367.2', '367.21']
HP_0007824	Total ophthalmoplegia	total ophthalmoplegia	True	H49.3	Total (external) ophthalmoplegia	total external ophthalmoplegia	['378', '378.5']	['381', '381.1', '381.11']
HP_0007875	Congenital blindness	congenital blindness	True	H53.63	Congenital night blindness	congenital night blindness	['368']	['386', '386.6']
HP_0007898	Exudative retinopathy	exudative retinopathy	True	H35.02	Exudative retinopathy	exudative retinopathy	['362', '362.3']	['374', '374.3', '374.31']
HP_0007898	Exudative retinopathy	exudative retinopathy	True	H35.021	Exudative retinopathy, right eye	exudative retinopathy right eye	['362', '362.3']	['374', '374.3', '374.31']
HP_0007898	Exudative retinopathy	exudative retinopathy	True	H35.022	Exudative retinopathy, left eye	exudative retinopathy left eye	['362', '362.3']	['374', '374.3', '374.31']
HP_0007898	Exudative retinopathy	exudative retinopathy	True	H35.023	Exudative retinopathy, bilateral	exudative retinopathy bilateral	['362', '362.3']	['374', '374.3', '374.31']
HP_0007902	Vitreous hemorrhage	vitreous hemorrhage	True	H43.1	Vitreous hemorrhage	vitreous hemorrhage	['379', '379.2']	['377', '377.5']
HP_0007902	Vitreous hemorrhage	vitreous hemorrhage	True	H43.12	Vitreous hemorrhage, left eye	vitreous hemorrhage left eye	['379', '379.2']	['377', '377.5']
HP_0007902	Vitreous haemorrhage	vitreous hemorrhage	False	H43.1	Vitreous hemorrhage	vitreous hemorrhage	['379', '379.2']	['377', '377.5']
HP_0007902	Vitreous haemorrhage	vitreous hemorrhage	False	H43.12	Vitreous hemorrhage, left eye	vitreous hemorrhage left eye	['379', '379.2']	['377', '377.5']
HP_0007906	Ocular hypertension	ocular hypertension	True	H40.05	Ocular hypertension	ocular hypertension	['365']	['375', '375.6']
HP_0007906	Ocular hypertension	ocular hypertension	True	H40.052	Ocular hypertension, left eye	ocular hypertension left eye	['365']	['375', '375.6']
HP_0007970	Congenital ptosis	congenital ptosis	True	Q10.0	Congenital ptosis	congenital ptosis	['749']	['361', '361.3', '754', '754.1', '754.11']
HP_0011499	Mydriasis	mydriasis	True	H57.04	Mydriasis	mydriasis	['379', '379.4']	['384', '384.3']
HP_0008028	Cystoid macular degeneration	cystoid macular degeneration	True	H35.35	Cystoid macular degeneration	cystoid macular degeneration	['362', '362.2', '362.23']	['374', '374.5', '374.53']
HP_0008028	Cystoid macular degeneration	cystoid macular degeneration	True	H35.351	Cystoid macular degeneration, right eye	cystoid macular degeneration right eye	['362', '362.2', '362.23']	['374', '374.5', '374.53']
HP_0008028	Cystoid macular degeneration	cystoid macular degeneration	True	H35.352	Cystoid macular degeneration, left eye	cystoid macular degeneration left eye	['362', '362.2', '362.23']	['374', '374.5', '374.53']
HP_0008028	Cystoid macular degeneration	cystoid macular degeneration	True	H35.353	Cystoid macular degeneration, bilateral	cystoid macular degeneration bilateral	['362', '362.2', '362.23']	['374', '374.5', '374.53']
HP_0025188	Retinal vasculitis	retinal vasculitis	True	H35.06	Retinal vasculitis	retinal vasculitis	['362', '362.4']	['374', '374.3', '374.34']
HP_0008071	Maternal hypertension	maternal hypertension	True	O16	Unspecified maternal hypertension	maternal hypertension	['642']	['908']
HP_0008141	Dislocation of toes	dislocation of toes	True	S93.104	Unspecified dislocation of right toe(s)	dislocation of right toes	['830']	['T830.8']
HP_0008141	Dislocation of toes	dislocation of toes	True	S93.105	Unspecified dislocation of left toe(s)	dislocation of left toes	['830']	['T830.8']
HP_0008198	Neonatal hypoparathyroidism	neonatal hypoparathyroidism	False	P71.4	Transitory neonatal hypoparathyroidism	transitory neonatal hypoparathyroidism	['656', '656.3']	['862']
HP_0008200	Primary hyperparathyroidism	primary hyperparathyroidism	True	E21.0	Primary hyperparathyroidism	primary hyperparathyroidism	['252', '252.1']	['208', '208.2', '208.21']
HP_0008209	Premature menopause	premature menopause	False	E28.31	Premature menopause	premature menopause	['627', '627.5']	['214', '214.1', '214.11']
HP_0008222	Female infertility	female infertility	True	N97	Female infertility	female infertility	['626', '626.8']	['629']
HP_0008222	Female infertility	female infertility	True	N97.9	Female infertility, unspecified	female infertility	['626', '626.8']	['629']
HP_0008513	Bilateral conductive hearing loss	bilateral conductive hearing loss	False	H90.0	Conductive hearing loss, bilateral	conductive hearing loss bilateral	['389', '389.2']	['396', '396.1', '396.11']
HP_0008551	Microtia	microtia	True	Q17.2	Microtia	microtia	['749']	['755', '755.1', '755.11']
HP_0008619	Bilateral sensorineural hearing loss	bilateral sensorineural hearing loss	False	H90.3	Sensorineural hearing loss, bilateral	sensorineural hearing loss bilateral	['389', '389.1']	['396', '396.2', '396.21']
HP_0008619	Hearing loss, sensorineural, bilateral	hearing loss sensorineural bilateral	False	H90.3	Sensorineural hearing loss, bilateral	sensorineural hearing loss bilateral	['389', '389.1']	['396', '396.2', '396.21']
HP_0008629	Pulsatile tinnitus	pulsatile tinnitus	True	H93.A	Pulsatile tinnitus	pulsatile tinnitus	['389', '389.4']	['397', '397.1', '397.11']
HP_0008676	Congenital megaureter	congenital megaureter	True	Q62.2	Congenital megaureter	congenital megaureter	['751', '751.3']	['774', '774.3']
HP_0008711	Benign prostatic hyperplasia	benign prostatic hyperplasia	True	N40	Benign prostatic hyperplasia	benign prostatic hyperplasia	['600']	['600']
HP_0010480	Urethral fistula	urethral fistula	True	N36.0	Urethral fistula	urethral fistula	['597']	['597', '597.3']
HP_0008722	Urethral diverticulum	urethral diverticulum	True	N36.1	Urethral diverticulum	urethral diverticulum	['597']	['597', '597.4']
HP_0008740	Longitudinal vaginal septum	longitudinal vaginal septum	True	Q52.12	Longitudinal vaginal septum	longitudinal vaginal septum	['751', '751.1', '751.11']	['770', '770.5', '770.52']
HP_0008749	Laryngeal hypoplasia	laryngeal hypoplasia	True	Q31.2	Laryngeal hypoplasia	laryngeal hypoplasia	['748']	['777', '777.1', '777.13']
HP_0008765	Auditory hallucinations	auditory hallucinations	True	R44.0	Auditory hallucinations	auditory hallucinations	['292', '292.6']	['353', '353.1', '353.11']
HP_0008780	Congenital bilateral hip dislocation	congenital bilateral hip dislocation	True	Q65.1	Congenital dislocation of hip, bilateral	congenital dislocation of hip bilateral	['755', '755.6', '755.61']	['783', 'T830']
HP_0008780	Congenital bilateral hip dislocation	congenital bilateral hip dislocation	True	Q65.4	Congenital partial dislocation of hip, bilateral	congenital partial dislocation of hip bilateral	['755', '755.6', '755.61']	['783', '783.1', '783.11', 'T830']
HP_0008843	Hip osteoarthritis	hip osteoarthritis	True	M16	Osteoarthritis of hip	osteoarthritis of hip		['708', '708.1']
HP_0008843	Hip osteoarthritis	hip osteoarthritis	True	M16.9	Osteoarthritis of hip, unspecified	osteoarthritis of hip	['740', '740.1']	['708']
HP_0008843	Osteoarthritis of hip	osteoarthritis of hip	False	M16	Osteoarthritis of hip	osteoarthritis of hip		['708', '708.1']
HP_0008843	Osteoarthritis of hip	osteoarthritis of hip	False	M16.9	Osteoarthritis of hip, unspecified	osteoarthritis of hip	['740', '740.1']	['708']
HP_0011968	Feeding difficulties	feeding difficulties	True	R63.3	Feeding difficulties	feeding difficulties	['1002']	['815']
HP_0009710	Chilblains	chilblains	True	T69.1	Chilblains	chilblains	['1014']	['677']
HP_0009763	Limb pain	limb pain	True	M79.60	Pain in limb, unspecified	pain in limb	['773']	['809', '809.3']
HP_0031292	Cutaneous abscess	cutaneous abscess	True	L02.01	Cutaneous abscess of face	cutaneous abscess of face	['681', '681.2']	['660', '660.6']
HP_0031292	Cutaneous abscess	cutaneous abscess	True	L02.11	Cutaneous abscess of neck	cutaneous abscess of neck	['681', '681.2']	['660', '660.6']
HP_0031292	Cutaneous abscess	cutaneous abscess	True	L02.41	Cutaneous abscess of limb	cutaneous abscess of limb	['681', '681.3', '681.5']	['660', '660.6']
HP_0031292	Cutaneous abscess	cutaneous abscess	True	L02.419	Cutaneous abscess of limb, unspecified	cutaneous abscess of limb	['681', '681.5']	['660', '660.6']
HP_0031292	Cutaneous abscess	cutaneous abscess	True	L02.51	Cutaneous abscess of hand	cutaneous abscess of hand	['681', '681.1', '681.3']	['660', '660.6']
HP_0031292	Cutaneous abscess	cutaneous abscess	True	L02.519	Cutaneous abscess of unspecified hand	cutaneous abscess ofhand	['681', '681.3']	['660', '660.6']
HP_0031292	Cutaneous abscess	cutaneous abscess	True	L02.61	Cutaneous abscess of foot	cutaneous abscess of foot	['681', '681.1', '681.6']	['660', '660.6']
HP_0031292	Cutaneous abscess	cutaneous abscess	True	L02.619	Cutaneous abscess of unspecified foot	cutaneous abscess offoot	['681', '681.6']	['660', '660.6']
HP_0031292	Cutaneous abscess	cutaneous abscess	True	L02.91	Cutaneous abscess, unspecified	cutaneous abscess	['681']	['660', '660.6']
HP_0009797	Cholesteatoma	cholesteatoma	True	H71.9	Unspecified cholesteatoma	cholesteatoma	['385', '385.3']	['391', '391.6']
HP_0009800	gestational diabetes	gestational diabetes	False	O24.4	Gestational diabetes mellitus	gestational diabetes mellitus	['649', '649.1']	['202', '909', '909.1']
HP_0009806	Nephrogenic diabetes insipidus	nephrogenic diabetes insipidus	True	N25.1	Nephrogenic diabetes insipidus	nephrogenic diabetes insipidus	['588']	['209', '209.2', '209.21', '588', '588.1', '588.12']
HP_0009831	Mononeuropathy	mononeuropathy	True	G58.9	Mononeuropathy, unspecified	mononeuropathy	['351']	['336']
HP_0009886	Trichorrhexis nodosa	trichorrhexis nodosa	True	L67.0	Trichorrhexis nodosa	trichorrhexis nodosa	['704', '704.8']	['684', '684.8']
HP_0009916	Anisocoria	anisocoria	True	H57.02	Anisocoria	anisocoria	['379', '379.4']	['384', '384.1']
HP_0009926	Epiphora	epiphora	True	H04.2	Epiphora	epiphora	['375', '375.2']	['363', '363.5']
HP_0009926	Epiphora	epiphora	True	H04.20	Unspecified epiphora	epiphora	['375', '375.2']	['363', '363.5']
HP_0410005	Cleft hard palate	cleft hard palate	True	Q35.1	Cleft hard palate	cleft hard palate	['749', '749.1']	['757', '757.1']
HP_0010296	Ankyloglossia	ankyloglossia	True	Q38.1	Ankyloglossia	ankyloglossia	['750', '750.1', '750.13']	['759', '759.1']
HP_0010313	Breast hypertrophy	breast hypertrophy	True	N62	Hypertrophy of breast	hypertrophy of breast	['612', '612.2']	['612', '612.2']
HP_0010316	Ebstein's anomaly	ebsteins anomaly	False	Q22.5	Ebstein's anomaly	ebsteins anomaly	['747', '747.1', '747.12']	['779', '779.2', '779.22']
HP_0010499	Subluxation of patella	subluxation of patella	False	M22.1	Recurrent subluxation of patella	recurrent subluxation of patella	['742', '742.2']	['712', '712.6', '712.61']
HP_0010499	Subluxation of patella	subluxation of patella	False	S83.001	Unspecified subluxation of right patella	subluxation of right patella	['830']	['T830.7']
HP_0010499	Subluxation of patella	subluxation of patella	False	S83.002	Unspecified subluxation of left patella	subluxation of left patella	['830']	['T830.7']
HP_0010524	Agnosia	agnosia	True	R48.1	Agnosia	agnosia	['292', '292.1', '292.12']	['894']
HP_0010532	Paroxysmal vertigo	paroxysmal vertigo	True	H81.1	Benign paroxysmal vertigo	benign paroxysmal vertigo	['386', '386.2']	['394', '394.2', '394.21']
HP_0010534	Transient global amnesia	transient global amnesia	True	G45.4	Transient global amnesia	transient global amnesia	['433']	['329', '329.6']
HP_0010536	Central sleep apnea	central sleep apnea	True	G47.31	Primary central sleep apnea	primary central sleep apnea	['327', '327.3', '327.31']	['333', '333.1', '333.12']
HP_0200040	Epidermal cyst	epidermal cyst	False	L72.0	Epidermal cyst	epidermal cyst	['706', '706.2']	['682', '682.1', '682.11']
HP_0010605	Chalazion	chalazion	True	H00.1	Chalazion	chalazion	['371', '371.3']	['360', '360.2']
HP_0010607	Hordeolum externum	hordeolum externum	True	H00.01	Hordeolum externum	hordeolum externum	['371', '371.3']	['360', '360.1', '360.11']
HP_0010608	Hordeolum internum	hordeolum internum	True	H00.02	Hordeolum internum	hordeolum internum	['371', '371.3']	['360', '360.1', '360.12']
HP_0010619	Breast fibroadenosis	breast fibroadenosis	False	N60.2	Fibroadenosis of breast	fibroadenosis of breast	['610', '610.2']	['610', '610.2']
HP_0010619	Breast fibroadenosis	breast fibroadenosis	False	N60.21	Fibroadenosis of right breast	fibroadenosis of right breast	['610', '610.2']	['610', '610.2']
HP_0010619	Breast fibroadenosis	breast fibroadenosis	False	N60.22	Fibroadenosis of left breast	fibroadenosis of left breast	['610', '610.2']	['610', '610.2']
HP_0010619	Fibroadenosis of breast	fibroadenosis of breast	False	N60.2	Fibroadenosis of breast	fibroadenosis of breast	['610', '610.2']	['610', '610.2']
HP_0010619	Fibroadenosis of breast	fibroadenosis of breast	False	N60.21	Fibroadenosis of right breast	fibroadenosis of right breast	['610', '610.2']	['610', '610.2']
HP_0010619	Fibroadenosis of breast	fibroadenosis of breast	False	N60.22	Fibroadenosis of left breast	fibroadenosis of left breast	['610', '610.2']	['610', '610.2']
HP_0010677	Nocturnal enuresis	nocturnal enuresis	False	N39.44	Nocturnal enuresis	nocturnal enuresis	['599', '599.4']	['594', '594.3', '594.33']
HP_0010735	Polyostotic fibrous dysplasia	polyostotic fibrous dysplasia	True	Q78.1	Polyostotic fibrous dysplasia	polyostotic fibrous dysplasia	['756', '756.5']	['788', '788.5']
HP_0010736	Monostotic fibrous dysplasia	monostotic fibrous dysplasia	True	M85.0	Fibrous dysplasia (monostotic)	fibrous dysplasia monostotic	['733', '733.2']	['727', '727.5']
HP_0010736	Monostotic fibrous dysplasia	monostotic fibrous dysplasia	True	M85.01	Fibrous dysplasia (monostotic), shoulder	fibrous dysplasia monostotic shoulder	['733', '733.2']	['727', '727.5']
HP_0010736	Monostotic fibrous dysplasia	monostotic fibrous dysplasia	True	M85.02	Fibrous dysplasia (monostotic), upper arm	fibrous dysplasia monostotic upper arm	['733', '733.2']	['727', '727.5']
HP_0010736	Monostotic fibrous dysplasia	monostotic fibrous dysplasia	True	M85.03	Fibrous dysplasia (monostotic), forearm	fibrous dysplasia monostotic forearm	['733', '733.2']	['727', '727.5']
HP_0010736	Monostotic fibrous dysplasia	monostotic fibrous dysplasia	True	M85.032	Fibrous dysplasia (monostotic), left forearm	fibrous dysplasia monostotic left forearm	['733', '733.2']	['727', '727.5']
HP_0010736	Monostotic fibrous dysplasia	monostotic fibrous dysplasia	True	M85.04	Fibrous dysplasia (monostotic), hand	fibrous dysplasia monostotic hand	['733', '733.2']	['727', '727.5']
HP_0010736	Monostotic fibrous dysplasia	monostotic fibrous dysplasia	True	M85.041	Fibrous dysplasia (monostotic), right hand	fibrous dysplasia monostotic right hand	['733', '733.2']	['727', '727.5']
HP_0010736	Monostotic fibrous dysplasia	monostotic fibrous dysplasia	True	M85.042	Fibrous dysplasia (monostotic), left hand	fibrous dysplasia monostotic left hand	['733', '733.2']	['727', '727.5']
HP_0010736	Monostotic fibrous dysplasia	monostotic fibrous dysplasia	True	M85.05	Fibrous dysplasia (monostotic), thigh	fibrous dysplasia monostotic thigh	['733', '733.2']	['727', '727.5']
HP_0010736	Monostotic fibrous dysplasia	monostotic fibrous dysplasia	True	M85.051	Fibrous dysplasia (monostotic), right thigh	fibrous dysplasia monostotic right thigh	['733', '733.2']	['727', '727.5']
HP_0010736	Monostotic fibrous dysplasia	monostotic fibrous dysplasia	True	M85.052	Fibrous dysplasia (monostotic), left thigh	fibrous dysplasia monostotic left thigh	['733', '733.2']	['727', '727.5']
HP_0010736	Monostotic fibrous dysplasia	monostotic fibrous dysplasia	True	M85.06	Fibrous dysplasia (monostotic), lower leg	fibrous dysplasia monostotic lower leg	['733', '733.2']	['727', '727.5']
HP_0010736	Monostotic fibrous dysplasia	monostotic fibrous dysplasia	True	M85.08	Fibrous dysplasia (monostotic), other site	fibrous dysplasia monostotic other site	['733', '733.2']	['727', '727.5']
HP_0010749	Blepharochalasis	blepharochalasis	True	H02.3	Blepharochalasis	blepharochalasis	['374', '374.3']	['361', '361.4']
HP_0100540	Eyelid edema	eyelid edema	False	H02.84	Edema of eyelid	edema of eyelid	['374']	['362', '362.7']
HP_0010773	Partial anomalous pulmonary venous connection	partial anomalous pulmonary venous connection	False	Q26.3	Partial anomalous pulmonary venous connection	partial anomalous pulmonary venous connection	['747', '747.1', '747.13']	['781', '781.4', '781.41']
HP_0010774	Cor triatriatum	cor triatriatum	True	Q24.2	Cor triatriatum	cor triatriatum	['747', '747.1']	['780', '780.6']
HP_0010780	Hyperacusis	hyperacusis	True	H93.23	Hyperacusis	hyperacusis	['389', '389.5']	['397', '397.3']
HP_0010828	Hemifacial spasm	hemifacial spasm	True	G51.3	Clonic hemifacial spasm	clonic hemifacial spasm	['352', '352.2']	['334', '334.2', '334.24']
HP_0010828	Hemifacial spasm	hemifacial spasm	True	G51.39	Clonic hemifacial spasm, unspecified	clonic hemifacial spasm		['334', '334.2', '334.24']
HP_0010865	Oppositional defiant disorder	oppositional defiant disorder	True	F91.3	Oppositional defiant disorder	oppositional defiant disorder	['312']	['893', '893.2', '893.21']
HP_0010882	Pulmonary valve atresia	pulmonary valve atresia	True	Q22.0	Pulmonary valve atresia	pulmonary valve atresia	['747', '747.1', '747.12']	['413', '413.4', '779', '779.1', '779.11']
HP_0010885	Osteonecrosis	osteonecrosis	False	M87	Osteonecrosis	osteonecrosis	['733', '733.4']	['727', '727.1']
