hpo_code	hpo_label	hpo_simpleLabel	hpo_original	ICD10_code	ICD10_label	ICD10_simpleLabel	phecode1.2_codeList	phecodeX_codeList	phecodeXupdated_codeList
HP_0004540	Congenital, generalized hypertrichosis	congenital generalized hypertrichosis	True	L68	Hypertrichosis	hypertrichosis	['704', '704.2']	['684', '684.2']	['DE_684.2']
HP_0004540	Congenital generalised hypertrichosis	congenital generalized hypertrichosis	False	L68	Hypertrichosis	hypertrichosis	['704', '704.2']	['684', '684.2']	['DE_684.2']
HP_0004540	Congenital generalized hypertrichosis	congenital generalized hypertrichosis	False	L68	Hypertrichosis	hypertrichosis	['704', '704.2']	['684', '684.2']	['DE_684.2']
HP_0004540	Congenital, generalised hypertrichosis	congenital generalized hypertrichosis	False	L68	Hypertrichosis	hypertrichosis	['704', '704.2']	['684', '684.2']	['DE_684.2']
HP_0004552	Cicatricial alopecia	cicatricial alopecia	False	L66.9	Cicatricial alopecia, unspecified	cicatricial alopecia	['704', '704.1']	['684', '684.1', '684.13']	['DE_684.13']
HP_0004602	Klippel-Feil syndrome	klippel-feil syndrome	False	Q76.1	Klippel-Feil syndrome	klippel-feil syndrome	['754']	['787', '787.1']	['CM_769.1']
HP_0004610	Lumbar spinal stenosis	lumbar spinal stenosis	False	M48.0	Spinal stenosis	spinal stenosis	['720']	['715', '715.4']	['MS_715.4']
HP_0006254	Elevated alpha-fetoprotein	elevated alpha-fetoprotein	True	R77.2	Abnormality of alphafetoprotein	abnormality of alphafetoprotein	['790']	['824', '824.3']	['SS_824.3']
HP_0006254	Elevated alpha-fetoprotein	elevated alpha-fetoprotein	True	Z36.1	Encounter for antenatal screening for raised alphafetoprotein level	encounter for antenatal screening for raised alphafetoprotein level		['P001']	
HP_0004749	Atrial flutter	atrial flutter	True	I48.3	Typical atrial flutter	typical atrial flutter	['427', '427.2', '427.22']	['416', '416.2', '416.22', '416.221']	['CV_416.221']
HP_0004749	Atrial flutter	atrial flutter	True	I48.4	Atypical atrial flutter	atypical atrial flutter	['427', '427.2', '427.22']	['416', '416.2', '416.22', '416.222']	['CV_416.222']
HP_0004749	Atrial flutter	atrial flutter	True	I48.9	Unspecified atrial fibrillation and atrial flutter	atrial fibrillation and atrial flutter		['416', '416.2']	['CV_416.2']
HP_0005110	Atrial fibrillation	atrial fibrillation	True	I48.9	Unspecified atrial fibrillation and atrial flutter	atrial fibrillation and atrial flutter		['416', '416.2']	['CV_416.2']
HP_0004757	Paroxysmal atrial fibrillation	paroxysmal atrial fibrillation	True	I48.9	Unspecified atrial fibrillation and atrial flutter	atrial fibrillation and atrial flutter		['416', '416.2']	['CV_416.2']
HP_0004756	Ventricular tachycardia	ventricular tachycardia	True	I47.2	Ventricular tachycardia	ventricular tachycardia	['427', '427.1', '427.12']	['416', '416.1', '416.12']	['CV_416.12']
HP_0005110	Atrial fibrillation	atrial fibrillation	True	I48.0	Paroxysmal atrial fibrillation	paroxysmal atrial fibrillation	['427', '427.2', '427.21']	['416', '416.2', '416.21', '416.211']	['CV_416.211']
HP_0004757	Paroxysmal atrial fibrillation	paroxysmal atrial fibrillation	True	I48.0	Paroxysmal atrial fibrillation	paroxysmal atrial fibrillation	['427', '427.2', '427.21']	['416', '416.2', '416.21', '416.211']	['CV_416.211']
HP_0005110	Atrial fibrillation	atrial fibrillation	True	I48.1	Persistent atrial fibrillation	persistent atrial fibrillation	['427', '427.2', '427.22']	['416', '416.2', '416.21', '416.212']	['CV_416.212']
HP_0004757	Paroxysmal atrial fibrillation	paroxysmal atrial fibrillation	True	I48.1	Persistent atrial fibrillation	persistent atrial fibrillation	['427', '427.2', '427.22']	['416', '416.2', '416.21', '416.212']	['CV_416.212']
HP_0005110	Atrial fibrillation	atrial fibrillation	True	I48.2	Chronic atrial fibrillation	chronic atrial fibrillation	['427', '427.2', '427.21']	['416', '416.2', '416.21', '416.213']	['CV_416.213']
HP_0004757	Paroxysmal atrial fibrillation	paroxysmal atrial fibrillation	True	I48.2	Chronic atrial fibrillation	chronic atrial fibrillation	['427', '427.2', '427.21']	['416', '416.2', '416.21', '416.213']	['CV_416.213']
HP_0004755	Supraventricular tachycardia	supraventricular tachycardia	True	I47.1	Supraventricular tachycardia	supraventricular tachycardia	['427', '427.1', '427.11']	['416', '416.1', '416.11']	['CV_416.11']
HP_0004763	Paroxysmal supraventricular tachycardia	paroxysmal supraventricular tachycardia	True	I47.1	Supraventricular tachycardia	supraventricular tachycardia	['427', '427.1', '427.11']	['416', '416.1', '416.11']	['CV_416.11']
HP_0004785	Malrotation of colon	malrotation of colon	True	Q43.3	Congenital malformations of intestinal fixation	congenital malformations of intestinal fixation	['750', '750.2', '750.21']	['765', '765.4']	['CM_758.14']
HP_0004787	Fulminant hepatitis	fulminant hepatitis	True	K75.9	Inflammatory liver disease, unspecified	inflammatory liver disease	['070', '070.9']	['542']	['GI_542']
HP_0012115	Hepatitis	hepatitis	True	K75.9	Inflammatory liver disease, unspecified	inflammatory liver disease	['070', '070.9']	['542']	['GI_542']
HP_0012115	Liver inflammation	liver inflammation	False	K75.9	Inflammatory liver disease, unspecified	inflammatory liver disease	['070', '070.9']	['542']	['GI_542']
HP_0004789	Lactose intolerance	lactose intolerance	True	E73	Lactose intolerance	lactose intolerance	['271', '271.3', '557']	['525', '525.3', '525.31']	['EM_252.51']
HP_0004789	Milk intolerance	milk intolerance	False	E73	Lactose intolerance	lactose intolerance	['271', '271.3', '557']	['525', '525.3', '525.31']	['EM_252.51']
HP_0004804	Congenital hemolytic anemia	congenital hemolytic anemia	True	D55	Anemia due to enzyme disorders	anemia due to enzyme disorders	['282', '282.9']	['161', '161.1', '164']	['BI_164']
HP_0004804	Congenital hemolytic anaemia	congenital hemolytic anemia	False	D55	Anemia due to enzyme disorders	anemia due to enzyme disorders	['282', '282.9']	['161', '161.1', '164']	['BI_164']
HP_0004804	Congenital hemolytic anemia	congenital hemolytic anemia	True	D58	Other hereditary hemolytic anemias	other hereditary hemolytic anemias	['282', '282.9']	['161', '161.1', '164']	['GE_970.6']
HP_0004804	Congenital hemolytic anaemia	congenital hemolytic anemia	False	D58	Other hereditary hemolytic anemias	other hereditary hemolytic anemias	['282', '282.9']	['161', '161.1', '164']	['GE_970.6']
HP_0004808	Acute myeloid leukemia	acute myeloid leukemia	True	C92.0	Acute myeloblastic leukemia	acute myeloblastic leukemia	['204', '204.2', '204.21']	['120', '120.1', '121', '121.1', '121.12']	['CA_120.1', 'CA_121.12']
HP_0004808	Acute myeloblastic leukaemia	acute myeloblastic leukemia	False	C92.0	Acute myeloblastic leukemia	acute myeloblastic leukemia	['204', '204.2', '204.21']	['120', '120.1', '121', '121.1', '121.12']	['CA_120.1', 'CA_121.12']
HP_0004808	Acute myeloblastic leukemia	acute myeloblastic leukemia	False	C92.0	Acute myeloblastic leukemia	acute myeloblastic leukemia	['204', '204.2', '204.21']	['120', '120.1', '121', '121.1', '121.12']	['CA_120.1', 'CA_121.12']
HP_0004808	Acute myelocytic leukaemia	acute myelocytic leukemia	False	C92.0	Acute myeloblastic leukemia	acute myeloblastic leukemia	['204', '204.2', '204.21']	['120', '120.1', '121', '121.1', '121.12']	['CA_120.1', 'CA_121.12']
HP_0004808	Acute myelocytic leukemia	acute myelocytic leukemia	False	C92.0	Acute myeloblastic leukemia	acute myeloblastic leukemia	['204', '204.2', '204.21']	['120', '120.1', '121', '121.1', '121.12']	['CA_120.1', 'CA_121.12']
HP_0004808	Acute myelogenous leukaemia	acute myelogenous leukemia	False	C92.0	Acute myeloblastic leukemia	acute myeloblastic leukemia	['204', '204.2', '204.21']	['120', '120.1', '121', '121.1', '121.12']	['CA_120.1', 'CA_121.12']
HP_0004808	Acute myelogenous leukemia	acute myelogenous leukemia	False	C92.0	Acute myeloblastic leukemia	acute myeloblastic leukemia	['204', '204.2', '204.21']	['120', '120.1', '121', '121.1', '121.12']	['CA_120.1', 'CA_121.12']
HP_0004808	Acute myeloid leukaemia	acute myeloid leukemia	False	C92.0	Acute myeloblastic leukemia	acute myeloblastic leukemia	['204', '204.2', '204.21']	['120', '120.1', '121', '121.1', '121.12']	['CA_120.1', 'CA_121.12']
HP_0004809	Neonatal alloimmune thrombocytopenia	neonatal alloimmune thrombocytopenia	True	P61.0	Transient neonatal thrombocytopenia	transient neonatal thrombocytopenia	['656', '656.5']	['860', '860.1', '860.12']	['BI_169.1', 'NB_860.12']
HP_0004810	Congenital hypoplastic anemia	congenital hypoplastic anemia	True	D61.0	Constitutional aplastic anemia	constitutional aplastic anemia	['284', '284.2']	['162', '162.1', '164']	['BI_162.1', 'BI_164']
HP_0004810	Congenital hypoplastic anaemia	congenital hypoplastic anemia	False	D61.0	Constitutional aplastic anemia	constitutional aplastic anemia	['284', '284.2']	['162', '162.1', '164']	['BI_162.1', 'BI_164']
HP_0004810	Congenital dyserythropoietic anaemia	congenital dyserythropoietic anemia	False	D64.4	Congenital dyserythropoietic anemia	congenital dyserythropoietic anemia	['285']	['162', '162.7', '164']	['BI_164', 'GE_970.7']
HP_0004810	Congenital dyserythropoietic anemia	congenital dyserythropoietic anemia	False	D64.4	Congenital dyserythropoietic anemia	congenital dyserythropoietic anemia	['285']	['162', '162.7', '164']	['BI_164', 'GE_970.7']
HP_0006721	Acute lymphoblastic leukemia	acute lymphoblastic leukemia	True	C91.0	Acute lymphoblastic leukemia [ALL]	acute lymphoblastic leukemia all	['204', '204.1', '204.11']	['120', '120.2', '121', '121.1', '121.11']	['CA_120.2', 'CA_121.11']
HP_0006721	Acute lymphoblastic leukaemia	acute lymphoblastic leukemia	False	C91.0	Acute lymphoblastic leukemia [ALL]	acute lymphoblastic leukemia all	['204', '204.1', '204.11']	['120', '120.2', '121', '121.1', '121.11']	['CA_120.2', 'CA_121.11']
HP_0006721	Acute lymphocytic leukaemia	acute lymphocytic leukemia	False	C91.0	Acute lymphoblastic leukemia [ALL]	acute lymphoblastic leukemia all	['204', '204.1', '204.11']	['120', '120.2', '121', '121.1', '121.11']	['CA_120.2', 'CA_121.11']
HP_0006721	Acute lymphocytic leukemia	acute lymphocytic leukemia	False	C91.0	Acute lymphoblastic leukemia [ALL]	acute lymphoblastic leukemia all	['204', '204.1', '204.11']	['120', '120.2', '121', '121.1', '121.11']	['CA_120.2', 'CA_121.11']
HP_0006721	Acute lymphoid leukaemia	acute lymphoid leukemia	False	C91.0	Acute lymphoblastic leukemia [ALL]	acute lymphoblastic leukemia all	['204', '204.1', '204.11']	['120', '120.2', '121', '121.1', '121.11']	['CA_120.2', 'CA_121.11']
HP_0006721	Acute lymphoid leukemia	acute lymphoid leukemia	False	C91.0	Acute lymphoblastic leukemia [ALL]	acute lymphoblastic leukemia all	['204', '204.1', '204.11']	['120', '120.2', '121', '121.1', '121.11']	['CA_120.2', 'CA_121.11']
HP_0004818	Paroxysmal nocturnal hemoglobinuria	paroxysmal nocturnal hemoglobinuria	True	D59.5	Paroxysmal nocturnal hemoglobinuria [Marchiafava-Micheli]	paroxysmal nocturnal hemoglobinuria marchiafava-micheli	['285', '285.8']	['161', '161.2', '161.24']	['SS_832.4', 'GE_970.65']
HP_0004818	Paroxysmal nocturnal haemoglobinuria	paroxysmal nocturnal haemoglobinuria	False	D59.5	Paroxysmal nocturnal hemoglobinuria [Marchiafava-Micheli]	paroxysmal nocturnal hemoglobinuria marchiafava-micheli	['285', '285.8']	['161', '161.2', '161.24']	['SS_832.4', 'GE_970.65']
HP_0012324	Myeloid leukemia	myeloid leukemia	True	C92	Myeloid leukemia	myeloid leukemia	['204', '204.2']	['120', '120.1', '121']	['CA_120.1', 'CA_121']
HP_0012324	Myeloid leukaemia	myeloid leukemia	False	C92	Myeloid leukemia	myeloid leukemia	['204', '204.2']	['120', '120.1', '121']	['CA_120.1', 'CA_121']
HP_0004836	Acute promyelocytic leukemia	acute promyelocytic leukemia	True	C92.4	Acute promyelocytic leukemia	acute promyelocytic leukemia	['204', '204.2', '204.21']	['120', '120.1', '121', '121.1', '121.12']	['CA_120.1', 'CA_121.12']
HP_0004836	Acute promyelocytic leukaemia	acute promyelocytic leukemia	False	C92.4	Acute promyelocytic leukemia	acute promyelocytic leukemia	['204', '204.2', '204.21']	['120', '120.1', '121', '121.1', '121.12']	['CA_120.1', 'CA_121.12']
HP_0004845	Acute monocytic leukemia	acute monocytic leukemia	True	C93.0	Acute monoblastic/monocytic leukemia	acute monoblasticmonocytic leukemia	['204', '204.3']	['120', '120.1', '120.12', '121', '121.1']	['CA_120.12', 'CA_121.1']
HP_0004845	Acute monoblastic leukaemia	acute monoblastic leukemia	False	C93.0	Acute monoblastic/monocytic leukemia	acute monoblasticmonocytic leukemia	['204', '204.3']	['120', '120.1', '120.12', '121', '121.1']	['CA_120.12', 'CA_121.1']
HP_0004845	Acute monoblastic leukemia	acute monoblastic leukemia	False	C93.0	Acute monoblastic/monocytic leukemia	acute monoblasticmonocytic leukemia	['204', '204.3']	['120', '120.1', '120.12', '121', '121.1']	['CA_120.12', 'CA_121.1']
HP_0004845	Acute monocytic leukaemia	acute monocytic leukemia	False	C93.0	Acute monoblastic/monocytic leukemia	acute monoblasticmonocytic leukemia	['204', '204.3']	['120', '120.1', '120.12', '121', '121.1']	['CA_120.12', 'CA_121.1']
HP_0005348	Inspiratory stridor	inspiratory stridor	True	R06.1	Stridor	stridor	['479']	['488', '488.5']	['RE_488.5']
HP_0004894	Laryngotracheal stenosis	laryngotracheal stenosis	True	J38.6	Stenosis of larynx	stenosis of larynx	['473']	['472', '472.5']	['RE_472.5']
HP_0004894	Laryngotracheal stenosis	laryngotracheal stenosis	True	J39.8	Other specified diseases of upper respiratory tract	other specified diseases of upper respiratory tract	['479']	['473']	['RE_486']
HP_0004894	Laryngotracheal stenosis	laryngotracheal stenosis	True	J95.5	Postprocedural subglottic stenosis	postprocedural subglottic stenosis	['519', '519.2']		
HP_0004894	Laryngotracheal stenosis	laryngotracheal stenosis	True	Q31.1	Congenital subglottic stenosis	congenital subglottic stenosis	['748']	['777', '777.1', '777.12']	['CM_762.12']
HP_0004894	Laryngotracheal stenosis	laryngotracheal stenosis	True	Q32.1	Other congenital malformations of trachea	other congenital malformations of trachea	['748']	['777', '777.2']	['CM_762.2']
HP_0004912	Hypophosphatemic rickets	hypophosphatemic rickets	True	E83.3	Disorders of phosphorus metabolism and phosphatases	disorders of phosphorus metabolism and phosphatases	['275', '275.5', '275.53']	['247', '247.3']	['EM_247.3']
HP_0004918	Hyperchloremic metabolic acidosis	hyperchloremic metabolic acidosis	True	E87.2	Acidosis	acidosis	['276', '276.4', '276.41']	['256', '256.3', '256.31']	['EM_256.31']
HP_0004923	Hyperphenylalaninemia	hyperphenylalaninemia	True	E70.1	Other hyperphenylalaninemias	other hyperphenylalaninemias	['270', '270.1', '270.12']	['240', '240.1', '240.11']	['EM_252.2']
HP_0040270	Impaired glucose tolerance	impaired glucose tolerance	True	R73.0	Abnormal glucose	abnormal glucose	['250', '250.4']	['204']	['EM_204']
HP_0004935	Pulmonary atresia	pulmonary atresia	False	Q25.5	Atresia of pulmonary artery	atresia of pulmonary artery	['747', '747.1', '747.13']	['778', '778.5', '778.51']	['CM_763.151']
HP_0004942	Aortic aneurysm	aortic aneurysm	True	I71	Aortic aneurysm and dissection	aortic aneurysm and dissection		['438', '438.4']	['CV_438.4']
HP_0005086	Knee osteoarthritis	knee osteoarthritis	True	M47	Spondylosis	spondylosis	['721']	['715', '715.1']	['MS_715.1']
HP_0005112	Abdominal aortic aneurysm	abdominal aortic aneurysm	True	I71.3	Abdominal aortic aneurysm, ruptured	abdominal aortic aneurysm ruptured	['442', '442.1', '442.11']	['438', '438.1', '438.11', '438.14']	['CV_438.11', 'CV_438.14']
HP_0005112	Abdominal aortic aneurysm	abdominal aortic aneurysm	True	I71.4	Abdominal aortic aneurysm, without rupture	abdominal aortic aneurysm without rupture	['442', '442.1', '442.11']	['438', '438.1', '438.11']	['CV_438.11']
HP_0006682	Premature ventricular contraction	premature ventricular contraction	True	I49.3	Ventricular premature depolarization	ventricular premature depolarization	['427', '427.6']	['416', '416.5', '416.52']	['CV_416.52']
HP_0006682	Premature ventricular beat	premature ventricular beat	False	I49.3	Ventricular premature depolarization	ventricular premature depolarization	['427', '427.6']	['416', '416.5', '416.52']	['CV_416.52']
HP_0006682	Premature ventricular contractions	premature ventricular contractions	False	I49.3	Ventricular premature depolarization	ventricular premature depolarization	['427', '427.6']	['416', '416.5', '416.52']	['CV_416.52']
HP_0006682	Ventricular premature beat	ventricular premature beat	False	I49.3	Ventricular premature depolarization	ventricular premature depolarization	['427', '427.6']	['416', '416.5', '416.52']	['CV_416.52']
HP_0005160	Total anomalous pulmonary venous connection	total anomalous pulmonary venous connection	False	Q26.2	Total anomalous pulmonary venous connection	total anomalous pulmonary venous connection	['747', '747.1', '747.13']	['781', '781.4', '781.41']	['CM_763.6']
HP_0005160	Total anomalous pulmonary venous drainage	total anomalous pulmonary venous drainage	False	Q26.2	Total anomalous pulmonary venous connection	total anomalous pulmonary venous connection	['747', '747.1', '747.13']	['781', '781.4', '781.41']	['CM_763.6']
HP_0010772	Anomalous pulmonary venous return	anomalous pulmonary venous return	True	Q26.2	Total anomalous pulmonary venous connection	total anomalous pulmonary venous connection	['747', '747.1', '747.13']	['781', '781.4', '781.41']	['CM_763.6']
HP_0005160	Total anomalous pulmonary venous connection	total anomalous pulmonary venous connection	False	Q26.4	Anomalous pulmonary venous connection, unspecified	anomalous pulmonary venous connection	['747', '747.1', '747.13']	['781', '781.4', '781.41']	['CM_763.6']
HP_0005160	Total anomalous pulmonary venous drainage	total anomalous pulmonary venous drainage	False	Q26.4	Anomalous pulmonary venous connection, unspecified	anomalous pulmonary venous connection	['747', '747.1', '747.13']	['781', '781.4', '781.41']	['CM_763.6']
HP_0010772	Anomalous pulmonary venous return	anomalous pulmonary venous return	True	Q26.4	Anomalous pulmonary venous connection, unspecified	anomalous pulmonary venous connection	['747', '747.1', '747.13']	['781', '781.4', '781.41']	['CM_763.6']
HP_0005162	Left ventricular dysfunction	left ventricular dysfunction	False	I11.0	Hypertensive heart disease with heart failure	hypertensive heart disease with heart failure	['401', '401.2', '401.21']	['401', '401.2', '424', '424.6']	['CV_401.2', 'CV_424']
HP_0005162	Left ventricular failure	left ventricular failure	False	I11.0	Hypertensive heart disease with heart failure	hypertensive heart disease with heart failure	['401', '401.2', '401.21']	['401', '401.2', '424', '424.6']	['CV_401.2', 'CV_424']
HP_0005162	Left-sided heart failure	left-sided heart failure	False	I11.0	Hypertensive heart disease with heart failure	hypertensive heart disease with heart failure	['401', '401.2', '401.21']	['401', '401.2', '424', '424.6']	['CV_401.2', 'CV_424']
HP_0005162	Left ventricular dysfunction	left ventricular dysfunction	False	I13.0	Hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease	hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease orchronic kidney disease	['401', '401.2']	['401', '401.2', '401.3', '424', '424.6', '583']	['CV_401.2', 'CV_424', 'GU_582.2']
HP_0005162	Left ventricular failure	left ventricular failure	False	I13.0	Hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease	hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease orchronic kidney disease	['401', '401.2']	['401', '401.2', '401.3', '424', '424.6', '583']	['CV_401.2', 'CV_424', 'GU_582.2']
HP_0005162	Left-sided heart failure	left-sided heart failure	False	I13.0	Hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease	hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease orchronic kidney disease	['401', '401.2']	['401', '401.2', '401.3', '424', '424.6', '583']	['CV_401.2', 'CV_424', 'GU_582.2']
HP_0005162	Left ventricular dysfunction	left ventricular dysfunction	False	I13.2	Hypertensive heart and chronic kidney disease with heart failure and with stage 5 chronic kidney disease, or end stage renal disease	hypertensive heart and chronic kidney disease with heart failure and with stage 5 chronic kidney disease or end stage renal disease	['401', '401.2']	['401', '401.2', '401.3', '424', '424.6', '583']	['CV_401.2', 'CV_424', 'GU_582.21']
HP_0005162	Left ventricular failure	left ventricular failure	False	I13.2	Hypertensive heart and chronic kidney disease with heart failure and with stage 5 chronic kidney disease, or end stage renal disease	hypertensive heart and chronic kidney disease with heart failure and with stage 5 chronic kidney disease or end stage renal disease	['401', '401.2']	['401', '401.2', '401.3', '424', '424.6', '583']	['CV_401.2', 'CV_424', 'GU_582.21']
HP_0005162	Left-sided heart failure	left-sided heart failure	False	I13.2	Hypertensive heart and chronic kidney disease with heart failure and with stage 5 chronic kidney disease, or end stage renal disease	hypertensive heart and chronic kidney disease with heart failure and with stage 5 chronic kidney disease or end stage renal disease	['401', '401.2']	['401', '401.2', '401.3', '424', '424.6', '583']	['CV_401.2', 'CV_424', 'GU_582.21']
HP_0005162	Left ventricular dysfunction	left ventricular dysfunction	False	I50	Heart failure	heart failure	['428', '428.2']	['424']	['CV_424']
HP_0005162	Left ventricular failure	left ventricular failure	False	I50	Heart failure	heart failure	['428', '428.2']	['424']	['CV_424']
HP_0005162	Left-sided heart failure	left-sided heart failure	False	I50	Heart failure	heart failure	['428', '428.2']	['424']	['CV_424']
HP_0005162	Left ventricular dysfunction	left ventricular dysfunction	False	I97.1	Other postprocedural cardiac functional disturbances	other postprocedural cardiac functional disturbances		['C942']	
HP_0005162	Left ventricular failure	left ventricular failure	False	I97.1	Other postprocedural cardiac functional disturbances	other postprocedural cardiac functional disturbances		['C942']	
HP_0005162	Left-sided heart failure	left-sided heart failure	False	I97.1	Other postprocedural cardiac functional disturbances	other postprocedural cardiac functional disturbances		['C942']	
HP_0005162	Left ventricular dysfunction	left ventricular dysfunction	False	P29.0	Neonatal cardiac failure	neonatal cardiac failure	['656']	['853', '853.1']	['NB_853.1']
HP_0005162	Left ventricular failure	left ventricular failure	False	P29.0	Neonatal cardiac failure	neonatal cardiac failure	['656']	['853', '853.1']	['NB_853.1']
HP_0005162	Left-sided heart failure	left-sided heart failure	False	P29.0	Neonatal cardiac failure	neonatal cardiac failure	['656']	['853', '853.1']	['NB_853.1']
HP_0005172	Left posterior fascicular block	left posterior fascicular block	True	I44.5	Left posterior fascicular block	left posterior fascicular block	['426', '426.3', '426.32']	['416', '416.4', '416.42']	['CV_416.42']
HP_0005172	Left posterior hemiblock	left posterior hemiblock	False	I44.5	Left posterior fascicular block	left posterior fascicular block	['426', '426.3', '426.32']	['416', '416.4', '416.42']	['CV_416.42']
HP_0011713	Left bundle branch block	left bundle branch block	True	I44.4	Left anterior fascicular block	left anterior fascicular block	['426', '426.3', '426.32']	['416', '416.4', '416.42']	['CV_416.42']
HP_0011713	Left bundle branch block	left bundle branch block	True	I44.7	Left bundle-branch block, unspecified	left bundle-branch block	['426', '426.3', '426.32']	['416', '416.4', '416.42']	['CV_416.42']
HP_0005180	Tricuspid regurgitation	tricuspid regurgitation	True	I07.1	Rheumatic tricuspid insufficiency	rheumatic tricuspid insufficiency	['394', '394.7']	['400', '400.2', '413', '413.3', '413.32']	['CV_400.2', 'CV_413.32']
HP_0005180	Tricuspid insufficiency	tricuspid insufficiency	False	I07.1	Rheumatic tricuspid insufficiency	rheumatic tricuspid insufficiency	['394', '394.7']	['400', '400.2', '413', '413.3', '413.32']	['CV_400.2', 'CV_413.32']
HP_0005180	Tricuspid regurgitation	tricuspid regurgitation	True	I36.1	Nonrheumatic tricuspid (valve) insufficiency	nonrheumatic tricuspid valve insufficiency	['395', '395.3']	['413', '413.3', '413.32']	['CV_413.32']
HP_0005180	Tricuspid insufficiency	tricuspid insufficiency	False	I36.1	Nonrheumatic tricuspid (valve) insufficiency	nonrheumatic tricuspid valve insufficiency	['395', '395.3']	['413', '413.3', '413.32']	['CV_413.32']
HP_0005180	Tricuspid regurgitation	tricuspid regurgitation	True	Q22.8	Other congenital malformations of tricuspid valve	other congenital malformations of tricuspid valve	['747', '747.1', '747.12']	['413', '413.3', '779', '779.2']	['CV_413.3', 'CM_763.22']
HP_0005180	Tricuspid insufficiency	tricuspid insufficiency	False	Q22.8	Other congenital malformations of tricuspid valve	other congenital malformations of tricuspid valve	['747', '747.1', '747.12']	['413', '413.3', '779', '779.2']	['CV_413.3', 'CM_763.22']
HP_0005206	Pancreatic pseudocyst	pancreatic pseudocyst	True	K86.3	Pseudocyst of pancreas	pseudocyst of pancreas	['577', '577.3']	['554', '554.2']	['GI_554.2']
HP_0005208	Secretory diarrhea	secretory diarrhea	True	A09	Infectious gastroenteritis and colitis, unspecified	infectious gastroenteritis and colitis	['008']	['526']	['GI_526']
HP_0005208	Secretory diarrhoea	secretory diarrhea	False	A09	Infectious gastroenteritis and colitis, unspecified	infectious gastroenteritis and colitis	['008']	['526']	['GI_526']
HP_0005208	Secretory diarrhea	secretory diarrhea	True	K59.1	Functional diarrhea	functional diarrhea	['564']	['529', '529.1']	['GI_529.1']
HP_0005208	Secretory diarrhoea	secretory diarrhea	False	K59.1	Functional diarrhea	functional diarrhea	['564']	['529', '529.1']	['GI_529.1']
HP_0010447	Anal fistula	anal fistula	True	K60.3	Anal fistula	anal fistula	['565']	['532', '532.1']	['GI_532.1']
HP_0010447	Fistula in ano	fistula in ano	False	K60.3	Anal fistula	anal fistula	['565']	['532', '532.1']	['GI_532.1']
HP_0005231	Chronic gastritis	chronic gastritis	True	K29.0	Acute gastritis	acute gastritis	['535', '535.1']	['522', '522.9']	['GI_522.91']
HP_0005231	Chronic gastritis	chronic gastritis	True	K29.7	Gastritis, unspecified	gastritis	['535']	['522', '522.9']	['GI_522.9']
HP_0005235	Jejunal atresia	jejunal atresia	True	Q41	Congenital absence, atresia and stenosis of small intestine	congenital absence atresia and stenosis of small intestine	['750', '750.2', '750.21']	['765', '765.3']	['CM_758.131']
HP_0005235	Jejunal atresia	jejunal atresia	True	Q42	Congenital absence, atresia and stenosis of large intestine	congenital absence atresia and stenosis of large intestine	['750', '750.2', '750.21']	['765', '765.8']	['CM_758.132']
HP_0200008	Intestinal polyposis	intestinal polyposis	True	C18	Malignant neoplasm of colon	malignant neoplasm of colon	['153', '153.2']	['101', '101.4', '101.41', '130']	['CA_101.41', 'CA_130']
HP_0200008	Intestinal polyposis	intestinal polyposis	True	D12	Benign neoplasm of colon, rectum, anus and anal canal	benign neoplasm of colon rectum anus and anal canal	['208']	['136']	['CA_136.4']
HP_0005912	Biliary atresia	biliary atresia	True	Q44.2	Atresia of bile ducts	atresia of bile ducts	['750', '750.2', '750.22']	['766', '766.1']	['CM_758.21']
HP_0005249	Functional intestinal obstruction	functional intestinal obstruction	True	K31.5	Obstruction of duodenum	obstruction of duodenum	['537']	['514', '514.2']	['GI_514.2']
HP_0005249	Functional intestinal obstruction	functional intestinal obstruction	True	K56.0	Paralytic ileus	paralytic ileus	['560', '560.1']	['514', '514.3', '514.31']	['GI_514.31']
HP_0005249	Functional intestinal obstruction	functional intestinal obstruction	True	K56.3	Gallstone ileus	gallstone ileus	['560', '560.4']	['514', '514.3']	['GI_514.3']
HP_0005249	Functional intestinal obstruction	functional intestinal obstruction	True	K56.7	Ileus, unspecified	ileus	['560', '560.1']	['514', '514.3']	['GI_514.3']
HP_0005249	Functional intestinal obstruction	functional intestinal obstruction	True	P76.1	Transitory ileus of newborn	transitory ileus of newborn	['656', '656.6']	['865', '865.1', '865.12']	['GI_514.3', 'NB_865.12']
HP_0005261	Hemarthroses	hemarthroses	False	M25.0	Hemarthrosis	hemarthrosis	['741', '741.5']	['713', '713.1']	['MS_713.1']
HP_0005261	Hemarthrosis	hemarthrosis	False	M25.0	Hemarthrosis	hemarthrosis	['741', '741.5']	['713', '713.1']	['MS_713.1']
