CUI	ICD10_code	ICD10_label	hpo_code	hpo_label	phecode1.2_codeList	phecodeX_codeList
C0022408	M25.53	Pain in wrist	HP_0001367	Abnormal joint morphology	['745']	['713', '713.3', '713.34']
C0022408	M25.531	Pain in right wrist	HP_0001367	Abnormal joint morphology	['745']	['713', '713.3', '713.34']
C0022408	M25.475	Effusion, left foot	HP_0001367	Abnormal joint morphology	['741', '741.4']	['713', '713.2']
C0022408	M25.474	Effusion, right foot	HP_0001367	Abnormal joint morphology	['741', '741.4']	['713', '713.2']
C0022408	M25.451	Effusion, right hip	HP_0001367	Abnormal joint morphology	['741', '741.4']	['713', '713.2']
C0022408	M21.252	Flexion deformity, left hip	HP_0001367	Abnormal joint morphology	['736']	['710', '710.2']
C0022408	M21.251	Flexion deformity, right hip	HP_0001367	Abnormal joint morphology	['736']	['710', '710.2']
C0022408	M25.452	Effusion, left hip	HP_0001367	Abnormal joint morphology	['741', '741.4']	['713', '713.2']
C0022408	M25.459	Effusion, unspecified hip	HP_0001367	Abnormal joint morphology	['741', '741.4']	['713', '713.2']
C0022408	M25.46	Effusion, knee	HP_0001367	Abnormal joint morphology	['741', '741.4']	['713', '713.2']
C0022408	M25.461	Effusion, right knee	HP_0001367	Abnormal joint morphology	['741', '741.4']	['713', '713.2']
C0022408	M21.25	Flexion deformity, hip	HP_0001367	Abnormal joint morphology	['736']	['710', '710.2']
C0022408	M25.469	Effusion, unspecified knee	HP_0001367	Abnormal joint morphology	['741', '741.4']	['713', '713.2']
C0022408	M25.47	Effusion, ankle and foot	HP_0001367	Abnormal joint morphology	['741', '741.4']	['713', '713.2']
C0022408	M25.471	Effusion, right ankle	HP_0001367	Abnormal joint morphology	['741', '741.4']	['713', '713.2']
C0022408	M23.602	Other spontaneous disruption of unspecified ligament of left knee	HP_0001367	Abnormal joint morphology	['835']	['711']
C0022408	M25.472	Effusion, left ankle	HP_0001367	Abnormal joint morphology	['741', '741.4']	['713', '713.2']
C0022408	M21.249	Flexion deformity, unspecified finger joints	HP_0001367	Abnormal joint morphology	['736']	['709', '709.1']
C0022408	M25.473	Effusion, unspecified ankle	HP_0001367	Abnormal joint morphology	['741', '741.4']	['713', '713.2']
C0022408	M25.462	Effusion, left knee	HP_0001367	Abnormal joint morphology	['741', '741.4']	['713', '713.2']
C0022408	M25.532	Pain in left wrist	HP_0001367	Abnormal joint morphology	['745']	['713', '713.3', '713.34']
C0022408	M25.539	Pain in unspecified wrist	HP_0001367	Abnormal joint morphology	['745']	['713', '713.3', '713.34']
C0022408	M21.22	Flexion deformity, elbow	HP_0001367	Abnormal joint morphology	['736', '739']	['710', '710.1']
C0022408	M21.219	Flexion deformity, unspecified shoulder	HP_0001367	Abnormal joint morphology	['736']	['710']
C0022408	M25.562	Pain in left knee	HP_0001367	Abnormal joint morphology	['745']	['713', '713.3', '713.37']
C0022408	M21.212	Flexion deformity, left shoulder	HP_0001367	Abnormal joint morphology	['736']	['710']
C0022408	M21.211	Flexion deformity, right shoulder	HP_0001367	Abnormal joint morphology	['736']	['710']
C0022408	M25.569	Pain in unspecified knee	HP_0001367	Abnormal joint morphology	['745']	['713', '713.3', '713.37']
C0022408	M21.21	Flexion deformity, shoulder	HP_0001367	Abnormal joint morphology	['736']	['710']
C0022408	M25.561	Pain in right knee	HP_0001367	Abnormal joint morphology	['745']	['713', '713.3', '713.37']
C0022408	M25.57	Pain in ankle and joints of foot	HP_0001367	Abnormal joint morphology	['745']	['713', '713.3', '713.38']
C0022408	M21.2	Flexion deformity	HP_0001367	Abnormal joint morphology	['739']	['710']
C0022408	M21.179	Varus deformity, not elsewhere classified, unspecified ankle	HP_0001367	Abnormal joint morphology	['735']	['710', '710.4']
C0022408	M25.571	Pain in right ankle and joints of right foot	HP_0001367	Abnormal joint morphology	['745']	['713', '713.3', '713.38']
C0022408	M21.172	Varus deformity, not elsewhere classified, left ankle	HP_0001367	Abnormal joint morphology	['735']	['710', '710.4']
C0022408	M21.171	Varus deformity, not elsewhere classified, right ankle	HP_0001367	Abnormal joint morphology	['735']	['710', '710.4']
C0022408	M25.572	Pain in left ankle and joints of left foot	HP_0001367	Abnormal joint morphology	['745']	['713', '713.3', '713.38']
C0022408	M21.20	Flexion deformity, unspecified site	HP_0001367	Abnormal joint morphology	['736']	['710']
C0022408	M25.54	Pain in joints of hand	HP_0001367	Abnormal joint morphology	['745']	['713', '713.3', '713.35']
C0022408	M25.541	Pain in joints of right hand	HP_0001367	Abnormal joint morphology	['745']	['713', '713.3', '713.35']
C0022408	M25.542	Pain in joints of left hand	HP_0001367	Abnormal joint morphology	['745']	['713', '713.3', '713.35']
C0022408	M21.241	Flexion deformity, right finger joints	HP_0001367	Abnormal joint morphology	['736']	['709', '709.1']
C0022408	M25.549	Pain in joints of unspecified hand	HP_0001367	Abnormal joint morphology	['745']	['713', '713.3', '713.35']
C0022408	M21.24	Flexion deformity, finger joints	HP_0001367	Abnormal joint morphology	['736']	['709', '709.1']
C0022408	M21.239	Flexion deformity, unspecified wrist	HP_0001367	Abnormal joint morphology	['736']	['710', '710.1']
C0022408	M21.221	Flexion deformity, right elbow	HP_0001367	Abnormal joint morphology	['736']	['710', '710.1']
C0022408	M21.232	Flexion deformity, left wrist	HP_0001367	Abnormal joint morphology	['736']	['710', '710.1']
C0022408	M21.231	Flexion deformity, right wrist	HP_0001367	Abnormal joint morphology	['736']	['710', '710.1']
C0022408	M25.552	Pain in left hip	HP_0001367	Abnormal joint morphology	['745']	['713', '713.3', '713.36']
C0022408	M21.23	Flexion deformity, wrist	HP_0001367	Abnormal joint morphology	['736']	['710', '710.1']
C0022408	M21.229	Flexion deformity, unspecified elbow	HP_0001367	Abnormal joint morphology	['736']	['710', '710.1']
C0022408	M25.56	Pain in knee	HP_0001367	Abnormal joint morphology	['745']	['713', '713.3', '713.37']
C0022408	M21.222	Flexion deformity, left elbow	HP_0001367	Abnormal joint morphology	['736']	['710', '710.1']
C0022408	M25.551	Pain in right hip	HP_0001367	Abnormal joint morphology	['745']	['713', '713.3', '713.36']
C0022408	M21.259	Flexion deformity, unspecified hip	HP_0001367	Abnormal joint morphology	['736']	['710', '710.2']
C0022408	M25.45	Effusion, hip	HP_0001367	Abnormal joint morphology	['741', '741.4']	['713', '713.2']
C0022408	M21.269	Flexion deformity, unspecified knee	HP_0001367	Abnormal joint morphology	['736']	['710', '710.3']
C0022408	M25.322	Other instability, left elbow	HP_0001367	Abnormal joint morphology	['742', '742.9']	['712', '712.6']
C0022408	M25.329	Other instability, unspecified elbow	HP_0001367	Abnormal joint morphology	['742', '742.9']	['712', '712.6']
C0022408	M25.33	Other instability, wrist	HP_0001367	Abnormal joint morphology	['742', '742.9']	['712', '712.6']
C0022408	M25.331	Other instability, right wrist	HP_0001367	Abnormal joint morphology	['742', '742.9']	['712', '712.6']
C0022408	M21.262	Flexion deformity, left knee	HP_0001367	Abnormal joint morphology	['736']	['710', '710.3']
C0022408	M25.332	Other instability, left wrist	HP_0001367	Abnormal joint morphology	['742', '742.9']	['712', '712.6']
C0022408	M25.321	Other instability, right elbow	HP_0001367	Abnormal joint morphology	['742', '742.9']	['712', '712.6']
C0022408	M25.339	Other instability, unspecified wrist	HP_0001367	Abnormal joint morphology	['742', '742.9']	['712', '712.6']
C0022408	M25.34	Other instability, hand	HP_0001367	Abnormal joint morphology	['742', '742.9']	['712', '712.6']
C0022408	M25.341	Other instability, right hand	HP_0001367	Abnormal joint morphology	['742', '742.9']	['712', '712.6']
C0022408	M25.342	Other instability, left hand	HP_0001367	Abnormal joint morphology	['742', '742.9']	['712', '712.6']
C0022408	M25.349	Other instability, unspecified hand	HP_0001367	Abnormal joint morphology	['742', '742.9']	['712', '712.6']
C0022408	M25.35	Other instability, hip	HP_0001367	Abnormal joint morphology	['742', '742.9']	['712', '712.6']
C0022408	M25.351	Other instability, right hip	HP_0001367	Abnormal joint morphology	['742', '742.9']	['712', '712.6']
C0022408	M25.352	Other instability, left hip	HP_0001367	Abnormal joint morphology	['742', '742.9']	['712', '712.6']
C0022408	M25.359	Other instability, unspecified hip	HP_0001367	Abnormal joint morphology	['742', '742.9']	['712', '712.6']
C0022408	M25.32	Other instability, elbow	HP_0001367	Abnormal joint morphology	['742', '742.9']	['712', '712.6']
C0022408	M25.26	Flail joint, knee	HP_0001367	Abnormal joint morphology	['742', '742.9']	['712', '712.6']
C0022408	M25.261	Flail joint, right knee	HP_0001367	Abnormal joint morphology	['742', '742.9']	['712', '712.6']
C0022408	M25.262	Flail joint, left knee	HP_0001367	Abnormal joint morphology	['742', '742.9']	['712', '712.6']
C0022408	M25.269	Flail joint, unspecified knee	HP_0001367	Abnormal joint morphology	['742', '742.9']	['712', '712.6']
C0022408	M25.27	Flail joint, ankle and foot	HP_0001367	Abnormal joint morphology	['742', '742.9']	['712', '712.6']
C0022408	M25.271	Flail joint, right ankle and foot	HP_0001367	Abnormal joint morphology	['742', '742.9']	['712', '712.6']
C0022408	M25.272	Flail joint, left ankle and foot	HP_0001367	Abnormal joint morphology	['742', '742.9']	['712', '712.6']
C0022408	M25.279	Flail joint, unspecified ankle and foot	HP_0001367	Abnormal joint morphology	['742', '742.9']	['712', '712.6']
C0022408	M25.28	Flail joint, other site	HP_0001367	Abnormal joint morphology	['742', '742.9']	['712', '712.6']
C0022408	M25.3	Other instability of joint	HP_0001367	Abnormal joint morphology	['742', '742.9']	['712', '712.6']
C0022408	M25.30	Other instability, unspecified joint	HP_0001367	Abnormal joint morphology	['742', '742.9']	['712', '712.6']
C0022408	M25.31	Other instability, shoulder	HP_0001367	Abnormal joint morphology	['742', '742.9']	['712', '712.6']
C0022408	M25.311	Other instability, right shoulder	HP_0001367	Abnormal joint morphology	['742', '742.9']	['712', '712.6']
C0022408	M25.312	Other instability, left shoulder	HP_0001367	Abnormal joint morphology	['742', '742.9']	['712', '712.6']
C0022408	M25.319	Other instability, unspecified shoulder	HP_0001367	Abnormal joint morphology	['742', '742.9']	['712', '712.6']
C0022408	M25.259	Flail joint, unspecified hip	HP_0001367	Abnormal joint morphology	['742', '742.9']	['712', '712.6']
C0022408	M25.42	Effusion, elbow	HP_0001367	Abnormal joint morphology	['741', '741.4']	['713', '713.2']
C0022408	M25.421	Effusion, right elbow	HP_0001367	Abnormal joint morphology	['741', '741.4']	['713', '713.2']
C0022408	M25.422	Effusion, left elbow	HP_0001367	Abnormal joint morphology	['741', '741.4']	['713', '713.2']
C0022408	M25.429	Effusion, unspecified elbow	HP_0001367	Abnormal joint morphology	['741', '741.4']	['713', '713.2']
C0022408	M25.43	Effusion, wrist	HP_0001367	Abnormal joint morphology	['741', '741.4']	['713', '713.2']
C0022408	M21.261	Flexion deformity, right knee	HP_0001367	Abnormal joint morphology	['736']	['710', '710.3']
C0022408	M25.431	Effusion, right wrist	HP_0001367	Abnormal joint morphology	['741', '741.4']	['713', '713.2']
C0022408	M25.419	Effusion, unspecified shoulder	HP_0001367	Abnormal joint morphology	['741', '741.4']	['713', '713.2']
C0022408	M25.432	Effusion, left wrist	HP_0001367	Abnormal joint morphology	['741', '741.4']	['713', '713.2']
C0022408	M25.439	Effusion, unspecified wrist	HP_0001367	Abnormal joint morphology	['741', '741.4']	['713', '713.2']
C0022408	M25.44	Effusion, hand	HP_0001367	Abnormal joint morphology	['741', '741.4']	['713', '713.2']
C0022408	M25.441	Effusion, right hand	HP_0001367	Abnormal joint morphology	['741', '741.4']	['713', '713.2']
C0022408	M25.442	Effusion, left hand	HP_0001367	Abnormal joint morphology	['741', '741.4']	['713', '713.2']
C0022408	M21.26	Flexion deformity, knee	HP_0001367	Abnormal joint morphology	['736']	['710', '710.3']
C0022408	M25.449	Effusion, unspecified hand	HP_0001367	Abnormal joint morphology	['741', '741.4']	['713', '713.2']
C0022408	M25.36	Other instability, knee	HP_0001367	Abnormal joint morphology	['742', '742.9']	['712', '712.6']
C0022408	M25.361	Other instability, right knee	HP_0001367	Abnormal joint morphology	['742', '742.9']	['712', '712.6']
C0022408	M25.362	Other instability, left knee	HP_0001367	Abnormal joint morphology	['742', '742.9']	['712', '712.6']
C0022408	M25.369	Other instability, unspecified knee	HP_0001367	Abnormal joint morphology	['742', '742.9']	['712', '712.6']
C0022408	M25.37	Other instability, ankle and foot	HP_0001367	Abnormal joint morphology	['742', '742.9']	['712', '712.6']
C0022408	M25.371	Other instability, right ankle	HP_0001367	Abnormal joint morphology	['742', '742.9']	['712', '712.6']
C0022408	M23.609	Other spontaneous disruption of unspecified ligament of unspecified knee	HP_0001367	Abnormal joint morphology	['835']	['711']
C0022408	M25.372	Other instability, left ankle	HP_0001367	Abnormal joint morphology	['742', '742.9']	['712', '712.6']
C0022408	M25.373	Other instability, unspecified ankle	HP_0001367	Abnormal joint morphology	['742', '742.9']	['712', '712.6']
C0022408	M25.412	Effusion, left shoulder	HP_0001367	Abnormal joint morphology	['741', '741.4']	['713', '713.2']
C0022408	M25.375	Other instability, left foot	HP_0001367	Abnormal joint morphology	['742', '742.9']	['712', '712.6']
C0022408	M25.376	Other instability, unspecified foot	HP_0001367	Abnormal joint morphology	['742', '742.9']	['712', '712.6']
C0022408	M25.39	Other instability, other specified joint	HP_0001367	Abnormal joint morphology		['712', '712.6']
C0022408	M25.4	Effusion of joint	HP_0001367	Abnormal joint morphology	['741', '741.4']	['713', '713.2']
C0022408	M25.40	Effusion, unspecified joint	HP_0001367	Abnormal joint morphology	['741', '741.4']	['713', '713.2']
C0022408	M25.41	Effusion, shoulder	HP_0001367	Abnormal joint morphology	['741', '741.4']	['713', '713.2']
C0022408	M25.411	Effusion, right shoulder	HP_0001367	Abnormal joint morphology	['741', '741.4']	['713', '713.2']
C0022408	M25.374	Other instability, right foot	HP_0001367	Abnormal joint morphology	['742', '742.9']	['712', '712.6']
C0022408	M24.669	Ankylosis, unspecified knee	HP_0001367	Abnormal joint morphology	['741', '741.1']	['712', '712.4']
C0022408	M24.221	Disorder of ligament, right elbow	HP_0001367	Abnormal joint morphology	['728', '728.2']	['712', '712.5']
C0022408	M24.222	Disorder of ligament, left elbow	HP_0001367	Abnormal joint morphology	['728', '728.2']	['712', '712.5']
C0022408	M24.229	Disorder of ligament, unspecified elbow	HP_0001367	Abnormal joint morphology	['728', '728.2']	['712', '712.5']
C0022408	M24.23	Disorder of ligament, wrist	HP_0001367	Abnormal joint morphology	['728', '728.2']	['712', '712.5']
C0022408	M24.231	Disorder of ligament, right wrist	HP_0001367	Abnormal joint morphology	['728', '728.2']	['712', '712.5']
C0022408	M24.232	Disorder of ligament, left wrist	HP_0001367	Abnormal joint morphology	['728', '728.2']	['712', '712.5']
C0022408	M24.239	Disorder of ligament, unspecified wrist	HP_0001367	Abnormal joint morphology	['728', '728.2']	['712', '712.5']
C0022408	M24.24	Disorder of ligament, hand	HP_0001367	Abnormal joint morphology	['728', '728.2']	['712', '712.5']
C0022408	M24.241	Disorder of ligament, right hand	HP_0001367	Abnormal joint morphology	['728', '728.2']	['712', '712.5']
C0022408	M21.521	Acquired clubhand, right hand	HP_0001367	Abnormal joint morphology	['736', '736.1']	['710', '710.1', '710.13']
C0022408	M21.52	Acquired clubhand	HP_0001367	Abnormal joint morphology	['736', '736.1']	['710', '710.1', '710.13']
C0022408	M21.519	Acquired clawhand, unspecified hand	HP_0001367	Abnormal joint morphology	['736', '736.1']	['710', '710.1', '710.12']
C0022408	M24.242	Disorder of ligament, left hand	HP_0001367	Abnormal joint morphology	['728', '728.2']	['712', '712.5']
C0022408	M24.249	Disorder of ligament, unspecified hand	HP_0001367	Abnormal joint morphology	['728', '728.2']	['712', '712.5']
C0022408	M24.22	Disorder of ligament, elbow	HP_0001367	Abnormal joint morphology	['728', '728.2']	['712', '712.5']
C0022408	M24.219	Disorder of ligament, unspecified shoulder	HP_0001367	Abnormal joint morphology	['728', '728.2']	['712', '712.5']
C0022408	M24.152	Other articular cartilage disorders, left hip	HP_0001367	Abnormal joint morphology	['742', '742.8']	['712', '712.3']
C0022408	M24.159	Other articular cartilage disorders, unspecified hip	HP_0001367	Abnormal joint morphology	['742', '742.8']	['712', '712.3']
C0022408	M24.17	Other articular cartilage disorders, ankle and foot	HP_0001367	Abnormal joint morphology	['742', '742.8']	['712', '712.3']
C0022408	M24.171	Other articular cartilage disorders, right ankle	HP_0001367	Abnormal joint morphology	['742', '742.8']	['712', '712.3']
C0022408	M24.172	Other articular cartilage disorders, left ankle	HP_0001367	Abnormal joint morphology	['742', '742.8']	['712', '712.3']
C0022408	M24.173	Other articular cartilage disorders, unspecified ankle	HP_0001367	Abnormal joint morphology	['742', '742.8']	['712', '712.3']
C0022408	M24.174	Other articular cartilage disorders, right foot	HP_0001367	Abnormal joint morphology	['742', '742.8']	['712', '712.3']
C0022408	M23.632	Other spontaneous disruption of medial collateral ligament of left knee	HP_0001367	Abnormal joint morphology	['835']	['711']
C0022408	M24.176	Other articular cartilage disorders, unspecified foot	HP_0001367	Abnormal joint morphology	['742', '742.8']	['712', '712.3']
C0022408	M24.19	Other articular cartilage disorders, other specified site	HP_0001367	Abnormal joint morphology		['712', '712.3']
C0022408	M24.2	Disorder of ligament	HP_0001367	Abnormal joint morphology	['728', '728.2']	['712', '712.5']
C0022408	M24.20	Disorder of ligament, unspecified site	HP_0001367	Abnormal joint morphology	['728', '728.2']	['712', '712.5']
C0022408	M24.21	Disorder of ligament, shoulder	HP_0001367	Abnormal joint morphology	['728', '728.2']	['712', '712.5']
C0022408	M24.211	Disorder of ligament, right shoulder	HP_0001367	Abnormal joint morphology	['728', '728.2']	['712', '712.5']
C0022408	M24.212	Disorder of ligament, left shoulder	HP_0001367	Abnormal joint morphology	['728', '728.2']	['712', '712.5']
C0022408	M24.175	Other articular cartilage disorders, left foot	HP_0001367	Abnormal joint morphology	['742', '742.8']	['712', '712.3']
C0022408	M21.512	Acquired clawhand, left hand	HP_0001367	Abnormal joint morphology	['736', '736.1']	['710', '710.1', '710.12']
C0022408	M24.311	Pathological dislocation of right shoulder, not elsewhere classified	HP_0001367	Abnormal joint morphology	['742', '742.2']	['712', '712.6', '712.62', 'T830']
C0022408	M21.51	Acquired clawhand	HP_0001367	Abnormal joint morphology	['736', '736.1']	['710', '710.1', '710.12']
C0022408	M24.312	Pathological dislocation of left shoulder, not elsewhere classified	HP_0001367	Abnormal joint morphology	['742', '742.2']	['712', '712.6', '712.62', 'T830']
C0022408	M24.319	Pathological dislocation of unspecified shoulder, not elsewhere classified	HP_0001367	Abnormal joint morphology	['742', '742.2']	['712', '712.6', '712.62', 'T830']
C0022408	M24.32	Pathological dislocation of elbow, not elsewhere classified	HP_0001367	Abnormal joint morphology	['742', '742.2']	['712', '712.6', '712.62', 'T830']
C0022408	M24.321	Pathological dislocation of right elbow, not elsewhere classified	HP_0001367	Abnormal joint morphology	['742', '742.2']	['712', '712.6', '712.62', 'T830']
C0022408	M24.322	Pathological dislocation of left elbow, not elsewhere classified	HP_0001367	Abnormal joint morphology	['742', '742.2']	['712', '712.6', '712.62', 'T830']
C0022408	M24.329	Pathological dislocation of unspecified elbow, not elsewhere classified	HP_0001367	Abnormal joint morphology	['742', '742.2']	['712', '712.6', '712.62', 'T830']
C0022408	M24.33	Pathological dislocation of wrist, not elsewhere classified	HP_0001367	Abnormal joint morphology	['742', '742.2']	['712', '712.6', '712.62', 'T830']
C0022408	M24.331	Pathological dislocation of right wrist, not elsewhere classified	HP_0001367	Abnormal joint morphology	['742', '742.2']	['712', '712.6', '712.62', 'T830']
C0022408	M24.332	Pathological dislocation of left wrist, not elsewhere classified	HP_0001367	Abnormal joint morphology	['742', '742.2']	['712', '712.6', '712.62', 'T830']
C0022408	M24.339	Pathological dislocation of unspecified wrist, not elsewhere classified	HP_0001367	Abnormal joint morphology	['742', '742.2']	['712', '712.6', '712.62', 'T830']
C0022408	M08.869	Other juvenile arthritis, unspecified knee	HP_0001367	Abnormal joint morphology	['714', '714.2']	['705', '705.2']
C0022408	M24.34	Pathological dislocation of hand, not elsewhere classified	HP_0001367	Abnormal joint morphology	['742', '742.2']	['712', '712.6', '712.62', 'T830']
C0022408	M24.341	Pathological dislocation of right hand, not elsewhere classified	HP_0001367	Abnormal joint morphology	['742', '742.2']	['712', '712.6', '712.62', 'T830']
C0022408	M24.151	Other articular cartilage disorders, right hip	HP_0001367	Abnormal joint morphology	['742', '742.8']	['712', '712.3']
C0022408	M24.31	Pathological dislocation of shoulder, not elsewhere classified	HP_0001367	Abnormal joint morphology	['742', '742.2']	['712', '712.6', '712.62', 'T830']
C0022408	M24.30	Pathological dislocation of unspecified joint, not elsewhere classified	HP_0001367	Abnormal joint morphology	['742', '742.2']	['712', '712.6', '712.62', 'T830']
C0022408	M24.25	Disorder of ligament, hip	HP_0001367	Abnormal joint morphology	['728', '728.2']	['712', '712.5']
C0022408	M24.251	Disorder of ligament, right hip	HP_0001367	Abnormal joint morphology	['728', '728.2']	['712', '712.5']
C0022408	M24.252	Disorder of ligament, left hip	HP_0001367	Abnormal joint morphology	['728', '728.2']	['712', '712.5']
C0022408	M21.511	Acquired clawhand, right hand	HP_0001367	Abnormal joint morphology	['736', '736.1']	['710', '710.1', '710.12']
C0022408	M24.259	Disorder of ligament, unspecified hip	HP_0001367	Abnormal joint morphology	['728', '728.2']	['712', '712.5']
C0022408	M24.27	Disorder of ligament, ankle and foot	HP_0001367	Abnormal joint morphology	['728', '728.2']	['712', '712.5']
C0022408	M24.271	Disorder of ligament, right ankle	HP_0001367	Abnormal joint morphology	['728', '728.2']	['712', '712.5']
C0022408	M24.272	Disorder of ligament, left ankle	HP_0001367	Abnormal joint morphology	['728', '728.2']	['712', '712.5']
C0022408	M24.274	Disorder of ligament, right foot	HP_0001367	Abnormal joint morphology	['728', '728.2']	['712', '712.5']
C0022408	M24.275	Disorder of ligament, left foot	HP_0001367	Abnormal joint morphology	['728', '728.2']	['712', '712.5']
C0022408	M24.276	Disorder of ligament, unspecified foot	HP_0001367	Abnormal joint morphology	['728', '728.2']	['712', '712.5']
C0022408	M24.28	Disorder of ligament, vertebrae	HP_0001367	Abnormal joint morphology	['728', '728.2']	['712', '712.5']
C0022408	M24.29	Disorder of ligament, other specified site	HP_0001367	Abnormal joint morphology		['712', '712.5']
C0022408	M24.3	Pathological dislocation of joint, not elsewhere classified	HP_0001367	Abnormal joint morphology	['742', '742.2']	['712', '712.6', '712.62', 'T830']
C0022408	M24.273	Disorder of ligament, unspecified ankle	HP_0001367	Abnormal joint morphology	['728', '728.2']	['712', '712.5']
C0022408	M24.15	Other articular cartilage disorders, hip	HP_0001367	Abnormal joint morphology	['742', '742.8']	['712', '712.3']
C0022408	M24	Other specific joint derangements	HP_0001367	Abnormal joint morphology		['712']
C0022408	M24.0	Loose body in joint	HP_0001367	Abnormal joint morphology	['742', '742.1']	['712', '712.1']
C0022408	M24.00	Loose body in unspecified joint	HP_0001367	Abnormal joint morphology	['742', '742.1']	['712', '712.1']
C0022408	M24.01	Loose body in shoulder	HP_0001367	Abnormal joint morphology	['742', '742.1']	['712', '712.1']
C0022408	M24.011	Loose body in right shoulder	HP_0001367	Abnormal joint morphology	['742', '742.1']	['712', '712.1']
C0022408	M24.012	Loose body in left shoulder	HP_0001367	Abnormal joint morphology	['742', '742.1']	['712', '712.1']
C0022408	M24.019	Loose body in unspecified shoulder	HP_0001367	Abnormal joint morphology	['742', '742.1']	['712', '712.1']
C0022408	M23.92	Unspecified internal derangement of left knee	HP_0001367	Abnormal joint morphology	['835']	['711']
C0022408	M24.021	Loose body in right elbow	HP_0001367	Abnormal joint morphology	['742', '742.1']	['712', '712.1']
C0022408	M24.022	Loose body in left elbow	HP_0001367	Abnormal joint morphology	['742', '742.1']	['712', '712.1']
C0022408	M24.029	Loose body in unspecified elbow	HP_0001367	Abnormal joint morphology	['742', '742.1']	['712', '712.1']
C0022408	M24.03	Loose body in wrist	HP_0001367	Abnormal joint morphology	['742', '742.1']	['712', '712.1']
C0022408	M24.031	Loose body in right wrist	HP_0001367	Abnormal joint morphology	['742', '742.1']	['712', '712.1']
C0022408	M24.032	Loose body in left wrist	HP_0001367	Abnormal joint morphology	['742', '742.1']	['712', '712.1']
C0022408	M24.039	Loose body in unspecified wrist	HP_0001367	Abnormal joint morphology	['742', '742.1']	['712', '712.1']
C0022408	M24.02	Loose body in elbow	HP_0001367	Abnormal joint morphology	['742', '742.1']	['712', '712.1']
C0022408	M23.64	Other spontaneous disruption of lateral collateral ligament of knee	HP_0001367	Abnormal joint morphology	['835']	['711']
C0022408	M23.641	Other spontaneous disruption of lateral collateral ligament of right knee	HP_0001367	Abnormal joint morphology	['835']	['711']
C0022408	M23.642	Other spontaneous disruption of lateral collateral ligament of left knee	HP_0001367	Abnormal joint morphology	['835']	['711']
C0022408	M23.649	Other spontaneous disruption of lateral collateral ligament of unspecified knee	HP_0001367	Abnormal joint morphology	['835']	['711']
C0022408	M23.67	Other spontaneous disruption of capsular ligament of knee	HP_0001367	Abnormal joint morphology	['835']	['711']
C0022408	M23.671	Other spontaneous disruption of capsular ligament of right knee	HP_0001367	Abnormal joint morphology	['835']	['711']
C0022408	M23.672	Other spontaneous disruption of capsular ligament of left knee	HP_0001367	Abnormal joint morphology	['835']	['711']
C0022408	M23.91	Unspecified internal derangement of right knee	HP_0001367	Abnormal joint morphology	['835']	['711']
C0022408	M23.8	Other internal derangements of knee	HP_0001367	Abnormal joint morphology	['835']	['711']
C0022408	M23.8X	Other internal derangements of knee	HP_0001367	Abnormal joint morphology	['835']	['711']
C0022408	M23.8X1	Other internal derangements of right knee	HP_0001367	Abnormal joint morphology	['835']	['711']
C0022408	M23.8X2	Other internal derangements of left knee	HP_0001367	Abnormal joint morphology	['835']	['711']
C0022408	M23.8X9	Other internal derangements of unspecified knee	HP_0001367	Abnormal joint morphology	['835']	['711']
C0022408	M23.9	Unspecified internal derangement of knee	HP_0001367	Abnormal joint morphology	['835']	['711']
C0022408	M23.90	Unspecified internal derangement of unspecified knee	HP_0001367	Abnormal joint morphology	['835']	['711']
C0022408	M23.679	Other spontaneous disruption of capsular ligament of unspecified knee	HP_0001367	Abnormal joint morphology	['835']	['711']
C0022408	M24.342	Pathological dislocation of left hand, not elsewhere classified	HP_0001367	Abnormal joint morphology	['742', '742.2']	['712', '712.6', '712.62', 'T830']
C0022408	M24.04	Loose body in finger joints	HP_0001367	Abnormal joint morphology	['742', '742.1']	['712', '712.1']
C0022408	M24.041	Loose body in right finger joint(s)	HP_0001367	Abnormal joint morphology	['742', '742.1']	['712', '712.1']
C0022408	M24.111	Other articular cartilage disorders, right shoulder	HP_0001367	Abnormal joint morphology	['742', '742.8']	['712', '712.3']
C0022408	M24.112	Other articular cartilage disorders, left shoulder	HP_0001367	Abnormal joint morphology	['742', '742.8']	['712', '712.3']
C0022408	M24.119	Other articular cartilage disorders, unspecified shoulder	HP_0001367	Abnormal joint morphology	['742', '742.8']	['712', '712.3']
C0022408	M24.12	Other articular cartilage disorders, elbow	HP_0001367	Abnormal joint morphology	['742', '742.8']	['712', '712.3']
C0022408	M24.121	Other articular cartilage disorders, right elbow	HP_0001367	Abnormal joint morphology	['742', '742.8']	['712', '712.3']
C0022408	M24.122	Other articular cartilage disorders, left elbow	HP_0001367	Abnormal joint morphology	['742', '742.8']	['712', '712.3']
C0022408	M24.129	Other articular cartilage disorders, unspecified elbow	HP_0001367	Abnormal joint morphology	['742', '742.8']	['712', '712.3']
C0022408	M24.11	Other articular cartilage disorders, shoulder	HP_0001367	Abnormal joint morphology	['742', '742.8']	['712', '712.3']
C0022408	M24.131	Other articular cartilage disorders, right wrist	HP_0001367	Abnormal joint morphology	['742', '742.8']	['712', '712.3']
C0022408	M24.132	Other articular cartilage disorders, left wrist	HP_0001367	Abnormal joint morphology	['742', '742.8']	['712', '712.3']
