phecode1.2_code	phecode1.2_label	phecode1.2_category	CUI	hpo_code	hpo_label	PheMap_score
446.2	Acute febrile mucocutaneous lymph node syndrome (Kawasaki disease)	circulatory system	C0010051	HP_0030882	Coronary artery aneurysm	18.56496661844724
446.9	Arteritis NOS	circulatory system	C0042384	HP_0002633	Vasculitis	70.26524294254855
447	Other disorders of arteries and arterioles	circulatory system	C0016052	HP_0005313	Arterial fibromuscular dysplasia	28.058582038365213
447	Other disorders of arteries and arterioles	circulatory system	C0003857	HP_0100026	Arteriovenous malformation	20.53774345838855
448	Disease of capillaries	circulatory system	C0039446	HP_0001009	Telangiectasia	18.44223941313904
448	Disease of capillaries	circulatory system	C0003857	HP_0100026	Arteriovenous malformation	26.859832712668105
450	Noninfectious disorders of lymphatic channels	circulatory system	C0008733	HP_0010310	Chylothorax	35.85598183974401
450	Noninfectious disorders of lymphatic channels	circulatory system	C0008732	HP_0012281	Chylous ascites	23.050274039835433
450	Noninfectious disorders of lymphatic channels	circulatory system	C0024236	HP_0001004	Lymphedema	39.637976523263895
451	Phlebitis and thrombophlebitis	circulatory system	C0040046	HP_0004418	Thrombophlebitis	45.99284313001935
451	Phlebitis and thrombophlebitis	circulatory system	C1510431	HP_0002638	Superficial thrombophlebitis	21.821367854954875
451	Phlebitis and thrombophlebitis	circulatory system	C0149871	HP_0002625	Deep venous thrombosis	20.820975285107988
451.2	Phlebitis and thrombophlebitis of lower extremities	circulatory system	C0149871	HP_0002625	Deep venous thrombosis	54.66361170235134
452	Other venous embolism and thrombosis	circulatory system	C0019154	HP_0030243	Hepatic vein thrombosis	39.44280688232686
452.2	Deep vein thrombosis [DVT]	circulatory system	C0149871	HP_0002625	Deep venous thrombosis	52.1581626632231
454	Varicose veins	circulatory system	C0042345	HP_0002619	Varicose veins	57.32974897102519
454	Varicose veins	circulatory system	C0042341	HP_0012871	Varicocele	76.60068505807533
454	Varicose veins	circulatory system	C1138421	HP_0001009	Telangiectasia	18.782649454010265
454.1	Varicose veins of lower extremity	circulatory system	C0042345	HP_0002619	Varicose veins	79.37593553893483
454.1	Varicose veins of lower extremity	circulatory system	C1138421	HP_0001009	Telangiectasia	30.844817148889646
455	Hemorrhoids	circulatory system	C0019112	HP_0032551	Hemorrhoids	89.40586761862184
456	Chronic venous insufficiency [CVI]	circulatory system	C0042485	HP_0005293	Venous insufficiency	53.21907262562958
456	Chronic venous insufficiency [CVI]	circulatory system	C0011620	HP_0033564	Stasis dermatitis	27.097801192970532
458	Hypotension	circulatory system	C0020651	HP_0001278	Orthostatic hypotension	21.91518809992784
458	Hypotension	circulatory system	C0020649	HP_0002615	Hypotension	56.268233313940804
458.1	Orthostatic hypotension	circulatory system	C0020651	HP_0001278	Orthostatic hypotension	90.86115112411676
458.2	Iatrogenic hypotension	circulatory system	C0020649	HP_0002615	Hypotension	56.268233313940804
458.2	Iatrogenic hypotension	circulatory system	C0020651	HP_0001278	Orthostatic hypotension	21.91518809992784
458.9	Hypotension NOS	circulatory system	C0020651	HP_0001278	Orthostatic hypotension	21.91518809992784
458.9	Hypotension NOS	circulatory system	C0020649	HP_0002615	Hypotension	56.268233313940804
459.1	Hemorrhage NOS	circulatory system	C1390214	HP_0011029	Internal hemorrhage	18.89331949427561
459.9	Circulatory disease NEC	circulatory system	C0085220	HP_0011970	Cerebral amyloid angiopathy	35.31071385460525
464	Acute sinusitis	respiratory	C0149516	HP_0011109	Chronic sinusitis	16.77512202735172
464	Acute sinusitis	respiratory	C0149512	HP_0000255	Acute sinusitis	33.52806569183719
464	Acute sinusitis	respiratory	C0037199	HP_0000246	Sinusitis	54.68630034238889
465.2	Acute pharyngitis	respiratory	C0031350	HP_0025439	Pharyngitis	55.08223389481528
465.4	Acute laryngitis and tracheitis	respiratory	C0019825	HP_0001609	Hoarse voice	27.03062987307408
470	Septal Deviations/Turbinate Hypertrophy	respiratory	C0027429	HP_0001742	Nasal congestion	23.89065474474682
471	Nasal polyps	respiratory	C0027430	HP_0100582	Nasal polyposis	106.79452903788084
471	Nasal polyps	respiratory	C0037199	HP_0000246	Sinusitis	15.456189423480758
472	Chronic pharyngitis and nasopharyngitis	respiratory	C0027424	HP_0001742	Nasal congestion	25.6907367908357
472	Chronic pharyngitis and nasopharyngitis	respiratory	C0031350	HP_0025439	Pharyngitis	54.51066919981901
473.3	Paralysis/spasm of vocal cords or larynx	respiratory	C0042928	HP_0001605	Vocal cord paralysis	23.82395951955861
473.4	Voice disturbance	respiratory	C1527344	HP_0001618	Dysphonia	23.38863498721438
473.4	Voice disturbance	respiratory	C1963946	HP_0012049	Laryngeal dystonia	23.950320234660012
473.4	Voice disturbance	respiratory	C0019825	HP_0001609	Hoarse voice	28.601253139386145
474.1	Acute tonsillitis	respiratory	C0031350	HP_0025439	Pharyngitis	20.559950195790673
475	Chronic sinusitis	respiratory	C0149512	HP_0000255	Acute sinusitis	23.515126521665746
475	Chronic sinusitis	respiratory	C0149516	HP_0011109	Chronic sinusitis	44.36012481081158
475	Chronic sinusitis	respiratory	C0037199	HP_0000246	Sinusitis	65.26217839665568
475.9	Postnasal drip	respiratory	C0035455	HP_0012384	Rhinitis	32.05762031105025
475.9	Postnasal drip	respiratory	C0008711	HP_0002257	Chronic rhinitis	20.875093864645066
476	Allergic rhinitis	respiratory	C2607914	HP_0003193	Allergic rhinitis	40.255774734272855
476	Allergic rhinitis	respiratory	C0018621	HP_0003193	Allergic rhinitis	41.135810133925645
476	Allergic rhinitis	respiratory	C0018621	HP_0012395	Seasonal allergy	41.135810133925645
476	Allergic rhinitis	respiratory	C0020517	HP_0012393	Allergy	15.73310057591462
477	Epistaxis or throat hemorrhage	respiratory	C0014591	HP_0000421	Epistaxis	96.82515603258236
478	Throat pain	respiratory	C0031350	HP_0025439	Pharyngitis	80.05425555017909
480	Pneumonia	respiratory	C0032285	HP_0002090	Pneumonia	20.93455018117669
480.1	Bacterial pneumonia	respiratory	C0343401	HP_0032326	Methicillin-resistant Staphylococcus aureus infection	17.39095675273378
480.3	Pneumonia due to fungus (mycoses)	respiratory	C1535939	HP_0020102	Pneumocystis jirovecii pneumonia	78.98876635695764
480.3	Pneumonia due to fungus (mycoses)	respiratory	C0009186	HP_0032249	Coccidioidomycosis	52.61034355846724
483	Acute bronchitis and bronchiolitis	respiratory	C0006271	HP_0011950	Bronchiolitis	27.798056811229948
483	Acute bronchitis and bronchiolitis	respiratory	C0149514	HP_0012388	Acute bronchitis	34.082880432722625
483	Acute bronchitis and bronchiolitis	respiratory	C0006277	HP_0012387	Bronchitis	16.289501002189873
483	Acute bronchitis and bronchiolitis	respiratory	C0008677	HP_0004469	Chronic bronchitis	18.221956961557268
495	Asthma	respiratory	C0004096	HP_0002099	Asthma	53.369588427688534
495.2	Asthma with exacerbation	respiratory	C0079043	HP_4000007	Bronchoconstriction	27.500195708082863
495.2	Asthma with exacerbation	respiratory	C0004096	HP_0002099	Asthma	27.33305628086536
495.2	Asthma with exacerbation	respiratory	C0038218	HP_0012653	Status asthmaticus	20.103488068045035
495.2	Asthma with exacerbation	respiratory	C0004099	HP_0012652	Exercise-induced asthma	54.26923607537837
496	Chronic airway obstruction	respiratory	C0024117	HP_0006510	Chronic pulmonary obstruction	35.59425004488401
496.1	Emphysema	respiratory	C0034067	HP_0002097	Emphysema	59.118138448263466
496.2	Chronic bronchitis	respiratory	C0008677	HP_0004469	Chronic bronchitis	106.72876358692137
496.2	Chronic bronchitis	respiratory	C0149514	HP_0012388	Acute bronchitis	35.747158637252994
496.2	Chronic bronchitis	respiratory	C0006277	HP_0012387	Bronchitis	25.004122834977032
496.2	Chronic bronchitis	respiratory	C0010200	HP_0012735	Cough	15.686869497823224
496.3	Bronchiectasis	respiratory	C0006267	HP_0002110	Bronchiectasis	92.19187959938965
497	Bronchitis	respiratory	C0008677	HP_0004469	Chronic bronchitis	76.68047147864466
497	Bronchitis	respiratory	C0006277	HP_0012387	Bronchitis	43.04758251089138
497	Bronchitis	respiratory	C0010200	HP_0012735	Cough	18.904773002888888
497	Bronchitis	respiratory	C0149514	HP_0012388	Acute bronchitis	58.00427860571247
500	Lung disease due to external agents	respiratory	C0003165	HP_0033375	Anthracosis	14.096610393737807
500.1	Extrinsic allergic alveolitis	respiratory	C0002390	HP_0006516	Hypersensitivity pneumonitis	83.64902826223545
500.2	Pneumoconiosis	respiratory	C0340170	HP_0033706	Progressive massive fibrosis	15.243076660042375
500.2	Pneumoconiosis	respiratory	C0003165	HP_0033375	Anthracosis	32.52224428509058
501	Pneumonitis due to inhalation of food or vomitus	respiratory	C0032290	HP_0011951	Aspiration pneumonia	48.858151135339405
501	Pneumonitis due to inhalation of food or vomitus	respiratory	C0032285	HP_0002090	Pneumonia	13.924467401811114
502	Postinflammatory pulmonary fibrosis	respiratory	C0034069	HP_0002206	Pulmonary fibrosis	88.4519543397212
503	Pulmonary congestion and hypostasis	respiratory	C0034063	HP_0100598	Pulmonary edema	63.452029547629
504	Other alveolar and parietoalveolar pneumonopathy	respiratory	C0242770	HP_0011945	Bronchiolitis obliterans organizing pneumonia	17.17527053052503
504	Other alveolar and parietoalveolar pneumonopathy	respiratory	C0751674	HP_0012798	Pulmonary lymphangiomyomatosis	37.32026231191617
504	Other alveolar and parietoalveolar pneumonopathy	respiratory	C0264511	HP_0006527	Lymphocytic interstitial pneumonia	21.68377239089384
504.1	Idiopathic fibrosing alveolitis	respiratory	C0242770	HP_0011945	Bronchiolitis obliterans organizing pneumonia	19.550028534989988
504.1	Idiopathic fibrosing alveolitis	respiratory	C0264511	HP_0006527	Lymphocytic interstitial pneumonia	25.80852840068727
506	Empyema and pneumothorax	respiratory	C0032326	HP_0002107	Pneumothorax	73.86972211043863
506	Empyema and pneumothorax	respiratory	C0149781	HP_0002108	Spontaneous pneumothorax	17.291903112960515
507	Pleurisy; pleural effusion	respiratory	C0032231	HP_0002102	Pleuritis	35.0765386857373
507	Pleurisy; pleural effusion	respiratory	C0032227	HP_0002202	Pleural effusion	20.919301981908642
507	Pleurisy; pleural effusion	respiratory	C0019123	HP_0012151	Hemothorax	52.76240468953683
508	Pulmonary collapse; interstitial and compensatory emphysema	respiratory	C0004144	HP_0100750	Atelectasis	53.00485348004786
508	Pulmonary collapse; interstitial and compensatory emphysema	respiratory	C0032326	HP_0002107	Pneumothorax	25.893515930951985
508	Pulmonary collapse; interstitial and compensatory emphysema	respiratory	C1370824	HP_0032965	Interstitial emphysema	19.90343777702561
508	Pulmonary collapse; interstitial and compensatory emphysema	respiratory	C0025062	HP_0025421	Pneumomediastinum	22.59177490972805
509.1	Respiratory failure	respiratory	C0700292	HP_0012418	Hypoxemia	14.890274290377764
509.1	Respiratory failure	respiratory	C1145670	HP_0002878	Respiratory failure	39.1366470798862
509.1	Respiratory failure	respiratory	C0020440	HP_0012416	Hypercapnia	16.959864078399704
509.2	Respiratory insufficiency	respiratory	C0035222	HP_0033677	Acute respiratory distress syndrome	18.528260777735753
510	Other diseases of lung	respiratory	C0085581	HP_0002091	Restrictive ventilatory defect	22.614784605884324
512.1	Wheezing	respiratory	C0043144	HP_0030828	Wheezing	28.59222891737991
512.1	Wheezing	respiratory	C1261392	HP_0410339	Insect bite allergy	14.984165984915176
512.1	Wheezing	respiratory	C0038450	HP_0010307	Stridor	18.314753998179235
512.1	Wheezing	respiratory	C0001883	HP_0006536	Airway obstruction	14.84510282174402
512.2	Painful respiration	respiratory	C0008033	HP_0033771	Pleuritic chest pain	81.7306754868263
512.7	Shortness of breath	respiratory	C0013404	HP_0002094	Dyspnea	55.427055880362694
512.8	Cough	respiratory	C0010200	HP_0012735	Cough	73.94372978518388
513.3	Hypoventilation	respiratory	C0010520	HP_0000961	Cyanosis	17.444226170615945
513.32	Orthopnea	respiratory	C0037384	HP_0025267	Snoring	23.77001412087101
513.32	Orthopnea	respiratory	C0085619	HP_0012764	Orthopnea	42.554069357145295
513.32	Orthopnea	respiratory	C3808046	HP_0005957	Breathing dysregulation	75.14921346076619
513.32	Orthopnea	respiratory	C0013404	HP_0002094	Dyspnea	23.75786924282348
513.4	Hyperventilation	respiratory	C0020578	HP_0002883	Hyperventilation	56.51593563152095
513.8	Disorders of diaphragm	respiratory	C0019521	HP_0100247	Recurrent singultus	176.60250759840875
514.2	Solitary pulmonary nodule	respiratory	C0018552	HP_0010566	Hamartoma	20.922099780206835
514.2	Solitary pulmonary nodule	respiratory	C0034079	HP_0033608	Pulmonary nodule	13.759575327046313
516.1	Hemoptysis	respiratory	C0010200	HP_0012735	Cough	23.359415570083257
516.1	Hemoptysis	respiratory	C0006277	HP_0012387	Bronchitis	14.89351833643255
516.1	Hemoptysis	respiratory	C0019079	HP_0002105	Hemoptysis	74.10655768809538
519	Other diseases of respiratory system, not elsewhere classified	respiratory	C0025062	HP_0025421	Pneumomediastinum	17.600452846621717
519.8	Other diseases of respiratory system, NEC	respiratory	C0025062	HP_0025421	Pneumomediastinum	15.089750644612383
519.9	Symptoms involving respiratory system and other chest symptoms	respiratory	C0425470	HP_0030864	Intercostal retractions	115.34268722678728
519.9	Symptoms involving respiratory system and other chest symptoms	respiratory	C0003860	HP_0012089	Arteritis	14.122476950371313
519.9	Symptoms involving respiratory system and other chest symptoms	respiratory	C0035220	HP_0033210	Congenital alveolar dysplasia	14.504918400691654
519.9	Symptoms involving respiratory system and other chest symptoms	respiratory	C0234866	HP_0033121	Barking cough	20.301646859280886
519.9	Symptoms involving respiratory system and other chest symptoms	respiratory	C0006271	HP_0011950	Bronchiolitis	16.376139048720738
520.1	Hereditary disturbances in tooth structure	digestive	C0011351	HP_0006297	Enamel hypoplasia	23.459194694816784
520.1	Hereditary disturbances in tooth structure	digestive	C0040457	HP_0011067	Mesiodens	71.36558983288356
520.1	Hereditary disturbances in tooth structure	digestive	C0002452	HP_0000705	Amelogenesis imperfecta	67.17463810730882
520.1	Hereditary disturbances in tooth structure	digestive	C0040457	HP_0011069	Supernumerary tooth	71.36558983288356
520.2	Disturbances in tooth eruption	digestive	C0040456	HP_0011079	Impacted tooth	132.0966988981348
520.2	Disturbances in tooth eruption	digestive	C0027443	HP_0000695	Natal tooth	53.86467333710351
521.1	Dental caries	digestive	C0011334	HP_0000670	Carious teeth	72.25180236053508
522.5	Periapical abscess	digestive	C0011334	HP_0000670	Carious teeth	17.486650056437384
523	Gingival and periodontal diseases	digestive	C0017574	HP_0000230	Gingivitis	22.769012012545208
523	Gingival and periodontal diseases	digestive	C0031099	HP_0000704	Periodontitis	27.71139424803027
523	Gingival and periodontal diseases	digestive	C0031090	HP_0000704	Periodontitis	20.756776231255323
523	Gingival and periodontal diseases	digestive	C0376480	HP_0000212	Gingival overgrowth	15.324619410237355
523.1	Gingivitis	digestive	C0031099	HP_0000704	Periodontitis	18.478747963514067
523.1	Gingivitis	digestive	C0017574	HP_0000230	Gingivitis	62.33716002203688
523.1	Gingivitis	digestive	C0031090	HP_0000704	Periodontitis	19.17584348741416
523.3	Periodontitis (acute or chronic)	digestive	C0031090	HP_0000704	Periodontitis	35.267445784463156
523.3	Periodontitis (acute or chronic)	digestive	C0031099	HP_0000704	Periodontitis	57.21588538100793
523.3	Periodontitis (acute or chronic)	digestive	C0017574	HP_0000230	Gingivitis	33.270592787201984
523.32	Chronic periodontitis	digestive	C0031090	HP_0000704	Periodontitis	27.119538898699247
523.32	Chronic periodontitis	digestive	C0017574	HP_0000230	Gingivitis	25.406728152129592
523.32	Chronic periodontitis	digestive	C0031099	HP_0000704	Periodontitis	45.272736341282155
524.3	Anomalies of tooth position/malocclusion	digestive	C0024636	HP_0000689	Dental malocclusion	32.041231912319425
524.3	Anomalies of tooth position/malocclusion	digestive	C0040456	HP_0011079	Impacted tooth	49.88179612841167
524.3	Anomalies of tooth position/malocclusion	digestive	C0399526	HP_0000303	Mandibular prognathia	18.841536192960685
525	Other diseases of the teeth and supporting structures	digestive	C0011334	HP_0000670	Carious teeth	14.502318832496087
526	Diseases of the jaws	digestive	C0033893	HP_0012228	Tension-type headache	26.27941974295485
526	Diseases of the jaws	digestive	C0018681	HP_0002315	Headache	175.60093816669388
526	Diseases of the jaws	digestive	C0149931	HP_0002076	Migraine	18.637536300958857
526	Diseases of the jaws	digestive	C0009088	HP_0012199	Cluster headache	19.919317436790102
526.3	Anomalies of jaw size/symmetry	digestive	C0234861	HP_0200046	Cat cry	24.755281910170932
526.3	Anomalies of jaw size/symmetry	digestive	C0031900	HP_0000201	Pierre-Robin sequence	20.60927169316102
526.3	Anomalies of jaw size/symmetry	digestive	C0025990	HP_0000347	Micrognathia	114.0675220196821
526.9	Jaw disease NOS	digestive	C0029423	HP_0030431	Osteochondroma	15.077726640691042
526.9	Jaw disease NOS	digestive	C0259779	HP_0010734	Fibrous dysplasia of the bones	88.4693314890393
527.2	Sialoadenitis	digestive	C0030583	HP_0011850	Parotitis	39.343207904161744
527.2	Sialoadenitis	digestive	C0037023	HP_0031281	Sialadenitis	35.20609998316798
527.7	Disturbance of salivary secretion	digestive	C0043352	HP_0000217	Xerostomia	100.47901496800631
528	Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue	digestive	C0149745	HP_0000155	Oral ulcer	28.650652524728326
528.1	Stomatitis and mucositis	digestive	C0038362	HP_0010280	Stomatitis	42.36890990627434
528.1	Stomatitis and mucositis	digestive	C0038363	HP_0011107	Recurrent aphthous stomatitis	15.106863734192565
528.1	Stomatitis and mucositis	digestive	C0038363	HP_0032154	Aphthous ulcer	15.106863734192565
528.11	Stomatitis and mucositis (ulcerative)	digestive	C0038362	HP_0010280	Stomatitis	65.5048123465956
528.11	Stomatitis and mucositis (ulcerative)	digestive	C0149704	HP_0010280	Stomatitis	18.18376385689259
528.11	Stomatitis and mucositis (ulcerative)	digestive	C0038363	HP_0011107	Recurrent aphthous stomatitis	27.04389917952957
528.11	Stomatitis and mucositis (ulcerative)	digestive	C0221237	HP_0030318	Angular cheilitis	16.020621872920753
528.11	Stomatitis and mucositis (ulcerative)	digestive	C0038363	HP_0032154	Aphthous ulcer	27.04389917952957
528.11	Stomatitis and mucositis (ulcerative)	digestive	C0017677	HP_0025252	Geographic tongue	16.45429128983983
528.12	Oral aphthae	digestive	C0038363	HP_0011107	Recurrent aphthous stomatitis	82.55214380919242
528.12	Oral aphthae	digestive	C2937365	HP_0011107	Recurrent aphthous stomatitis	27.542209717149795
528.12	Oral aphthae	digestive	C0038363	HP_0032154	Aphthous ulcer	82.55214380919242
528.12	Oral aphthae	digestive	C0149745	HP_0000155	Oral ulcer	52.60851685782038
528.5	Diseases of lips	digestive	C0424489	HP_0040181	Chapped lip	16.88872449320826
528.5	Diseases of lips	digestive	C0007971	HP_0100825	Cheilitis	52.62565471809562
528.6	Leukoplakia of oral mucosa	digestive	C0206186	HP_0025126	Oral hairy leukoplakia	146.3942044506873
528.6	Leukoplakia of oral mucosa	digestive	C0023532	HP_0002745	Oral leukoplakia	17.040556540830266
528.7	Sialolithiasis	digestive	C0036093	HP_0010286	Abnormal salivary gland morphology	15.528650122094064
529	Diseases and other conditions of the tongue	digestive	C0040412	HP_0000221	Furrowed tongue	16.221624627454325
529	Diseases and other conditions of the tongue	digestive	C0024421	HP_0000158	Macroglossia	28.97038670104463
529	Diseases and other conditions of the tongue	digestive	C0017677	HP_0025252	Geographic tongue	52.77933623949517
529.1	Glossitis	digestive	C0155964	HP_0010298	Smooth tongue	16.980175910662393
529.1	Glossitis	digestive	C0017677	HP_0025252	Geographic tongue	78.72846470663191
529.1	Glossitis	digestive	C0017675	HP_0000206	Glossitis	44.722510578277245
529.6	Glossodynia	digestive	C0017677	HP_0025252	Geographic tongue	40.57943309476397
530.1	Esophagitis, GERD and related diseases	digestive	C0014868	HP_0100633	Esophagitis	30.83386571862661
530.1	Esophagitis, GERD and related diseases	digestive	C0017168	HP_0002020	Gastroesophageal reflux	44.3018152442815
530.11	GERD	digestive	C0014868	HP_0100633	Esophagitis	30.83985277376575
530.11	GERD	digestive	C0017168	HP_0002020	Gastroesophageal reflux	44.310417390150974
530.13	Barrett's esophagus	digestive	C0017168	HP_0002020	Gastroesophageal reflux	24.620150596285946
530.13	Barrett's esophagus	digestive	C0004763	HP_0100580	Barrett esophagus	107.67508555579623
530.14	Reflux esophagitis	digestive	C0014868	HP_0100633	Esophagitis	30.83386571862661
530.14	Reflux esophagitis	digestive	C0017168	HP_0002020	Gastroesophageal reflux	44.3018152442815
530.2	Esophageal bleeding (varices/hemorrhage)	digestive	C0042345	HP_0002619	Varicose veins	33.18548347981028
530.2	Esophageal bleeding (varices/hemorrhage)	digestive	C0014867	HP_0002040	Esophageal varix	62.45873592335475
530.2	Esophageal bleeding (varices/hemorrhage)	digestive	C0023890	HP_0001394	Cirrhosis	15.157117037717374
530.3	Stricture and stenosis of esophagus	digestive	C0017168	HP_0002020	Gastroesophageal reflux	17.48766790674918
530.3	Stricture and stenosis of esophagus	digestive	C4551650	HP_0002043	Esophageal stricture	37.04522253864671
530.3	Stricture and stenosis of esophagus	digestive	C0014868	HP_0100633	Esophagitis	15.64170880352874
530.5	Disorders of esophageal motility	digestive	C0014863	HP_0025271	Esophageal spasms	45.90576378575507
530.5	Disorders of esophageal motility	digestive	C0014848	HP_0002571	Achalasia	77.07730308668809
530.9	Heartburn	digestive	C0017168	HP_0002020	Gastroesophageal reflux	57.30285884280557
530.9	Heartburn	digestive	C0018834	HP_0002020	Gastroesophageal reflux	56.27378242634997
531	Peptic ulcer (excl. esophageal)	digestive	C0030920	HP_0004398	Peptic ulcer	50.07072386844314
531	Peptic ulcer (excl. esophageal)	digestive	C0013295	HP_0002588	Duodenal ulcer	16.171197240671166
531.2	Gastric ulcer	digestive	C0030920	HP_0004398	Peptic ulcer	51.96631590900217
531.2	Gastric ulcer	digestive	C0038358	HP_0002592	Gastric ulcer	17.12867675438683
531.2	Gastric ulcer	digestive	C0151970	HP_0004791	Esophageal ulceration	14.20343340499647
531.2	Gastric ulcer	digestive	C0013295	HP_0002588	Duodenal ulcer	22.933561228982423
531.4	Peptic ulcer, site unspecified	digestive	C0030920	HP_0004398	Peptic ulcer	44.0364245783673
531.5	Gastrojejunal ulcer	digestive	C0013295	HP_0002588	Duodenal ulcer	15.155543038483243
531.5	Gastrojejunal ulcer	digestive	C0030920	HP_0004398	Peptic ulcer	49.78602076388452
532	Dysphagia	digestive	C0011168	HP_0002015	Dysphagia	33.65791375715891
535	Gastritis and duodenitis	digestive	C0085695	HP_0005231	Chronic gastritis	27.331389012268897
535	Gastritis and duodenitis	digestive	C0017152	HP_0005263	Gastritis	112.43065318178465
535.1	Acute gastritis	digestive	C0030920	HP_0004398	Peptic ulcer	27.887096060971974
535.1	Acute gastritis	digestive	C0017152	HP_0005263	Gastritis	27.40160660023849
535.2	Atrophic gastritis	digestive	C0017154	HP_0002582	Atrophic gastritis	124.03211606142322
535.6	Duodenitis	digestive	C0013298	HP_0033117	Duodenitis	178.55814052889514
535.8	Other specified gastritis	digestive	C0085695	HP_0005231	Chronic gastritis	33.63933655892813
535.8	Other specified gastritis	digestive	C0017152	HP_0005263	Gastritis	81.06696970702748
535.9	Gastritis and duodenitis, NOS	digestive	C0017152	HP_0005263	Gastritis	71.83931316270603
535.9	Gastritis and duodenitis, NOS	digestive	C0085695	HP_0005231	Chronic gastritis	17.928073170775573
536	Disorders of function of stomach	digestive	C0001075	HP_0032448	Achlorhydria	141.4136262324214
536.3	Gastroparesis	digestive	C0152020	HP_0002578	Gastroparesis	91.90260736874521
536.8	Dyspepsia and other specified disorders of function of stomach	digestive	C0013395	HP_0410281	Dyspepsia	66.58533561100464
536.8	Dyspepsia and other specified disorders of function of stomach	digestive	C0001075	HP_0032448	Achlorhydria	44.97549371374458
537	Other disorders of stomach and duodenum	digestive	C0034194	HP_0002021	Pyloric stenosis	53.9531355038996
550	Abdominal hernia	digestive	C0019270	HP_0100790	Hernia	60.44982218184059
550.1	Inguinal hernia	digestive	C0019270	HP_0100790	Hernia	58.04253076232232
550.1	Inguinal hernia	digestive	C0019294	HP_0000023	Inguinal hernia	55.902850393722154
550.2	Diaphragmatic hernia	digestive	C0017168	HP_0002020	Gastroesophageal reflux	15.947680798772106
550.2	Diaphragmatic hernia	digestive	C3489393	HP_0002036	Hiatus hernia	76.16853274371515
550.3	Femoral hernia	digestive	C0019288	HP_0100541	Femoral hernia	159.4416234480821
550.3	Femoral hernia	digestive	C0019270	HP_0100790	Hernia	75.31283964393836
550.4	Umbilical hernia	digestive	C0795690	HP_0001539	Omphalocele	83.34012040828874
550.4	Umbilical hernia	digestive	C0019270	HP_0100790	Hernia	32.25981061369391
550.5	Ventral hernia	digestive	C0019270	HP_0100790	Hernia	66.45367555485953
550.5	Ventral hernia	digestive	C0267716	HP_0004872	Incisional hernia	24.14291158266993
550.6	Incisional hernia	digestive	C0267716	HP_0004872	Incisional hernia	205.02848779134808
550.6	Incisional hernia	digestive	C0019270	HP_0100790	Hernia	41.747593705542066
555.1	Regional enteritis	digestive	C0010346	HP_0100280	Crohn's disease	64.98801504023497
555.2	Ulcerative colitis	digestive	C0009324	HP_0100279	Ulcerative colitis	60.18639765394811
555.21	Ulcerative colitis (chronic)	digestive	C0009324	HP_0100279	Ulcerative colitis	60.18639765394811
556.11	Angiodysplasia of intestine (without mention of hemorrhage)	digestive	C0017181	HP_0002239	Gastrointestinal hemorrhage	54.75586432005685
557	Intestinal malabsorption (non-celiac)	digestive	C0033680	HP_0002243	Protein-losing enteropathy	15.055359941991405
557.1	Celiac disease	digestive	C0007570	HP_0002608	Celiac disease	42.43050157162667
558	Noninfectious gastroenteritis	digestive	C0021390	HP_0002037	Inflammation of the large intestine	15.272679078569404
558	Noninfectious gastroenteritis	digestive	C0010346	HP_0100280	Crohn's disease	18.904405046465065
560.2	Impaction of intestine	digestive	C0401149	HP_0012450	Chronic constipation	16.625554100742853
560.2	Impaction of intestine	digestive	C0009806	HP_0002019	Constipation	27.259333349677725
560.4	Other intestinal obstruction	digestive	C1258215	HP_0002595	Ileus	14.796179342537155
560.4	Other intestinal obstruction	digestive	C0030446	HP_0002590	Paralytic ileus	19.17647789767228
560.4	Other intestinal obstruction	digestive	C0021933	HP_0002576	Intussusception	72.77277971587993
560.4	Other intestinal obstruction	digestive	C0042961	HP_0002580	Volvulus	27.576804415555078
560.4	Other intestinal obstruction	digestive	C0021843	HP_0005214	Intestinal obstruction	25.73926196037323
561	Symptoms involving digestive system	digestive	C2945606	HP_0040183	Encopresis	26.17004984584827
561	Symptoms involving digestive system	digestive	C0015732	HP_0002607	Bowel incontinence	20.135506764129115
561.1	Diarrhea	digestive	C0011991	HP_0002014	Diarrhea	37.79506133856636
561.2	Flatulence	digestive	C0016204	HP_0033589	Flatulence	78.80633835562342
563	Constipation	digestive	C0009806	HP_0002019	Constipation	74.34717284104963
564	Functional digestive disorders	digestive	C0025160	HP_0002251	Aganglionic megacolon	39.96020474218589
564	Functional digestive disorders	digestive	C0009324	HP_0100279	Ulcerative colitis	14.21646512638318
565	Anal and rectal conditions	digestive	C0016167	HP_0012390	Anal fissure	34.53132255156407
565	Anal and rectal conditions	digestive	C0034888	HP_0002035	Rectal prolapse	28.168247384759002
567	Peritonitis and retroperitoneal infections	digestive	C0031154	HP_0002586	Peritonitis	93.7110507112322
569	Other disorders of intestine	digestive	C0021847	HP_0004389	Intestinal pseudo-obstruction	18.71491553558704
569.2	Gastrointestinal complications	digestive	C1258215	HP_0002595	Ileus	16.180359295784502
571.51	Cirrhosis of liver without mention of alcohol	digestive	C0023890	HP_0001394	Cirrhosis	36.28947662671174
571.6	Primary biliary cirrhosis	digestive	C0008312	HP_0002613	Biliary cirrhosis	80.9811063818054
571.8	Liver abscess and sequelae of chronic liver disease	digestive	C0162557	HP_0006554	Acute hepatic failure	30.62678011911419
