ICD9_code	ICD9_label	ICD9_simpleLabel	hpo_code	hpo_label	SORTA_score	phecode1.2_codeList	phecodeX_codeList
441.02	Dissection of aorta, abdominal	dissection of aorta abdominal	HP_0033311	Abdominal aortic dissection	88.89	['442', '442.1']	['438', '438.1', '438.11', '438.4', '438.41']
442.1	Aneurysm of renal artery	aneurysm of renal artery	HP_0033261	Renal artery aneurysm	100.0	['442', '442.8']	['438']
443.2	Other arterial dissection	other arterial dissection	HP_0005294	Arterial dissection	100.0	['442', '442.4']	['438', '438.4']
443.21	Dissection of carotid artery	dissection of carotid artery	HP_0012158	Carotid artery dissection	100.0	['442', '442.4']	['438', '438.4', '438.42']
443.22	Dissection of iliac artery	dissection of iliac artery	HP_0005294	Arterial dissection	83.33	['442', '442.4']	['438', '438.4']
443.23	Dissection of renal artery	dissection of renal artery	HP_0005294	Arterial dissection	83.33	['442', '442.4']	['438', '438.4']
443.29	Dissection of other artery	dissection of other artery	HP_0005294	Arterial dissection	100.0	['442', '442.4']	['438', '438.4']
443.82	Erythromelalgia	erythromelalgia	HP_0032147	Erythromelalgia	100.0	['443', '443.8']	['448', '448.2']
444	Arterial embolism and thrombosis	arterial embolism and thrombosis	HP_0004420	Arterial thrombosis	85.0	['444']	['440', '440.2']
446.4	Wegener's granulomatosis	wegeners granulomatosis	HP_0002955	Granulomatosis	82.35	['446', '446.4']	['181', '704', '704.2']
447.0	Arteriovenous fistula, acquired	arteriovenous fistula acquired	HP_0004947	Arteriovenous fistula	84.44	['447']	['441', '441.1']
447.2	Rupture of artery	rupture of artery	HP_0025019	Arterial rupture	100.0	['447']	['438', '438.8']
447.4	Celiac artery compression syndrome	celiac artery compression syndrome	HP_0012327	Celiac artery compression	85.19	['447']	['443', '443.2']
447.6	Arteritis, unspecified	arteritis	HP_0012089	Arteritis	100.0	['446', '446.9']	['704']
452	Portal vein thrombosis	portal vein thrombosis	HP_0030242	Portal vein thrombosis	100.0	['452']	['440', '440.1', '440.12']
453	Other venous embolism and thrombosis	other venous embolism and thrombosis	HP_0004936	Venous thrombosis	84.21	['452']	['440', '440.1']
453.0	Budd-chiari syndrome	budd-chiari syndrome	HP_0002639	Budd-Chiari syndrome	100.0	['452']	['440', '440.1', '440.14']
455	Hemorrhoids	hemorrhoids	HP_0032551	Hemorrhoids	100.0	['455']	['439']
456	Varicose veins of other sites	varicose veins of other sites	HP_0002619	Varicose veins	83.87	['454']	['444', '444.1']
457.1	Other lymphedema	other lymphedema	HP_0001004	Lymphedema	100.0	['450']	['177', '177.4', '812']
458	Hypotension	hypotension	HP_0002615	Hypotension	100.0	['458']	['446']
458.0	Orthostatic hypotension	orthostatic hypotension	HP_0001278	Orthostatic hypotension	100.0	['458', '458.1']	['446', '446.2']
458.9	Hypotension, unspecified	hypotension	HP_0002615	Hypotension	100.0	['458', '458.9']	['446']
459.0	Hemorrhage, unspecified	hemorrhage	HP_0002239	Gastrointestinal hemorrhage	86.96	['459', '459.1']	['452']
461	Acute sinusitis	acute sinusitis	HP_0000255	Acute sinusitis	100.0	['464']	['462', '462.1']
461.1	Acute frontal sinusitis	acute frontal sinusitis	HP_0002688	Absent frontal sinuses	80.0	['464']	['462', '462.1']
461.2	Acute ethmoidal sinusitis	acute ethmoidal sinusitis	HP_0005456	Absent ethmoidal sinuses	80.0	['464']	['462', '462.1']
461.8	Other acute sinusitis	other acute sinusitis	HP_0000255	Acute sinusitis	100.0	['464']	['462', '462.1']
461.9	Acute sinusitis, unspecified	acute sinusitis	HP_0000255	Acute sinusitis	100.0	['464']	['462', '462.1']
464.01	Acute laryngitis with obstruction	acute laryngitis with obstruction	HP_0005945	Laryngeal obstruction	86.49	['465', '465.4']	['460', '460.1', '467', '467.1']
464.4	Croup	croup	HP_0033000	Subglottic laryngitis	100.0	['483']	['460', '460.1', '467', '467.1', '467.11']
465.9	Acute upper respiratory infections of unspecified site	acute upper respiratory infections ofsite	HP_0002788	Recurrent upper respiratory tract infections	80.6	['465']	['460', '460.1']
466.0	Acute bronchitis	acute bronchitis	HP_0012388	Acute bronchitis	100.0	['483']	['460', '460.2', '469', '469.1']
466.1	Acute bronchiolitis	acute bronchiolitis	HP_0011950	Bronchiolitis	80.0	['483']	['460', '460.2', '470']
470	Deviated nasal septum	deviated nasal septum	HP_0004411	Deviated nasal septum	100.0	['470']	['471', '471.2']
471	Nasal polyps	nasal polyps	HP_0100582	Nasal polyposis	100.0	['471']	['135', '135.5', '471', '471.5']
471.9	Unspecified nasal polyp	nasal polyp	HP_0100582	Nasal polyposis	100.0	['471']	['135', '135.5', '471', '471.5']
472.0	Chronic rhinitis	chronic rhinitis	HP_0002257	Chronic rhinitis	100.0	['472']	['463', '463.1']
473	Chronic sinusitis	chronic sinusitis	HP_0011109	Chronic sinusitis	100.0	['475']	['462', '462.2']
473.8	Other chronic sinusitis	other chronic sinusitis	HP_0011109	Chronic sinusitis	100.0	['475']	['462', '462.2']
473.9	Unspecified sinusitis (chronic)	sinusitis chronic	HP_0011109	Chronic sinusitis	100.0	['475']	['462', '462.2']
477	Allergic rhinitis	allergic rhinitis	HP_0003193	Allergic rhinitis	100.0	['476']	['463', '463.2', '840', '840.8']
477.9	Allergic rhinitis, cause unspecified	allergic rhinitis cause	HP_0003193	Allergic rhinitis	85.71	['476']	['463', '463.2', '840', '840.8']
478.11	Nasal mucositis (ulcerative)	nasal mucositis ulcerative	HP_0000155	Oral ulcer	80.0	['479']	['975', '975.2', '975.23']
478.3	Paralysis of vocal cords or larynx	paralysis of vocal cords or larynx	HP_0001605	Vocal cord paralysis	85.11	['473', '473.3']	['472', '472.1']
478.30	Paralysis of vocal cords or larynx, unspecified	paralysis of vocal cords or larynx	HP_0001605	Vocal cord paralysis	85.11	['473', '473.3']	['472', '472.1']
478.4	Polyp of vocal cord or larynx	polyp of vocal cord or larynx	HP_0032041	Vocal cord polyp	82.93	['473']	['135', '135.6', '472', '472.2']
478.6	Edema of larynx	edema of larynx	HP_0012027	Laryngeal edema	84.62	['473']	['472', '472.3']
478.74	Stenosis of larynx	stenosis of larynx	HP_0001602	Laryngeal stenosis	86.67	['473']	['472', '472.5']
478.75	Laryngeal spasm	laryngeal spasm	HP_0025425	Laryngospasm	84.62	['473', '473.3']	['472', '472.4']
480	Viral pneumonia	viral pneumonia	HP_0033214	Recurrent viral pneumonia	82.05	['480', '480.2']	['089', '089.2', '468', '468.1']
480.9	Viral pneumonia, unspecified	viral pneumonia	HP_0033214	Recurrent viral pneumonia	82.05	['480', '480.2']	['089', '089.2', '468', '468.1']
486	Pneumonia, organism unspecified	pneumonia organism	HP_0033670	Organizing pneumonia	100.0	['480']	['468']
491	Chronic bronchitis	chronic bronchitis	HP_0004469	Chronic bronchitis	100.0	['496', '496.2']	['460', '469', '469.2', '474']
491.0	Simple chronic bronchitis	simple chronic bronchitis	HP_0004469	Chronic bronchitis	85.71	['496', '496.2']	['460', '469', '469.2', '474']
491.2	Obstructive chronic bronchitis	obstructive chronic bronchitis	HP_0004469	Chronic bronchitis	80.0	['496', '496.2', '496.21']	['474']
491.8	Other chronic bronchitis	other chronic bronchitis	HP_0004469	Chronic bronchitis	100.0	['496', '496.2']	['460', '469', '469.2', '474']
491.9	Unspecified chronic bronchitis	chronic bronchitis	HP_0004469	Chronic bronchitis	100.0	['496', '496.2']	['460', '469', '469.2', '474']
492	Emphysema	emphysema	HP_0002097	Emphysema	100.0	['496', '496.1']	['474', '474.1']
492.8	Other emphysema	other emphysema	HP_0002097	Emphysema	100.0	['496', '496.1']	['474', '474.1']
493	Asthma	asthma	HP_0002099	Asthma	100.0	['495']	['475']
493.9	Asthma, unspecified	asthma	HP_0002099	Asthma	100.0	['495']	['475']
494	Bronchiectasis	bronchiectasis	HP_0002110	Bronchiectasis	100.0	['496', '496.3']	['476']
511	Pleurisy	pleurisy	HP_0002102	Pleuritis	100.0	['507']	['491']
511.81	Malignant pleural effusion	malignant pleural effusion	HP_0002202	Pleural effusion	80.0	['198']	['132']
511.9	Unspecified pleural effusion	pleural effusion	HP_0002202	Pleural effusion	100.0	['507']	['483']
512.0	Spontaneous tension pneumothorax	spontaneous tension pneumothorax	HP_0002108	Spontaneous pneumothorax	84.0	['506']	['484', '484.1']
512.81	Primary spontaneous pneumothorax	primary spontaneous pneumothorax	HP_0002108	Spontaneous pneumothorax	84.0	['506']	['484', '484.1']
512.82	Secondary spontaneous pneumothorax	secondary spontaneous pneumothorax	HP_0002108	Spontaneous pneumothorax	80.77	['506']	['484', '484.1']
512.89	Other pneumothorax	other pneumothorax	HP_0002107	Pneumothorax	100.0	['506']	['484']
513.0	Abscess of lung	abscess of lung	HP_0025044	Lung abscess	100.0	['480', '480.5']	['482', '482.1', '482.11']
516.0	Pulmonary alveolar proteinosis	pulmonary alveolar proteinosis	HP_0006517	Intraalveolar phospholipid accumulation	100.0	['504']	['481', '481.2']
516.31	Idiopathic pulmonary fibrosis	idiopathic pulmonary fibrosis	HP_0002206	Pulmonary fibrosis	80.0	['504', '504.1']	['481', '481.4', '481.42']
516.32	Idiopathic non-specific interstitial pneumonitis	idiopathic non-specific interstitial pneumonitis	HP_0033584	Nonspecific interstitial pneumonia	82.35	['504', '504.1']	['481', '481.4', '481.43']
516.33	Acute interstitial pneumonitis	acute interstitial pneumonitis	HP_0006515	Interstitial pneumonitis	88.37	['504', '504.1']	['481', '481.4', '481.43']
516.35	Idiopathic lymphoid interstitial pneumonia	idiopathic lymphoid interstitial pneumonia	HP_0006527	Lymphocytic interstitial pneumonia	86.96	['504', '504.1']	['481', '481.6']
516.36	Cryptogenic organizing pneumonia	cryptogenic organizing pneumonia	HP_0011945	Bronchiolitis obliterans organizing pneumonia	100.0	['504', '504.1']	['481', '481.4', '481.45']
516.37	Desquamative interstitial pneumonia	desquamative interstitial pneumonia	HP_0005942	Desquamative interstitial pneumonitis	92.86	['504', '504.1']	['481', '481.4', '481.46']
516.6	Interstitial lung diseases of childhood	interstitial lung diseases of childhood	HP_0006530	Abnormal pulmonary interstitial morphology	82.14		['481']
516.64	Alveolar capillary dysplasia with vein misalignment	alveolar capillary dysplasia with vein misalignment	HP_0033208	Alveolar capillary dysplasia	80.56	['504']	['481']
516.69	Other interstitial lung diseases of childhood	other interstitial lung diseases of childhood	HP_0006530	Abnormal pulmonary interstitial morphology	82.14	['504']	['481']
518.1	Interstitial emphysema	interstitial emphysema	HP_0032965	Interstitial emphysema	100.0	['508']	['484', '484.4']
518.4	Acute edema of lung, unspecified	acute edema of lung	HP_0100598	Pulmonary edema	81.48	['505']	['480', '480.1']
518.81	Acute respiratory failure	acute respiratory failure	HP_0002878	Respiratory failure	88.37	['509', '509.1']	['479', '479.3', '479.31']
518.83	Chronic respiratory failure	chronic respiratory failure	HP_0002878	Respiratory failure	82.61	['509', '509.1']	['485']
519.11	Acute bronchospasm	acute bronchospasm	HP_0025428	Bronchospasm	83.87	['498']	['486', '486.2', '486.21']
520.0	Anodontia	anodontia	HP_0000674	Anodontia	100.0	['520', '520.1']	['500', '500.1']
520.1	Supernumerary teeth	supernumerary teeth	HP_0011069	Supernumerary tooth	100.0	['520', '520.1']	['500', '500.3']
521.0	Dental caries	dental caries	HP_0000670	Carious teeth	100.0	['521', '521.1']	['501']
521.00	Dental caries, unspecified	dental caries	HP_0000670	Carious teeth	100.0	['521', '521.1']	['501']
521.09	Other dental caries	other dental caries	HP_0000670	Carious teeth	100.0	['521', '521.1']	['501']
523.2	Gingival recession	gingival recession	HP_0030816	Gingival recession	100.0	['523', '523.1']	['504', '504.2']
523.20	Gingival recession, unspecified	gingival recession	HP_0030816	Gingival recession	100.0	['523', '523.1']	['504', '504.2']
523.21	Gingival recession, minimal	gingival recession minimal	HP_0030816	Gingival recession	82.35	['523', '523.1']	['504', '504.2']
523.22	Gingival recession, moderate	gingival recession moderate	HP_0030816	Gingival recession	82.35	['523', '523.1']	['504', '504.2']
523.23	Gingival recession, severe	gingival recession severe	HP_0030816	Gingival recession	82.35	['523', '523.1']	['504', '504.2']
523.24	Gingival recession, localized	gingival recession localized	HP_0030816	Gingival recession	82.35	['523', '523.1']	['504', '504.2']
523.25	Gingival recession, generalized	gingival recession generalized	HP_0030816	Gingival recession	82.35	['523', '523.1']	['504', '504.2']
523.31	Aggressive periodontitis, localized	aggressive periodontitis localized	HP_0011059	Localized periodontitis	80.0	['523', '523.3', '523.31']	['504', '504.3', '504.31']
523.32	Aggressive periodontitis, generalized	aggressive periodontitis generalized	HP_0011058	Generalized periodontitis	80.0	['523', '523.3', '523.31']	['504', '504.3', '504.31']
523.33	Acute periodontitis	acute periodontitis	HP_0000704	Periodontitis	80.0	['523', '523.3', '523.31']	['504', '504.3']
523.41	Chronic periodontitis, localized	chronic periodontitis localized	HP_0011059	Localized periodontitis	80.0	['523', '523.3', '523.31']	['504', '504.3', '504.32']
523.42	Chronic periodontitis, generalized	chronic periodontitis generalized	HP_0011058	Generalized periodontitis	80.0	['523', '523.3', '523.31']	['504', '504.3', '504.32']
524.31	Crowding of teeth	crowding of teeth	HP_0000678	Dental crowding	100.0	['524', '524.3']	['733', '733.3', '733.31']
524.4	Malocclusion, unspecified	malocclusion	HP_0000689	Dental malocclusion	100.0	['524', '524.3']	['733', '733.2']
524.6	Temporomandibular joint disorders	temporomandibular joint disorders	HP_0012478	Temporomandibular joint ankylosis	81.97	['526', '526.4']	['733', '733.6']
524.60	Temporomandibular joint disorders, unspecified	temporomandibular joint disorders	HP_0012478	Temporomandibular joint ankylosis	81.97	['526', '526.4', '526.41']	['733', '733.6']
524.71	Alveolar maxillary hyperplasia	alveolar maxillary hyperplasia	HP_0430028	Hyperplasia of the maxilla	83.02	['524']	['733', '733.1', '733.11']
524.72	Alveolar mandibular hyperplasia	alveolar mandibular hyperplasia	HP_0000303	Mandibular prognathia	83.64	['524']	['733', '733.1', '733.13']
524.73	Alveolar maxillary hypoplasia	alveolar maxillary hypoplasia	HP_0000327	Hypoplasia of the maxilla	82.35	['524']	['733', '733.1', '733.12']
524.74	Alveolar mandibular hypoplasia	alveolar mandibular hypoplasia	HP_0000347	Micrognathia	83.02	['524']	['733', '733.1', '733.14']
525.19	Other loss of teeth	other loss of teeth	HP_0006480	Premature loss of teeth	100.0	['525', '525.1']	['502', '502.6']
525.2	Atrophy of edentulous alveolar ridge	atrophy of edentulous alveolar ridge	HP_0006308	Atrophy of alveolar ridges	84.62	['525', '525.2']	['502', '502.7']
525.20	Unspecified atrophy of edentulous alveolar ridge	atrophy of edentulous alveolar ridge	HP_0006308	Atrophy of alveolar ridges	84.62	['525', '525.2']	['502', '502.7']
527.2	Sialoadenitis	sialoadenitis	HP_0031281	Sialadenitis	84.21	['527', '527.2']	['506', '506.3']
529.0	Glossitis	glossitis	HP_0000206	Glossitis	100.0	['529', '529.1']	['509', '509.1']
529.1	Geographic tongue	geographic tongue	HP_0025252	Geographic tongue	100.0	['529', '529.1']	['509', '509.2']
529.3	Hypertrophy of tongue papillae	hypertrophy of tongue papillae	HP_0000158	Macroglossia	81.82	['529']	['509', '509.3']
529.5	Plicated tongue	plicated tongue	HP_0000221	Furrowed tongue	100.0	['529']	['509', '509.5']
530.1	Esophagitis	esophagitis	HP_0100633	Esophagitis	100.0	['530', '530.1']	['510', '510.2']
530.10	Esophagitis, unspecified	esophagitis	HP_0100633	Esophagitis	100.0	['530', '530.1']	['510', '510.2']
530.13	Eosinophilic esophagitis	eosinophilic esophagitis	HP_0410151	Eosinophilic infiltration of the esophagus	100.0	['530', '530.1', '530.15']	['510', '510.2', '522', '522.6', '522.61']
530.19	Other esophagitis	other esophagitis	HP_0100633	Esophagitis	100.0	['530', '530.1']	['510', '510.2']
530.2	Ulcer of esophagus	ulcer of esophagus	HP_0004791	Esophageal ulceration	100.0	['530', '530.1', '530.12']	['513', '513.1']
530.21	Ulcer of esophagus with bleeding	ulcer of esophagus with bleeding	HP_0004791	Esophageal ulceration	83.33	['530', '530.1', '530.12']	['513', '513.1']
530.6	Diverticulum of esophagus, acquired	diverticulum of esophagus acquired	HP_0100628	Esophageal diverticulum	80.0	['530', '530.6']	['510', '510.6']
530.83	Esophageal leukoplakia	esophageal leukoplakia	HP_0012859	Esophageal leukoplakia	100.0	['530']	['507', '507.3']
530.84	Tracheoesophageal fistula	tracheoesophageal fistula	HP_0002575	Tracheoesophageal fistula	100.0	['530']	['492']
530.85	Barrett's esophagus	barretts esophagus	HP_0100580	Barrett esophagus	100.0	['530', '530.1', '530.13']	['510', '510.8']
531	Gastric ulcer	gastric ulcer	HP_0002592	Gastric ulcer	100.0	['531']	['513', '513.2']
532	Duodenal ulcer	duodenal ulcer	HP_0002588	Duodenal ulcer	100.0	['531']	['513', '513.3']
533	Peptic ulcer, site unspecified	peptic ulcer site	HP_0004398	Peptic ulcer	83.87	['531']	['513']
535.1	Atrophic gastritis	atrophic gastritis	HP_0002582	Atrophic gastritis	80.0	['535', '535.2']	['522', '522.9', '522.91']
535.2	Gastric mucosal hypertrophy	gastric mucosal hypertrophy	HP_0005207	Gastric hypertrophy	86.96	['535', '535.8']	['522', '522.9']
535.6	Duodenitis	duodenitis	HP_0033117	Duodenitis	100.0	['535', '535.6']	['522', '522.8']
535.7	Eosinophilic gastritis	eosinophilic gastritis	HP_0410147	Eosinophilic infiltration in the stomach mucosa	100.0	['535', '535.8']	['522', '522.6', '522.62']
535.71	Eosinophilic gastritis, with hemorrhage	eosinophilic gastritis with hemorrhage	HP_0410147	Eosinophilic infiltration in the stomach mucosa	80.0	['535', '535.8']	['522', '522.6', '522.62']
536.0	Achlorhydria	achlorhydria	HP_0032448	Achlorhydria	100.0	['536']	['516', '516.6']
536.3	Gastroparesis	gastroparesis	HP_0002578	Gastroparesis	100.0	['536', '536.3']	['516', '516.4']
537.1	Gastric diverticulum	gastric diverticulum	HP_0100808	Gastric diverticulum	100.0	['537']	['523', '523.3']
550	Inguinal hernia	inguinal hernia	HP_0000023	Inguinal hernia	100.0	['550', '550.1']	['520', '520.1', '520.11']
551.3	Diaphragmatic hernia with gangrene	diaphragmatic hernia with gangrene	HP_0000776	Congenital diaphragmatic hernia	82.61	['550', '550.2']	['091', '520', '520.2']
552.3	Diaphragmatic hernia with obstruction	diaphragmatic hernia with obstruction	HP_0000776	Congenital diaphragmatic hernia	80.85	['550', '550.2']	['520', '520.2']
556	Ulcerative colitis	ulcerative colitis	HP_0100279	Ulcerative colitis	100.0	['555', '555.2']	['181', '522', '522.1', '522.12']
556.8	Other ulcerative colitis	other ulcerative colitis	HP_0100279	Ulcerative colitis	100.0	['555', '555.2']	['181', '522', '522.1', '522.12']
556.9	Ulcerative colitis, unspecified	ulcerative colitis	HP_0100279	Ulcerative colitis	100.0	['555', '555.2']	['181', '522', '522.1', '522.12']
558.4	Eosinophilic gastroenteritis and colitis	eosinophilic gastroenteritis and colitis	HP_0032064	Gastrointestinal eosinophilia	86.79	['558']	['522', '522.6']
558.41	Eosinophilic gastroenteritis	eosinophilic gastroenteritis	HP_0032064	Gastrointestinal eosinophilia	100.0	['558']	['522', '522.6', '522.62']
558.42	Eosinophilic colitis	eosinophilic colitis	HP_0031813	Colonic eosinophilia	100.0	['558']	['522', '522.6', '522.63']
560.0	Intussusception	intussusception	HP_0002576	Intussusception	100.0	['560', '560.4']	['532', '532.3']
560.1	Paralytic ileus	paralytic ileus	HP_0002590	Paralytic ileus	100.0	['560', '560.1']	['514', '514.3', '514.31']
560.2	Volvulus	volvulus	HP_0002580	Volvulus	100.0	['560', '560.4']	['532', '532.4']
560.8	Other specified intestinal obstruction	other specified intestinal obstruction	HP_0005214	Intestinal obstruction	81.82	['560', '560.4']	['514', '514.2']
560.89	Other specified intestinal obstruction	other specified intestinal obstruction	HP_0005214	Intestinal obstruction	81.82	['560', '560.4']	['514', '514.2']
560.9	Unspecified intestinal obstruction	intestinal obstruction	HP_0005214	Intestinal obstruction	100.0	['560', '560.4']	['514', '514.2']
562.03	Diverticulitis of small intestine with hemorrhage	diverticulitis of small intestine with hemorrhage	HP_0012849	Small intestinal bleeding	81.97	['562', '562.2']	['523', '523.1', '523.4']
562.1	Diverticula of colon	diverticula of colon	HP_0002253	Colonic diverticula	100.0	['562']	['523', '523.2']
562.12	Diverticulosis of colon with hemorrhage	diverticulosis of colon with hemorrhage	HP_0002253	Colonic diverticula	80.0	['562', '562.1']	['523', '523.2']
564.0	Constipation	constipation	HP_0002019	Constipation	100.0	['563']	['529', '529.5']
564.00	Constipation, unspecified	constipation	HP_0002019	Constipation	100.0	['563']	['529', '529.5']
564.09	Other constipation	other constipation	HP_0002019	Constipation	100.0	['563']	['529', '529.5']
564.7	Megacolon, other than Hirschsprung's	megacolon other than hirschsprungs	HP_0002251	Aganglionic megacolon	100.0	['564']	['524', '524.3']
565.0	Anal fissure	anal fissure	HP_0012390	Anal fissure	100.0	['565']	['530', '530.1']
565.1	Anal fistula	anal fistula	HP_0010447	Anal fistula	100.0	['565']	['532', '532.1']
567.22	Peritoneal abscess	peritoneal abscess	HP_0100592	Peritoneal abscess	100.0	['567']	['537', '537.1']
567.38	Other retroperitoneal abscess	other retroperitoneal abscess	HP_0100592	Peritoneal abscess	81.08	['567']	['537']
567.9	Unspecified peritonitis	peritonitis	HP_0002586	Peritonitis	100.0	['567']	['537', '537.1']
569.0	Anal and rectal polyp	anal and rectal polyp	HP_0100896	Rectal polyposis	83.87	['565', '565.1']	['136', '136.4', '136.42']
569.1	Rectal prolapse	rectal prolapse	HP_0002035	Rectal prolapse	100.0	['565']	['530', '530.3']
569.42	Anal or rectal pain	anal or rectal pain	HP_0500005	Anal pain	87.18	['565']	['530']
569.83	Perforation of intestine	perforation of intestine	HP_0031368	Intestinal perforation	100.0	['569']	['532', '532.2']
569.87	Vomiting of fecal matter	vomiting of fecal matter	HP_0025089	Feculent vomiting	100.0	['569']	['528', '528.2', '528.21']
571.4	Chronic hepatitis	chronic hepatitis	HP_0200123	Chronic hepatitis	100.0	['070.4']	['540', '540.1']
571.40	Chronic hepatitis, unspecified	chronic hepatitis	HP_0200123	Chronic hepatitis	100.0	['070.4']	['540', '540.1']
571.49	Other chronic hepatitis	other chronic hepatitis	HP_0200123	Chronic hepatitis	100.0	['070.4']	['540', '540.1']
571.6	Biliary cirrhosis	biliary cirrhosis	HP_0002613	Biliary cirrhosis	100.0	['571', '571.6']	['544']
572.0	Abscess of liver	abscess of liver	HP_0100523	Liver abscess	100.0	['571', '571.8']	['546', '546.2']
572.2	Hepatic encephalopathy	hepatic encephalopathy	HP_0002480	Hepatic encephalopathy	100.0	['571', '571.8']	['542', '542.3']
572.3	Portal hypertension	portal hypertension	HP_0001409	Portal hypertension	100.0	['571', '571.8', '571.81']	['542', '542.4']
573.3	Hepatitis, unspecified	hepatitis	HP_0012115	Hepatitis	100.0	['070.9']	['540']
573.4	Hepatic infarction	hepatic infarction	HP_0033135	Hepatic infarction	100.0	['573']	['546']
574	Cholelithiasis	cholelithiasis	HP_0001081	Cholelithiasis	100.0	['574']	['550', '550.1']
575.0	Acute cholecystitis	acute cholecystitis	HP_0001082	Cholecystitis	80.0	['574', '574.3']	['550', '550.2']
575.1	Other cholecystitis	other cholecystitis	HP_0001082	Cholecystitis	100.0	['574', '574.3']	['550', '550.2']
575.10	Cholecystitis, unspecified	cholecystitis	HP_0001082	Cholecystitis	100.0	['574', '574.3']	['550', '550.2']
575.4	Perforation of gallbladder	perforation of gallbladder	HP_0030154	Gallbladder perforation	100.0	['575', '575.7']	['550', '550.3']
576.1	Cholangitis	cholangitis	HP_0030151	Cholangitis	100.0	['575', '575.1']	['552', '552.1']
577.0	Acute pancreatitis	acute pancreatitis	HP_0001735	Acute pancreatitis	100.0	['577', '577.1']	['554', '554.1', '554.11']
577.1	Chronic pancreatitis	chronic pancreatitis	HP_0006280	Chronic pancreatitis	100.0	['577', '577.2']	['554', '554.1', '554.12']
577.2	Cyst and pseudocyst of pancreas	cyst and pseudocyst of pancreas	HP_0005206	Pancreatic pseudocyst	86.36	['577', '577.3']	['554', '554.2']
578	Gastrointestinal hemorrhage	gastrointestinal hemorrhage	HP_0002239	Gastrointestinal hemorrhage	100.0	['578']	['557']
578.0	Hematemesis	hematemesis	HP_0002248	Hematemesis	100.0	['578', '578.1']	['557', '557.1']
578.9	Hemorrhage of gastrointestinal tract, unspecified	hemorrhage of gastrointestinal tract	HP_0002239	Gastrointestinal hemorrhage	89.29	['578', '578.9']	['557']
579	Intestinal malabsorption	intestinal malabsorption	HP_0002024	Malabsorption	100.0	['557']	['525']
579.0	Celiac disease	celiac disease	HP_0002608	Celiac disease	100.0	['557.1']	['181', '525', '525.1']
579.8	Other specified intestinal malabsorption	other specified intestinal malabsorption	HP_0002024	Malabsorption	83.33	['557']	['525']
579.9	Unspecified intestinal malabsorption	intestinal malabsorption	HP_0002024	Malabsorption	100.0	['557']	['525']
580	Acute glomerulonephritis	acute glomerulonephritis	HP_0000099	Glomerulonephritis	85.71	['580']	['580', '580.1']
581	Nephrotic syndrome	nephrotic syndrome	HP_0000100	Nephrotic syndrome	100.0	['580']	['580', '580.3']
584	Acute kidney failure	acute kidney failure	HP_0001919	Acute kidney injury	100.0	['585']	['582']
584.9	Acute kidney failure, unspecified	acute kidney failure	HP_0001919	Acute kidney injury	100.0	['585', '585.1']	['582']
585	Chronic kidney disease (CKD)	chronic kidney disease ckd	HP_0012622	Chronic kidney disease	91.67	['585', '585.3']	['583']
585	Chronic kidney disease (CKD)	chronic kidney disease ckd	HP_0012622	Chronic kidney disease	91.67	['585', '585.3']	['583']
585.1	Chronic kidney disease, Stage I	chronic kidney disease stage i	HP_0012626	Stage 4 chronic kidney disease	96.55	['585', '585.4']	['583']
585.2	Chronic kidney disease, Stage II (mild)	chronic kidney disease stage ii mild	HP_0012626	Stage 4 chronic kidney disease	84.85	['585', '585.4']	['583']
585.3	Chronic kidney disease, Stage III (moderate)	chronic kidney disease stage iii moderate	HP_0012626	Stage 4 chronic kidney disease	82.35	['585', '585.3', '585.33']	['583']
585.4	Chronic kidney disease, Stage IV (severe)	chronic kidney disease stage iv severe	HP_0012626	Stage 4 chronic kidney disease	83.58	['585', '585.3', '585.34']	['583']
585.5	Chronic kidney disease, Stage V	chronic kidney disease stage v	HP_0012626	Stage 4 chronic kidney disease	93.33	['585', '585.3', '585.32']	['583', '583.1']
585.6	End stage renal disease	end stage renal disease	HP_0003774	Stage 5 chronic kidney disease	100.0	['585', '585.3', '585.32']	['583', '583.1']
585.9	Chronic kidney disease, unspecified	chronic kidney disease	HP_0012622	Chronic kidney disease	100.0	['585', '585.3']	['583']
586	Renal failure, unspecified	renal failure	HP_0000083	Renal insufficiency	100.0	['585', '585.2']	['584']
586.0	Renal failure unspecified **	renal failure	HP_0000083	Renal insufficiency	100.0	['585', '585.2']	
588.1	Nephrogenic diabetes insipidus	nephrogenic diabetes insipidus	HP_0009806	Nephrogenic diabetes insipidus	100.0	['588']	['209', '209.2', '209.21', '588', '588.1', '588.12']
588.81	Secondary hyperparathyroidism (of renal origin)	secondary hyperparathyroidism of renal origin	HP_0000867	Secondary hyperparathyroidism	80.6	['588', '588.2']	['208', '208.2', '208.22', '588', '588.1']
589.9	Small kidney, unspecified	small kidney	HP_0000089	Renal hypoplasia	100.0	['586', '586.1', '586.11']	['586', '586.1']
590.1	Acute pyelonephritis	acute pyelonephritis	HP_0012330	Pyelonephritis	81.48	['590']	['581', '581.1', '581.11']
590.2	Renal and perinephric abscess	renal and perinephric abscess	HP_0032619	Perinephric abscess	85.71	['590']	['581', '581.1', '581.13']
590.80	Pyelonephritis, unspecified	pyelonephritis	HP_0012330	Pyelonephritis	100.0	['590']	['581']
591	Hydronephrosis	hydronephrosis	HP_0000126	Hydronephrosis	100.0	['595']	['581', '581.3', '581.31']
